Facility Name,Address,Phone Number,Capacity,City,Zip Code,State,Date Accessed,State Facility Type 1 Literal,State Facility Type 2 Literal,County,Licensee,License Number,Facility ID
Cypress Manor,503 WEST BUNCOMBE STREET,(252)791-0002,40.0,Roper,27970,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Washington,"STAR CARE NETWORK - CYPRESS MANOR, LLC",HAL-094-007,960559.0
Deerfield Ridge Assisted Living,287 BAMBOO ROAD,(828)264-0336,96.0,Boone,28607,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Watauga,"DEERFIELD RIDGE, LLC",HAL-095-008,990258.0
Mountain Care Facilities,183 GRAGGVILLE ROAD,(828)264-3744,60.0,Boone,28607,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Watauga,"MOUNTAIN CARE FACILITIES, INC",HAL-095-002,920819.0
Brookdale Berkeley Boulevard,1800 N. BERKELEY BLVD.,(919)759-1900,60.0,Goldsboro,27534,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",HAL-096-014,970654.0
Brookdale Country Day Road,380 COUNTRY DAY ROAD,(919)735-5117,104.0,Goldsboro,27530,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,EMERITUS CORPORATION,HAL-096-026,970014.0
Countryside Village,5383 US 17 NORTH,(919)242-6369,40.0,Pikeville,27863,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,"PREMIER OPERATING COUNTRYSIDE VILLAGE, LLC",HAL-096-049,970521.0
Eagle'S Pointe,901 WEST NEW HOPE ROAD,(919)587-1747,104.0,Goldsboro,27534,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,"WAYNE AL HOLDINGS, LLC",HAL-096-051,140238.0
Fremont Rest Center,300 SOUTH VANCE STREET,(919)242-6161,50.0,Fremont,27830,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,FREMONT REST CENTER,HAL-096-024,920411.0
Goldsboro Assisted Living & Alzheimer'S Care,2201 ROYALE AVENUE,(919)735-7684,56.0,Goldsboro,27534,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,"GOLDSBORO ASSISTED LIVING, LLC",HAL-096-031,951080.0
Lagrange Gardens Assisted Living,167 FUSSELL ROAD,(252)933-5659,37.0,Lagrange,28551,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,BIRCH LTC GROUP,HAL-096-001,920130.0
Renu Life Extended,501 FOREST HILL DRIVE,(919)734-0266,37.0,Goldsboro,27534-1817,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,"RENU LIFE EXTENDED, INC",HAL-096-022,11044.0
Somerset Court Of Goldsboro,603 LOCKHAVEN COURT,(919)580-0590,60.0,Goldsboro,27534,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,"JFC MERIDIAN OPCO-GOLDSBORO, LLC",HAL-096-047,971260.0
Sutton'S Retirement Center,4258 HWY 13 NORTH,(919)759-9695,40.0,Goldsboro,27534,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,GARY SUTTON,HAL-096-029,941165.0
Wayne County Rest Villa No. 1,305 VANCE STREET,(919)242-6147,12.0,Fremont,27830,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,"B & J REST VILLAS, INC.",HAL-096-003,920413.0
Wayne County Rest Villa No. 2,305 VANCE STREET,(919)242-6100,12.0,Fremont,27830,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,"B & J REST VILLAS, INC.",HAL-096-004,950412.0
Woodard Care,2052 US 70 WEST HWY,(919)734-2889,73.0,Goldsboro,27530,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wayne,"WOODARD CARE, INC",HAL-096-008,921366.0
Rose Glen Manor,240 INDEPENDENCE AVENUE,(336)818-3411,60.0,North Wilkesboro,28659,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wilkes,"RGM AL HOLDINGS, LLC",HAL-097-015,60853.0
Wilkesboro Assisted Living Center,206 OLD BRICKYARD ROAD,(336)667-2211,102.0,North Wilkesboro,28659,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wilkes,"WILKESBORO ASSISTED LIVING CENTER, LLC",HAL-097-016,980032.0
Morning Star Assisted Living #5,416 NORTH PARKER STREET,(252)245-3031,58.0,Elm City,27822,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wilson,J & S CARE INC.,HAL-098-031,920415.0
Parkwood Village,1730 PARKWOOD BLVD.,(252)237-9050,70.0,Wilson,27895,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wilson,SNH NC TENANT LLC,HAL-098-030,970990.0
Spring Arbor Of Wilson,"2045 WARD BOULEVARD, NW",(252)234-2100,72.0,Wilson,27893,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wilson,"SPRING ARBOR -  WILSON, A VIRGINIA LIMITED PARTNERSHIP",HAL-098-006,960313.0
Wilson Assisted Living,3501 SENIOR VILLAGE LANE,(252)243-3186,88.0,Wilson,27896,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wilson,"WILSON ASSISTED LIVING, LLC",HAL-098-027,951081.0
Wilson House,1800 MARTIN LUTHER KING JR. PARKWAY SE,(252)237-4243,136.0,Wilson,27893-6527,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wilson,"WILSON HOUSE, LLC",HAL-098-023,920533.0
Patriot Living Of Yadkinville,409 HARRISON AVENUE,(336)677-1315,50.0,Yadkinville,27055,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Yadkin,"INTEGRITY-PATRIOT LIVING, LLC",HAL-099-018,941376.0
Pinebrook Residential Center I,312 HARRISON AVENUE,(336)679-8671,54.0,Yadkinville,27055-8247,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Yadkin,"INTEGRITY - PINEBROOK, LLC",HAL-099-017,920167.0
Pinebrook Residential Center Ii,304 HARRISON AVENUE,(336)679-8671,65.0,Yadkinville,27055,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Yadkin,"INTEGRITY - PINEBROOK, LLC",HAL-099-016,920165.0
"Southern Living For Seniors Of Burnsville, Nc",270 LOVE FOX ROAD,(850)253-5990,29.0,Burnsville,27814,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Yancey,"SOUTHERN LIVING FOR SENIORS OF BURNSVILLE, NC, LLC",HAL-100-006,920509.0
Yancey House,6 COOPER LANE,(828)678-9200,70.0,Burnsville,28714-2959,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Yancey,"WP-BURNSVILLE HEALTH HOLDINGS, LLC",HAL-100-005,971508.0
