Facility Name,License Number,State Facility Type 2 Literal,Status,Address,City,State,Zip Code,County,Phone Number,State Facility Type 1 Literal,Capacity
OAKS,RCA38895,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,15 PIN OAK DR APT 1501,SCARBOROUGH,ME,04074-8254,CUMBERLAND,+1 (207) 219-8530,ASSISTED HOUSING,2
OAKWOOD DRIVE,PNC1863,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,10 OAKWOOD DR,OXFORD,ME,04270-3587,OXFORD,+1 (207) 539-8618,ASSISTED HOUSING,3
OASIS,RCC38826,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,10 LOOKOUT AVE,DOVER FOXCROFT,ME,04426-3622,PISCATAQUIS,+1 (207) 564-9061,ASSISTED HOUSING,3
OCEAN HOUSE ROAD,RCA39107,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,8 OCEAN HOUSE RD,SOUTH PORTLAND,ME,04106-6648,CUMBERLAND,+1 (207) 835-0175,ASSISTED HOUSING,2
OCEAN PARK ROAD,RCA1675,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,36 OCEAN PARK RD,SACO,ME,04072-1620,YORK,+1 (207) 282-7306,ASSISTED HOUSING,2
OCEAN STREET,PND38899,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,521 OCEAN ST,SOUTH PORTLAND,ME,04106-6625,CUMBERLAND,+1 (207) 874-1175,ASSISTED HOUSING,8
OCEANVIEW MANOR,ALP2381,ASSISTED LIVING PROGRAM,ACTIVE,10 MANOR ST,OCEAN PARK,ME,04063-3000,YORK,+1 (207) 934-2157,ASSISTED HOUSING,6
OCR-26 OLD COUNTY ROAD,RCC2237,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,26 OLD COUNTY RD,SCARBOROUGH,ME,04074-9005,CUMBERLAND,+1 (207) 878-4686,ASSISTED HOUSING,4
ODD FELLOWS & REBEKAHS' HOME OF MAINE,PND22608,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,85 CARON LN,AUBURN,ME,04210-4288,ANDROSCOGGIN,+1 (207) 786-4616,ASSISTED HOUSING,37
ODS #34,RCA38977,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,34 OAKWOOD DR,SACO,ME,04072-1855,YORK,+1 (207) 878-9663,ASSISTED HOUSING,2
ODS #36,RCA38980,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,36 OAKWOOD DR,SACO,ME,04072-1855,YORK,+1 (207) 878-9663,ASSISTED HOUSING,2
OHI - 113 LINCOLN STREET ASSISTED LIVING FACILITY,RCC1624,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,113 LINCOLN ST,BANGOR,ME,04401-6220,PENOBSCOT,+1 (207) 848-5804,ASSISTED HOUSING,3
OHI - 17 CHURCH ROAD,PNC2022,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,17 CHURCH RD,HOLDEN,ME,04429-7150,PENOBSCOT,+1 (207) 989-7725,ASSISTED HOUSING,6
OHI - 175 MOOSEHEAD BLVD.,RCC5,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,175 MOOSEHEAD BLVD,BANGOR,ME,04401-2324,PENOBSCOT,+1 (207) 990-4215,ASSISTED HOUSING,4
OHI - 18 GROVE STREET,RCC1702,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,18 GROVE ST,BREWER,ME,04412-2304,PENOBSCOT,+1 (207) 989-8928,ASSISTED HOUSING,4
OHI - 19 SOUDER STATION LANE,RCC2128,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,19 SOUDER STATION LN,WINTERPORT,ME,04496-3438,WALDO,+1 (207) 848-5804,ASSISTED HOUSING,3
OHI - 247 BIRCH STREET,RCC1677,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,247 BIRCH ST,BANGOR,ME,04401-4023,PENOBSCOT,+1 (207) 941-6565,ASSISTED HOUSING,3
OHI - 296 MT. HOPE AVENUE,PNC1800,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,296 MOUNT HOPE AVE,BANGOR,ME,04401-4209,PENOBSCOT,+1 (207) 990-0360,ASSISTED HOUSING,4
OHI - 321 NORTH MAIN STREET,RCC1789,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,321 N MAIN ST,BREWER,ME,04412-2616,PENOBSCOT,+1 (207) 989-6930,ASSISTED HOUSING,4
OHI - 34 LONGMEADOW DRIVE,RCC1930,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,34 LONGMEADOW DR,BREWER,ME,04412-1309,PENOBSCOT,+1 (207) 989-7328,ASSISTED HOUSING,3
OHI - 35 DEER RUN RD,PND38854,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,35 DEER RUN RD,GLENBURN,ME,04401-1830,PENOBSCOT,+1 (207) 848-5804,ASSISTED HOUSING,12
OHI - 35 GEORGE STREET,RCC1758,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,35 GEORGE ST,HAMPDEN,ME,04444-1605,PENOBSCOT,+1 (207) 862-4497,ASSISTED HOUSING,4
OHI - 52 DIVISION STREET,PNC1919,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,52 DIVISION ST,BANGOR,ME,04401-4835,PENOBSCOT,+1 (207) 942-1603,ASSISTED HOUSING,4
OHI - 546 PINE TREE ROAD,RCC2059,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,546 PINETREE RD,HERMON,ME,04401-0124,PENOBSCOT,+1 (207) 848-5003,ASSISTED HOUSING,4
OHI - 57 GLENWOOD,RCC38793,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,57 GLENWOOD DR,BANGOR,ME,04401-2905,PENOBSCOT,+1 (207) 848-5804,ASSISTED HOUSING,4
OHI - RANDOLPH DRIVE,RCC884,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,180 RANDOLPH DR,BANGOR,ME,04401-2832,PENOBSCOT,+1 (207) 942-3073,ASSISTED HOUSING,4
OHI - THREE HUDSON STREET,PNC1087,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,3 HUDSON ST,BANGOR,ME,04401-4617,PENOBSCOT,+1 (207) 947-0202,ASSISTED HOUSING,6
OHI - WHITNEY COURT,RCC1705,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,42 WHITNEY CT,BREWER,ME,04412-1352,PENOBSCOT,+1 (207) 989-3132,ASSISTED HOUSING,4
OHI-100 ELM,RCA39156,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,100 ELM ST,BREWER,ME,04412-2518,PENOBSCOT,+1 (207) 848-5804,ASSISTED HOUSING,2
OHI-143 PATTERSON,RCA39010,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,143 PATTERSON RD,HAMPDEN,ME,04444-2001,PENOBSCOT,+1 (207) 848-5804,ASSISTED HOUSING,2
OHI-220 BOLLING DRIVE,RCA39029,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,220 BOLLING DR,BANGOR,ME,04401-2848,PENOBSCOT,+1 (207) 848-5804,ASSISTED HOUSING,2
OHI-224 BOLLING DRIVE,RCA39168,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,224 BOLLING DR,BANGOR,ME,04401-2848,PENOBSCOT,+1 (207) 848-5804,ASSISTED HOUSING,2
OHI-231 RANDOLPH,RCA39162,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,231 RANDOLPH DR,BANGOR,ME,04401-2845,PENOBSCOT,+1 (207) 848-5804,ASSISTED HOUSING,2
OHI-2522 ESSEX,RCA39011,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,2522 ESSEX ST,ORONO,ME,04473-3052,PENOBSCOT,+1 (207) 848-5804,ASSISTED HOUSING,2
OHI-279 ESSEX,RCA39161,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,279 ESSEX ST,BANGOR,ME,04401-4002,PENOBSCOT,+1 (207) 848-5804,ASSISTED HOUSING,2
OHI-92 STATE STREET,RCA39055,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,92 STATE ST APT 1,BREWER,ME,04412-1984,PENOBSCOT,+1 (207) 848-5804,ASSISTED HOUSING,2
OLB MAIN,RCA38981,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,5 OAKWOOD LN # 1,BIDDEFORD,ME,04005-4205,YORK,+1 (207) 878-9663,ASSISTED HOUSING,2
OLB UP,RCA38982,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,5 OAKWOOD LN # 2,BIDDEFORD,ME,04005-4205,YORK,+1 (207) 878-9663,ASSISTED HOUSING,2
OLD COUNTY ROAD,RCA39196,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,164 OLD COUNTY RD,HAMPDEN,ME,04444-1806,PENOBSCOT,+1 (207) 862-2643,ASSISTED HOUSING,2
OLD DANVILLE ROAD,RCC772,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,501 OLD DANVILLE RD,AUBURN,ME,04210-8107,ANDROSCOGGIN,+1 (207) 782-6264,ASSISTED HOUSING,4
OLD PORTLAND ROAD A,RCC38786,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,220 OLD PORTLAND RD,BRUNSWICK,ME,04011-7274,CUMBERLAND,+1 (207) 504-5680,ASSISTED HOUSING,3
OLD PORTLAND ROAD B,RCA38917,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,220 OLD PORTLAND RD # B,BRUNSWICK,ME,04011-7274,CUMBERLAND,+1 (207) 504-5680,ASSISTED HOUSING,1
OLD TOWN MANOR,RCC39084,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,641 MAIN ST,OLD TOWN,ME,04468-1920,PENOBSCOT,+1 (207) 951-6800,ASSISTED HOUSING,5
OLD WINDSOR ROAD,RCA775,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,47 WINDSOR RD,CHELSEA,ME,04330-1283,KENNEBEC,+1 (207) 582-6181,ASSISTED HOUSING,2
OLHC-HOLM AVENUE,RCB39013,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,182 HOLM AVE,PORTLAND,ME,4102,,+1 (207) 329-8441,ASSISTED HOUSING,3
OLHC-POND ROAD,RCB38910,LEVEL II RESIDENTIAL CARE FACILITY,DENIED,1 POND RD,LEWISTON,ME,04240-1612,ANDROSCOGGIN,+1 (207) 329-8441,ASSISTED HOUSING,2
OLIVER HOUSE,RCC776,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,482 FARMINGTON FALLS RD,FARMINGTON,ME,04938-6438,FRANKLIN,+1 (207) 778-0584,ASSISTED HOUSING,4
ONE HUNDRED TWELVE OHIO STREET,PNC781,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,112 OHIO ST,BANGOR,ME,04401-4737,PENOBSCOT,+1 (207) 942-5353,ASSISTED HOUSING,5
ONE SEVENTY MAIN STREET,RCC782,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,170 MAIN ST,PRESQUE ISLE,ME,04769-2817,AROOSTOOK,+1 (207) 764-0019,ASSISTED HOUSING,4
ONE SIXTY EIGHT OLD LISBON ROAD,RCC784,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,168 OLD LISBON RD,LEWISTON,ME,04240-1509,ANDROSCOGGIN,+1 (207) 241-2826,ASSISTED HOUSING,4
ONE TWENTY FIVE FRANKLIN STREET,PNC785,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,125 FRANKLIN ST,RUMFORD,ME,04276-2201,OXFORD,+1 (207) 364-5851,ASSISTED HOUSING,5
ONE WILLOW MANOR,RCB786,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,97 SCHOOL ST,SOUTH PORTLAND,ME,04106-1545,CUMBERLAND,+1 (207) 799-2615,ASSISTED HOUSING,6
ONELOVE HOMECARE,RCB38711,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,176 HOLM AVE,PORTLAND,ME,04102-1228,CUMBERLAND,+1 (207) 329-8441,ASSISTED HOUSING,3
ONELOVE HOMECARE - APARTMENT B,RCA38882,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,176 HOLM AVE APT B,PORTLAND,ME,04102-1228,CUMBERLAND,+1 (207) 329-8441,ASSISTED HOUSING,1
ORCHARD HOUSE,RCC38955,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1344 BANGOR RD,DOVER FOXCROFT,ME,04426-3231,PISCATAQUIS,+1 (207) 564-0061,ASSISTED HOUSING,3
ORONO COMMONS,RCD22610,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,117 BENNOCH RD,ORONO,ME,04473-3620,PENOBSCOT,+1 (207) 866-4914,ASSISTED HOUSING,10
OSHER INN AT THE CEDARS,ALP1959,ASSISTED LIVING PROGRAM,ACTIVE,650 OCEAN AVE,PORTLAND,ME,04103-2704,CUMBERLAND,+1 (207) 221-7171,ASSISTED HOUSING,30
OUR PLACE,RCB38796,LEVEL II RESIDENTIAL CARE FACILITY,DENIED,,,,,,,ASSISTED HOUSING,3
OWL'S HEAD GROUP HOME,PND38852,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,38 WESKEG RD,OWLS HEAD,ME,04854-3417,KNOX,+1 (207) 594-9507,ASSISTED HOUSING,7
OXHORN ROAD,RCC38631,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,60 OXHORN RD,WISCASSET,ME,04578-4697,LINCOLN,+1 (207) 882-9181,ASSISTED HOUSING,3
PAGOMA LANE,RCC39018,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,20 PAGOMA LN,LEWISTON,ME,04240-1702,ANDROSCOGGIN,+1 (207) 241-2991,ASSISTED HOUSING,3
PARENT WAIVER HOME,RCB2218,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,118 WRIGHT ST,VAN BUREN,ME,04785-1352,AROOSTOOK,+1 (207) 868-9708,ASSISTED HOUSING,3
PARIS HOME ASSISTED HOUSING PROGRAM,RCC38611,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,14 PARIS PROMENADE,SOUTH PARIS,ME,04281-1126,OXFORD,+1 (207) 743-6354,ASSISTED HOUSING,4
"PARISH HOUSE, THE",PNC38706,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,27 KENNEBEC ST,BAR HARBOR,ME,04609-1905,HANCOCK,+1 (207) 373-1140,ASSISTED HOUSING,6
PARK AVENUE,RCA39027,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,10 PARK AVE W,BREWER,ME,04412-2336,PENOBSCOT,+1 (207) 307-7963,ASSISTED HOUSING,2
PARK RESIDENCES,ALP803,ASSISTED LIVING PROGRAM,ACTIVE,141 W RIVER RD,WATERVILLE,ME,04901-5098,KENNEBEC,+1 (207) 861-5685,ASSISTED HOUSING,39
PARK RESIDENCES OF FARMINGTON,ALP38791,ASSISTED LIVING PROGRAM,ACTIVE,"175 KNOWLTON CORNER RD, C/O WOODLANDS SENIOR LIVING OF FARMINGTON",FARMINGTON,ME,04938-6200,FRANKLIN,+1 (207) 860-3999,ASSISTED HOUSING,22
PARK STREET,PND38802,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,130 PARK ST,PORTLAND,ME,04101-3805,CUMBERLAND,+1 (207) 874-1088,ASSISTED HOUSING,9
PARK STREET WEST PARIS,RCB805,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,26 PARK ST,WEST PARIS,ME,04289-5149,OXFORD,+1 (207) 674-3372,ASSISTED HOUSING,3
PARKER RIDGE,ALP1964,ASSISTED LIVING PROGRAM,ACTIVE,63 PARKER RIDGE LN,BLUE HILL,ME,04614-6129,HANCOCK,+1 (207) 374-2913,ASSISTED HOUSING,47
PARKMAN I,RCC38697,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,88 WHITE SCHOOL HOUSE RD,MADISON,ME,04950-4007,SOMERSET,+1 (207) 696-3300,ASSISTED HOUSING,4
PARKWAY SOUTH,RCA39318,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,231 PARKWAY S,BREWER,ME,04412-1615,PENOBSCOT,+1 (207) 989-1092,ASSISTED HOUSING,2
PATTEN POND HOUSE,RCD2147,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,99 PATTEN POND RD,SURRY,ME,04684-3329,HANCOCK,+1 (207) 664-2906,ASSISTED HOUSING,8
PATTERSON ROAD,RCA39189,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,193 PATTERSON RD,HAMPDEN,ME,04444-2001,PENOBSCOT,+1 (207) 862-2643,ASSISTED HOUSING,2
PEARCE BROOK HOME,RCC2285,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,12 ABRAHAM COURT,HOULTON,ME,4730,AROOSTOOK,+1 (207) 532-9446,ASSISTED HOUSING,5
PETRA HOUSE WAIVER,RCC2163,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,34 OAK ST,WATERVILLE,ME,04901-5525,KENNEBEC,+1 (207) 873-4903,ASSISTED HOUSING,3
PHILLIP BLANCHETTE RESIDENTIAL,RCC2071,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,3601 AROOSTOOK ROAD,EAGLE LAKE,ME,4739,AROOSTOOK,+1 (207) 444-5152,ASSISTED HOUSING,6
PHILLIPS-STRICKLAND HOUSE,PND840,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,21 BOYD ST,BANGOR,ME,04401-6560,PENOBSCOT,+1 (207) 941-2820,ASSISTED HOUSING,48
"PIERCE HOUSE, THE",PND300,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,204 MAIN ST,FARMINGTON,ME,04938-1901,FRANKLIN,+1 (207) 778-4745,ASSISTED HOUSING,16
PINE GROVE COTTAGE,RCA39046,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,275 FOUR ROD RD,WARREN,ME,04864-4660,KNOX,+1 (207) 273-3386,ASSISTED HOUSING,2
PINEWOOD MANOR,ALP38621,ASSISTED LIVING PROGRAM,ACTIVE,20 MANOR ST,OCEAN PARK,ME,04063-3000,YORK,+1 (207) 934-2157,ASSISTED HOUSING,14
PINEWOOD TERRACE,PND38681,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,136 ROSEWOOD DR,FARMINGTON,ME,04938-6734,FRANKLIN,+1 (207) 779-0511,ASSISTED HOUSING,30
PINNACLE DRIVE,RCC38797,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,7 PINNACLE DR,AUBURN,ME,04210-4364,ANDROSCOGGIN,+1 (207) 795-6737,ASSISTED HOUSING,4
PINNACLE HEALTH & REHAB RESIDENTIAL CARE,PND38606,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,26 PLEASANT ST,CANTON,ME,04221-3144,OXFORD,+1 (207) 597-2510,ASSISTED HOUSING,67
"PITTSFIELD COMMUNITY CARE, LLC",PND2235,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,554 N MAIN ST,PITTSFIELD,ME,04967-3703,SOMERSET,+1 (207) 487-7063,ASSISTED HOUSING,16
PITTSTON CLA,PNC849,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,39 PATTERSON RD,PITTSTON,ME,04345-6639,KENNEBEC,+1 (207) 582-2044,ASSISTED HOUSING,3
PLANT ASSISTED LIVING SERVICES,ALP1708,ASSISTED LIVING PROGRAM,ACTIVE,1 WASHINGTON ST,BATH,ME,04530-1634,SAGADAHOC,+1 (207) 443-2244,ASSISTED HOUSING,37
PLEASANT HILL ROAD,RCC1973,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,48 PLEASANT HILL RD,BRUNSWICK,ME,04011-7425,CUMBERLAND,+1 (207) 504-5679,ASSISTED HOUSING,6
PLEASANT MEADOWS ESTATES,PND1342,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,137 PARK ST,DOVER FOXCROFT,ME,04426-3761,PISCATAQUIS,+1 (207) 564-2444,ASSISTED HOUSING,29
PLEASANT STREET APARTMENTS,RCA38698,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,93 PLEASANT ST,NORWAY,ME,04268-5058,OXFORD,+1 (207) 743-0618,ASSISTED HOUSING,2
PLEASANT STREET GROUP HOME,PNC38846,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,407 PLEASANT ST,ROCKLAND,ME,04841-5308,KNOX,+1 (207) 594-8960,ASSISTED HOUSING,3
PLEASANT STREET HOME,RCC38699,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,93 PLEASANT ST,NORWAY,ME,04268-5058,OXFORD,+1 (207) 743-0181,ASSISTED HOUSING,4
PLEASANT STREET SERVICES,PNC977,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,73 PLEASANT ST,WATERVILLE,ME,04901-5456,KENNEBEC,+1 (207) 873-1741,ASSISTED HOUSING,6
PLEASANT STREET UNIT 1,RCA39118,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,50 PLEASANT ST APT 1,WESTBROOK,ME,04092-4490,CUMBERLAND,+1 (207) 847-2273,ASSISTED HOUSING,2
PLEASANT STREET UNIT 2,RCA39119,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,50 PLEASANT ST APT 2,WESTBROOK,ME,04092-4490,CUMBERLAND,+1 (207) 847-2273,ASSISTED HOUSING,2
PLEASANT STREET UNIT 3,RCA39120,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,50 PLEASANT ST APT 3,WESTBROOK,ME,04092-4490,CUMBERLAND,+1 (207) 847-2273,ASSISTED HOUSING,2
POLAND ROAD,RCA39032,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,649 POLAND RD,AUBURN,ME,04210-3825,ANDROSCOGGIN,+1 (207) 782-2726,ASSISTED HOUSING,2
POLAND SPRING ROAD,RCC860,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,28 POLAND SPRING RD,AUBURN,ME,04210-8388,ANDROSCOGGIN,+1 (207) 783-9031,ASSISTED HOUSING,3
POND POINT PARK,RCA39045,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,18 HAINES DR,BOWDOIN,ME,04287-7753,SAGADAHOC,+1 (207) 666-5766,ASSISTED HOUSING,2
POND ROAD,RCA39114,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,575 POND RD,STANDISH,ME,04084-5456,CUMBERLAND,+1 (207) 893-8741,ASSISTED HOUSING,2
PORT PLACE ADULT DAY PROGRAM,ADS38789,ADULT DAY SERVICES PROGRAM,ACTIVE,280B GANNETT DR,SOUTH PORTLAND,ME,04106-6940,CUMBERLAND,+1 (207) 828-0048,ASSISTED HOUSING,30
PORTLAND CENTER FOR ASSISTED LIVING,PND863,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,68 DEVONSHIRE ST,PORTLAND,ME,04103-4431,CUMBERLAND,+1 (207) 772-2893,ASSISTED HOUSING,170
POWNAL ROAD,RCC866,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1807 POWNAL RD,AUBURN,ME,04210-9687,ANDROSCOGGIN,+1 (207) 783-0017,ASSISTED HOUSING,3
PRATT FOSTER HOME,RCA867,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,4 BREEZY MEADOWS,GRAY,ME,4039,CUMBERLAND,+1 (207) 657-4744,ASSISTED HOUSING,1
PRESUMPSCOT STREET,RCC39000,LEVEL III RESIDENTIAL CARE FACILITY,EXPIRED,440 PRESUMPSCOT ST,PORTLAND,ME,04103-5219,CUMBERLAND,+1 (207) 632-6240,ASSISTED HOUSING,3
PRIDE HOUSE,RCD868,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,549 WESTBROOK ST,SOUTH PORTLAND,ME,04106-1909,CUMBERLAND,+1 (207) 773-3048,ASSISTED HOUSING,8
PRIDE ROAD,RCA39033,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,34 PRIDE RD,AUBURN,ME,04210-3929,ANDROSCOGGIN,+1 (207) 782-2726,ASSISTED HOUSING,1
PRIORS CIRCLE,RCA1773,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,1 PRIOR CIR,SACO,ME,04072-9623,YORK,+1 (207) 284-9902,ASSISTED HOUSING,2
PSL SERVICES - WALL STREET PROGRAM,ALP38787,ASSISTED LIVING PROGRAM,ACTIVE,25 WALL ST,PORTLAND,ME,04103-2300,CUMBERLAND,+1 (207) 899-4798,ASSISTED HOUSING,8
QUARRY HILL-ANDERSON INN,ALP1590,ASSISTED LIVING PROGRAM,ACTIVE,30 COMMUNITY DR,CAMDEN,ME,04843-2061,KNOX,+1 (207) 921-6100,ASSISTED HOUSING,37
QUARRY ROAD RESIDENTIAL CENTER,PND874,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,10 QUARRY RD,WATERVILLE,ME,04901-4944,KENNEBEC,+1 (207) 873-4594,ASSISTED HOUSING,12
RAE WAY,RCA39201,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,16 RAE WAY,HAMPDEN,ME,04444-3242,PENOBSCOT,+1 (207) 862-2643,ASSISTED HOUSING,2
RAICHE STREET,RCA38948,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,30 RAICHE ST,LEWISTON,ME,04240-2522,ANDROSCOGGIN,+1 (207) 786-3453,ASSISTED HOUSING,2
RAINBOW HOUSE,RCA38778,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,279 OLD COUNTY RD,HAMPDEN,ME,04444-1805,PENOBSCOT,+1 (207) 944-5036,ASSISTED HOUSING,2
RALPH STREET RESIDENCE,PNC881,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,18 RALPH ST,BANGOR,ME,04401-4438,PENOBSCOT,+1 (207) 945-4188,ASSISTED HOUSING,6
RANDOLPH HOUSE,RCA885,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,15 WINDSOR ST,RANDOLPH,ME,04346-5201,KENNEBEC,+1 (207) 588-0602,ASSISTED HOUSING,2
READ STREET,PNC38806,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1103 FOREST AVE,PORTLAND,ME,04103-3323,CUMBERLAND,+1 (207) 761-5924,ASSISTED HOUSING,6
REDINGTON MEMORIAL HOME,RCD888,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,11 NORTH AVE,SKOWHEGAN,ME,04976-1819,SOMERSET,+1 (207) 474-2444,ASSISTED HOUSING,31
REEF LANE,RCC889,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1 REEF LN,SCARBOROUGH,ME,04074-9092,CUMBERLAND,+1 (207) 885-1349,ASSISTED HOUSING,3
REMELIAH HOUSE,RCD890,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,10 MAHAR LN,CALAIS,ME,04619-1202,WASHINGTON,+1 (207) 454-3972,ASSISTED HOUSING,8
"RESIDENCE AT GRAY BIRCH, THE",PND22503,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,37 GRAY BIRCH DR,AUGUSTA,ME,04330-6105,KENNEBEC,+1 (207) 621-7100,ASSISTED HOUSING,37
"RESIDENCE AT TALL PINES, THE",ALP2160,ASSISTED LIVING PROGRAM,ACTIVE,24 MARTIN LN,BELFAST,ME,04915-6099,WALDO,+1 (207) 930-7031,ASSISTED HOUSING,30
