Sort Name,Mailing Name,License Number,Profession,Status,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Zip,County FIPS,County,Country,Phone,Fax,Address Directions,Mailing Care Of,Mailing Address Line 1,Mailing Address Line 2,Mailing Address Line 3,Mailing Address Line 4,Mailing City,Mailing State,Mailing Zip,Mailing County FIPS,Mailing County,Mailing Country,Mailing Address Directions,NAIC Code,Expiration Date,Responsible Individual,RI License Number,Authorities,Department,Agency,Board,EmailAddress,CE Required By Date,Bed Count,Primary Administrator
MOUNTAIN VISTA MANOR,MOUNTAIN VISTA MANOR,RCD2180,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,44 S BAY RD,,,,FRANKLIN,ME,04634-3140,23009,HANCOCK,,+1 (207) 565-3804,+1 (207) 565-3804,,,,,,,,,,,,,,,7/3/22,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,HEATHER HANSON
MOUNTAINVIEW DRIVE,MOUNTAINVIEW DRIVE,RCA39020,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,33 MOUNTAIN VIEW DR,,,,SOUTH PARIS,ME,04281-6301,23017,OXFORD,,+1 (207) 744-2249,,,,,,,,,,,,,,,,8/27/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,CHRISTOPHER CALL
MUNROE HOUSE I,MUNROE HOUSE I,RCC724,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,72 EMERY ST,,,,PORTLAND,ME,04102-3707,23005,CUMBERLAND,,+1 (207) 828-0048,+1 (207) 772-3743,,,,,,,,,,,,,,,12/2/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,TAMMY L. PIKE
MUNROE HOUSE II,MUNROE HOUSE II,RCC725,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,70 EMERY ST,,,,PORTLAND,ME,04102-3707,23005,CUMBERLAND,,+1 (207) 828-0048,+1 (207) 772-3743,,,,,,,,,,,,,,,12/3/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,TAMMY L. PIKE
MURPHY'S LAKEVIEW MANOR,MURPHY'S LAKEVIEW MANOR,RCC38839,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,10 E BROADWAY,,,,LINCOLN,ME,04457-1416,23019,PENOBSCOT,,+1 (207) 951-7291,+1 (207) 433-1023,,,,,,,,,,,,,,,11/25/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,CAROL MURPHY
MURPHY'S MANOR,MURPHY'S MANOR,RCC38625,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,340 STATE ST,,,,BANGOR,ME,04401-5531,23019,PENOBSCOT,,+1 (207) 573-1681,,,,,,,,,,,,,,,,5/17/21,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,CAROL MURPHY
MUSKIE CENTER ADULT DAY SERVICES,MUSKIE CENTER ADULT DAY SERVICES,ADS727,ADULT DAY SERVICES PROGRAM,ACTIVE,38 GOLD ST,,,,WATERVILLE,ME,04901-5919,23011,KENNEBEC,,+1 (207) 622-9212,+1 (207) 622-7857,,,,,,,,,,,,,,,8/14/22,,,Health,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,40,TARSHA ANN REWA
MUSSEY,MUSSEY,RCA39175,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,166 MUSSEY ST,,,,SOUTH PORTLAND,ME,04106-3815,23005,CUMBERLAND,,+1 (207) 835-0099,+1 (207) 536-4005,,,,,,,,,,,,,,,3/11/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,SAMANTHA D RICHARD
MVRA 50 MAPLE,MVRA 50 MAPLE,RCA39057,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,50 MAPLE ST,,,,BANGOR,ME,04401-5407,23019,PENOBSCOT,,+1 (207) 990-1666,+1 (207) 990-1688,,,,,,,,,,,,,,,1/5/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,JOHNNY M. JONES
MVRA-17 MIDDLE STREET,MVRA-17 MIDDLE STREET,RCC38773,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,17 MIDDLE ST,,,,HALLOWELL,ME,04347-1101,23011,KENNEBEC,,+1 (207) 774-4248,,,,,,,,,,,,,,,,6/24/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,CHARLES GALARRAGA
MVRA-HAMPDEN,MVRA-HAMPDEN,RCC38772,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,569 BACK WINTERPORT RD,,,,HAMPDEN,ME,04444-1123,23019,PENOBSCOT,,+1 (207) 990-1666,+1 (207) 990-1688,,,,,,,,,,,,,,,7/30/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,JOHNNY M. JONES
MY FRIEND'S PLACE,MY FRIEND'S PLACE,ADS1321,ADULT DAY SERVICES PROGRAM,ACTIVE,703 ESSEX ST,,,,BANGOR,ME,04401-3509,23019,PENOBSCOT,,+1 (207) 945-0122,+1 (207) 945-9312,,,,,,,,,,,,,,,4/3/22,,,Social,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,20,DOROTHEA ENGLAND
NARRAGUAGUS BAY HEALTH CENTER,NARRAGUAGUS BAY HEALTH CENTER,RCD22598,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,3 MAIN ST,,,,MILBRIDGE,ME,04658-3500,23029,WASHINGTON,,+1 (207) 546-2371,+1 (207) 546-2145,,,,,,,,,,,,,,,3/31/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,23,MELANIE BAILEY
"NEIGHBORHOOD RESIDENTIAL, INC.","NEIGHBORHOOD RESIDENTIAL, INC.",RCC38637,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,36 HADLEY LAKE RD,,,,MARSHFIELD,ME,04654-5108,23029,WASHINGTON,,+1 (207) 263-4783,+1 (207) 259-1165,,,,,,,,,,,,,,,2/1/22,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,VICTOR K. MUBANG
NEURORESTORATIVE 246 HARDY ROAD,NEURORESTORATIVE 246 HARDY ROAD,RCC38875,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,246 HARDY RD,,,,WESTBROOK,ME,04092-2515,23005,CUMBERLAND,,+1 (207) 229-0547,,,,,,,,,,,,,,,,6/30/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,HEIDI K. DE KOK
NEURORESTORATIVE GORHAM,NEURORESTORATIVE GORHAM,RCC38816,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,9 RIVERS EDGE DR,,,,GORHAM,ME,04038-5866,23005,CUMBERLAND,,+1 (207) 229-0547,+1 (207) 642-1270,,,,,,,,,,,,,,,11/6/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,HEIDI K. DE KOK
NEURORESTORATIVE KENNEBUNK 1,NEURORESTORATIVE KENNEBUNK 1,RCD38630,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,9 POTVIN LN,,,,KENNEBUNK,ME,04043-6176,23031,YORK,,+1 (207) 229-0547,+1 (207) 934-0523,,,,,,,,,,,,,,,10/12/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,HEIDI K. DE KOK
NEURORESTORATIVE OLD ORCHARD,NEURORESTORATIVE OLD ORCHARD,RCC2368,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,35 POPLAR ST,,,,OLD ORCHARD BEACH,ME,04064-1169,23031,YORK,,+1 (207) 229-0547,+1 (207) 934-0523,,,,,,,,,,,,,,,5/31/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,HEIDI K. DE KOK
NEURORESTORATIVE OLD ORCHARD BEACH 2,NEURORESTORATIVE OLD ORCHARD BEACH 2,RCD2388,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,37 POPLAR ST,,,,OLD ORCHARD BEACH,ME,04064-1169,23031,YORK,,+1 (207) 229-0547,+1 (207) 934-0523,,,,,,,,,,,,,,,11/9/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,HEIDI K. DE KOK
NEURORESTORATIVE OLD ORCHARD BEACH 3,NEURORESTORATIVE OLD ORCHARD BEACH 3,RCD38629,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,14 POND VIEW RD,,,,OLD ORCHARD BEACH,ME,04064-4149,23031,YORK,,+1 (207) 229-0547,+1 (207) 934-0523,,,,,,,,,,,,,,,7/7/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,HEIDI K. DE KOK
NEURORESTORATIVE SEBAGO HOUSE,NEURORESTORATIVE SEBAGO HOUSE,RCD2000,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,986 SEBAGO RD,,,,SEBAGO,ME,04029-3814,23005,CUMBERLAND,,+1 (207) 787-2162,+1 (207) 787-2246,,,,,,,,,,,,,,,6/5/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,HEIDI K. DE KOK
NEURORESTORATIVE SEBAGO LODGE,NEURORESTORATIVE SEBAGO LODGE,RCD38602,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,1014 SEBAGO RD,,,,SEBAGO,ME,04029-3816,23005,CUMBERLAND,,+1 (207) 229-0547,+1 (207) 642-1270,,,,,,,,,,,,,,,12/10/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,HEIDI K. DE KOK
NEURORESTORATIVE SEBAGO RANCH,NEURORESTORATIVE SEBAGO RANCH,RCC2294,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,988 SEBAGO RD,,,,SEBAGO,ME,04029-3814,23005,CUMBERLAND,,+1 (207) 229-0547,+1 (207) 642-1270,,,,,,,,,,,,,,,11/11/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,HEIDI K. DE KOK
NEW BEGINNINGS RESIDENTIAL CARE LLC,NEW BEGINNINGS RESIDENTIAL CARE LLC,RCD2207,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,90 PARK ST,,,,MILO,ME,04463-1738,23021,PISCATAQUIS,,+1 (207) 943-6082,+1 (207) 943-2009,,,,,,,,,,,,,,,1/19/23,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,TAMMY L. TRASK
NEW HOPE HOME,NEW HOPE HOME,PNC739,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,91 HIGHLAND TER,,,,MEXICO,ME,04257-1721,23017,OXFORD,,+1 (207) 369-0019,+1 (207) 369-0019,,,,,,,,,,,,,,,1/30/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,CATHERINE JOHNSON
NEW HORIZONS AFCH,NEW HORIZONS AFCH,RCD38636,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,526 SOUTH ST,,,,CALAIS,ME,04619-1118,23029,WASHINGTON,,+1 (207) 454-1141,+1 (207) 454-1141,,,,,,,,,,,,,,,2/22/22,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,WENDY HIGGINS
NEWTON STREET RESIDENCE,NEWTON STREET RESIDENCE,RCC743,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,137 NEWTON ST,,,,PORTLAND,ME,04103-1534,23005,CUMBERLAND,,+1 (207) 671-3565,+1 (207) 761-8405,,,,,,,,,,,,,,,7/24/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,AMY FAULKNER
NFI NORTH INTERMISSION,NFI NORTH INTERMISSION,PND38908,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,98 RUSSELL ST,,,,LEWISTON,ME,04240-6004,23001,ANDROSCOGGIN,,+1 (207) 784-7144,+1 (207) 784-5919,,,,,,,,,,,,,,,2/19/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,7,BRIE MASSELLI
NORTH AVENUE,NORTH AVENUE,RCC39074,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,67 NORTH AVE,,,,SANFORD,ME,04073-2944,23031,YORK,,+1 (207) 850-1198,+1 (855) 221-9882,,,,,,,,,,,,,,,8/24/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,KIMBERLY A. PELLERIN
NORTH MAIN,NORTH MAIN,RCA38957,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,65 N MAIN ST,,,,MECHANIC FALLS,ME,04256-6320,23001,ANDROSCOGGIN,,+1 (207) 782-2726,+1 (844) 884-6944,,,,,,,,,,,,,,,12/8/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,MARIE BEAUCAGE
NORTH POND HOMESTEAD,NORTH POND HOMESTEAD,RCC752,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,349 N POND RD,,,,WARREN,ME,04864-4428,23013,KNOX,,+1 (207) 273-3005,+1 (207) 273-3355,,,,,,,,,,,,,,,11/21/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,ROBIN E. BOGGS
NORTH STREET,NORTH STREET,PNC38809,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,81 NORTH ST,,,,SACO,ME,04072-1924,23031,YORK,,+1 (207) 283-1500,+1 (207) 283-0138,,,,,,,,,,,,,,,4/22/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,ABIGAIL SPADONE
NORTH STREET ASSISTED LIVING,NORTH STREET ASSISTED LIVING,ALP38811,ASSISTED LIVING PROGRAM,ACTIVE,81 NORTH ST,,,,SACO,ME,04072-1924,23031,YORK,,+1 (207) 283-1500,+1 (207) 283-0138,,,,,,,,,,,,,,,4/22/22,,,Type I - Medication,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,ABIGAIL SPADONE
NORTH STREET BRIDGE HOME,NORTH STREET BRIDGE HOME,RCD1912,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,241 NORTH ST,,,,CALAIS,ME,04619-1619,23029,WASHINGTON,,+1 (207) 952-0240,+1 (207) 454-3378,,,,,,,,,,,,,,,10/24/21,,,"Adult Family Care Home, Dementia/Alzheimer's",HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,7,RHONDA E. CHAMBERS
NORTHERN AVENUE,NORTHERN AVENUE,RCC753,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,124 NORTHERN AVE,,,,AUBURN,ME,04210-6200,23001,ANDROSCOGGIN,,+1 (207) 777-3110,+1 (207) 782-1734,,,,,,,,,,,,,,,7/22/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,JOY M. DINSMORE
NORTHWOOD MANOR,NORTHWOOD MANOR,RCC1671,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,35 WALKER ST,,,,ASHLAND,ME,04732-3429,23003,AROOSTOOK,,+1 (207) 435-3700,+1 (207) 435-3007,,,,,,,,,,,,,,,11/8/22,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,JENNIFER L. DURAND
"NORWAY CENTER FOR HEALTH & REHABILITATION, LLC","NORWAY CENTER FOR HEALTH & REHABILITATION, LLC",PND22604,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,29 MARION AVE,,,,NORWAY,ME,04268-5601,23017,OXFORD,,+1 (207) 743-7075,+1 (207) 743-9267,,,,,,,,,,,,,,,3/31/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,28,CASSANDRA BYORAK
OAKHILL ROAD,OAKHILL ROAD,RCC39062,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,256 OAK HILL RD,,,,AUBURN,ME,04210-6541,23001,ANDROSCOGGIN,,+1 (207) 937-8260,,,,,,,,,,,,,,,,10/25/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,BERTRAND MIZERO
OAKS,OAKS,RCA38895,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,15 PIN OAK DR APT 1501,,,,SCARBOROUGH,ME,04074-8254,23005,CUMBERLAND,,+1 (207) 219-8530,+1 (207) 854-1787,,,,,,,,,,,,,,,8/15/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ANN-MARIE MAYBERRY
OAKWOOD DRIVE,OAKWOOD DRIVE,PNC1863,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,10 OAKWOOD DR,,,,OXFORD,ME,04270-3587,23017,OXFORD,,+1 (207) 539-8618,+1 (207) 539-8618,,,,,,,,,,,,,,,8/13/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,GREGORY S. SIMONEAU
OASIS,OASIS,RCC38826,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,10 LOOKOUT AVE,,,,DOVER FOXCROFT,ME,04426-3622,23021,PISCATAQUIS,,+1 (207) 564-9061,+1 (207) 564-2404,,,,,,,,,,,,,,,12/31/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,AIMEE KERRIGAN
OCEAN HOUSE ROAD,OCEAN HOUSE ROAD,RCA39107,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,8 OCEAN HOUSE RD,,,,SOUTH PORTLAND,ME,04106-6648,23005,CUMBERLAND,,+1 (207) 835-0175,,,,,,,,,,,,,,,,12/1/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ASSUAMANI RASHINDI
OCEAN PARK ROAD,OCEAN PARK ROAD,RCA1675,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,36 OCEAN PARK RD,,,,SACO,ME,04072-1620,23031,YORK,,+1 (207) 282-7306,+1 (207) 282-7306,,,,,,,,,,,,,,,8/25/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,JAMIE WHITEHOUSE
OCEAN STREET,OCEAN STREET,PND38899,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,521 OCEAN ST,,,,SOUTH PORTLAND,ME,04106-6625,23005,CUMBERLAND,,+1 (207) 874-1175,+1 (207) 200-2605,,,,,,,,,,,,,,,7/11/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,NIKKI OLIVER
OCEANVIEW MANOR,OCEANVIEW MANOR,ALP2381,ASSISTED LIVING PROGRAM,ACTIVE,10 MANOR ST,,,,OCEAN PARK,ME,04063-3000,23031,YORK,,+1 (207) 934-2157,+1 (207) 934-2158,,,,,,,,,,,,,,,10/12/22,,,Type I - Medication,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,ELISABETH HEROLD
OCR-26 OLD COUNTY ROAD,OCR-26 OLD COUNTY ROAD,RCC2237,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,26 OLD COUNTY RD,,,,SCARBOROUGH,ME,04074-9005,23005,CUMBERLAND,,+1 (207) 878-4686,+1 (207) 878-2259,,,,,,,,,,,,,,,10/26/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SCOTT M. MCKEOUGH
ODD FELLOWS & REBEKAHS' HOME OF MAINE,ODD FELLOWS & REBEKAHS' HOME OF MAINE,PND22608,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,85 CARON LN,,,,AUBURN,ME,04210-4288,23001,ANDROSCOGGIN,,+1 (207) 786-4616,+1 (207) 786-4064,,,,,,,,,,,,,,,3/31/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,37,JOHN BOLDUC
ODS #34,ODS #34,RCA38977,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,34 OAKWOOD DR,,,,SACO,ME,04072-1855,23031,YORK,,+1 (207) 878-9663,+1 (207) 854-3690,,,,,,,,,,,,,,,1/2/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,STACY LAMONTAGNE
ODS #36,ODS #36,RCA38980,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,36 OAKWOOD DR,,,,SACO,ME,04072-1855,23031,YORK,,+1 (207) 878-9663,+1 (207) 854-3690,,,,,,,,,,,,,,,2/13/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,STACY LAMONTAGNE
OHI - 113 LINCOLN STREET ASSISTED LIVING FACILITY,OHI - 113 LINCOLN STREET ASSISTED LIVING FACILITY,RCC1624,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,113 LINCOLN ST,,,,BANGOR,ME,04401-6220,23019,PENOBSCOT,,+1 (207) 848-5804,+1 (207) 848-7978,,,,,,,,,,,,,,,10/26/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,DUANE A. HALL
OHI - 17 CHURCH ROAD,OHI - 17 CHURCH ROAD,PNC2022,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,17 CHURCH RD,,,,HOLDEN,ME,04429-7150,23019,PENOBSCOT,,+1 (207) 989-7725,+1 (207) 848-7978,,,,,,,,,,,,,,,1/28/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,RAYMA L. CHIARELL
OHI - 175 MOOSEHEAD BLVD.,OHI - 175 MOOSEHEAD BLVD.,RCC5,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,175 MOOSEHEAD BLVD,,,,BANGOR,ME,04401-2324,23019,PENOBSCOT,,+1 (207) 990-4215,+1 (207) 848-7978,,,,,,,,,,,,,,,2/19/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,DUANE A. HALL
OHI - 18 GROVE STREET,OHI - 18 GROVE STREET,RCC1702,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,18 GROVE ST,,,,BREWER,ME,04412-2304,23019,PENOBSCOT,,+1 (207) 989-8928,+1 (207) 848-7978,,,,,,,,,,,,,,,2/26/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,RAYMA L. CHIARELL
OHI - 19 SOUDER STATION LANE,OHI - 19 SOUDER STATION LANE,RCC2128,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,19 SOUDER STATION LN,,,,WINTERPORT,ME,04496-3438,23027,WALDO,,+1 (207) 848-5804,+1 (207) 989-4050,,,,,,,,,,,,,,,3/23/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,DEBORAH A. SMITH
OHI - 247 BIRCH STREET,OHI - 247 BIRCH STREET,RCC1677,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,247 BIRCH ST,,,,BANGOR,ME,04401-4023,23019,PENOBSCOT,,+1 (207) 941-6565,+1 (207) 989-4050,,,,,,,,,,,,,,,7/6/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,DUANE A. HALL
OHI - 296 MT. HOPE AVENUE,OHI - 296 MT. HOPE AVENUE,PNC1800,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,296 MOUNT HOPE AVE,,,,BANGOR,ME,04401-4209,23019,PENOBSCOT,,+1 (207) 990-0360,+1 (207) 989-4050,,,,,,,,,,,,,,,6/9/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,RAYMA L. CHIARELL
OHI - 321 NORTH MAIN STREET,OHI - 321 NORTH MAIN STREET,RCC1789,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,321 N MAIN ST,,,,BREWER,ME,04412-2616,23019,PENOBSCOT,,+1 (207) 989-6930,+1 (207) 848-7978,,,,,,,,,,,,,,,7/9/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,DUANE A. HALL
OHI - 34 LONGMEADOW DRIVE,OHI - 34 LONGMEADOW DRIVE,RCC1930,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,34 LONGMEADOW DR,,,,BREWER,ME,04412-1309,23019,PENOBSCOT,,+1 (207) 989-7328,+1 (207) 848-7978,,,,,,,,,,,,,,,4/6/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,DEBORAH A. SMITH
OHI - 35 DEER RUN RD,OHI - 35 DEER RUN RD,PND38854,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,35 DEER RUN RD,,,,GLENBURN,ME,04401-1830,23019,PENOBSCOT,,+1 (207) 848-5804,+1 (207) 848-7978,,,,,,,,,,,,,,,4/7/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,12,MICHELLE LEE DAY
OHI - 35 GEORGE STREET,OHI - 35 GEORGE STREET,RCC1758,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,35 GEORGE ST,,,,HAMPDEN,ME,04444-1605,23019,PENOBSCOT,,+1 (207) 862-4497,+1 (207) 848-7978,,,,,,,,,,,,,,,11/14/21,,,"Dementia/Alzheimer's, Waiver Home",HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,DUANE A. HALL
