Speciality,contract,LicenseNumber,LocationNumber,FacInstanceId,FacilityType,FacilityName,FacilityStatus,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailCity,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,ConfidentialFaxNmbr,RCSRegionUnit,SpecialityCode,ContractCode,FacilityPOC,LicensedBedCount,LicenseExpirationDate,CheckCompleteDate,CheckType,Disclosure of Services,Has Reports?,Reports Location
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",489500,40004895,36610,AF  ,COUNTRY MANOR AFH,OP    ,14030 Cozy Cove Pl NW,Silverdale,WA,98383,Kitsap,14030 Cozy Cove Pl NW,Silverdale,WA,98383,(360) 697-5607,(360) 334-9887,,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Drew, Stephanie M. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=489500,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=489500
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",722000,40007220,38492,AF  ,EVERGREEN ADULT FAMILY HOME,OP    ,3044 NE JOHN CARLSON RD,BREMERTON,WA,98311,Kitsap,3044 NE JOHN CARLSON RD,BREMERTON,WA,98311,(360) 698-4881,,(360) 698-4881,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Bay, Marilyn L. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=722000,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=722000
"Mental Health, Dementia","Meaningful Day, Adult Family Home",489801,40004898,36613,AF  ,FAMILY FIRST,OP    ,4553 SE BURLEY OLALLA RD,OLALLA,WA,98359,Kitsap,4700 Point Fosdick Dr Ste 312,Gig Harbor,WA,98335,(253) 857-4539,(253) 853-6373,(253) 853-6373,3A,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Thomson, Christopher B.. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=489801,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=489801
Dementia,Adult Family Home,751509,40007424,40500,AF  ,FOSTER MEADOWS AFH LLC,OP    ,8587 COVINA LOOP NE,BREMERTON,WA,98311,Kitsap,240 NW Wildwood Ln,Bremerton,WA,98311,(360) 509-2226,,(360) 633-7304,3A,SPDE,1080XS-12 ,"Wilson, Mary J. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751509,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751509
"Mental Health, Developmental Disabilities",Adult Family Home,752548,40008312,42125,AF  ,Foxwood Adult Family Home LLC,OP    ,3205 Balsam Blvd SE,Port Orchard,WA,98366,Kitsap,3205 Balsam Blvd SE,Port Orchard,WA,98366,(360) 506-9220,,,3A,"SPMI, SPDD",1080XS-12 ,"Hakimi, Leah ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752548,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752548
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,677200,40006772,38103,AF  ,FRANZEN FAMILY ADULT HOME CARE,OP    ,1009 NW CALYPSO CIRCLE,SILVERDALE,WA,98383,Kitsap,1009 NW CALYPSO CIRCLE,SILVERDALE,WA,98383,(360) 692-0473,,,3A,"SPMI, SPDE, SPDD",1080XS-12 ,"Franzen, James D. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=677200,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=677200
"Mental Health, Dementia","Meaningful Day, Expanded Community Services, Adult Family Home",752322,40009722,41764,AF  ,Gentle Family Home LLC,OP    ,4638 Chanting Circle SW,Port Orchard,WA,98367,Kitsap,4638 Chanting Circle SW,Port Orchard,WA,98367,(360) 519-3589,(360) 602-0833,,3A,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Dowling, Ma Ilyn F. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752322,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752322
"Mental Health, Dementia","Meaningful Day, Expanded Community Services, Adult Family Home",753597,40010367,44268,AF  ,Gentle Family Home LLC 2,OP    ,2271 Mitchell Rd SE,Port Orchard,WA,98366,Kitsap,2271 Mitchell Rd SE,Port Orchard,WA,98366,(360) 876-2958,,(360) 876-2958,3A,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Dowling, Ma Ilyn F. ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753597,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753597
"Mental Health, Dementia",Adult Family Home,750838,40006322,39634,AF  ,Grannies Place LLC,OP    ,2637 SE Chasewood Ct,Port Orchard,WA,98366,Kitsap,2637 SE Chasewood Ct,Port Orchard,WA,98366,(360) 621-2938,,(360) 519-3109,3A,"SPMI, SPDE",1080XS-12 ,"Rafael, Elvira G. ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750838,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750838
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",751235,40008828,40077,AF  ,Horseshoe Lake Adult Family Home LLC,OP    ,14615 Forest Glen Rd SW,Port Orchard,WA,98367,Kitsap,14615 Forest Glen Rd SW,Port Orchard,WA,98367,(253) 509-9124,,(253) 509-9124,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Watkins, Eric M. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751235,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751235
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",14002,40000140,31160,AF  ,HUNT AFH,OP    ,11070 FAIRVIEW BLVD,PORT ORCHARD,WA,98366,Kitsap,11070 FAIRVIEW BLVD SW,PORT ORCHARD,WA,98367,(360) 895-8370,,(360) 895-2138,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Hunt, Jeanine J. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=14002,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=14002
Developmental Disabilities,"Meaningful Day, Adult Family Home",751664,40009246,40769,AF  ,Janice and Craig Fredrickson Adult Family Home,OP    ,13945 Manzanita Rd NE,Bainbridge Island,WA,98110,Kitsap,13945 Manzanita Rd NE,Bainbridge Island,WA,98110,(206) 451-4204,,(206) 451-4196,3A,SPDD,"1080XS-12 , 1080XS-12 ","Fredrickson, Craig R. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751664,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751664
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",750928,40006054,39834,AF  ,JJ's Adult Family  Home LLC,OP    ,1939 SE Karli Way,Port Orchard,WA,98367,Kitsap,1939 SE Karli Way,Port Orchard,WA,98367,(360) 876-4605,,(360) 876-6087,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","JAVIER, JEANETH G. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750928,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750928
"Mental Health, Dementia",Adult Family Home,477101,40004771,36513,AF  ,LATER YEARS AFH,OP    ,8557 COVINA LOOP NE,BREMERTON,WA,98311,Kitsap,8557 Covina Loop NE,Bremerton,WA,98311,(360) 337-1833,,(360) 698-1853,3A,"SPMI, SPDE",1080XS-12 ,"Young, Tammy ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=477101,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=477101
"Mental Health, Dementia",No Contract,751419,40009061,40469,AF  ,Later Years Two LLC,OP    ,12325 Skymont Place,Silverdale,WA,98383,Kitsap,12325 Skymont Place,Silverdale,WA,98383,(360) 307-9672,,(360) 698-1853,3A,"SPMI, SPDE",,"Young, Tammy ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751419,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751419
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,549800,40005498,37068,AF  ,LITTLE STAR ELDERLY CARE,OP    ,1695 NW MARMOT CT,SILVERDALE,WA,98383,Kitsap,1152 NW THORNWOOD CIRCLE,SILVERDALE,WA,98383,(360) 697-2419,,(360) 697-6005,3A,"SPMI, SPDE, SPDD",1080XS-12 ,"Dela Cruz, Estrellita C. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=549800,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=549800
"Mental Health, Dementia",Adult Family Home,754601,40011188,46165,AF  ,Loving Sisters Adult Family Home,OP    ,779 NW Firglade Dr,Bremerton,WA,98311,Kitsap,779 NW Firglade Dr,Bremerton,WA,98311,(360) 286-2146,,,3A,"SPMI, SPDE",1080XS-12 ,"Pearson, Ivy ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754601,No, 
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,752200,40009639,41452,AF  ,Oakmont Manor Adult Family Home,OP    ,384 Oakmont Way NW,Bremerton,WA,98311,Kitsap,384 Oakmont Way NW,Bremerton,WA,98311,(360) 633-7812,,(360) 692-0473,3A,"SPMI, SPDE, SPDD",1080XS-12 ,"Franzen, James D. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752200,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752200
"Mental Health, Dementia, Developmental Disabilities",No Contract,573401,40005734,37275,AF  ,PEACE AND LOVE ADULT FAMILY HOME,OP    ,4821 Ridgemont Dr NE,Bremerton,WA,98311,Kitsap,11011 Olympic View Rd NW,Silverdale,WA,98383,(360) 456-2083,,(360) 337-1717,3A,"SPMI, SPDE, SPDD",,"Pajimula, Grace I. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=573401,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=573401
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",750665,40004719,39305,AF  ,PEACE AND LOVE AFH 2,OP    ,7240 BRIDLE VALE NW BLVD,BREMERTON,WA,98311,Kitsap,11011 Olympic View Rd NW,Silverdale,WA,98383,(360) 337-1717,,(360) 337-1717,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Pajimula, Grace I. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750665,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750665
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",753692,40002298,44758,AF  ,Periquet Adult Family Home LLC,OP    ,7419 SE SEDGWICK RD,PORT ORCHARD,WA,98366,Kitsap,7419 SE SEDGWICK RD,PORT ORCHARD,WA,98366,(360) 769-6177,,(360) 871-0535,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kadekawa, Rosheil Marie P. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753692,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753692
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",751248,40008785,40014,AF  ,"Prime Care Adult Family Home II, LLC",OP    ,495 NE Conifer Drive,Bremerton,WA,98311,Kitsap,495 NE Conifer Drive,Bremerton,WA,98311,(360) 633-7908,,(360) 692-7336,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Macaspac, Arnold ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751248,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751248
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",754427,40005006,45899,AF  ,"Prime Care Adult Family Home, LLC",OP    ,7187 Bridle Vale Blvd NW,Bremerton,WA,98311,Kitsap,PO Box 293,Silverdale,WA,98383,(360) 698-0285,,(360) 698-5255,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Macaspac, Arnold ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754427,No, 
"Mental Health, Developmental Disabilities","Expanded Community Services, Adult Family Home",665600,40006656,38006,AF  ,ROBINSON AFH,OP    ,343 FARRAGUT AVE N,PORT ORCHARD,WA,98366,Kitsap,343 FARRAGUT AVE N,PORT ORCHARD,WA,98366,(360) 616-8899,,(360) 616-8899,3A,"SPMI, SPDD","1080XS-12 , 1080XS-12 ","Robinson, Tina M. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=665600,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=665600
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",663300,40006633,37987,AF  ,ROLLING HILLS ADULT FAMILY HOME,OP    ,2742 NE Athens Way,Bremerton,WA,98311,Kitsap,2742 NE Athens Way,Bremerton,WA,98311,(360) 337-7485,,(360) 613-2446,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Madsen, Delia B. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=663300,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=663300
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,750551,40008250,39121,AF  ,SACRED HEART ADULT FAMILY HOME,OP    ,2711 MCKINLEY PL SE,PORT ORCHARD,WA,98366,Kitsap,2711 MCKINLEY PL SE,PORT ORCHARD,WA,98366,(360) 895-3153,,,3A,"SPMI, SPDE, SPDD",1080XS-12 ,"DAVIS, PAULA I. ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750551,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750551
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",754426,40011086,45961,AF  ,Serenity Place 2 LLC,OP    ,8874 Central Valley Road NE,Bremerton,WA,98311,Kitsap,8874 Central Valley Road NE,Bremerton,WA,98311,(360) 633-7783,,(360) 633-7783,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Callo, Chryselyn ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754426,No, 
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,754519,40011073,45911,AF  ,Terry Gold Adult Family Home LLC,OP    ,105 Naval Ave,Bremerton,WA,98312,Kitsap,105 Naval Ave,Bremerton,WA,98312,(206) 460-8945,,,3A,"SPMI, SPDE, SPDD",1080XS-12 ,"Tonkei, Teresia ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754519,No, 
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",751181,40008760,39977,AF  ,The Elkins House I,OP    ,2359 SE Lund,Port Orchard,WA,98366,Kitsap,2359 SE Lund,Port Orchard,WA,98366,(360) 874-2215,,,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","ELKINS, BENNY O. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751181,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751181
Developmental Disabilities,"Meaningful Day, Adult Family Home",754043,40009505,45461,AF  ,The Lund House Adult Family Home,OP    ,2361 SE Lund Ave,Port Orchard,WA,98366,Kitsap,2361 SE Lund Ave,Port Orchard,WA,98366,(360) 874-2215,,(360) 895-5408,3A,SPDD,"1080XS-12 , 1080XS-12 ","Wegrzyniak, Joseph R. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754043,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754043
Dementia,"Meaningful Day, Adult Family Home",750038,40004570,36307,AF  ,THE MOORE THE MERRIER INC,OP    ,8004 NEWBERRY PL NW,BREMERTON,WA,98312,Kitsap,8004 NEWBERRY PL NW,BREMERTON,WA,98312,(360) 308-9305,,,3A,SPDE,"1080XS-12 , 1080XS-12 ","Moore, Jesus F. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750038,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750038
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",754914,40011604,46863,AF  ,Tyrell Adult Family Home LLC,OP    ,1315 E Hope St,Bremerton,WA,98310,Kitsap,1315 E Hope St,Bremerton,WA,98310,(206) 932-3981,,(360) 602-0529,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Leshinka, Claret M. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754914,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754914
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",461700,40004617,36353,AF  ,WILLOW CREEK AFH,OP    ,968 Peru Ave E,Port Orchard,WA,98366,Kitsap,960 Peru Avenue,Port Orchard,WA,98366,(360) 871-9418,,(360) 871-9421,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Schmid, Jeannie ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=461700,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=461700
"Mental Health, Dementia","Meaningful Day, Expanded Community Services, Adult Family Home",526900,40005269,36920,AF  ,WILLOW CREEK AFH 2,OP    ,984 Peru Ave E,Port Orchard,WA,98366,Kitsap,960 PERU AVE,PORT ORCHARD,WA,98366,(360) 871-9411,,(360) 871-9421,3A,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Schmid, Jeannie ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=526900,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=526900
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",603500,40006035,37503,AF  ,WILLOW CREEK AFH 3,OP    ,982 Peru Ave E,Port Orchard,WA,98366,Kitsap,960 PERU AVE,PORT ORCHARD,WA,98366,(360) 871-9412,,(360) 871-9413,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Schmid, Jeannie ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=603500,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=603500
"Mental Health, Dementia",Adult Family Home,752404,40006788,41869,AF  ,Belair House,OP    ,304 E 3rd St,Cle Elum,WA,98922,Kittitas,2811 Lambert Rd,Cle Elum,WA,98922,(509) 674-4006,(509) 674-4007,,1C,"SPMI, SPDE",1080XS-12 ,"Brown, Lori K. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752404,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752404
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",754185,40005965,45452,AF  ,Genteel Inc,OP    ,781 Kaynor Rd,Ellensburg,WA,98926,Kittitas,781 Kaynor Rd,Ellensburg,WA,98926,(509) 968-3469,,(509) 349-5055,1C,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Nassen, Kim C. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754185,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754185
"Mental Health, Dementia",Adult Family Home,753678,40010573,44824,AF  ,Malibu House,OP    ,401 Main Street South,Cle Elum,WA,98943,Kittitas,2811 Lambert Road,Cle Elum,WA,98922,(509) 674-3795,,(509) 674-3795,1C,"SPMI, SPDE",1080XS-12 ,"Brown, Lori K. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753678,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753678
"Mental Health, Dementia","Expanded Community Services, Adult Family Home",751570,40006172,40620,AF  ,CHERRY STREET MANOR II,OP    ,460 NE Cherry St,White Salmon,WA,98672,Klickitat,PO BOX 376,WHITE SALMON,WA,98672,(509) 493-1084,,(509) 493-0058,3F,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Ezell, Lucinda D. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751570,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751570
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,752061,40003567,41410,AF  ,COUNTRY ROSE ADULT FAMILY HOME,OP    ,415 S COLUMBUS ST,GOLDENDALE,WA,98620,Klickitat,415 S COLUMBUS ST,GOLDENDALE,WA,98620,(509) 773-3586,,,3F,"SPMI, SPDE, SPDD",1080XS-12 ,"Teel, Ladonna L. ",3,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752061,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752061
"Mental Health, Dementia",Adult Family Home,750101,40007405,38654,AF  ,FULL CIRCLE ADULT FAMILY HOME,OP    ,624 E COLLINS ST,GOLDENDALE,WA,98620,Klickitat,624 E COLLINS ST,GOLDENDALE,WA,98620,(509) 773-6362,,,3F,"SPMI, SPDE",1080XS-12 ,"Tremble, Ellen ",2,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750101,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750101
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",753331,40010347,44230,AF  ,Joy House,OP    ,47 New Hope Farm Rd,Goldendale,WA,98620,Klickitat,PO Box 89,Goldendale,WA,98620,(509) 773-3939,(509) 773-4759,,3F,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Fogarty, Bonnie C. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753331,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753331
Developmental Disabilities,"Meaningful Day, Expanded Community Services, Adult Family Home",280202,40002802,34504,AF  ,KINDNESS,OP    ,35 New Hope Farm Rd,Goldendale,WA,98620,Klickitat,PO BOX 89,GOLDENDALE,WA,98620,(509) 773-3939,,(509) 773-4759,3F,SPDD,"1080XS-12 , 1080XS-12 , 1080XS-12 ","Fogarty, Bonnie C. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=280202,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=280202
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",751253,40008658,39820,AF  ,Love House,OP    ,36 New Hope Farm Rd,Goldendale,WA,98620,Klickitat,PO Box 89,Goldendale,WA,98620,(509) 773-3939,,(509) 773-4759,3F,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Fogarty, Bonnie C. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751253,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751253
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",752261,40009707,41733,AF  ,PATIENCE HOUSE,OP    ,37 New Hope Farm Rd,Goldendale,WA,98620,Klickitat,PO BOX 89,GOLDENDALE,WA,98620,(509) 773-3939,,(509) 773-4759,3F,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Chadbourne, Dawne M. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752261,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752261
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753623,40010090,44794,AF  ,#1 AFH Rai Angels Inc,OP    ,210 W Washington St,Napavine,WA,98565,Lewis,2437 50th Ave,Longview,WA,98632,(360) 560-1818,,(360) 483-0218,3G,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Rai, Balwinder ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753623,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753623
"Mental Health, Dementia",Adult Family Home,754523,40011140,46084,AF  ,"Angel Vine AFH, LLC",OP    ,275 W Vine St,Napavine,WA,98565,Lewis,275 W Vine St,Napavine,WA,98565,(360) 262-3406,,(360) 242-0125,3G,"SPMI, SPDE",1080XS-12 ,"Wachter, Lorelle ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754523,No, 
"Mental Health, Dementia","Expanded Community Services, Adult Family Home",754579,40006072,46248,AF  ,Arianna Care LLC,OP    ,610 Hamilton Ave,Centralia,WA,98531,Lewis,610 Hamilton Ave,Centralia,WA,98531,(360) 807-4237,,(360) 807-4392,3G,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Njoroge, Johnson ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754579,No, 
"Mental Health, Dementia",Adult Family Home,752971,40002397,43915,AF  ,Athena Home,OP    ,812 COWLITZ RD,CENTRALIA,WA,98531,Lewis,812 COWLITZ RD,CENTRALIA,WA,98531,(360) 736-2626,,,3G,"SPMI, SPDE",1080XS-12 ,"Nicoara, Nicolae ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752971,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752971
