State Facility Type 1 Literal,Facility Name,Licensee,Address,City,State,Zip Code,Phone Number,County,Capacity,Ownership Type,License Number,Date Accessed
PERSONAL CARE HOME,Normandie Ridge,ALBRIGHT CARE SERVICES,"1700 NORMANDIE DRIVE,",York,PA,17408,7177646262.0,York,66,NON-PROFIT,351320,6/30/21
PERSONAL CARE HOME,North Penn Manor,"NORTH PENN MANOR, INC.","240 NORTH SHERMAN STREET,",Wilkes-Barre,PA,18702,5708228866.0,Luzerne,80,PROFIT,220320,6/30/21
PERSONAL CARE HOME,North Ridge Center Personal Care,CR NAYLOR INC,"99 NORTHRIDGE DRIVE,",Mcalisterville,PA,17049,7174633413.0,Juniata,24,PROFIT,329230,6/30/21
PERSONAL CARE HOME,North Strabane Retirement Village,NORTH STRABANE RETIREMENT VILLAGE LLC,"200 TANDEM VILLAGE ROAD,",Canonsburg,PA,15317,7247460600.0,Washington,90,PROFIT,448722,6/30/21
PERSONAL CARE HOME,Northview Estates,NORTHVIEW ESTATES LIMITED PARTNERSHIP,"945 BORDER AVENUE,",Ellwood City,PA,16117,7247581200.0,Lawrence,75,PROFIT,404990,6/30/21
PERSONAL CARE HOME,Nottingham Village Retirement Center,LEEDS HEALTH CARE SERVICES INC,"60 NEITZ ROAD, PO BOX 32,",Northumberland,PA,17857,5704738356.0,Northumberland,90,PROFIT,202130,6/30/21
PERSONAL CARE HOME,Oak Lane Personal Care Home,GLOBAL HEALTH CARE SERVICES LLC,"1407-1409 72ND AVENUE,",Philadelphia,PA,19126,2155497988.0,Philadelphia,15,PROFIT,135290,6/30/21
PERSONAL CARE HOME,Oak Leaf Manor North,SENIOR CARE OLM NORTH LLC,"2901 HARRISBURG PIKE,",Landisville,PA,17538,7178984663.0,Lancaster,135,PROFIT,333280,6/30/21
PERSONAL CARE HOME,Oak Leaf Manor Personal Care Retirement Home,SENIOR CARE - OLM SOUTH LLC,"2101 WABANK ROAD,",Millersville,PA,17551,7178729100.0,Lancaster,82,PROFIT,333260,6/30/21
PERSONAL CARE HOME,Oakleaf Personal Care Home,OAKLEAF INC,"3800 OAKLEAF ROAD,",Pittsburgh,PA,15227,4128818194.0,Allegheny,65,PROFIT,431460,6/30/21
PERSONAL CARE HOME,Oakwood Court,HATFIELD MENNONITE HOMES INC,"275 DOCK DRIVE,",Lansdale,PA,19446,2153684438.0,Montgomery,80,NON-PROFIT,127960,6/30/21
PERSONAL CARE HOME,Oakwood Residence,OAKWOOD RESIDENCE LLC,"2109 RED LION ROAD,",Philadelphia,PA,19115,2156737000.0,Philadelphia,89,PROFIT,132560,6/30/21
PERSONAL CARE HOME,Oakwood Terrace,PREMIER OAKWOOD TERRACE OPERATING LLC,"400 GLEASON DRIVE,",Moosic,PA,18507,5704513171.0,Lackawanna,58,PROFIT,226610,6/30/21
PERSONAL CARE HOME,Oil City Senior Living,GUARDIAN ELDER CARE AT OIL CITY LLC,"1293 GRANDVIEW ROAD,",Oil City,PA,16301,8146788829.0,Venango,22,PROFIT,447980,6/30/21
PERSONAL CARE HOME,Old Forge Manor Personal Care Center,OLD FORGE MANOR PCH LLC,"246 SOUTH MAIN STREET,",Old Forge,PA,18518,5704510788.0,Lackawanna,50,PROFIT,225590,6/30/21
PERSONAL CARE HOME,Olivia Village,HFA INC,"13771 SOUTH EAGLE VALLEY ROAD,",Tyrone,PA,16686,8146841005.0,Blair,33,PROFIT,319170,6/30/21
PERSONAL CARE HOME,"Orchard Manor, Inc.",ORCHARD MANOR INC,"20 ORCHARD DRIVE,",Grove City,PA,16127,7244587760.0,Mercer,24,PROFIT,419600,6/30/21
PERSONAL CARE HOME,Orion Personal Care,ORION PERSONAL CARE CORPORATION,"2191 FERGUSON ROAD,",Allison Park,PA,15101,4124929789.0,Allegheny,25,PROFIT,431260,6/30/21
PERSONAL CARE HOME,Orrstown Personal Care Home,ORRSTOWN PERSONAL CARE HOME,"3329 ORRSTOWN ROAD,",Orrstown,PA,17244,7175308700.0,Franklin,30,PROFIT,309380,6/30/21
PERSONAL CARE HOME,Orth Home,ORTH HOME INC,"6941 OLD YORK ROAD,",Philadelphia,PA,19126,2159242415.0,Philadelphia,35,PROFIT,143470,6/30/21
PERSONAL CARE HOME,Our Family'S Home,OUR FAMILYS HOME INC,"1126 ROSS AVENUE,",Ford City,PA,16226,7247637170.0,Armstrong,45,PROFIT,444290,6/30/21
PERSONAL CARE HOME,Our Home Of Hope,OUR HOME OF HOPE INC,"223-225 CHERRY STREET,",Columbia,PA,17512,7176847060.0,Lancaster,30,NON-PROFIT,333220,6/30/21
PERSONAL CARE HOME,Our House-Will See You Home-I,CONFER HOME HEALTH SERVICES LLC,"327 HOWARD STREET,",South Williamsport,PA,17702,5703238829.0,Lycoming,8,PROFIT,214030,6/30/21
PERSONAL CARE HOME,Our Lady Of The Alleghenies Residence,GARVEY MANOR NURSING HOME,"1037 SOUTH LOGAN BOULEVARD,",Hollidaysburg,PA,16648,8146955571.0,Blair,54,NON-PROFIT,316410,6/30/21
PERSONAL CARE HOME,Our Orangeville Manor Personal Care Home,OUR ORANGEVILLE MANOR INC,"210 MILL STREET, PO BOX 157,",Orangeville,PA,17859,5706835951.0,Columbia,36,PROFIT,223930,6/30/21
PERSONAL CARE HOME,Outlook Manor,MERCY LIFE CENTER CORPORATION,"3560 OUTLOOK DRIVE,",West Mifflin,PA,15122,4123260012.0,Allegheny,12,NON-PROFIT,430080,6/30/21
PERSONAL CARE HOME,Overlook Green,SNH PENN TENANT LLC,"5250 MEADOWGREEN DRIVE,",Pittsburgh,PA,15236,4128818300.0,Allegheny,128,PROFIT,450570,6/30/21
PERSONAL CARE HOME,Palmyra Heritage House,PALMYRA HEALTHCARE MANAGEMENT LLC,"616 WEST MAIN STREET,",Palmyra,PA,17078,7178389000.0,Lebanon,36,PROFIT,333910,6/30/21
PERSONAL CARE HOME,Paradise Manor,SYDLYNN INC,"206 EAST LINCOLN AVENUE,",Hatfield,PA,19440,2158552697.0,Montgomery,37,PROFIT,144460,6/30/21
PERSONAL CARE HOME,Paramount Senior Living At Bethel Park,PARAMOUNT SENIOR LIVING AT BETHEL PARK LLC,"5785 BAPTIST ROAD,",Bethel Park,PA,15102,4128333500.0,Allegheny,125,PROFIT,440881,6/30/21
PERSONAL CARE HOME,Paramount Senior Living At Chambersburg Road,PARAMOUNT SENIOR LIVING AT FAYETTEVILLE LLC,"6375 CHAMBERSBURG ROAD,",Fayetteville,PA,17222,7173522721.0,Adams,100,PROFIT,333830,6/30/21
PERSONAL CARE HOME,Paramount Senior Living At Cranberry,PARAMOUNT SENIOR LIVING AT SEVEN FIELDS LLC,"500 SEVEN FIELDS BOULEVARD,",Seven Fields,PA,16046,7247795020.0,Butler,92,PROFIT,405150,6/30/21
PERSONAL CARE HOME,Paramount Senior Living At Lancaster County,PARAMOUNT SENIOR LIVING AT MAYTOWN LLC,"2760 MAYTOWN ROAD,",Maytown,PA,17550,7174260033.0,Lancaster,116,PROFIT,333900,6/30/21
PERSONAL CARE HOME,Paramount Senior Living At Peters Township,PARAMOUNT SENIOR LIVING AT PETERS TOWNSHIP LLC,"240 CEDAR HILL DRIVE,",Mcmurray,PA,15317,7249691040.0,Washington,120,PROFIT,443460,6/30/21
PERSONAL CARE HOME,Paramount Senior Living At South Hills,PARAMOUNT HEALTH RESOURCES LLC,"100 KNOEDLER ROAD,",Pittsburgh,PA,15236,4126503100.0,Allegheny,127,PROFIT,433410,6/30/21
PERSONAL CARE HOME,Paramount Senior Living At Stonebrook,PARAMOUNT SENIOR LIVING AT FAYETTEVILLE LLC,"6361 CHAMBERSBURG ROAD,",Fayetteville,PA,17222,7173522721.0,Adams,44,PROFIT,333840,6/30/21
PERSONAL CARE HOME,Park Creek Place - Memory Care,NORTH WALES 1089 MC BG OPCO LLC,"1089 HORSHAM ROAD,",North Wales,PA,19454,2155400520.0,Montgomery,48,PROFIT,142560,6/30/21
PERSONAL CARE HOME,Park Creek Place - Personal Care,NORTH WALES 1091 PCH BG OPCO LLC,"1091 HORSHAM ROAD,",North Wales,PA,19454,2155429670.0,Montgomery,72,PROFIT,142570,6/30/21
PERSONAL CARE HOME,Parker Personal Care Facility,PARKER PERSONAL CARE INC,"103 SEWARD STREET,",Parker,PA,16049,7243994356.0,Armstrong,40,NON-PROFIT,426560,6/30/21
PERSONAL CARE HOME,Parkland Manor,PARKLAND MANOR LLC,"4636 CRACKERSPORT ROAD,",Allentown,PA,18104,6104033333.0,Lehigh,70,PROFIT,228230,6/30/21
PERSONAL CARE HOME,Parkside Suites/Parkside At North East,MILLCREEK MANOR,"2 GIBSON STREET,",North East,PA,16428,8148444295.0,Erie,70,NON-PROFIT,446560,6/30/21
PERSONAL CARE HOME,Passavant Memorial Homes Kohler Hall,PASSAVANT MEMORIAL HOMES,"641 RENO STREET,",Rochester,PA,15074,7247750448.0,Beaver,8,NON-PROFIT,449770,6/30/21
PERSONAL CARE HOME,Passavant Retirement & Health Center - Newhaven Court,PASSAVANT RETIREMENT AND HEALTH CENTER,"100 BURGESS DRIVE,",Zelienople,PA,16063,7244522894.0,Butler,164,NON-PROFIT,424060,6/30/21
PERSONAL CARE HOME,Paul'S Run,PAULS RUN INC,"9896 BUSTLETON AVENUE,",Philadelphia,PA,19115,2159343000.0,Philadelphia,170,NON-PROFIT,176990,6/30/21
PERSONAL CARE HOME,Paula Teacher & Associates,PAULA TEACHER AND ASSOCIATES INC,"206 SAGERVILLE ROAD,",Harrison City,PA,15636,7242960296.0,Westmoreland,10,PROFIT,448160,6/30/21
PERSONAL CARE HOME,Paulin Personal Care Home,PAULIN PERSONAL CARE HOME INC,"119 WEST LINCOLN AVENUE,",Mcdonald,PA,15057,7249263526.0,Washington,20,PROFIT,470000,6/30/21
PERSONAL CARE HOME,Paxton Street Home Benevolent Society,PAXTON STREET HOME BENEVOLENT SOCIETY INC,"2001 PAXTON STREET,",Harrisburg,PA,17111,7172365508.0,Dauphin,85,NON-PROFIT,342010,6/30/21
PERSONAL CARE HOME,Peace'S Personal Care Home,WENDY JO PEACE,"429 UNION STREET, P.O. BOX 536,","Big Run,",PA,15715,8144275265.0,Jefferson,16,PROFIT,406550,6/30/21
PERSONAL CARE HOME,Peach Tree Manor,MICHAEL SINGLETON AND ROBIN SINGLETON,"125 NORTH PEACH STREET,",Philadelphia,PA,19139,2672923203.0,Philadelphia,5,PROFIT,192301,6/30/21
PERSONAL CARE HOME,Peach Tree Manor,ROBIN AND MICHAEL SINGLETON,"5130 SPRUCE STREET,",Philadelphia,PA,19139,2672923203.0,Philadelphia,18,PROFIT,116530,6/30/21
PERSONAL CARE HOME,Penn Assisted Care,PENN ASSISTED CARE LLC,"68 MAIN STREET,",Pennsburg,PA,18073,2677722232.0,Montgomery,33,PROFIT,139050,6/30/21
PERSONAL CARE HOME,Penn Highlands Jefferson Manor P. C.,JEFFCO HEALTH SERVICES INC,"417 RT. 28,",Brookville,PA,15825,8148492071.0,Jefferson,48,NON-PROFIT,406240,6/30/21
PERSONAL CARE HOME,Pennswood Village Personal Care Home,PENNSWOOD VILLAGE,"1382 NEWTOWN-LANGHORNE ROAD,",Newtown,PA,18940,2159689110.0,Bucks,41,NON-PROFIT,126750,6/30/21
PERSONAL CARE HOME,Pennsylvania Soldiers And Sailors Home,PENNSYLVANIA SOLDIERS AND SAILORS HOME,"560 E. 3RD STREET, P.O.B 6239,",Erie,PA,16512,8148714531.0,Erie,100,STATE,448290,6/30/21
PERSONAL CARE HOME,Pennwood Nursing And Rehabilitation Center,PENNWOOD NURSING AND REHABILITATION CENTER LLC,"909 WEST STREET,",Pittsburgh,PA,15221,4122437800.0,Allegheny,22,PROFIT,450190,6/30/21
PERSONAL CARE HOME,Peroni Personal Care Home,ANTHONY J PERONI,"111 EASY STREET,",Uniontown,PA,15401,7244371880.0,Fayette,33,PROFIT,426270,6/30/21
PERSONAL CARE HOME,Perry South Personal Care Home,PERRY SOUTH PERSONAL CARE HOME LTD,"1129 TWEED STREET,",Pittsburgh,PA,15204,4127779828.0,Allegheny,8,PROFIT,433730,6/30/21
PERSONAL CARE HOME,Personal Care At Blue Ridge,THE MEADOWS AT HARRISBURG FOR PERSONAL CARE LLC,"10 HOUSE AVENUE,",Camp Hill,PA,17011,7177631679.0,Cumberland,31,PROFIT,333140,6/30/21
PERSONAL CARE HOME,Personal Care At Evergreen,PERSONAL CARE AT EVERGREEN INC,"25 GLADE AVENUE,",Waynesburg,PA,15370,7246274125.0,Greene,44,PROFIT,400900,6/30/21
PERSONAL CARE HOME,Personal Care At Evergreen,PERSONAL CARE AT EVERGREEN INC,"336 NORTH MAIN STREET,",Washington,PA,15301,7242224227.0,Washington,48,PROFIT,405780,6/30/21
PERSONAL CARE HOME,Personal Care/Memory Care @ The Park,GDL FARMS CORPORATION,"3455 DAVISVILLE ROAD,",Hatboro,PA,19040,2156593900.0,Montgomery,113,NON-PROFIT,127900,6/30/21
PERSONAL CARE HOME,Peter Becker Community,PETER BECKER COMMUNITY,"800 MAPLE AVENUE, 1ST FLOOR,",Harleysville,PA,19438,2152569501.0,Montgomery,68,NON-PROFIT,127730,6/30/21
PERSONAL CARE HOME,Philadelphia Protestant Home,PHILADELPHIA PROTESTANT HOME,"6500 TABOR ROAD, MIDWAY MANOR,",Philadelphia,PA,19111,2156978000.0,Philadelphia,188,NON-PROFIT,144500,6/30/21
PERSONAL CARE HOME,Phoebe Berks Village,"PHOEBE BERKS HEALTH CARE CENTER, INC.","1 READING DRIVE,",Wernersville,PA,19565,6109278200.0,Berks,91,NON-PROFIT,205360,6/30/21
PERSONAL CARE HOME,Phoebe Wyncote,WYNCOTE CHURCH HOME,"208 FERNBROOK AVENUE,",Wyncote,PA,19095,2154612100.0,Montgomery,45,NON-PROFIT,137290,6/30/21
PERSONAL CARE HOME,Pickering Manor,COMMUNITY WELFARE COUNCIL OF NEWTOWN INC,"226 NORTH LINCOLN AVENUE,",Newtown,PA,18940,2159683878.0,Bucks,25,NON-PROFIT,126860,6/30/21
PERSONAL CARE HOME,Pickering Manor Personal Care Neighborhood,COMMUNITY WELFARE COUNCIL OF NEWTOWN INC,"226 NORTH LINCOLN AVENUE,",Newtown,PA,18940,2159683878.0,Bucks,17,NON-PROFIT,146830,6/30/21
PERSONAL CARE HOME,Pine Manor Home,AMERISTAR LLC,"687 GREENBRIAR ROAD,",York,PA,17404,7177642989.0,York,29,PROFIT,334780,6/30/21
PERSONAL CARE HOME,Pine Run Lakeview,DOYLESTOWN HOSPITAL DBA PINE RUN LAKEVIEW,"2425 LOWER STATE ROAD,",Doylestown,PA,18901,2154897117.0,Bucks,107,PROFIT,127340,6/30/21
PERSONAL CARE HOME,Pine View Personal Care Facility,"PINE VIEW PERSONAL CARE FACILITY, INC.","1113 PINE VIEW LANE,",Vandergrift,PA,15690,7245683631.0,Armstrong,28,PROFIT,426690,6/30/21
PERSONAL CARE HOME,"Pisano, John A. And Shirley Personal Care Home","JOHN A. AND SHIRLEY PISANO, JR.","P.O.BOX 144, 670 STONETOWN RD.,",Rossiter,PA,15772,8149382256.0,Indiana,4,PROFIT,427430,6/30/21
PERSONAL CARE HOME,Pittston Heavenly Manor,PITTSTON HEAVENLY MANOR INC,"51 NORTH MAIN STREET,",Pittston,PA,18640,5706550272.0,Luzerne,55,PROFIT,218690,6/30/21
PERSONAL CARE HOME,Pleasant Ridge Mature Living,"PLEASANT RIDGE MATURE LIVING, LLC","981 PLEASANT HILL ROAD,",Leechburg,PA,15656,7248450933.0,Westmoreland,75,PROFIT,429400,6/30/21
PERSONAL CARE HOME,Pleasant View Communities,PLEASANT VIEW RETIREMENT COMMUNITY,"544 NORTH PENRYN ROAD,",Manheim,PA,17545,7176652445.0,Lancaster,174,NON-PROFIT,321850,6/30/21
PERSONAL CARE HOME,Plush Mills,SENIOR LIVING NP LLC,"501 PLUSH MILL ROAD,",Wallingford,PA,19086,6106901630.0,Delaware,79,PROFIT,131040,6/30/21
PERSONAL CARE HOME,Plymouth Manor Personal Care Center,PLYMOUTH MANOR PERSONAL CARE CENTER LLC,"120 MARTZ MANOR,",Plymouth,PA,18651,5707792730.0,Luzerne,40,PROFIT,225870,6/30/21
PERSONAL CARE HOME,Polk Personal Care Center,CHARLES P & MARGARET E POLK FOUNDATION,"301 NORTH STREET,",Millersburg,PA,17061,7176922613.0,Dauphin,85,NON-PROFIT,306870,6/30/21
PERSONAL CARE HOME,Pond View Manor,THANHOF INC,"1115 MYRTLE ROAD, P.O. BOX 67,",Walnutport,PA,18088,6107601932.0,Northampton,8,PROFIT,245000,6/30/21
PERSONAL CARE HOME,Presbyterian Home,PRESBYTERIAN HOME IN THE PRESBYTERY OF HUNTINGDON,"220 NEWRY STREET,",Hollidaysburg,PA,16648,8146934000.0,Blair,50,NON-PROFIT,343400,6/30/21
PERSONAL CARE HOME,Presbyterian Home At Williamsport,PRESBYTERIAN HOMES INC,"810 LOUISA STREET,",Williamsport,PA,17701,5706018350.0,Lycoming,27,NON-PROFIT,200540,6/30/21
PERSONAL CARE HOME,Providence Place Of Pine Grove,PROVIDENCE PLACE OF PINE GROVE ASSOCIATES,"24 HIKES HOLLOW ROAD,",Pine Grove,PA,17963,5703454999.0,Schuylkill,93,PROFIT,225500,6/30/21
PERSONAL CARE HOME,Providence Place Of Pottsville,PROVIDENCE PLACE OF POTTSVILLE ASSOCIATES,"2200 FIRST AVENUE,",Pottsville,PA,17901,5706286950.0,Schuylkill,192,PROFIT,203970,6/30/21
PERSONAL CARE HOME,Providence Point,BAPTIST HOMES SOCIETY,"200 ADAMS AVENUE,",Pittsburgh,PA,15243,4124893560.0,Allegheny,84,NON-PROFIT,441430,6/30/21
PERSONAL CARE HOME,Quadrangle Personal Care,SH OPCO THE QUADRANGLE LLC,"3300 DARBY ROAD,",Haverford,PA,19041,6106423000.0,Delaware,143,PROFIT,146760,6/30/21
PERSONAL CARE HOME,Quality Assisted Care,QUALITY ASSISTED CARE INC,"3411 NORTH 17TH STREET,",Philadelphia,PA,19140,2152234475.0,Philadelphia,15,PROFIT,193050,6/30/21
PERSONAL CARE HOME,Quality Life Services - Apollo,WEST HAVEN MANOR LP,"153 GOODVIEW DRIVE,",Apollo,PA,15613,7247273102.0,Westmoreland,80,PROFIT,442380,6/30/21
PERSONAL CARE HOME,Quality Life Services - Chicora,CHICORA MEDICAL CENTER LIMITED PARTNERSHIP,"160 MEDICAL CENTER ROAD,",Chicora,PA,16025,7244452000.0,Butler,26,PROFIT,405530,6/30/21
PERSONAL CARE HOME,Quality Life Services - Mercer,COUNTRYSIDE CONVALESCENT HOME LIMITED PARTNERSHIP,"8221 LAMOR ROAD,",Mercer,PA,16137,7246625860.0,Mercer,36,PROFIT,460500,6/30/21
PERSONAL CARE HOME,Quality Life Services - Sarver,FAIR WINDS MANOR LP,"126 IRON BRIDGE ROAD,",Sarver,PA,16055,7243531531.0,Butler,30,PROFIT,434760,6/30/21
PERSONAL CARE HOME,Quality Life Services - Sugar Creek,SUGAR CREEK REST LIMITED PARTNERSHIP,109 PERSONAL CARE LANE,Worthington,PA,16262,7244452863.0,Armstrong,47,PROFIT,426810,6/30/21
PERSONAL CARE HOME,Quality Life Services - Westmont,WESTMONT WOODS LP,"787 GOUCHER STREET,",Johnstown,PA,15905,8142555539.0,Cambria,34,PROFIT,332380,6/30/21
PERSONAL CARE HOME,Quarryville Presbyterian Retirement Community,QUARRYVILLE PRESBYTERIAN RETIREMENT COMMUNITY,"LONG AND THOMPSON BUILDINGS,",Quarryville,PA,17566,7177867321.0,Lancaster,100,NON-PROFIT,321800,6/30/21
PERSONAL CARE HOME,Quarters At The Shook,THE SHOOK HOME,"55 SOUTH SECOND STREET,",Chambersburg,PA,17201,7172646815.0,Franklin,45,NON-PROFIT,355540,6/30/21
PERSONAL CARE HOME,Quincy Retirement Community,QUINCY RETIREMENT COMMUNITY,"6596 ORPHANAGE ROAD,",Quincy,PA,17247,7177492300.0,Franklin,52,PROFIT,306520,6/30/21
PERSONAL CARE HOME,Rainbow Reflection,RAINBOW REFLECTIONS ASSOCIATES LLC,"2114 WEST TIOGA STREET,",Philadelphia,PA,19140,2672731736.0,Philadelphia,16,PROFIT,105800,6/30/21
PERSONAL CARE HOME,Reastheaven 1,REASTHEAVEN 1 LLC,"45 SOUTH MT. VERNON AVENUE,",Uniontown,PA,15401,7245504225.0,Fayette,35,PROFIT,447662,6/30/21
PERSONAL CARE HOME,Reastheaven 2,REASTHEAVEN 2 LLC,"166 NORTH GALATIN AVENUE,",Uniontown,PA,15401,7244399411.0,Fayette,22,PROFIT,447781,6/30/21
PERSONAL CARE HOME,Rebecca'S At Everett,REBECCA S PERSONAL CARE HOME INC,"118 MASTERS AVENUE,",Everett,PA,15537,8146522834.0,Bedford,37,PROFIT,324070,6/30/21
PERSONAL CARE HOME,Rebecca'S Personal Care Home,DAVID M & REBECCA L GROVES,"47 WEST STREET,",North East,PA,16428,8147252678.0,Erie,42,PROFIT,464360,6/30/21
PERSONAL CARE HOME,Rebekah Manor Wellness Community,REBEKAH MANOR WELLNESS COMMUNITY INC,"1912 PHILADELPHIA AVENUE,",Northern Cambria,PA,15714,8149485500.0,Cambria,37,PROFIT,312890,6/30/21
PERSONAL CARE HOME,Rebekah Manor Wellness Community,REBEKAH MANOR WELLNESS COMMUNITY INC,"1000 WASHINGTON AVENUE,",Portage,PA,15946,8147369504.0,Cambria,37,PROFIT,326920,6/30/21
PERSONAL CARE HOME,Red Rose Manor,GMK LIMITED,"38 COTTAGE AVENUE,",Lancaster,PA,17602,7173948999.0,Lancaster,30,PROFIT,326530,6/30/21
PERSONAL CARE HOME,Redstone Highlands,REDSTONE PRESBYTERIAN SENIORCARE,"4 GARDEN CENTER DRIVE,",Greensburg,PA,15601,7248328400.0,Westmoreland,61,NON-PROFIT,443360,6/30/21
PERSONAL CARE HOME,Redstone Highlands,REDSTONE PRESBYTERIAN SENIORCARE,"12921 REDSTONE DRIVE,",North Huntingdon,PA,15642,7248645811.0,Westmoreland,44,NON-PROFIT,443370,6/30/21
PERSONAL CARE HOME,Redstone Highlands,REDSTONE PRESBYTERIAN SENIORCARE,"4949 CLINE HOLLOW ROAD,",Murrysville,PA,15668,7247339494.0,Westmoreland,48,NON-PROFIT,443380,6/30/21
PERSONAL CARE HOME,Reformed Presbyterian Home,REFORMED PRESBYTERIAN WOMEN'S ASSOCIATION,"2344 PERRYSVILLE AVENUE,",Pittsburgh,PA,15214,4123214139.0,Allegheny,56,NON-PROFIT,429660,6/30/21
PERSONAL CARE HOME,Regency Suites/Regency At South Shore,MILLCREEK MANOR,"322 WASHINGTON PLACE,",Erie,PA,16505,8144542222.0,Erie,70,NON-PROFIT,446570,6/30/21
PERSONAL CARE HOME,Remed,REMED RECOVERY CARE CENTERS,"137 SPRUCE LANE,",Paoli,PA,19301,6109932827.0,Chester,5,PROFIT,138330,6/30/21
PERSONAL CARE HOME,Remed,"REMED RECOVERY CARE CENTERS, LLC","139 SPRUCE LANE,",Paoli,PA,19301,4845959300.0,Chester,5,PROFIT,134360,6/30/21
PERSONAL CARE HOME,Remed - Devon Road,REMED,"84 DEVON ROAD,",Paoli,PA,19301,6102962442.0,Chester,8,PROFIT,101020,6/30/21
PERSONAL CARE HOME,Remed - Gibsonia,REMED RECOVERY CARE CENTERS,"3043 EAST BARDONNER ROAD,",Gibsonia,PA,15044,7244448009.0,Allegheny,8,PROFIT,432760,6/30/21
PERSONAL CARE HOME,Remed King Street,REMED RECOVERY CARE CENTERS,"198 WEST KING STREET,",Malvern,PA,19355,4845959300.0,Chester,5,PROFIT,115730,6/30/21
PERSONAL CARE HOME,Remed Recovery Care Centers,REMED RECOVERY CARE CENTERS LLC,"1152 NORTH NEW STREET,",West Chester,PA,19380,6103443983.0,Chester,8,PROFIT,106230,6/30/21
PERSONAL CARE HOME,Remed Recovery Care Centers,REMED RECOVERY CARE CENTERS,"2 HARVEY LANE,",Malvern,PA,19335,4845959300.0,Chester,8,PROFIT,128470,6/30/21
PERSONAL CARE HOME,Remed Recovery Care Centers,REMED RECOVERY CARE CENTERS LLC,"350 PAOLI PIKE,",Malvern,PA,19355,4845959300.0,Chester,8,PROFIT,131580,6/30/21
PERSONAL CARE HOME,Remed Recovery Care Centers,REMED RECOVERY CARE CENTERS LLC,"934 NORTH CHESTER ROAD,",West Chester,PA,19380,4845959300.0,Chester,8,PROFIT,141160,6/30/21
PERSONAL CARE HOME,Remed Recovery Care Centers,REMED RECOVERY CARE CENTERS LLC,"100 BRISTOL LANE,",Irwin,PA,15642,4845959300.0,Westmoreland,8,PROFIT,449970,6/30/21
PERSONAL CARE HOME,Remed Recovery Care Centers,REMED RECOVERY CARE CENTERS,"103 AQUA DRIVE,",Pittsburgh,PA,15238,4845959300.0,Allegheny,8,PROFIT,440260,6/30/21
PERSONAL CARE HOME,Remed Recovery Care Centers,REMED RECOVERY CARE CENTERS LLC,"709 FAIRVIEW ROAD,",Fox Chapel,PA,15238,4845959300.0,Allegheny,8,PROFIT,446450,6/30/21
PERSONAL CARE HOME,Remed-Campbell Lane,REMED,"5 CAMPBELL LANE,",Phoenixville,PA,19460,6109335912.0,Chester,8,PROFIT,104970,6/30/21
PERSONAL CARE HOME,Remed-State Road,REMED,"1420 STATE ROAD,",Phoenixville,PA,19460,4845959300.0,Chester,6,PROFIT,101950,6/30/21
PERSONAL CARE HOME,Renaissance Home Forks,RENAISSANCE HOME FORKS LLC,"2222 SULLIVAN TRAIL,",Easton,PA,18040,6105150500.0,Northampton,61,PROFIT,226920,6/30/21
PERSONAL CARE HOME,Renaissance Home Northampton,RENAISSANCE HOME NORTHAMPTON LLC,"1001 WASHINGTON AVENUE,",Northampton,PA,18067,6102621010.0,Northampton,60,PROFIT,227010,6/30/21
PERSONAL CARE HOME,Renaissance Home Pinebrook,RENAISSANCE HOME PINEBROOK LLC,"2 WOODBRIDGE ROAD,",Orwigsburg,PA,17961,5703668544.0,Schuylkill,68,PROFIT,227550,6/30/21
PERSONAL CARE HOME,Renewed Life Haven,HAND IN HAND CHRISTIAN COUNSELING LLC,"16871 CRAIG ROAD,",Saegertown,PA,16433,8147636096.0,Crawford,15,PROFIT,451220,6/30/21
PERSONAL CARE HOME,Respicenter Incorporated,RESPICENTER INCORPORATED,"545 WEST HIGH STREET,",Waynesburg,PA,15370,7248521300.0,Greene,20,PROFIT,449520,6/30/21
PERSONAL CARE HOME,Rest Assured Residential Living Center,BROOKE GROVE FOUNDATION INC,"1137 SHIRLEY'S HOLLOW ROAD,",Meyersdale,PA,15552,8146340567.0,Somerset,33,NON-PROFIT,321320,6/30/21
PERSONAL CARE HOME,Rhodes Estates,RHODES ESTATES LIMITED PARTNERSHIP,"318 RHODES PLACE,",New Castle,PA,16101,7246568000.0,Lawrence,90,PROFIT,474050,6/30/21
PERSONAL CARE HOME,Richardson Group Senior Citizens Living Quarter,"RICHARDSON GROUP SENIOR CITIZENS LIVING QUARTER, INC.","1754 BRIDGE STREET,BUILDING II,",Philadelphia,PA,19124,2157435522.0,Philadelphia,16,PROFIT,133060,6/30/21
PERSONAL CARE HOME,"Richardson Group, Senior Citizens Living Quarters","RICHARDSON GROUP, SENIOR CITIZENS LIVING QUARTERS, INC.","1750 BRIDGE STREET,",Philadelphia,PA,19124,2157435522.0,Philadelphia,4,PROFIT,100510,6/30/21
PERSONAL CARE HOME,Richland Christian Home,"RICHLAND CHRISTIAN HOME, INC","211 SOUTH RACE ST, PO BOX 735,",Richland,PA,17087,7176281530.0,Lebanon,23,NON-PROFIT,328910,6/30/21
PERSONAL CARE HOME,Ridge View Personal Care Home,RIDGE VIEW PERSONAL CARE HOME INC,"117 SHAFFER LANE,",Hollidaysburg,PA,16648,8146950536.0,Blair,36,PROFIT,334950,6/30/21
