State,FIPS,County,Population (2010),Latitude,Longitude
UT,49007,Carbon,"21,403",+39.670050°,–110.590357°
UT,49009,Daggett,"1,059",+40.890099°,–109.505786°
UT,49011,Davis,"306,479",+41.037045°,–112.202123°
UT,49013,Duchesne,"18,607",+40.289649°,–110.429830°
UT,49015,Emery,"10,976",+39.009028°,–110.721111°
UT,49017,Garfield,"5,172",+37.831622°,–111.450886°
UT,49019,Grand,"9,225",+38.974326°,–109.573450°
UT,49021,Iron,"46,163",+37.882727°,–113.290059°
UT,49023,Juab,"10,246",+39.710827°,–112.794262°
UT,49025,Kane,"7,125",+37.275118°,–111.815413°
UT,49027,Millard,"12,503",+39.094540°,–113.525014°
UT,49029,Morgan,"9,469",+41.091027°,–111.577885°
UT,49031,Piute,"1,556",+38.335881°,–112.129376°
UT,49033,Rich,"2,264",+41.627598°,–111.240227°
UT,49035,Salt Lake,"1,029,655",+40.667882°,–111.924244°
UT,49037,San Juan,"14,746",+37.623064°,–109.789320°
UT,49039,Sanpete,"27,822",+39.380588°,–111.570451°
UT,49041,Sevier,"20,802",+38.746825°,–111.811930°
UT,49043,Summit,"36,324",+40.872060°,–110.968486°
UT,49045,Tooele,"58,218",+40.467692°,–113.124015°
UT,49047,Uintah,"32,588",+40.125887°,–109.517748°
UT,49049,Utah,"516,564",+40.120409°,–111.668667°
UT,49051,Wasatch,"23,530",+40.334884°,–111.161568°
UT,49053,Washington,"138,115",+37.262531°,–113.487800°
UT,49055,Wayne,"2,778",+38.261229°,–110.990323°
UT,49057,Weber,"231,236",+41.270355°,–111.875879°
VT,50001,Addison,"36,821",+44.031248°,–73.141581°
VT,50003,Bennington,"37,125",+43.035325°,–73.111460°
VT,50005,Caledonia,"31,227",+44.468791°,–72.112168°
VT,50007,Chittenden,"156,545",+44.460676°,–73.070525°
VT,50009,Essex,"6,306",+44.724021°,–71.732736°
VT,50011,Franklin,"47,746",+44.858964°,–72.909402°
VT,50013,Grand Isle,"6,970",+44.801788°,–73.300758°
VT,50015,Lamoille,"24,475",+44.603504°,–72.638356°
VT,50017,Orange,"28,936",+44.003392°,–72.369687°
VT,50019,Orleans,"27,231",+44.828442°,–72.251630°
VT,50021,Rutland,"61,642",+43.580844°,–73.038196°
VT,50023,Washington,"59,534",+44.274953°,–72.609475°
VT,50025,Windham,"44,513",+42.999143°,–72.716335°
VT,50027,Windsor,"56,670",+43.588143°,–72.591515°
VA,51001,Accomack,"33,164",+37.765944°,–75.757807°
VA,51003,Albemarle,"98,970",+38.024184°,–78.553506°
VA,51005,Alleghany,"16,250",+37.787905°,–80.008669°
VA,51007,Amelia,"12,690",+37.336131°,–77.973218°
VA,51009,Amherst,"32,353",+37.630362°,–79.147848°
VA,51011,Appomattox,"14,973",+37.370725°,–78.810940°
VA,51013,Arlington,"207,627",+38.878337°,–77.100703°
VA,51015,Augusta,"73,750",+38.167807°,–79.146682°
VA,51017,Bath,"4,731",+38.068988°,–79.732898°
VA,51019,Bedford,"68,676",+37.312408°,–79.527947°
VA,51021,Bland,"6,824",+37.130612°,–81.125853°
VA,51023,Botetourt,"33,148",+37.553193°,–79.805318°
VA,51025,Brunswick,"17,434",+36.764531°,–77.860916°
VA,51027,Buchanan,"24,098",+37.268120°,–82.038151°
VA,51029,Buckingham,"17,146",+37.573928°,–78.529169°
VA,51031,Campbell,"54,842",+37.210151°,–79.095429°
VA,51033,Caroline,"28,545",+38.030319°,–77.352348°
VA,51035,Carroll,"30,042",+36.732426°,–80.728043°
VA,51036,Charles City,"7,256",+37.361048°,–77.054171°
VA,51037,Charlotte,"12,586",+37.014091°,–78.661424°
VA,51041,Chesterfield,"316,236",+37.378434°,–77.585847°
VA,51043,Clarke,"14,034",+39.115931°,–77.992004°
VA,51045,Craig,"5,190",+37.473129°,–80.231734°
VA,51047,Culpeper,"46,689",+38.485930°,–77.956476°
VA,51049,Cumberland,"10,052",+37.520189°,–78.252836°
VA,51051,Dickenson,"15,903",+37.137081°,–82.349208°
VA,51053,Dinwiddie,"28,001",+37.073498°,–77.635492°
VA,51057,Essex,"11,151",+37.939480°,–76.941871°
VA,51059,Fairfax,"1,081,726",+38.833743°,–77.276117°
VA,51061,Fauquier,"65,203",+38.744103°,–77.821585°
VA,51063,Floyd,"15,279",+36.931438°,–80.350309°
VA,51065,Fluvanna,"25,691",+37.830606°,–78.284445°
VA,51067,Franklin,"56,159",+36.992350°,–79.883959°
VA,51069,Frederick,"78,305",+39.203637°,–78.263916°
VA,51071,Giles,"17,286",+37.311930°,–80.717178°
VA,51073,Gloucester,"36,858",+37.403541°,–76.523505°
VA,51075,Goochland,"21,717",+37.724166°,–77.914273°
VA,51077,Grayson,"15,533",+36.656303°,–81.225337°
VA,51079,Greene,"18,403",+38.297981°,–78.470163°
VA,51081,Greensville,"12,243",+36.680225°,–77.560261°
VA,51083,Halifax,"36,241",+36.766461°,–78.939614°
VA,51085,Hanover,"99,863",+37.760166°,–77.490992°
VA,51087,Henrico,"306,935",+37.437521°,–77.300333°
VA,51089,Henry,"54,151",+36.620593°,–79.980584°
VA,51091,Highland,"2,321",+38.356672°,–79.567958°
VA,51093,Isle of Wight,"35,270",+36.901418°,–76.707569°
VA,51095,James City,"67,009",+37.324427°,–76.778319°
VA,51097,King and Queen,"6,945",+37.720995°,–76.891090°
VA,51099,King George,"23,584",+38.277179°,–77.162702°
VA,51101,King William,"15,935",+37.708260°,–77.091054°
VA,51103,Lancaster,"11,391",+37.703831°,–76.413199°
VA,51105,Lee,"25,587",+36.702162°,–83.130334°
VA,51107,Loudoun,"312,311",+39.081130°,–77.638857°
VA,51109,Louisa,"33,153",+37.971681°,–77.959178°
VA,51111,Lunenburg,"12,914",+36.945757°,–78.242313°
VA,51113,Madison,"13,308",+38.412059°,–78.276961°
VA,51115,Mathews,"8,978",+37.425348°,–76.268808°
VA,51117,Mecklenburg,"32,727",+36.687256°,–78.368959°
VA,51119,Middlesex,"10,959",+37.606828°,–76.527958°
VA,51121,Montgomery,"94,392",+37.174885°,–80.387314°
VA,51125,Nelson,"15,020",+37.790016°,–78.879394°
VA,51127,New Kent,"18,429",+37.498974°,–76.993339°
VA,51131,Northampton,"12,389",+37.302629°,–75.923868°
VA,51133,Northumberland,"12,330",+37.856974°,–76.379687°
VA,51135,Nottoway,"15,853",+37.143696°,–78.052162°
VA,51137,Orange,"33,481",+38.250439°,–78.009980°
VA,51139,Page,"24,042",+38.623751°,–78.490471°
VA,51141,Patrick,"18,490",+36.667327°,–80.286141°
VA,51143,Pittsylvania,"63,506",+36.821721°,–79.398502°
VA,51145,Powhatan,"28,046",+37.549404°,–77.912855°
VA,51147,Prince Edward,"23,368",+37.224881°,–78.432957°
VA,51149,Prince George,"35,725",+37.187326°,–77.220993°
VA,51153,Prince William,"402,002",+38.702332°,–77.478887°
VA,51155,Pulaski,"34,872",+37.063385°,–80.713444°
VA,51157,Rappahannock,"7,373",+38.684522°,–78.168824°
VA,51159,Richmond,"9,254",+37.942894°,–76.730561°
VA,51161,Roanoke,"92,376",+37.331077°,–80.190110°
VA,51163,Rockbridge,"22,307",+37.814517°,–79.447754°
VA,51165,Rockingham,"76,314",+38.511257°,–78.876307°
VA,51167,Russell,"28,897",+36.933420°,–82.095934°
VA,51169,Scott,"23,177",+36.712778°,–82.613627°
VA,51171,Shenandoah,"41,993",+38.856204°,–78.573987°
VA,51173,Smyth,"32,208",+36.842318°,–81.539786°
VA,51175,Southampton,"18,570",+36.720173°,–77.103856°
VA,51177,Spotsylvania,"122,397",+38.182311°,–77.656280°
VA,51179,Stafford,"128,961",+38.418933°,–77.459043°
VA,51181,Surry,"7,058",+37.119761°,–76.880172°
VA,51183,Sussex,"12,087",+36.926645°,–77.259732°
VA,51185,Tazewell,"45,078",+37.125395°,–81.562924°
VA,51187,Warren,"37,575",+38.908187°,–78.207131°
VA,51191,Washington,"54,876",+36.747813°,–81.950291°
VA,51193,Westmoreland,"17,454",+38.109191°,–76.804170°
VA,51195,Wise,"41,452",+36.974561°,–82.621560°
VA,51197,Wythe,"29,235",+36.901471°,–81.084209°
VA,51199,York,"65,464",+37.220914°,–76.395533°
VA,51510,Alexandria [9],"139,966",+38.818343°,–77.082026°
VA,51515,Bedford [9],"6,222",+37.338156°,–79.520705°
VA,51520,Bristol [9],"17,835",+36.616954°,–82.157564°
VA,51530,Buena Vista [9],"6,650",+37.731663°,–79.356375°
VA,51540,Charlottesville [9],"43,475",+38.037658°,–78.485381°
VA,51550,Chesapeake [9],"222,209",+36.679376°,–76.301788°
VA,51570,Colonial Heights [9],"17,411",+37.261685°,–77.396804°
VA,51580,Covington [9],"5,961",+37.778143°,–79.986039°
VA,51590,Danville [9],"43,055",+36.583334°,–79.408071°
VA,51595,Emporia [9],"5,927",+36.696182°,–77.535975°
VA,51600,Fairfax [9],"22,565",+38.853183°,–77.299025°
VA,51610,Falls Church [9],"12,332",+38.883787°,–77.174639°
VA,51620,Franklin [9],"8,582",+36.684014°,–76.941396°
VA,51630,Fredericksburg [9],"24,286",+38.299272°,–77.486658°
VA,51640,Galax [9],"7,042",+36.665640°,–80.914308°
VA,51650,Hampton [9],"137,436",+37.048030°,–76.297149°
VA,51660,Harrisonburg [9],"48,914",+38.436013°,–78.874197°
VA,51670,Hopewell [9],"22,591",+37.291010°,–77.298944°
VA,51678,Lexington [9],"7,042",+37.782332°,–79.444320°
VA,51680,Lynchburg [9],"75,568",+37.399016°,–79.195458°
VA,51683,Manassas [9],"37,821",+38.747561°,–77.484727°
VA,51685,Manassas Park [9],"14,273",+38.768991°,–77.448681°
VA,51690,Martinsville [9],"13,821",+36.683527°,–79.863648°
VA,51700,Newport News [9],"180,719",+37.075978°,–76.521719°
VA,51710,Norfolk [9],"242,803",+36.923015°,–76.244641°
VA,51720,Norton [9],"3,958",+36.931549°,–82.625996°
VA,51730,Petersburg [9],"32,420",+37.204730°,–77.392368°
VA,51735,Poquoson [9],"12,150",+37.128360°,–76.303534°
VA,51740,Portsmouth [9],"95,535",+36.859430°,–76.356269°
VA,51750,Radford [9],"16,408",+37.120036°,–80.557048°
VA,51760,Richmond [9],"204,214",+37.531399°,–77.476009°
VA,51770,Roanoke [9],"97,032",+37.277830°,–79.958472°
VA,51775,Salem [9],"24,802",+37.285333°,–80.055241°
VA,51790,Staunton [9],"23,746",+38.158056°,–79.061501°
VA,51800,Suffolk [9],"84,585",+36.697157°,–76.634781°
VA,51810,Virginia Beach [9],"437,994",+36.779322°,–76.024020°
VA,51820,Waynesboro [9],"21,006",+38.067157°,–78.901420°
VA,51830,Williamsburg [9],"14,068",+37.269293°,–76.706717°
VA,51840,Winchester [9],"26,203",+39.173869°,–78.176356°
WA,53001,Adams,"18,728",+47.004840°,–118.533308°
WA,53003,Asotin,"21,623",+46.181861°,–117.227781°
WA,53005,Benton,"175,177",+46.228072°,–119.516864°
WA,53007,Chelan,"72,453",+47.859892°,–120.618543°
WA,53009,Clallam,"71,404",+48.113009°,–123.930611°
WA,53011,Clark,"425,363",+45.771674°,–122.485903°
WA,53013,Columbia,"4,078",+46.292851°,–117.911635°
WA,53015,Cowlitz,"102,410",+46.185923°,–122.658682°
WA,53017,Douglas,"38,431",+47.735866°,–119.695880°
WA,53019,Ferry,"7,551",+48.437246°,–118.517074°
WA,53021,Franklin,"78,163",+46.534580°,–118.906944°
WA,53023,Garfield,"2,266",+46.429474°,–117.536715°
WA,53025,Grant,"89,120",+47.213633°,–119.467788°
WA,53027,Grays Harbor,"72,797",+47.142786°,–123.827043°
WA,53029,Island,"78,506",+48.158436°,–122.670503°
WA,53031,Jefferson,"29,872",+47.802641°,–123.521810°
WA,53033,King,"1,931,249",+47.493554°,–121.832375°
WA,53035,Kitsap,"251,133",+47.639687°,–122.649636°
WA,53037,Kittitas,"40,915",+47.124444°,–120.676714°
WA,53039,Klickitat,"20,318",+45.869509°,–120.780117°
WA,53041,Lewis,"75,455",+46.580071°,–122.377444°
WA,53043,Lincoln,"10,570",+47.582718°,–118.417668°
WA,53045,Mason,"60,699",+47.354126°,–123.173850°
WA,53047,Okanogan,"41,120",+48.550971°,–119.691035°
WA,53049,Pacific,"20,920",+46.556587°,–123.782419°
WA,53051,Pend Oreille,"13,001",+48.543877°,–117.232183°
WA,53053,Pierce,"795,225",+47.040716°,–122.144709°
WA,53055,San Juan,"15,769",+48.508862°,–123.100616°
WA,53057,Skagit,"116,901",+48.493066°,–121.816278°
WA,53059,Skamania,"11,066",+46.024782°,–121.953227°
WA,53061,Snohomish,"713,335",+48.054913°,–121.766412°
WA,53063,Spokane,"471,221",+47.620379°,–117.404392°
WA,53065,Stevens,"43,531",+48.390648°,–117.854897°
WA,53067,Thurston,"252,264",+46.932598°,–122.829441°
WA,53069,Wahkiakum,"3,978",+46.294638°,–123.424458°
WA,53071,Walla Walla,"58,781",+46.254606°,–118.480374°
WA,53073,Whatcom,"201,140",+48.842653°,–121.836433°
WA,53075,Whitman,"44,776",+46.903322°,–117.522962°
WA,53077,Yakima,"243,231",+46.456558°,–120.740145°
WV,54001,Barbour,"16,589",+39.139754°,–79.996914°
WV,54003,Berkeley,"104,169",+39.457854°,–78.032338°
WV,54005,Boone,"24,629",+38.022838°,–81.713314°
WV,54007,Braxton,"14,523",+38.699302°,–80.731649°
WV,54009,Brooke,"24,069",+40.272645°,–80.578691°
WV,54011,Cabell,"96,319",+38.419580°,–82.243392°
WV,54013,Calhoun,"7,627",+38.844159°,–81.115478°
WV,54015,Clay,"9,386",+38.459826°,–81.081866°
WV,54017,Doddridge,"8,202",+39.263482°,–80.701147°
WV,54019,Fayette,"46,039",+38.030933°,–81.086051°
WV,54021,Gilmer,"8,693",+38.915865°,–80.849409°
WV,54023,Grant,"11,937",+39.105988°,–79.195064°
WV,54025,Greenbrier,"35,480",+37.924418°,–80.450590°
WV,54027,Hampshire,"23,964",+39.312140°,–78.611989°
WV,54029,Hancock,"30,676",+40.516931°,–80.570057°
WV,54031,Hardy,"14,025",+39.010818°,–78.843641°
WV,54033,Harrison,"69,099",+39.279199°,–80.386487°
WV,54035,Jackson,"29,211",+38.834234°,–81.677717°
WV,54037,Jefferson,"53,498",+39.307399°,–77.863220°
WV,54039,Kanawha,"193,063",+38.328061°,–81.523522°
WV,54041,Lewis,"16,372",+38.988844°,–80.495518°
WV,54043,Lincoln,"21,720",+38.171651°,–82.077547°
WV,54045,Logan,"36,743",+37.830591°,–81.940853°
WV,54047,McDowell,"22,113",+37.382663°,–81.658205°
WV,54049,Marion,"56,418",+39.505839°,–80.243402°
WV,54051,Marshall,"33,107",+39.854717°,–80.671378°
WV,54053,Mason,"27,324",+38.759288°,–82.024172°
WV,54055,Mercer,"62,264",+37.403448°,–81.106456°
WV,54057,Mineral,"28,212",+39.405626°,–78.956581°
WV,54059,Mingo,"26,839",+37.721151°,–82.158993°
WV,54061,Monongalia,"96,189",+39.633645°,–80.059074°
WV,54063,Monroe,"13,502",+37.550353°,–80.547891°
WV,54065,Morgan,"17,541",+39.554835°,–78.257314°
WV,54067,Nicholas,"26,233",+38.291416°,–80.797516°
WV,54069,Ohio,"44,443",+40.098932°,–80.620728°
WV,54071,Pendleton,"7,695",+38.686836°,–79.333707°
WV,54073,Pleasants,"7,605",+39.368133°,–81.161172°
WV,54075,Pocahontas,"8,719",+38.332513°,–80.012092°
WV,54077,Preston,"33,520",+39.469030°,–79.668865°
WV,54079,Putnam,"55,486",+38.510513°,–81.906109°
WV,54081,Raleigh,"78,859",+37.762470°,–81.264671°
WV,54083,Randolph,"29,405",+38.781087°,–79.867783°
WV,54085,Ritchie,"10,449",+39.177112°,–81.066317°
WV,54087,Roane,"14,926",+38.743033°,–81.354502°
WV,54089,Summers,"13,927",+37.656003°,–80.856315°
WV,54091,Taylor,"16,895",+39.329072°,–80.045629°
WV,54093,Tucker,"7,141",+39.111175°,–79.559968°
WV,54095,Tyler,"9,208",+39.465981°,–80.879493°
WV,54097,Upshur,"24,254",+38.902537°,–80.231335°
WV,54099,Wayne,"42,481",+38.145531°,–82.419698°
WV,54101,Webster,"9,154",+38.492985°,–80.430262°
WV,54103,Wetzel,"16,583",+39.596574°,–80.634394°
WV,54105,Wirt,"5,717",+39.020034°,–81.382975°
WV,54107,Wood,"86,956",+39.211679°,–81.515928°
WV,54109,Wyoming,"23,796",+37.603717°,–81.548884°
WI,55001,Adams,"20,875",+43.973763°,–89.767223°
WI,55003,Ashland,"16,157",+46.546291°,–90.665154°
WI,55005,Barron,"45,870",+45.437192°,–91.852892°
WI,55007,Bayfield,"15,014",+46.634199°,–91.177282°
WI,55009,Brown,"248,007",+44.473961°,–87.995926°
WI,55011,Buffalo,"13,587",+44.389759°,–91.758714°
WI,55013,Burnett,"15,457",+45.865255°,–92.367978°
WI,55015,Calumet,"48,971",+44.078410°,–88.212132°
WI,55017,Chippewa,"62,415",+45.069092°,–91.283505°
WI,55019,Clark,"34,690",+44.733596°,–90.610201°
WI,55021,Columbia,"56,833",+43.471882°,–89.330472°
WI,55023,Crawford,"16,644",+43.249910°,–90.951230°
WI,55025,Dane,"488,073",+43.067468°,–89.417852°
WI,55027,Dodge,"88,759",+43.422706°,–88.704379°
WI,55029,Door,"27,785",+45.067808°,–87.087936°
WI,55031,Douglas,"44,159",+46.463316°,–91.892580°
WI,55033,Dunn,"43,857",+44.947741°,–91.897720°
WI,55035,Eau Claire,"98,736",+44.726355°,–91.286414°
WI,55037,Florence,"4,423",+45.849646°,–88.400322°
WI,55039,Fond du Lac,"101,633",+43.754722°,–88.493284°
WI,55041,Forest,"9,304",+45.666882°,–88.773225°
WI,55043,Grant,"51,208",+42.870062°,–90.695368°
WI,55045,Green,"36,842",+42.677728°,–89.605639°
WI,55047,Green Lake,"19,051",+43.761410°,–88.987228°
WI,55049,Iowa,"23,687",+43.001021°,–90.133692°
WI,55051,Iron,"5,916",+46.326550°,–90.261299°
WI,55053,Jackson,"20,449",+44.324895°,–90.806541°
WI,55055,Jefferson,"83,686",+43.013807°,–88.773986°
WI,55057,Juneau,"26,664",+43.932836°,–90.113984°
WI,55059,Kenosha,"166,426",+42.579703°,–87.424898°
WI,55061,Kewaunee,"20,574",+44.500949°,–87.161813°
WI,55063,La Crosse,"114,638",+43.908222°,–91.111758°
WI,55065,Lafayette,"16,836",+42.655578°,–90.130292°
WI,55067,Langlade,"19,977",+45.259204°,–89.068190°
WI,55069,Lincoln,"28,743",+45.338319°,–89.742082°
WI,55071,Manitowoc,"81,442",+44.105108°,–87.313828°
WI,55073,Marathon,"134,063",+44.898036°,–89.757823°
WI,55075,Marinette,"41,749",+45.346899°,–87.991198°
WI,55077,Marquette,"15,404",+43.826053°,–89.409095°
WI,55078,Menominee,"4,232",+44.991304°,–88.669251°
WI,55079,Milwaukee,"947,735",+43.017655°,–87.481575°
WI,55081,Monroe,"44,673",+43.945175°,–90.619969°
WI,55083,Oconto,"37,660",+44.996575°,–88.206516°
WI,55085,Oneida,"35,998",+45.713791°,–89.536693°
WI,55087,Outagamie,"176,695",+44.418226°,–88.464988°
WI,55089,Ozaukee,"86,395",+43.360715°,–87.496553°
WI,55091,Pepin,"7,469",+44.627436°,–91.834890°
WI,55093,Pierce,"41,019",+44.725337°,–92.426279°
WI,55095,Polk,"44,205",+45.468030°,–92.453154°
WI,55097,Portage,"70,019",+44.476246°,–89.498070°
WI,55099,Price,"14,159",+45.679072°,–90.359650°
WI,55101,Racine,"195,408",+42.754075°,–87.414676°
WI,55103,Richland,"18,021",+43.376199°,–90.435693°
WI,55105,Rock,"160,331",+42.669931°,–89.075119°
WI,55107,Rusk,"14,755",+45.472734°,–91.136745°
WI,55109,St. Croix,"84,345",+45.028959°,–92.447284°
WI,55111,Sauk,"61,976",+43.427998°,–89.943329°
WI,55113,Sawyer,"16,557",+45.864913°,–91.147130°
WI,55115,Shawano,"41,949",+44.789641°,–88.755813°
WI,55117,Sheboygan,"115,507",+43.746002°,–87.730546°
WI,55119,Taylor,"20,689",+45.211656°,–90.504853°
WI,55121,Trempealeau,"28,816",+44.303050°,–91.358867°
WI,55123,Vernon,"29,773",+43.599858°,–90.815226°
WI,55125,Vilas,"21,430",+46.049848°,–89.501254°
WI,55127,Walworth,"102,228",+42.668110°,–88.541731°
WI,55129,Washburn,"15,911",+45.892463°,–91.796423°
WI,55131,Washington,"131,887",+43.391156°,–88.232917°
WI,55133,Waukesha,"389,891",+43.019308°,–88.306707°
WI,55135,Waupaca,"52,410",+44.478004°,–88.967006°
WI,55137,Waushara,"24,496",+44.112825°,–89.239752°
WI,55139,Winnebago,"166,994",+44.085707°,–88.668149°
WI,55141,Wood,"74,749",+44.461413°,–90.038825°
WY,56001,Albany,"36,299",+41.665514°,–105.721883°
WY,56003,Big Horn,"11,668",+44.525654°,–107.993321°
WY,56005,Campbell,"46,133",+44.241321°,–105.552029°
WY,56007,Carbon,"15,885",+41.703590°,–106.933153°
WY,56009,Converse,"13,833",+42.972839°,–105.507367°
WY,56011,Crook,"7,083",+44.589266°,–104.567298°
WY,56013,Fremont,"40,123",+43.055303°,–108.605531°
WY,56015,Goshen,"13,249",+42.089580°,–104.353482°
WY,56017,Hot Springs,"4,812",+43.720871°,–108.435652°
WY,56019,Johnson,"8,569",+44.044048°,–106.588541°
WY,56021,Laramie,"91,738",+41.292830°,–104.660395°
WY,56023,Lincoln,"18,106",+42.228788°,–110.679842°
WY,56025,Natrona,"75,450",+42.973641°,–106.764877°
WY,56027,Niobrara,"2,484",+43.062159°,–104.468373°
WY,56029,Park,"28,205",+44.492387°,–109.593598°
WY,56031,Platte,"8,667",+42.130319°,–104.960809°
WY,56033,Sheridan,"29,116",+44.781369°,–106.881211°
WY,56035,Sublette,"10,247",+42.767928°,–109.916170°
WY,56037,Sweetwater,"43,806",+41.660339°,–108.875676°
WY,56039,Teton,"21,294",+44.049321°,–110.588102°
WY,56041,Uinta,"21,118",+41.284726°,–110.558947°
WY,56043,Washakie,"8,533",+43.878831°,–107.669052°
WY,56045,Weston,"7,208",+43.846213°,–104.570020°
