State Facility Type 2 Literal,License Number,Facility Name,City,State,Zip Code,Phone Number,Capacity,Licensee,Date Accessed,State Facility Type 1 Literal,Address
SMALL GROUP,AS330341802,Lansing Adult Foster Care,Lansing,MI,48910,5172035249.0,6,PATTI HOLLAND,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3600 SIMKEN DRIVE
FAMILY HOME,AF410091226,Carpenter Home,Grand Rapids,MI,495082615,6168190047.0,4,DAWN CARPENTER,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"4051 CHAMBERLAIN AVE, SE"
FAMILY HOME,AF700015790,American Homestead,Coopersville,MI,49404,6163506092.0,4,HARTGERS FRITS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,9339 ORIOLE DRIVE
FAMILY HOME,AF630015792,Country Manor,South Lyon,MI,48178,2484371810.0,6,KAREN LYNCH,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,27000 DIXBORO
MEDIUM GROUP,AM130065342,Choice Care Iv Inc,Battle Creek,MI,49014,2699642801.0,12,CHOICE CARE IV INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,12-14 MARY STREET
SMALL GROUP,AS700297560,Beacon Home At Trolley Center,Coopersville,MI,49404,6163843141.0,4,"BEACON SPECIALIZED LIVING SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,320 64TH AVE. NORTH
SMALL GROUP,AS130405804,Beacon Home At Battle Creek,Battle Creek,MI,49017,2694278400.0,6,"BEACON SPECIALIZED LIVING SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5555 BAUMAN RD.
SMALL GROUP,AS820397765,Beacon Home At Romulus,Romulus,MI,48174,7349926011.0,5,"BEACON SPECIALIZED LIVING SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,38669 WESTVALE
MEDIUM GROUP,AM030402101,Beacon Home At Hammond,Otsego,MI,49078,2694278400.0,12,"BEACON SPECIALIZED LIVING SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,318 EAST HAMMOND STREET
FAMILY HOME,AF750014766,Tomahawk Afc,Sturgis,MI,49091,2696517801.0,3,PAMELA AND ROBERT STROUP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,25942 TOMAHAWK DR
SMALL GROUP,AS630012772,Bridgeway Home And Neuro Recovery,Rochester Hills,MI,48063,2488537660.0,6,DETROIT-MACOMB HOSPITAL CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,650 GRACE
SMALL GROUP,AS740253774,Mayfield,Port Huron,MI,48060,8109828968.0,6,INNOVATIVE HOUSING DEV CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3055 MAYFIELD
SMALL GROUP,AS740253777,Ponderosa Home,Northstreet,MI,48049,8109848097.0,6,INNOVATIVE HOUSING DEV CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5265 PONDEROSA
SMALL GROUP,AS740271028,Hopps,Port Huron,MI,48060,8109871286.0,6,INNOVATIVE HOUSING DEV CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2720 WOODSTOCK
SMALL GROUP,AS740402341,Liberty,Port Huron,MI,48060,8103854463.0,6,INNOVATIVE HOUSING DEV CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1110 LINCOLN
SMALL GROUP,AS820285408,Monroe Manor,Ecorse,MI,48229,3133833498.0,6,KAREN'S HELPING HANDS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4481 MONROE
SMALL GROUP,AS820286045,Corley Home,Inkster,MI,48141,7344050406.0,4,KENNEDY'S CARE ENTERPRISE INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,111 BERT LANE
SMALL GROUP,AS820404196,Haggerty Home,Romulus,MI,48174,7345958725.0,6,KENNEDY'S CARE ENTERPRISE INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6363 S. WAYNE
SMALL GROUP,AS740308018,Wadhams Creek Iii,Kimball,MI,48074,8103674060.0,6,"D AND J HOME CARE, INC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5485 SMITHS CREEK
SMALL GROUP,AS370011305,Manors Home,Mount Pleasant,MI,48858,9897720198.0,6,CRISIS CENTER INC - DBA LISTENING EAR,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1521 MANOR LANE
SMALL GROUP,AS400069154,North Birch,Kalkaska,MI,49646,2312585105.0,6,CRISIS CENTER INC - DBA LISTENING EAR,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2200 N BIRCH
SMALL GROUP,AS180010537,Pelcher Afc Ii,Farwell,MI,48622,9895884901.0,6,PELCHER AFC HOME INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,624 SURREY RD
FAMILY HOME,AF800093261,Pinegrove Afc,Gobles,MI,49055,2696280309.0,6,CHARLOTTE MUNYABERA  METUSCHELAH MUNYABERA,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,14820 32ND ST
FAMILY HOME,AF690088835,Weber'S Afc Home I,Gaylord,MI,49735,9896190593.0,6,RANDY AND KRISTI WEBER,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3965 NEWT DRIVE
SMALL GROUP,AS410011666,Hrn-44Th St. Afc,Grandville,MI,49418,6165385202.0,6,HOPE NETWORK WEST MICHIGAN,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4075 - 44TH STREET  SE
SMALL GROUP,AS410297826,Boston Street Home,East Grand Rapids,MI,49506,6164309454.0,6,HOPE NETWORK WEST MICHIGAN,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"2141 BOSTON ST., SE"
SMALL GROUP,AS410380718,Gardner,Sparta,MI,49345,6163831046.0,6,HOPE NETWORK WEST MICHIGAN,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,253 GARDNER
SMALL GROUP,AS410407090,Neo Kentwood,Grand Rapids,MI,49548,6164309454.0,6,HOPE NETWORK WEST MICHIGAN,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4605 EASTERN AVE. SE
SMALL GROUP,AS500081228,Milestones,Macomb Twp,MI,48042,5869480665.0,6,"HOPE NETWORK, S.E.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,45964 BRENTWOOD
MEDIUM GROUP,AM630076165,Hutcheson Manor,Farmington Hills,MI,48336,2484763798.0,9,HUTCHESON MANOR RESIDENTIAL CARE INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,21620 MIDDLEBELT ROAD
MEDIUM GROUP,AM410070879,Overlook Home,Greenville,MI,48838,6166917258.0,12,OVERLOOK HOME INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,12700 OVERLOOK DRIVE
SMALL GROUP,AS820237850,Brooklane Afc,Inkster,MI,48141,7345956744.0,6,2 FOOT PRINTS INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,29844 BROOKLANE
FAMILY HOME,AF280087378,Cindy'S Place,Traverse City,MI,49684,2319477451.0,4,CINDY LOU ACKER,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3075 MARMAC
FAMILY HOME,AF330279630,Dorris' Daily Living Afc,Lansing,MI,48911,5173930652.0,4,DORIS JACKSON,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5519 HAAG ROAD
SMALL GROUP,AS630012424,Davison Lake House,Oxford Township,MI,48371,2486284570.0,6,NORTH-OAKLAND RESIDENTIAL SERVICES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,881 W. DAVISON LAKE RD.
SMALL GROUP,AS630012521,Lakeville Home,Leonard,MI,48367,2486284969.0,6,NORTH-OAKLAND RESIDENTIAL SERVICES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3060 ROCHESTER ROAD
LARGE GROUP,AL280312738,"West Shore Afc Home, Llc",Grawn,MI,49637,2312769795.0,14,"WEST SHORE AFC HOMES, L.L.C.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2651 LEAF LANE
LARGE GROUP,AL820307374,Crystal Creek Assisted Living 4,Canton,MI,48187,7349277025.0,20,CRYSTAL CREEK ASSISTED LVNG INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,8041 LILLEY
SMALL GROUP,AS820273992,Henry'S Inc. Paradise Home,Romulus,MI,48174,3134759288.0,6,HENRYS INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,30935 PENNYLVANIA
MEDIUM GROUP,AM820078391,Commor-Mackay,Hamtramck,MI,48212,3133657757.0,12,BRIDGEFORT INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2432 COMMOR
LARGE GROUP,AL810007458,Renaissance House,Ypsilanti,MI,48197,7344851722.0,15,"RENAISSANCE HOUSE, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,601 PEARL
LARGE GROUP,AL820007494,Lewis Manor West,Detroit,MI,48206,3132685204.0,16,LEWIS MANOR HOMES LTD.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1707 CALVERT
LARGE GROUP,AL820007551,Rockwood Home,Rockwood,MI,48173,7343799361.0,20,ROCKWOOD CHILDRENS HOME INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,21511 HURON RIVER DR
FAMILY HOME,AF320002379,Abbe Acre,Owendale,MI,487549717,9894532284.0,6,ABBE BERNIECE; ABBE DENNIS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,8720 CANBORO ROAD
FAMILY HOME,AF320002417,Langley Afc,Filion,MI,48432,9898745780.0,6,LANGLEY DENNIS R,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3713 TOMLINSON ROAD
SMALL GROUP,AS090380411,Woodhaven At Bay City,Bay City,MI,48706,7342619000.0,6,WOODHAVEN RETIREMENT COMMUNITY,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3740 TWO MILE ROAD
FAMILY HOME,AF690251907,Kucharek'S Afc,Gaylord,MI,49735,9893703976.0,6,TIMOTHY AND AGNES KUCHAREK,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1993 SUISSE LANE
FAMILY HOME,AF460003717,Lee Barnett,Hudson,MI,49247,5174488045.0,6,LEE BARNETT,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,131 LAFAYETTE
SMALL GROUP,AS610073721,Bush Creek Manor,Whitehall,MI,49461,2318930322.0,6,BUSH CREEK MANOR INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1023 ALICE STREET
LARGE GROUP,AL820007566,Garden City Opportunity Manor,Garden City,MI,48135,7344250203.0,15,COMMUNITY OPPORTUNITY CENTER NPHC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6337 CENTRAL
SMALL GROUP,AS820078503,Curtis House,Livonia,MI,48152,7344221020.0,4,COMMUNITY OPPORTUNITY CENTER NPHC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,33730 CURTIS
LARGE GROUP,AL820007594,Brush Street Residence,Wayne,MI,48184,7347288920.0,13,"ADVANCE CARE, INCORPORATED",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,35646 BRUSH
SMALL GROUP,AS820014640,Crystal'S Care,New Boston,MI,48174,7347832509.0,6,"ADVANCE CARE, INCORPORATED",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,19640 MIDDLEBELT
LARGE GROUP,AL820007604,"E M Colemans Afc, Inc.",Highland Park,MI,48203,3138651387.0,13,MANAGEMENT ACC ECON INV CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,55 FORD
SMALL GROUP,AS630361472,Turning Point,Southfield,MI,48076,2484231002.0,6,SYNOD RESIDENTIAL SERVICES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,29545 RUTHERLAND
MEDIUM GROUP,AM820009810,Thedoshia Carter Afc #1,Detroit,MI,48204,3139331956.0,8,THEDOSHIA CARTER,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,8505 PLYMOUTH
MEDIUM GROUP,AM820010092,Crites Afc #3,Detroit,MI,48219,3135920399.0,11,CRITES ADULT FOSTER CARE INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,19735 EVERGREEN
SMALL GROUP,AS060010188,Orchard Bay Afc,Standish,MI,486581029,9898464666.0,6,VALLEY RESIDENTIAL SERV INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,400 ORCHARD STREET
SMALL GROUP,AS440011693,Park Street Home,Lapeer,MI,48446,8106649442.0,6,"MICHIGAN COMMUNITY SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1125 PARK STREET
SMALL GROUP,AS500278387,Tilly House,New Baltimore,MI,48047,5863302013.0,6,FREEDOM ADULT FOSTER CARE CORP.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,50741 LENOX ST.
SMALL GROUP,AS580015119,Borg,Temperance,MI,48182,7348474474.0,6,PROGRESSIVE RESIDENTIAL SERVICES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1279 BORG
LARGE GROUP,AL230006951,"River Inn Afc, Inc.",Sunfield,MI,488909781,5175668832.0,20,RIVER INN AFC INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,241 GRAND LEDGE HIGHWAY
SMALL GROUP,AS310011105,Atlantic House,Hancock,MI,49930,9064877750.0,6,COPPER COUNTRY COMMUNITY MENTAL HEALTH SRVS BD,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1514 ATLANTIC STREET
SMALL GROUP,AS660012809,Harbor House,Ontonagon,MI,49953,9068846367.0,6,COPPER COUNTRY COMMUNITY MENTAL HEALTH SRVS BD,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,720 GREENLAND ROAD
MEDIUM GROUP,AM310091837,Lakeside Afc,Hubbell,MI,49934,9062960669.0,9,COPPER COUNTRY COMMUNITY MENTAL HEALTH SRVS BD,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,808 DUNCAN STREET
SMALL GROUP,AS250304220,Weston Road,Burton,MI,48509,8107362011.0,6,ALTERNATIVE SERVICES INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4181 WESTON DRIVE
SMALL GROUP,AS150344861,Charlevoix House,Charlevoix,MI,49720,2484174880.0,6,ALTERNATIVE SERVICES INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,203 EAST GARFIELD
MEDIUM GROUP,AM330008433,Country Creek Afc,Mason,MI,48854,5179305946.0,12,MARY J. SOMERVILLE,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2771 LAMB ROAD
SMALL GROUP,AS250010941,Bentley Manor #2,Clio,MI,48420,8106863561.0,6,BENTLEY MANOR INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1180 E VIENNA ROAD
HOME FOR THE AGED,AH560236854,Midland King'S Daughters Home,Midland,MI,48640,9898399800.0,30,MIDLAND KING'S DAUGHTERS HOME,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2410 RODD ST.
SMALL GROUP,AS250010737,Richfield House,Flint,MI,48506,8107361203.0,6,"CENTRAL STATE COMMUNITY SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4478 VASSAR RD
SMALL GROUP,AS560012112,Mitchell House,Midland,MI,48640,9896314982.0,6,"CENTRAL STATE COMMUNITY SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,305 E ST ANDREWS ST
SMALL GROUP,AS250385494,Wilson Road Home,Clio,MI,484208420,8106870202.0,6,"CENTRAL STATE COMMUNITY SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6359 W WILSON
MEDIUM GROUP,AM410310393,Robert Residence,Wyoming,MI,49519,6162624705.0,12,NELSON HOMES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3601 MINNIE SW
MEDIUM GROUP,AM380008530,Country Meadows Care Home,Grass Lake,MI,49240,5175225013.0,12,KATHLEEN POTTER-MADDIN,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3775 WOLF LAKE ROAD
MEDIUM GROUP,AM820010013,Mary Rose Residence,Brownstown Township,MI,48192,7344794652.0,12,MARY ROSE CORPORATION,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,22293 SIBLEY ROAD
SMALL GROUP,AS820313478,Beyond Boundaries,Romulus,MI,48174,7343552624.0,6,WOODS CARE,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,11274 MOORE STREET
SMALL GROUP,AS500242620,Seneca Group Home,Romeo,MI,48095,5867524813.0,6,"BLUE WATER DEVELOPMENTAL HOUSING, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,7636 32 MILE ROAD
SMALL GROUP,AS500401828,Pound Road,Richmond,MI,48062,5867274737.0,6,"BLUE WATER DEVELOPMENTAL HOUSING, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,36442 POUND ROAD
SMALL GROUP,AS150010498,Winterlake Clf,Boyne City,MI,49712,2315823611.0,6,"SUMMERTREE RESIDENTIAL CENTERS, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,405 ANN STREET
LARGE GROUP,AL330079965,Bridges Crisis Unit (Afc),Lansing,MI,48910,5173468415.0,16,CMHB OF CEI COUNTIES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,812 E JOLLY RD
SMALL GROUP,AS630012321,Mecca House,Waterford,MI,48327,2486669278.0,6,MECCA HOUSE,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2278 RICHARDSON COURT
SMALL GROUP,AS820013731,Barbara Home,Westland,MI,48185,7343264394.0,5,"QUEST, INC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,661 BARBARA
SMALL GROUP,AS820247241,Schley,Westland,MI,48185,7347281176.0,6,"QUEST, INC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"35623 SCHLEY, SUITE 110"
SMALL GROUP,AS810368875,Michaels House,Ypsilanti,MI,48197,7348791242.0,6,"QUEST, INC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6175 CARPENTER RD
SMALL GROUP,AS500015318,Fisher Estates Clf,Romeo,MI,48065,5867521583.0,6,"QUEST, INC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4464 FISHER ESTATES LANE
SMALL GROUP,AS500012007,Highlite Clf,Sterling Heights,MI,48310,5867792482.0,4,HOMES OF OPPORTUNITY INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,37029 HIGHLITE
SMALL GROUP,AS820016002,Truman Clf Home,Rockwood,MI,48173,7343790515.0,6,EVEREST INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,32346 TRUMAN
SMALL GROUP,AS820074518,Melbourne Home,Allen Park,MI,48101,3139287988.0,5,EVEREST INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,15829 BELLAIRE
SMALL GROUP,AS580012152,Harbor Home,Bolles Harbor,MI,48161,7346713654.0,5,MASTROFRANCESCO AFC INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,13795 ALTON
LARGE GROUP,AL410246443,Byron Center Manor Iv,Byron Center,MI,49315,6168783300.0,20,BYRON CENTER MANOR INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"2115 84TH STREET, SW"
LARGE GROUP,AL460007203,Coleman Foundation Unit B,Hudson,MI,49247,5174483101.0,15,COLEMAN FOUNDATION,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,313 S. CHURCH STREET
SMALL GROUP,AS510247338,Wildwood,Bear Lake,MI,49614,2318643619.0,6,MOORE APT NON-PROFIT HOUSING CORP.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,12481 MILARCH RD.
LARGE GROUP,AL380007072,Turner Powers Afc Home,Jackson,MI,49201,5177829123.0,19,"TURNER POWERS AFC HOME, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,310 WEST PEARL STREE
SMALL GROUP,AS390011410,Mandigo Afc,Kalamazoo,MI,49002,2696490451.0,6,"RESIDENTIAL OPPORTUNITIES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3302 MANDIGO
SMALL GROUP,AS390243331,Willowbend,Kalamazoo,MI,49009,2693751790.0,6,"RESIDENTIAL OPPORTUNITIES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5081 WILLOWBEND TRAIL
SMALL GROUP,AS390293416,D Avenue,Kalamazoo,MI,49004,2694883933.0,6,"RESIDENTIAL OPPORTUNITIES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2951 EAST D AVENUE
SMALL GROUP,AS390307863,Fair Oaks,Kalamazoo,MI,49008,2693826230.0,6,"RESIDENTIAL OPPORTUNITIES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3312 FAIR OAKS DRIVE
SMALL GROUP,AS030392651,Allegan Enrichment Center Ii,Allegan,MI,49010,2693551575.0,6,FALCO CORPORATION,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,312 TROWBRIDGE STREET
MEDIUM GROUP,AM030014749,Allegan Enrichment Center #1,Allegan,MI,49010,2696732488.0,12,FALCO CORPORATION,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,427 DAVIS STREET
LARGE GROUP,AL390007089,Park Place Living Centre #A,Kalamazoo,MI,49008,2693887303.0,20,PLEASANT HOMES I L.L.C.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4214 S WESTNEDGE
FAMILY HOME,AF810006389,Glastonbury Adult Foster Care,Ann Arbor,MI,48103,7349955766.0,6,MARY JETT,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1433 GLASTONBURY
FAMILY HOME,AF820072007,Carter Foster Home,Redford,MI,48239,3135411699.0,1,CARTER BERTHA,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,10024 BRADY
SMALL GROUP,AS630012392,Potter Road House,Wixom,MI,48393,2486664136.0,6,PROGRESSIVE LIFESTYLES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2669 POTTER ROAD
SMALL GROUP,AS630078498,Springfield Oaks Clf,Clarkston,MI,48348,2489220952.0,4,PROGRESSIVE LIFESTYLES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,8300 OAK HILL RD
SMALL GROUP,AS630293004,Woodbrook Group Home,Farmington Hills,MI,48331,2486664136.0,6,PROGRESSIVE LIFESTYLES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,30961 STURBRIDGE
SMALL GROUP,AS630012774,Appomattox Ais/Mr,Holly,MI,48442,2486345949.0,6,RESIDENTIAL ALTERNATIVES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,10372 APPOMATTOX
SMALL GROUP,AS630012764,Timber Hill Ais,Ortonville,MI,48462,2483698936.0,6,RESIDENTIAL ALTERNATIVES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,555 TIMBER HILL DR
SMALL GROUP,AS630383350,Sobel,Southfield,MI,48076,2485520213.0,4,KADIMA JEWISH SUPPORT SERVICES FOR ADULTS WITH MI,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,19040 GREEN SPRUCE
SMALL GROUP,AS820014165,Greenland Court,Livonia,MI,48154,7344211585.0,6,LAKE FOREST HEALTH SERVICES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,32579 GREENLAND COURT
SMALL GROUP,AS630397262,Ripple Creek,Novi,MI,48375,2483021918.0,6,MEDICAL ALTERNATIVES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,23839 RIPPLE CREEK
SMALL GROUP,AS630012584,Gilsam Group Home,Rochester Hills,MI,48309,2488521367.0,6,"ELITE ALTERNATIVES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1896 GILSAM
SMALL GROUP,AS820014657,West Rd House,Brownstown Twp,MI,48134,7347824013.0,6,AHS COMMUNITY SERVICES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,23033 ARSENAL ROAD
MEDIUM GROUP,AM670015943,Hopkins 80Th Ave Afc,Evart,MI,49631,2317346349.0,12,ROBERT AND LAURA HOPKINS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2366 80TH AVENUE
SMALL GROUP,AS610016251,Ruddiman Home,North Muskegon,MI,49445,2317446362.0,6,PIONEER RESOURCES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,224 RUDDIMAN
SMALL GROUP,AS610237359,Riverwood,Twin Lake,MI,49457,2317735355.0,6,PIONEER RESOURCES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2743 S RIVERWOOD
SMALL GROUP,AS410069187,Lilly Home,Grand Rapids,MI,495487761,6164557590.0,6,MOKA NON-PROFIT SERVICES CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"7249 REGAL AVENUE, SE"
SMALL GROUP,AS700066637,Summerside,Holland,MI,49424,6163991134.0,6,MOKA NON-PROFIT SERVICES CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,386 FELCH STREET
SMALL GROUP,AS700252511,Ferris Street Home,Grand Haven,MI,49417,6168500449.0,6,MOKA NON-PROFIT SERVICES CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,17189 FERRIS STREET
SMALL GROUP,AS410278077,Mullins Afc Home,Grand Rapids,MI,495342435,6167352327.0,6,MOKA NON-PROFIT SERVICES CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"1630 MULLINS AVENUE, NW"
SMALL GROUP,AS030312249,Simmons Home,Holland,MI,49423,6163969049.0,4,MOKA NON-PROFIT SERVICES CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,444 32ND STREET
FAMILY HOME,AF130066169,Chickadee Ridge A.F.C.,Bellevue,MI,49021,2697633310.0,5,JACK AND KAREEN BOEHMER,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,11455 W DRIVE N
