State Facility Type 2 Literal,License Number,Facility Name,Address 2,Address 1,City,State,Zip Code,Phone Number,Capacity,Licensee
AL,AL230256414,Fairview AFC,11656 S. Hartel Road,,Grand Ledge,MI,48837,5176221009,20,"Welcome Home, Inc."
AS,AS030258948,Baseline Creek AFC,43 30th Street,,Allegan,MI,49010,2696282100,6,"Baseline Clinical Services, Inc."
AS,AS130304677,Koinonia Faith Home II,712 Hoaglin Drive,,Albion,MI,49224,5176294915,4,Clarissa Graham
AS,AS440300099,ResCare Premier Frances,5183 Genesee Road,,Lapeer,MI,48446,8106644972,6,"ResCare Premier, Inc."
AS,AS730311060,ResCare Premier McCarty,3475 Hospital Road,,Saginaw,MI,48603,9897917883,6,"ResCare Premier, Inc."
AF,AF800286922,Shaw Personal Home,45850 60th St,,Lawrence,MI,49064,2696210601,4,Rainelle Shaw and Michael Shaw
AH,AH810262237,Hillside Terrace,1939 Jackson Avenue,,Ann Arbor,MI,48103,7347614451,88,"GSB Holdings, LLC"
AL,AL090079535,Brookdale Bay City AL (MI),734 N. Pine Road,,Bay City,MI,48708,9898922600,20,"Brookdale Senior Living Communities, Inc."
AS,AS330272443,Gracious AFC I Inc.,733 Wisconsin Avenue,,Lansing,MI,48915,5174850989,6,Gracious Adult Foster Care Inc.
AS,AS700401930,Georgetown Harmony Homes IV,6951 High Meadow Dr.,,Hudsonville,MI,49426,,6,Georgetown Harmony Homes
AL,AL120091717,Westbrook Home,505 W. Chicago St.,,Bronson,MI,49028,5173691351,16,"Adapt St. Joe, Inc."
AF,AF700266253,North Holland Manor,3564 144th Ave.,,Holland,MI,49424,6169940226,6,Karl Schoeneweis
AM,AM410281990,Sandy's Country AFC,12955 68th St. SE,,Alto,MI,49302,6168680001,12,Sandra Deible
AS,AS820269490,Miracle Manor #3,929 E. Grand Blvd,,Detroit,MI,48207,3139228338,6,Miracle Manor Enterprise LLC
AS,AS630282991,Taylors AFC-Brandywynne,23345 Brandywynne,,Southfield,MI,48034,2489485066,5,"Taylor's Special Care Services, Inc."
AF,AF810324878,Sasse Adult Foster Care Home,5972 Par View,,Ypsilanti,MI,48197,7343405062,5,Susan Simwenyi
AS,AS820291080,Wyandotte AFC Home,2848 15th Street,,Wyandotte,MI,48192,7342821774,6,Trustcare Group Home Inc
AS,AS030276800,Castle Kingdom Inc.,130 Oak Street,,Wayland,MI,49348,2697921000,6,"Amy John and Girls, LLC"
AL,AL470378848,Degas House Inn,1014 E. Grand River Ave.,,Brighton,MI,48116,8102205222,20,"Wood Care V, Inc."
AF,AF410272203,Helen's House,"1434 Lamont Avenue, NW",,Grand Rapids,MI,495042475,6165700538,4,"Duron, Helen"
AF,AF320275495,Whispering Pines,444 South Bay Port Road,,Bay Port,MI,48720,9894532807,6,Diana Spencer
AM,AM390315012,Sue's Loving Care,2827 Courtlandt Ave.,,Kalamazoo,MI,49004,2692269165,8,"Dornan, Susan"
AS,AS820293202,Colling Homes Inc 1,20431 Cardoni,,Detroit,MI,48203,3134599569,6,Colling Homes Inc
AS,AS820317212,Colling Homes Inc 4,20245 Cardoni,,Detroit,MI,48203,3134599569,3,Colling Homes Inc
AM,AM610282328,Golden Years Personal Care Home,6274 MacArthur Road,,Muskegon,MI,494429421,2317882160,12,Golden Years Personal Care Home LLC
AF,AF830279137,SunShine Home,116 Robert,,Manton,MI,49663,2316208921,6,Bonnie Perkins/Crackel
AS,AS390400155,Big Rock Home,9702 Big Rock Drive,,Kalamazoo,MI,49009,2696282100,6,"Cornerstone AFC, LLC"
AS,AS820317743,Woodingham Manor,18461 Woodingham,,Detroit,MI,48221,3138620564,5,"Alternative Home Care Solutions, LLC"
AH,AH130278262,Battle Creek Bickford Cottage,3432 Capital Avenue,,Battle Creek,MI,49015,2699799600,55,"Battle Creek Bickford Cottage , L.L.C."
AS,AS390305646,Springdale Assisted Living,2888 Lyons Ave.,,Kalamazoo,MI,49048,2693664295,6,"Golden Care, LLC"
AS,AS820352279,Wayne Respite Care,3221 John Daly,,Inkster,MI,48141,3136718188,6,Hill's Support Services Inc
AS,AS800316739,Baseline Home,44409 Baseline Road,,Bloomingdale,MI,49026,2695214130,6,Hernandez Home LLC
AS,AS630277724,Sunset Assisted Living,28293 W. Sunset Blvd.,,Lathrup Village,MI,48076,2484435199,5,"Sunset Assisted Living, Inc."
AS,AS250285778,Ataberry Manor,10340 Ataberry Dr,,Clio,MI,48420,8106868989,6,"Smith, Shirley"
AS,AS820292079,"Triple C's Care Inc., #2",11353 Grandville,,Detroit,MI,48228,3132722606,5,Triple C's Care Inc.
AS,AS330291616,"Noah's AFC Home, Inc.",2297 North Vernon,,Holt,MI,48842,5176942351,6,"Noah's AFC Home, Inc."
AS,AS820293694,Redeem Home,11170 Pardee,,Taylor,MI,48180,3135229587,6,Redeemed American Homes Inc.
AS,AS820384154,Genesee Manor I,30002 Saint Martins,,Livonia,MI,48152,2484260735,6,"Genesee Manor, Inc."
AS,AS820283747,Fresh Start Transitional Homes,95 Winona,,Highland Park,MI,48203,3138509220,5,Fresh Start Transitional Homes
AS,AS630288224,"Safe Haven, LLC",389 Slocum Dr.,,Auburn Hills,MI,48326,2482896772,6,"Safe Haven; Small Group Adult Foster Care, LLC"
AM,AM540286094,Harmony Pines,15063 180th,,Big Rapids,MI,49307,2317964757,12,"Harmony Pines, Inc."
AF,AF760285273,Carsonville Care Home,175 South High St PO 171,,Carsonville,MI,48419,8106579027,6,"Cole, Marie"
AS,AS820287155,MyCare Home,26439 Eureka Rd.,,Taylor,MI,48180,7346731381,6,Kings Care Inc.
AL,AL760287996,Martinez Manor,5565 E. Peck Rd,,Croswell,MI,48422,8106790226,15,"Margarito Martinez, Jr."
AL,AL040288395,Turning Brook,300 Oxbow,,Alpena,MI,49707,9893544200,20,Retirement Living Management of Alpena LLC
AL,AL040306253,Turning Brook III,400 Oxbow Dr.,,Alpena,MI,49707,9893544200,20,Retirement Living Management of Alpena LLC
AF,AF700284260,Vonk AFC,13246 120th Ave.,,Grand Haven,MI,49417,6166079171,5,"Robert Vonk, II"
AS,AS030308931,Agnus Dei AFC Home II,1292 42nd Street,,Allegan,MI,49010,2696736941,6,Agnus Dei AFC Home Inc.
AL,AL190294006,Grace Haven Assisted Living-Supportive Care,1507 Glastonbury Dr.,,St. Johns,MI,48879,9892241650,20,"Grace Haven Assisted Living, LLC"
AS,AS820290866,Joyner Home II,7429 East Robinwood Stree,,Detroit,MI,48234,3138916897,4,Joyner Home LLC
AM,AM630289045,Mill Street AFC Home,307 Mill St.,,Ortonville,MI,48462,2486273067,12,"Mill Street AFC Home, Inc."
AS,AS630289048,Grace Rae's Place,30292 Grace Rae Ct.,,New Hudson,MI,48165,2484869322,6,"Grace Rae's Place, Inc."
AS,AS230292716,Sunshine AFC Home,4041 Rivershell,,Lansing,MI,48911,5177088484,6,Anna Masambaji
AS,AS230306306,Sunshine AFC Home II,4106 Bridgeport,,Lansing,MI,48911,5179801925,6,Anna Masambaji
AH,AH820292968,Arden Courts of Livonia,32500 W. Seven Mile Rd.,,Livonia,MI,48152,2484267055,60,"Arden Courts of Livonia MI, LLC"
AS,AS630293005,Fairlane Assisted Living of Bloomfield,4085 Fairlane,,Bloomfield,MI,48301,2482024900,6,JTC Acquisition
AF,AF410290364,Romero Home,1052 California St. NW,,Grand Rapids,MI,49504,6167245373,6,Alonzo Perez
AS,AS820289004,Preciouscare  1,12368 Evanston St,,Detroit,MI,48213,3135269199,5,"Preciouscare Group Homes, Inc."
AF,AF300296275,Eitniear AFC,5760 Hudson Rd.,,Osseo,MI,49266,5175234031,6,Margaret Eitniear
AF,AF080294826,Elkins AFC,6528 LaFountaine Drive,,Plainwell,MI,49080,2699537422,2,Rebecca & Robert Elkins
AS,AS380314752,"Bethany III, Inc.",1000 E. Porter Street,,Jackson,MI,49202,5177688323,6,"Bethany, Inc."
AS,AS630273674,Briarwood,10140 Curtis Lane,,White Lake,MI,48386,2483601714,6,"Mentors Of Michigan, Inc."
AS,AS630283423,Cameron Heights,5241 Cameron Drive,,Troy,MI,48098,2482654049,6,"Mentors Of Michigan, Inc."
AF,AF280295643,Benton's A.F.C.,621 Hammer Rd.,,Kingsley,MI,49649,2312638161,6,William Benton
AL,AL570303169,Maple Ridge Living Center,2575 W. Houghton Lake Rd.,,Lake City,MI,49651,2318391011,20,Maple Ridge Living Center LLC
AS,AS570340197,Maple Ridge Living Center - East,2575 W Houghton Lake Rd,,Lake City,MI,49651,2318391011,6,Maple Ridge Living Center LLC
AL,AL830395316,Maple Ridge Living Center Cadillac,9072 S. Mackinaw Trail,,Cadillac,MI,49601,2318782823,20,Maple Ridge Living Center LLC
AF,AF180301431,Country Care Assisted Living,4735 W. Ludington Dr.,,Farwell,MI,48622,9895882052,6,Carrie Nageotte
AF,AF090299125,M & M Adult Foster Care,1568 E. Beaver Rd.,,Kawkawlin,MI,48631,9896718906,5,Marion Mustar
AF,AF540408003,Heights Manor 2,19358 Golfview Dr,,Big Rapids,MI,49307,2316291185,6,Eli Dukes
AS,AS630299536,Cass Lake Home,200 S. Cass Lake Rd.,,Waterford,MI,48328,2488957028,4,"Freedom Villa, Incorporation"
AF,AF500302479,Tortomose AFC,22300 Lanse Street,,St Clair Shores,MI,48081,5869449580,4,Thomas Tortomose
AM,AM300302646,Golden Years AFC Homes Inc.,1885 S. Osseo Road,,Osseo,MI,49266,5175232100,11,"Golden Years Adult  Foster Care Home, Inc."
AS,AS250307777,Cold Water,8163 Coldwater Road,,Flushing,MI,48433,8106596097,6,Verde Valley LLC
AH,AH230303551,Sensations,511 E. Shepherd,,Charlotte,MI,48813,5175438101,39,AWL Companies LLC
AF,AF250306920,Coldwater Place AFC,4318 E Coldwater Rd,,Flint,MI,48506,8107361496,6,"Burnett, Christopher"
AS,AS820290669,Glynn Court Residential Care,602 Glynn Ct.,,Detroit,MI,48202,3138261140,5,Miracle Care LLC
AS,AS410311728,Above and Beyond Care LLC,3287 Stormy Creek Dr. SE,,Kentwood,MI,49512,5082030654,6,"Above and Beyond Care, LLC"
AL,AL610304298,Agape Home At Blueberry Fields,4747 E. Mount Garfield Rd,,Fruitport,MI,49415,2318653400,18,"Agape Home at Blueberry Fields, Inc."
AL,AL210303633,St. Jude's AFC Home,509 South 22nd Street,,Escanaba,MI,49829,9067863386,17,"St. Jude's Assisted Living, Inc"
AS,AS820306220,Blue Care Assisted Living Center,18960 Stansbury,,Detroit,MI,48235,3133417818,5,Blue Care Assisted Living Center LLC
AF,AF340308957,Thompson AFC Home,908 W. Fargo,,Ionia,MI,48846,6165272544,6,Jill Thompson
AM,AM730309598,Babions Foster Care,305 S. Midland St.,,Merrill,MI,48637,9896435294,12,Babions Foster Care Corp.
AF,AF760310324,The Downington Inn,3190 Downington Rd,,Snover,MI,48472,8104044413,6,Barbara and Todd Stoutenburg
AS,AS630310139,Vanderhaeghen AFC,24375 Homestead Ct.,,Novi,MI,48374,2483490215,6,"Vanderhaeghen AFC, LLC"
AF,AF440311310,Shadowtree Lodge,1378 Shadowtree Ln,,Lapeer,MI,48446,8106607525,6,"Kreiner, Diana"
AS,AS230311811,Royston Ridge,10216 Royston Road,,Grand Ledge,MI,48837,5175157076,6,"Royston Ridge, Inc."
AS,AS410394050,Robinson Road AFC,1552 Robinson Rd,,Grand Rapids,MI,49506,6166084078,6,"Sakshaug Group Homes, LLC"
AF,AF820314301,Recom Care Home,34530 Van Born Road,,Wayne,MI,48184,7342395570,3,"Igbinobaro, Richard & Igbinobaro, Eunice"
AF,AF810315431,Hopes Living Services,8602 Heather Drive,,Ypsilanti,MI,48198,7342722173,2,James Bolo
AH,AH500315088,The Legacy at Shelby Crossing,13712 21 Mile Road,,Shelby Township,MI,48315,5865322100,35,Trilogy Healthcare of Macomb LLC
AF,AF820314843,Love Care,25411 Norfolk Street,,Dearborn Heights,MI,48125,3132785998,5,Paraschiva Rusu
AL,AL820313042,NeuroCare Center South,39000 Chase Road,,Romulus,MI,48174,7342391937,15,Apple Tree Lane LTD dba Special Tree NeuroCare Ctr
AS,AS820313332,Parkside Estates,2211 Parkside Street,,Trenton,MI,48183,7346920877,6,Parkside Estates LLC
AL,AL190316312,Gunnisonville Meadows,1758 E. Clark Road,,Lansing,MI,48906,5175756021,20,"Gunnisonville Meadows, Inc."
AS,AS630309605,Philip AFC,23823 Philip Dr.,,Southfield,MI,48075,2483539702,6,"Advocates for Self Determination, LLC"
AS,AS410322595,Ascension Health II,3704 Newcastle Dr. SE,,Grand Rapids,MI,49508,6166086985,6,Newcastle LLC Ascension Health II AFC
AF,AF820336680,Phillips CTH,18991 Fenmore,,Detroit,MI,48235,3135384561,4,Elizabeth Phillips
AM,AM710327772,Nash Manor,21085 W 638 Hwy,,Onaway,MI,49765,9897338647,12,Nash Manor LLC
AH,AH630336571,Waltonwood at University II,3280 Walton Boulevard,,Rochester Hills,MI,48309,2483759664,50,Waltonwood II Ltd Dividend Hsg Assoc L.P.
AS,AS250317731,Loving Joy Assisted Living Inc,1089 Dyemeadow Lane,,Flint,MI,48532,8104076687,6,Loving Joy Assisted Living Inc
AH,AH330336314,The Legacy at The Willows,Legacy Bldg,3510 Coolidge Rd,East Lansing,MI,48823,5172034042,35,"Trilogy Health Care of Clinton, LLC"
AH,AH520337520,Brookridge Heights Assist,1901 Division,,Marquette,MI,49855,9062254488,126,CHT Brookridge Heights MI Tenant Corp
AF,AF630381043,Standish Home for the Elderly,3375 West Walton Blvd.,,Waterford,MI,48329,2486363619,6,Laura Ditch
AL,AL260338397,Heavenly Homestead Adult Foster Care-South,2246 McClure Cemetery Rd.,,Gladwin,MI,48624,7344274262,20,"Heavenly Homestead Adult Foster Care, LLC"
AS,AS630337634,Peaceful Manor LLC,31202 Westhill,,Farmington Hills,MI,48336,2487390496,6,Peaceful Manor LLC
AL,AL250348949,Vicinia Gardens Memory of Fenton,4034 Vicinia Way,,Fenton,MI,48430,8103548561,20,"Vicinia Gardens Memory of Fenton, LLC"
AL,AL780360984,Lodge of Durand MC North,8800 E. Monroe Road,,Durand,MI,48429,9892886561,20,"The Lodge of Durand Memory Care, LLC"
AM,AM640361441,Fessenden Adult Foster Care,412 Hart Street,,Hart,MI,49420,2316709475,12,"Fessenden Adult Foster Care, LLC"
AH,AH330342717,The Willows at Okemos,4830 Central Park Drive,,Okemos,MI,48864,5173493600,24,"Trilogy Healthcare of Ingham, LLC"
AF,AF720361039,Goodens Lakeview AFC,901 Iroquois Ave,,Prudenville,MI,48651,9893665983,6,"Gooden, Kiddy"
AS,AS130364488,Countryside Adult Foster Care,17332 11 Mile Rd.,,Battle Creek,MI,49014,2699666843,6,"Countryside Senior Homes, LLC"
AF,AF730366616,K & K Adult Foster Care Services,2202 Burt Street,,Saginaw,MI,48601,9894016897,4,Kathey Burns
AH,AH630369651,Belmar Oakland,5990 Adams Road,,Troy,MI,48098,2486022400,92,Windemere Park of Troy Operations LLC
AS,AS570366054,Liberty Village,519 S. Vandermeulen Rd,,Lake City,MI,49651,2318782770,6,Liberty Village LLC
AF,AF740372374,Joslyn Home,1271 New Jersey,,Marysville,MI,48040,8103575492,6,Joslyn Whitty
AS,AS730379879,Sara M. Fredricks,3806 Studor,,Saginaw,MI,48601,9893322291,6,Sara Fredricks
AS,AS250093820,Almost Home AFC,305 Furlong,,Fenton,MI,48430,3233636685,6,"Just Spray It, Inc"
AM,AM090358418,"Red Oaks AFC, FSM, LLC",3597 Wheeler Road,,Bay City,MI,48706,9896865173,11,"Red Oaks AFC, FSM, LLC"
AF,AF040356848,Davison Home,121 Barrington Circle,,Alpena,MI,49707,9893586666,3,"Davison, Cynthia"
AH,AH410359749,StoryPoint of Rockford,2885 10 Mile Rd. NE,,Rockford,MI,49341,2484382216,40,"Senior Living Rockford, LLC"
AF,AF820361096,Grace HomeCare,36457 Ann Arbor Trail,,Livonia,MI,48150,5863228107,6,Domnica Tiniuc and Cristina Tiniuc
AF,AF280355226,LaParr AFC,2193 Haaland Rd,,Traverse City,MI,49686,2319478934,6,Pamela Brown
AF,AF090349786,Rose Cottage,1414 5th Street,,Bay City,MI,48708,9898926982,6,Marcella Ronquist
AF,AF690362002,Siminske Residential Care,1660 Altorf Strasse,,Gaylord,MI,49735,9897326203,4,Thomas and Jane Siminske
AS,AS500366930,Golden AFC,5640 Meadow View St.,,Sterling Heights,MI,48310,5862648524,6,Kimberley Pemberton
AS,AS630366969,Thrive Assisted Living,839 Helston Road,,Bloomfield Hills,MI,48304,2483089607,6,Thrive Assisted Living LLC
AS,AS730362423,Victory AFC INC,2525 Mackinaw Street,,Saginaw,MI,48602,9899719333,6,Victory AFC INC
AS,AS500364160,Shelby Manor 1,14184 22 Mile Road,,Shelby Twp.,MI,48315,5865329461,6,"D & D Senior Living, Inc."
AS,AS630360654,Butternut Hill Senior Living,4011 Butternut Hill Drive,,Troy,MI,48098,2489303492,6,Butternut Hill Family Group Home LLC
AS,AS630394899,Butternut Hill Senior Living North,4105 Butternut Hill,,Troy,MI,48098,2489303492,6,Butternut Hill Family Group Home LLC
AF,AF700371919,Schiele AFC,15306 State Rd.,,Spring Lake,MI,49456,6168470928,6,Angela Helmer
AS,AS820369788,Garfield House,14175 Garfield,,Redford,MI,48239,3137664281,6,Infinity Care LLC
AM,AM250339356,B.R.A.G.,1376 E Hurd Road,,Clio,MI,48420,8106700408,12,Jwilson4144 Holdings Inc
AS,AS820375675,Canton Crossings,1474 N Sheldon,,Canton,MI,48187,7344045283,6,"Canton Crossings, LLC"
AF,AF810377402,Clara's House II,7415 Dexter Pinckney Rd,,Dexter,MI,48130,7347265450,6,"Wallen, Cindy"
AS,AS820396889,Grace Point,1990 E William Circle,,Westland,MI,48186,7347992256,5,Grace Point LLC
AH,AH390377735,StoryPoint of Portage,3951 W. Milham Ave.,,Portage,MI,49024,2693290200,40,"Senior Living Portage, LLC"
AL,AL250345337,Courtyard Manor of Swartz Creek,8240 Miller Road,,Swartz Creek,MI,48473,8106301063,20,"Courtyard Manor of Swartz Creek, Inc."
AS,AS390349283,Grace Valley,3530 Douglas Avenue,,Kalamazoo,MI,49004,2693700857,6,Grace Valley LLC
AL,AL280402242,Meadow Hill AFC,147 E. M-113,,Kingsley,MI,49649,2312635975,20,"Hillcrest AFC, LLC"
AH,AH390378211,Sojourner Place,5364 Greenmeadow,,Kalamazoo,MI,49009,2693530416,61,"Sojourner Aid OPCO, LLC"
AS,AS410397772,Angel Care Adult Foster Home II,543 College Avn NE,,Grand Rapids,MI,49503,6163374247,4,Yeshi Bedada
AS,AS630393040,Stratford House,2026 Stratford Dr,,Troy,MI,48083,5869097600,6,Stratford House LLC
AH,AH470387116,Brighton Manor,1320 Rickett Road,,Brighton,MI,48116,8102478442,93,Brighton Manor LLC
AM,AM090391935,Rose Gate AFC Home,805 W. Midland,,Auburn,MI,48611,9896626389,10,Debra Stack
AM,AM220388179,Engman's Haven House,241 East Breen Ave,,Kingsford,MI,49802,9067799030,12,Engman's Haven House LLC
AF,AF820377854,NEW HOPE FAMILY CARE,9637 JANET ST,,TAYLOR,MI,48180,3132473927,4,Felicia Marginean
AS,AS610387285,Twin Lake Assisted Living,3790 E. McMillan Rd.,,Twin Lake,MI,49457,2317888609,6,Twin Lake Assisted Living
AS,AS230396225,Carlisle,1369 Carlisle,,Charlotte,MI,48813,5175430261,6,Open Arms Link
AS,AS810388893,Transmed Care,57 Edison Ave.,,Ypsilanti,MI,48197,7345475352,5,Transmed Mobility LLC
AH,AH630385331,Stratford Place,910 S. Boulevard,,Rochester Hills,MI,48307,8104592966,38,"SPRHAL, Inc."
AH,AH630385332,Stratford Place Of Rochester Hills Memory Care,930 S. Boulevard,,Rochester Hills,MI,48307,8104592966,40,"SPRHMC, Inc."
AL,AL750389345,"Birch Meadows AFC, Inc.",710 N. Douglas Avenue,,Three Rivers,MI,49093,5026491715,20,"Birch Meadows AFC, LLC"
AH,AH730389480,Serenity Springs,1413 Gratiot Rd.,,Saginaw,MI,48602,9897933471,105,"Serenity Springs, LLC"
AL,AL730378718,The Roosevelt House,17935 Roosevelt Road,,Hemlock,MI,48626,9896424663,20,The Roosevelt House of Michigan LLC
AS,AS820382151,Anestis Senior Care Residence,21071 Tiffany Drive,,Wood Haven,MI,48183,7347526372,6,Anestis Senior Care Residence Inc.
AH,AH820381235,Pomeroy Living Northville Assisted & Memory Care,40033 W. Eight Mile,,Northville,MI,48167,2483490400,109,Beacon Square Northville
AL,AL250384188,Cranberry Park Memory Of Clio,1346 W. Vienna Road,,Clio,MI,48420,8106407783,20,"Clio Memory Care, LLC"
AL,AL250382837,The Pines Of Burton - Memory,5330 Davison Road,,Burton,MI,48509,8107159093,20,"Premier Operating Burton MC North, LLC"
AS,AS690382149,White Pines,1835 Murner Rd,,Gaylord,MI,49735,9897321938,6,Community Home & Health Services LLC
AS,AS160382146,Harrison,2154 Harrison St,,Cheboygan,MI,49721,2316277750,6,Community Home & Health Services LLC
AS,AS820383794,Lakewood Home,873 Lakewood,,Detroit,MI,48215,3138229587,6,Southern Style Care
AS,AS410391964,Enriched Living - Maplerow,929 Maplerow Ave. NW,,Walker,MI,49534,5862951674,6,"Enriched Living, LLC"
AS,AS110391033,Jolly's Embrace,4885 Kimber Lane,,Berrien Springs,MI,49103,2693324808,6,Maureen Raj
AH,AH120378302,Masonville Place,150 N. Shore Drive,,Coldwater,MI,49036,5172786805,89,Masonville AID OPCO LLC
AL,AL330380274,"Elder Ridge Manor II, LLC",4101 Oakley Road,,Stockbridge,MI,49285,5178517501,20,"Elder Ridge Manor II, LLC"
AS,AS390383907,Suji Home,315 N. Sage St.,,Kalamazoo,MI,49006,2693414337,6,Frida Reuben Boyd
AL,AL410384527,Alger Heights - North,1015 28th St. SE,,Grand Rapids,MI,49548,6162290427,17,"CSM Alger Heights, LLC"
AM,AM410384528,Alger Heights - South,1025 28th St. SE,,Grand Rapids,MI,49508,6162290427,12,"CSM Alger Heights, LLC"
AF,AF700380762,Rocking Horse Ranch,19138 144th Avenue,,Fruitport,MI,49415,6168466593,6,Moonyeen Lincoln & Cynthia Lake
AS,AS120385673,"Unity Group V, LLC",69 Wood Drive,,Coldwater,MI,49036,5179241462,4,"Unity Group V, LLC"
AH,AH630380234,The Meadows at Canterbury-on-the-Lake,5601 Hatchery Road,,Waterford,MI,48329,2486749292,32,"Canterbury Health Care, Inc."
AS,AS820404623,Detroit Family Home -B,2512 West Boston Blvd.,,Detroit,MI,48206,3013323609,6,"Detroit Family Home, INC."
AF,AF630386484,Junipero Family Home,1015 N. Saginaw,,Holly,MI,48442,2483698813,6,Carlos Padilla and Chrissandra Padilla
AH,AH730386631,Union Court Assisted Living of Chesaning,244 Elwyn Drive,,Chesaning,MI,48616,9893232377,62,"Quality Care Management, LLC"
