Facility Number,Level of Care Code,Level of Care,Facility Name,Address,City,Zip Code,County,First Name Administrator,Last Name Administrator,Certification,Certification,Capacity,Alzheimer's SCU,DMH Licensed,Facility Phone Number,Facility Fax Number,Region,Facility Mailing Address,Facility Mailing City,Facility Mailing Zip,Operator Name,Operator Type
15538,A,SNF,GIDEON CARE CENTER,300 LUNBECK,GIDEON,63848-9211,NEW MADRID,DORAN,VANCIL,Medicare/Medicaid,265409,72,No,FALSE,(573) 448-3505,(573) 448-3787,2,PO BOX 197,GIDEON,63848-0197,"GIDEON CARE CENTERS, INC",PROFIT CORPORATION
15542,A,SNF,MOUNTAIN VIEW HEALTHCARE,1211 NORTH ASH ST,MOUNTAIN VIEW,65548-7376,HOWELL,GEORGE,COLBERT,Medicare/Medicaid,265412,105,No,FALSE,(417) 934-6818,4179341805,1,PO BOX 879,MOUNTAIN VIEW,65548-0879,"WILLOW HEALTH CARE, INC",NOT FOR PROFIT CORPORATION
15542,M,ALF,PARK PLACE APARTMENTS,1211 NORTH ASH ST,MOUNTAIN VIEW,65548-7376,HOWELL,GEORGE,COLBERT,,,18,No,FALSE,(417) 934-6818,4179341805,1,PO BOX 879,MOUNTAIN VIEW,65548-0879,"WILLOW HEALTH CARE, INC",NOT FOR PROFIT CORPORATION
15550,A,SNF,GREENVILLE HEALTH CARE CENTER,117 SYCAMORE ST,GREENVILLE,63944-0000,WAYNE,KIMBERLY,MCDANIEL,Medicare/Medicaid,265547,60,No,FALSE,(573) 224-3298,5732245338,2,PO BOX 108,GREENVILLE,63944-0108,"GREENVILLE HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
15614,N,ALF**,VILLA VENTURA ASSISTED LIVING FACILITY,12100 WORNALL RD,KANSAS CITY,64145-1764,JACKSON,TINA,DIETZ,,,50,No,FALSE,(816) 941-0525,(816) 941-4062,3,12100 WORNALL RD,KANSAS CITY,64145-1764,"GEMINI VILLA VENTURA, LLC",LIMITED LIABILITY COMPANY
15634,A,SNF,WESTVIEW NURSING HOME,301 WEST DUNLOP ST,CENTER,63436-2267,RALLS,KENT,HANSHEW,Medicare/Medicaid,265423,60,No,FALSE,(573) 267-3920,5732673216,5,301 WEST DUNLOP ST,CENTER,63436-2267,"MMA HEALTHCARE OF CENTER, INC",PROFIT CORPORATION
15650,A,SNF,LEBANON SOUTH NURSING & REHAB,514 WEST FREMONT ROAD,LEBANON,65536-4244,LACLEDE,TERESA L,KNIGHT,Medicare/Medicaid,265428,116,No,FALSE,(417) 532-5351,4175327928,1,514 WEST FREMONT ROAD,LEBANON,65536-4244,"N & R OF LEBANON SOUTH, LLC",LIMITED LIABILITY COMPANY
15650,C,RCF*,LEBANON SOUTH NURSING & REHAB,514 WEST FREMONT ROAD,LEBANON,65536-4244,LACLEDE,TERESA L,KNIGHT,,,2,No,FALSE,(417) 532-5351,4175327928,1,514 WEST FREMONT ROAD,LEBANON,65536-4244,"N & R OF LEBANON SOUTH, LLC",LIMITED LIABILITY COMPANY
15650,D,RCF,LEBANON SOUTH NURSING & REHAB,514 WEST FREMONT RD,LEBANON,65536-4244,LACLEDE,TERESA L,KNIGHT,,,68,No,FALSE,(417) 532-5351,4175327928,1,514 WEST FREMONT ROAD,LEBANON,65536-4244,"N & R OF LEBANON SOUTH, LLC",LIMITED LIABILITY COMPANY
15750,A,SNF,LINCOLN COUNTY NURSING & REHAB,1145 EAST CHERRY ST,TROY,63379-1520,LINCOLN,KEVIN,HUDSON,Medicare/Medicaid,265433,90,No,FALSE,(636) 528-5712,6365285371,5,PO BOX 130,TROY,63379-0130,"N & R OF LINCOLN COUNTY, INC",PROFIT CORPORATION
15808,D,RCF,BRISTOL MANOR OF SEDALIA,1208 EAST 24TH ST,SEDALIA,65301-8231,PETTIS,SHARON,GARNER,,,12,No,FALSE,(660) 827-2028,6608272028,6,1208 EAST 24TH ST,SEDALIA,65301-8231,"BRISTOL CARE, INC",PROFIT CORPORATION
15845,C,RCF*,AUTUMN RIDGE RESIDENCES,300 AUTUMN RIDGE DR,HERCULANEUM,63048-1506,JEFFERSON,SUSAN,KOCH,,,81,No,TRUE,(636) 931-8400,6369333975,2,300 AUTUMN RIDGE DR,HERCULANEUM,63048-1506,"HHCP OE, LP",LIMITED PARTNERSHIP
15878,A,SNF,BARNES-JEWISH EXTENDED CARE,401 CORPORATE PARK DR,SAINT LOUIS,63105-4201,SAINT LOUIS COUNTY,CANDICE,BROWN,Medicare/Medicaid,265439,120,No,FALSE,(314) 725-7447,3142730174,7,401 CORPORATE PARK DR,SAINT LOUIS,63105-4201,BARNES-JEWISH HOSPITAL,NOT FOR PROFIT CORPORATION
15935,N,ALF**,"PROMISE CARE CENTER, LLC",1111 CARE AVE,NIXA,65714-9679,CHRISTIAN,DEBRA,WILLIAMS,,,126,No,FALSE,(417) 494-5037,(417) 494-5039,1,1111 CARE AVE,NIXA,65714-9679,"PROMISE CARE CENTER, LLC",LIMITED LIABILITY COMPANY
15954,C,RCF*,LEVERING REGIONAL HEALTH CARE CENTER,1734 MARKET ST,HANNIBAL,63401-4025,MARION,ANGELA,LOGSDON,,,35,No,TRUE,(573) 221-2930,5732483762,5,1734 MARKET ST,HANNIBAL,63401-4025,"LEVERING REGIONAL HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
15954,A,SNF,LEVERING REGIONAL HEALTH CARE CENTER,1734 MARKET ST,HANNIBAL,63401-4025,MARION,ANGELA,LOGSDON,Medicare/Medicaid,265469,179,No,FALSE,(573) 221-2930,5732483762,5,1734 MARKET ST,HANNIBAL,63401-4025,"LEVERING REGIONAL HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
15971,N,ALF**,LOVING ARMS MEMORY CARE AND ASSISTED LIVING,1300 EAST 24TH ST,SEDALIA,65301-8233,PETTIS,JENNIFER,FOSTER,,,20,yes,FALSE,(660) 851-2266,(660) 851-2242,6,1300 EAST 24TH STREET,SEDALIA,65301-8233,"UNIVEST, LLC",LIMITED LIABILITY COMPANY
15987,A,SNF,MONTEREY PARK REHABILITATION & HEALTH CARE CENTER,4600 LITTLE BLUE PARKWAY,INDEPENDENCE,64057-8302,JACKSON,KEVIN,WILLIAMS,Medicare/Medicaid,265579,122,No,FALSE,(816) 795-7888,8167950555,3,4600 LITTLE BLUE PRKWY,INDEPENDENCE,64057-8302,"MONTEREY PARK NURSING CENTER, INC",PROFIT CORPORATION
16013,A,SNF,MARK TWAIN CARING CENTER,3001 MAY ST,POPLAR BLUFF,63901-1942,BUTLER,RACHEL MAE,LITTLE,Medicare/Medicaid,265450,120,Yes,FALSE,(573) 686-6999,5736864850,2,3001 MAY ST,POPLAR BLUFF,63901-1942,"N & R OF POPLAR BLUFF, INC",PROFIT CORPORATION
16108,N,ALF**,VILLAGE ASSISTED LIVING,1704 NORTHWEST O'BRIEN RD,LEE'S SUMMIT,64081-1559,JACKSON,ANTHONY,COLUMBATTO,,,172,Yes,FALSE,(816) 347-2700,8162518090,3,1704 NORTHWEST O'BRIEN RD,LEE'S SUMMIT,64081-1559,JOHN KNOX VILLAGE,NOT FOR PROFIT CORPORATION
16147,A,SNF,SENATH SOUTH HEALTH CARE CENTER,300 EAST HORNBECK ST,SENATH,63876-9225,DUNKLIN,RAMONZO,DOUGLAS,Medicare/Medicaid,265832,150,No,FALSE,(573) 738-2627,5737383205,2,PO BOX 940,SENATH,63876-0940,"SENATH SOUTH HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
16170,A,SNF,REDWOOD OF RAYMORE,600 EAST SUNRISE DR,RAYMORE,64083-9037,CASS,MICHAEL,CATRON,Medicare/Medicaid,265476,152,Yes,FALSE,(816) 322-1991,8163224810,3,600 EAST SUNRISE DR,RAYMORE,64083-9037,"NURSING & REHAB AT RAYMORE, LLC",LIMITED LIABILITY COMPANY
16202,N,ALF**,WESTPORT ESTATES - ASSISTED LIVING BY AMERICARE,904 APACHE DR,MARSHALL,65340-2900,SALINE,JAMES,WILSON,,,62,Yes,FALSE,(660) 886-5500,(660) 886-6350,5,904 APACHE DR,MARSHALL,65340-2900,"MARSHALL RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
16211,D,RCF,"LODGE RESIDENTIAL CARE FACILITY, THE",3860 EAST 60TH ST,KANSAS CITY,64130-4418,JACKSON,RONALD,REDD,,,8,No,FALSE,(816) 599-5235,(816) 333-3571,3,3860 EAST 60TH ST,KANSAS CITY,64130-4418,SWOPE HEALTH SERVICES,NOT FOR PROFIT CORPORATION
16225,D,RCF,"HARRIS HOUSE RESIDENTIAL CARE FACILITY, THE",3859 EAST 59TH TERRACE,KANSAS CITY,64130-4410,JACKSON,RONALD,REDD,,,7,No,FALSE,(816) 599-5230,(816) 599-5933,3,3859 EAST 59TH TERRACE,KANSAS CITY,64130-4410,SWOPE HEALTH SERVICES,NOT FOR PROFIT CORPORATION
16234,C,RCF*,"MY PLACE TOO, INC",1107 CLARKE ST,DE SOTO,63020-2709,JEFFERSON,JONATHAN,CASEY,,,50,No,TRUE,(636) 586-7871,6365869708,2,1107 CLARKE ST,DE SOTO,63020-2709,"MY PLACE TOO, INC",PROFIT CORPORATION
16304,A,SNF,"MT VERNON PLACE CARE CENTER, INC",1425 SOUTH LANDRUM,MT VERNON,65712-1912,LAWRENCE,AMY R,FYFE,Medicare/Medicaid,265452,60,No,FALSE,(417) 466-2260,4174664619,1,1425 S LANDRUM,MT VERNON,65712-1912,"MT VERNON PLACE CARE CENTER, INC",PROFIT CORPORATION
16311,N,ALF**,SUMMITVIEW TERRACE ASSISTED LIVING BY AMERICARE,12101 EAST BANNISTER RD,KANSAS CITY,64138-4913,JACKSON,STEPHANIE,JACOB,,,52,No,FALSE,(816) 763-6667,(816) 761-3880,3,12101 EAST BANNISTER RD,KANSAS CITY,64138-4913,"AMERICARE AT SUMMITVIEW TERRACE ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY
16343,D,RCF,BRISTOL MANOR OF WARSAW,1600 ESTATE DR,WARSAW,65355-3061,BENTON,DARLINE,FRAISER,,,12,No,FALSE,(660) 438-7173,6604387173,6,1600 ESTATE DR,WARSAW,65355-3061,"BRISTOL CARE, INC",PROFIT CORPORATION
16369,N,ALF**,"MARK TWAIN ASSISTED LIVING, INC",901 UNION AVE,MOBERLY,65270-2456,RANDOLPH,KATHRYN L,MILLER,,,42,No,FALSE,(660) 263-6515,(660) 263-0603,5,901 UNION AVE,MOBERLY,65270-2456,"MARK TWAIN ASSISTED LIVING, INC",PROFIT CORPORATION
16378,A,SNF,CREST VIEW REHABILITATION AND HEALTHCARE CENTER,11278 SCHUETZ RD,SAINT LOUIS,63146-4957,SAINT LOUIS COUNTY,BRENT,HOFFMAN,Medicare/Medicaid,265457,120,No,FALSE,(314) 991-4066,(314) 991-6852,7,11278 SCHUETZ RD,SAINT LOUIS,63146-4957,"ST LOUIS NH, LLC",LIMITED LIABILITY COMPANY
16393,A,SNF,WILLARD CARE CENTER,400 WEST WALNUT LN,WILLARD,65781-9432,GREENE,ANDREA,RUSSELL,Medicare/Medicaid,265455,66,Yes,FALSE,(417) 742-3593,(417) 742-0208,1,400 W WALNUT LN,WILLARD,65781-9432,"N & R OF WILLARD, LLC",LIMITED LIABILITY COMPANY
16409,A,SNF,GARDEN VIEW CARE CENTER OF CHESTERFIELD,1025 CHESTERFIELD POINTE PRKWY,CHESTERFIELD,63017-1957,SAINT LOUIS COUNTY,JODI,LUADERS,Medicare/Medicaid,265627,130,Yes,FALSE,(636) 537-3333,6365309755,7,1025 CHESTERFIELD POINTE PRKWY,CHESTERFIELD,63017-1957,"GARDEN VIEW CARE CENTER OF CHESTERFIELD, INC",PROFIT CORPORATION
16411,N,ALF**,RAVENWOOD TERRACE - ASSISTED LIVING BY AMERICARE,1830 RAVENWOOD,MOBERLY,65270-3002,RANDOLPH,ASHLEY,GARFIAS,,,55,Yes,FALSE,(660) 263-8004,(660) 263-7336,5,1830 RAVENWOOD,MOBERLY,65270-3002,"MOBERLY RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
16481,A,SNF,GRANBY HOUSE,301 SOUTH MAIN,GRANBY,64844-8336,NEWTON,DEBRA,DADE,Medicare/Medicaid,265468,60,No,FALSE,(417) 472-6271,4174726181,1,301 SOUTH MAIN,GRANBY,64844-8336,"GRANBY #1, INC",PROFIT CORPORATION
16506,D,RCF,ASHBURY HEIGHTS OF TIPTON,908 SOUTH PARK,TIPTON,65081-8408,MONITEAU,CHARLENE,SMITH,,,12,No,FALSE,(660) 433-6496,6604336496,6,908 SOUTH PARK,TIPTON,65081-8408,"BRISTOL CARE, INC",PROFIT CORPORATION
16538,D,RCF,BRISTOL MANOR OF PLEASANT HILL,2124 HIGHRIDGE,PLEASANT HILL,64080-1912,CASS,JESICA,BRANSTINE,,,12,No,FALSE,(816) 987-2562,8169872562,3,2124 HIGHRIDGE,PLEASANT HILL,64080-1912,"BRISTOL CARE, INC",PROFIT CORPORATION
16547,D,RCF,BRISTOL MANOR OF ODESSA,115 SOUTH 5TH ST,ODESSA,64076-1330,LAFAYETTE,CANDI,HAWORTH,,,12,No,FALSE,(816) 633-8692,8166338692,3,115 S 5TH ST,ODESSA,64076-1330,"BRISTOL CARE, INC",PROFIT CORPORATION
16552,D,RCF,BRISTOL MANOR OF OAK GROVE,300 NORTH AUSTIN,OAK GROVE,64075-8109,JACKSON,VICKIE,WHITWORTH,,,12,No,FALSE,(816) 625-8691,8166258691,3,300 N  AUSTIN,OAK GROVE,64075-8109,"BRISTOL CARE, INC",PROFIT CORPORATION
16599,D,RCF,BRISTOL MANOR OF WARRENSBURG,603 CREACH,WARRENSBURG,64093-1994,JOHNSON,RONDA,LOWERY,,,12,No,FALSE,(660) 747-8319,6607478319,3,603 CREACH,WARRENSBURG,64093-1994,"BRISTOL CARE, INC",PROFIT CORPORATION
16656,D,RCF,BRISTOL MANOR OF CLINTON,1402 EAST FRANKLIN,CLINTON,64735-1768,HENRY,CRYSTAL,BREWER,,,12,No,FALSE,(660) 885-8391,6608858391,1,1402 EAST FRANKLIN,CLINTON,64735-1768,"BRISTOL CARE, INC",PROFIT CORPORATION
16689,A,SNF,STONECREST HEALTHCARE,2 HIGHWAY Y,VIBURNUM,65566-0707,IRON,RICHARD,BELL,Medicare/Medicaid,265582,60,No,FALSE,(573) 244-3171,(573) 244-3112,2,PO BOX 707,VIBURNUM,65566-0707,"MMA HEALTHCARE OF VIBURNUM, INC",PROFIT CORPORATION
16700,A,SNF,BUFFALO PRAIRIE CENTER FOR REHAB AND HEALTHCARE,631 WEST MAIN ST,BUFFALO,65622-7496,DALLAS,KAREN,BURNS,Medicare/Medicaid,265471,60,NO,FALSE,(417) 345-5422,4173455424,1,631 WEST MAIN ST,BUFFALO,65622-7496,"BUFFALO PRAIRIE OPCO, LLC",LIMITED LIABILITY COMPANY
16715,A,SNF,LIBERTY HEALTH & WELLNESS,2201 GLENN HENDREN DR,LIBERTY,64068-3375,CLAY,WESLEY TY,PAGE,Medicare/Medicaid,265857,143,No,FALSE,(816) 736-8800,(816)736-8811,4,2201 GLENN HENDREN DR,LIBERTY,64068-3375,LHW OP LLC,LIMITED LIABILITY COMPANY
16723,A,SNF,SONSHINE MANOR,300 SOUTH COTTONWOOD AVE,REPUBLIC,65738-2093,GREENE,DEANNA,MARSH,Medicare/Medicaid,265847,69,No,FALSE,(417) 732-2929,4177329913,1,300 S COTTONWOOD AVE,REPUBLIC,65738-2093,"N & R OF REPUBLIC, LLC",LIMITED LIABILITY COMPANY
16735,A,SNF,GLENDALE GARDENS NURSING & REHAB,3535 EAST CHEROKEE,SPRINGFIELD,65809-2829,GREENE,BRIAN,SHARP,Medicare/Medicaid,265473,120,No,FALSE,(417) 889-9955,4178895818,1,3535 EAST CHEROKEE,SPRINGFIELD,65809-2829,"N & R OF SPRINGFIELD EAST, LLC",LIMITED LIABILITY COMPANY
16741,D,RCF,BRISTOL MANOR OF WESTON,178 WALNUT,WESTON,64098-1328,PLATTE,LUKE,BEITINGER,,,12,No,FALSE,(816) 386-5507,8163865507,4,178 WALNUT,WESTON,64098-1328,"BRISTOL CARE, INC",PROFIT CORPORATION
16751,C,RCF*,"WHISPERING OAKS RCF II, LLC",203 NORTH B ST,POPLAR BLUFF,63901-5413,BUTLER,EVELYN COX,JONES,,,45,No,TRUE,(573) 686-4490,(573) 686-8817,2,203 NORTH B ST,POPLAR BLUFF,63901-5413,WHISPERING OAKS RCF II LLC,LIMITED LIABILITY COMPANY
16785,N,ALF**,HIGHLAND CREST - ASSISTED LIVING BY AMERICARE,2204 S HALLIBURTON ST,KIRKSVILLE,63501-4651,ADAIR,CAROL,DAUGHERTY,,,42,No,FALSE,(660) 627-8004,(660) 627-3110,5,2204 S HALLIBURTON ST,KIRKSVILLE,63501-4651,"KIRKSVILLE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
16828,M,ALF,SADDLER RESIDENTIAL CARE FACILITY INC,730 HODIAMONT AVE,SAINT LOUIS,63112-2002,SAINT LOUIS CITY,LA'TERRYL,SADDLER,,,20,No,TRUE,(314) 725-3709,3147250683,7,730 HODIAMONT AVE,SAINT LOUIS,63112-2002,"SADDLER RESIDENTIAL CARE FACILITY, INC",PROFIT CORPORATION
16882,D,RCF,"BECKY'S PLACE RESIDENTIAL CARE, LLC",500 CULLER AVE,BUNKER,63629-,REYNOLDS,VENITA,PLOWMAN,,,12,No,TRUE,(573) 689-1392,(573) 689-2344,2,PO BOX 95,BUNKER,63629-0095,"BECKY'S PLACE RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY
16896,A,SNF,COUNTRY AIRE RETIREMENT CENTER,18540 STATE HIGHWAY 16,LEWISTOWN,63452-2111,LEWIS,MARTHA,BOGGUSS,Medicare/Medicaid,265474,60,No,FALSE,(573) 215-2216,5732152733,5,18540 STATE HWY 16,LEWISTOWN,63452-2111,"COUNTRY AIRE OPCO, LLC",LIMITED LIABILITY COMPANY
16896,C,RCF*,COUNTRY AIRE RETIREMENT CENTER,18540 STATE HIGHWAY 16,LEWISTOWN,63452-2111,LEWIS,MARTHA,BOGGUSS,,,16,No,FALSE,(573) 215-2216,5732152733,5,18540 STATE HWY 16,LEWISTOWN,63452-2111,"COUNTRY AIRE OPCO, LLC",LIMITED LIABILITY COMPANY
16917,A,SNF,PAUL L & MARTHA BARONE CARE CENTER,2101 NORTH ASH ST,NEVADA,64772-1082,VERNON,MELISSA ANN,CORNELL,Medicaid,26A269,40,Yes,FALSE,(417) 448-3999,4174483998,1,2101 N ASH ST,NEVADA,64772-1082,BOARD OF TRUSTEES OF NEVADA CITY CONVALESCENT HOME,CITY GOVERNMENT
16939,A,SNF,GRAND RIVER HEALTH CARE,118 TRENTON RD,CHILLICOTHE,64601-4002,LIVINGSTON,KENT,LAUHOFF,Medicare/Medicaid,265480,60,No,FALSE,(660) 646-0353,6606460845,4,118 TRENTON RD,CHILLICOTHE,64601-4002,"N & R OF CHILLICOTHE, INC",PROFIT CORPORATION
16944,A,SNF,GLENWOOD HEALTHCARE,851 THOROUGHFARE,SEYMOUR,65746-8767,WEBSTER,JOSHUA,SOLOMON,Medicare/Medicaid,265608,60,Yes,FALSE,(417) 935-2992,4179352321,1,851 THOROUGHFARE,SEYMOUR,65746-8767,"N & R OF SEYMOUR, INC",PROFIT CORPORATION
16964,N,ALF**,"MAPLEWOOD, INC",1827 CRADER DR,JEFFERSON CITY,65109-2005,COLE,EDWARD,BOTHE,,,24,No,TRUE,(573) 635-0023,5736350023,6,1827 CRADER DR,JEFFERSON CITY,65109-2005,"MAPLEWOOD, INC",PROFIT CORPORATION
16964,M,ALF,"MAPLEWOOD, INC",1827 CRADER DR,JEFFERSON CITY,65109-2005,COLE,EDWARD,BOTHE,,,13,No,TRUE,(573) 635-0023,(573) 635-0023,6,1827 CRADER DR,JEFFERSON CITY,65109-2005,"MAPLEWOOD, INC",PROFIT CORPORATION
16987,C,RCF*,SOUTHSIDE TOWNE HOUSE,510 SOUTH WASHINGTON,MEXICO,65265-2786,AUDRAIN,SUE,RUDROFF,,,12,No,TRUE,(573) 581-3203,(573) 581-6544,5,PO BOX 6,MEXICO,65265-0006,"BRAUN ENTERPRISES, INC",PROFIT CORPORATION
16992,D,RCF,ELDERHAUS INN,"125 ANNA AVE, #18",TROY,63379-2402,LINCOLN,ILMA,ANWAR,,,20,No,TRUE,(636) 462-6979,(636) 528-2792,5,"125 ANNA AVE, #18",TROY,63379-2402,"ELDERCARE SERVICES, LLC",LIMITED LIABILITY COMPANY
17001,D,RCF,HOUSE OF CARE CENTER,3744 BENTON BLVD,KANSAS CITY,64128-2515,JACKSON,PHILOMINA N,IKPE,,,8,No,TRUE,(816) 921-6852,(816) 921-1029,3,PO BOX 287912,KANSAS CITY,64128-7912,"IKPE, PHILOMINA N",SOLE PROPRIETOR
17054,N,ALF**,"ARBORS AT GLENDALE GARDENS - MEMORY CARE BY AMERICARE, THE",1300 SOUTH MAIN,CLINTON,64735-2728,HENRY,NICOHLE,MORALES,,,42,Yes,FALSE,(660) 885-2272,6608852015,1,1300 S MAIN,CLINTON,64735-2728,"CLINTON RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
17080,A,SNF,FOUNTAINBLEAU NURSING CENTER,1349 HIGHWAY 61,FESTUS,63028-4107,JEFFERSON,ALI,MALIK,Medicare/Medicaid,265654,106,No,FALSE,(636) 937-3500,6369312646,2,PO BOX 700,FESTUS,63028-0700,MALIK CORPORATION,PROFIT CORPORATION
17090,A,SNF,SENECA HOUSE,914 CHICKESAW ST,SENECA,64865-9281,NEWTON,REBECCA,MITCHELL,Medicare/Medicaid,265491,80,No,FALSE,(417) 776-8041,4177763351,1,914 CHICKESAW ST,SENECA,64865-9281,"COMMUNITY CARE CENTER OF SENECA, INC",PROFIT CORPORATION
17119,A,SNF,PORTAGEVILLE HEALTH CARE CENTER,290 WEST STATE HWY 162,PORTAGEVILLE,63873-9397,NEW MADRID,JEAN,RICE,Medicare/Medicaid,265549,60,No,FALSE,(573) 379-2017,(573) 379-2735,2,PO BOX 408,PORTAGEVILLE,63873-0408,"PORTAGEVILLE HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
17125,A,SNF,"CURRENT RIVER NURSING CENTER, INC",1015 NORTH GRAND AVE,DONIPHAN,63935-1779,RIPLEY,HEATHER,CAMPBELL,Medicare/Medicaid,265504,120,Yes,FALSE,(573) 996-4239,5739964242,2,1015 NORTH GRAND AVE,DONIPHAN,63935-1779,"CURRENT RIVER NURSING CENTER, INC",PROFIT CORPORATION
17146,A,SNF,HIDDEN LAKE CARE CENTER,11400 HIDDEN LAKE DR,RAYTOWN,64133-7409,JACKSON,KIMPTON,HOPKINS,Medicare/Medicaid,265510,112,No,FALSE,(816) 737-1010,8167373022,3,11400 HIDDEN LAKE DR,RAYTOWN,64133-7409,HIDDEN LAKE SNF OPCO LLC,LIMITED LIABILITY COMPANY
17146,C,RCF*,HIDDEN LAKE CARE CENTER,11400 HIDDEN LAKE DR,RAYTOWN,64133-7409,JACKSON,KIMPTON,HOPKINS,,,48,No,FALSE,(816) 737-1010,8167373022,3,11400 HIDDEN LAKE DR,RAYTOWN,64133-7409,HIDDEN LAKE SNF OPCO LLC,LIMITED LIABILITY COMPANY
17197,C,RCF*,"HARAMBEE HOUSE, INC",703 NORTH EIGHTH ST,COLUMBIA,65201-4516,BOONE,STEPHANIE,WEILER,,,15,No,TRUE,(573) 443-6972,(573) 635-9892,6,703 NORTH EIGHTH ST,COLUMBIA,65201-4516,"HARAMBEE HOUSE, INC",NOT FOR PROFIT CORPORATION
17278,A,SNF,"SYLVIA G THOMPSON RESIDENCE CENTER, INC",3333 WEST TENTH ST,SEDALIA,65301-2113,PETTIS,PAMELA,OSBURN,Medicaid,26A378,120,Yes,FALSE,(660) 826-2118,6608275704,6,3333 WEST TENTH ST,SEDALIA,65301-2113,"SYLVIA G THOMPSON RESIDENCE CENTER, INC",NOT FOR PROFIT CORPORATION
17289,D,RCF,"GREEN ACRES RESIDENTIAL CARE FACILITY, LLC",3688 SAND CREEK ROAD,FARMINGTON,63640-7350,SAINT FRANCOIS,HOLLY,GREEN,,,12,No,TRUE,(573) 756-2917,5737567347,2,3688 SAND CREEK RD,FARMINGTON,63640-7350,"GREEN ACRES RESIDENTIAL CARE FACILITY, LLC",LIMITED LIABILITY COMPANY
17300,D,RCF,BAYLESS BOARDING HOME,3719 SAND CREEK ROAD,FARMINGTON,63640-7349,SAINT FRANCOIS,MARIE M,TESREAU,,,12,No,TRUE,(573) 747-0889,5737470084,2,3719 SAND CREEK RD,FARMINGTON,63640-7349,"TESREAU, MARIE M",SOLE PROPRIETOR
17310,D,RCF,BRISTOL MANOR OF BOONVILLE,1290 ASHLEY RD,BOONVILLE,65233-2108,COOPER,BRENDA,ADKISSON,,,12,No,FALSE,(660) 882-3393,6608823393,6,1290 ASHLEY RD,BOONVILLE,65233-2108,"BRISTOL CARE, INC",PROFIT CORPORATION
17371,A,SNF,"MANOR AT ELFINDALE, THE",1707 WEST ELFINDALE ST,SPRINGFIELD,65807-1246,GREENE,MATTHEW,GOULD,Medicare,265804,100,Yes,FALSE,(417) 831-2273,(417) 831-8295,1,1707 WEST ELFINDALE ST,SPRINGFIELD,65807-1246,VSL SPRINGFIELD MANOR LLC,LIMITED LIABILITY COMPANY
17401,D,RCF,BRISTOL MANOR OF CALIFORNIA,605 PARKVIEW DR,CALIFORNIA,65018-2001,MONITEAU,JENEVA,ARLEN,,,12,No,FALSE,(573) 796-4342,5737964342,6,605 PARKVIEW DR,CALIFORNIA,65018-2001,"BRISTOL CARE, INC",PROFIT CORPORATION
17420,A,SNF,RATLIFF CARE CENTER,717 NORTH SPRIGG,CAPE GIRARDEAU,63701-4815,CAPE GIRARDEAU,MICHAEL E,RATLIFF,Medicare/Medicaid,265747,46,No,FALSE,(573) 335-5810,5736518998,2,717 NORTH SPRIGG,CAPE GIRARDEAU,63701-4815,"RATLIFF ENTERPRISES, LLC",LIMITED LIABILITY COMPANY
17458,A,SNF,NAZARETH LIVING CENTER,2 NAZARETH LN,SAINT LOUIS,63129-7600,SAINT LOUIS COUNTY,HAROLD,LUTZ,Medicare/Medicaid,265636,121,No,FALSE,(314) 487-3950,3144878001,7,2 NAZARETH LN,SAINT LOUIS,63129-7600,NAZARETH LIVING CENTER,NOT FOR PROFIT CORPORATION
17458,N,ALF**,NAZARETH LIVING CENTER,2 NAZARETH LN,SAINT LOUIS,63129-7600,SAINT LOUIS COUNTY,HAROLD,LUTZ,,,114,Yes,FALSE,(314) 487-3950,3144878001,7,2 NAZARETH LN,SAINT LOUIS,63129-7600,NAZARETH LIVING CENTER,NOT FOR PROFIT CORPORATION
17515,D,RCF,BRISTOL MANOR OF SMITHVILLE,1502 SOUTH COMMERCIAL,SMITHVILLE,64089-8474,CLAY,APRIL,SAUNDERS,,,12,No,FALSE,(816) 532-4490,8165324490,4,1502 S COMMERCIAL,SMITHVILLE,64089-8474,"BRISTOL CARE, INC",PROFIT CORPORATION
17527,A,SNF,CLARU DEVILLE NURSING CENTER,105 SPRUCE ST,FREDERICKTOWN,63645-1002,MADISON,KATHERINE,TALLEY,Medicare/Medicaid,265514,90,Yes,FALSE,(573) 783-3993,5737831948,2,105 SPRUCE ST,FREDERICKTOWN,63645-1002,"N & R OF FREDERICKTOWN, INC",PROFIT CORPORATION
17533,A,SNF,HERITAGE NURSING CENTER - SKILLED NURSING BY AMERICARE,1802 SAINT FRANCIS ST,KENNETT,63857-1568,DUNKLIN,STEPHANIE,TOLBERT,Medicare/Medicaid,265531,72,No,FALSE,(573) 888-1044,5738886036,2,PO BOX 827,KENNETT,63857-0827,"HERITAGE NURSING, LLC",LIMITED LIABILITY COMPANY
