State Facility Type 1 Literal,Facility ID,Facility Name,Licensee,Email Address,Phone Number,Address,City,State,Zip Code,County,Capacity,Date Accessed
RESIDENTIAL CARE ELDERLY,347002889,Golden Crest Care Center,"BURACHEK, VICTOR",buravic@hotmail.com,(916) 725-6766,8120 PATTON AVENUE,Citrus Heights,CA,95610,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,306004804,Golden Diamond Retirement,"GOLDEN DIAMOND RETIREMENT, LLC",kevinn62@aol.com,(657) 256-1063,8792 CERRITOS AVENUE,Anaheim,CA,92804,Orange,38,7/13/21
RESIDENTIAL CARE ELDERLY,198603043,Golden Eden,AROPAGA INCORPORATED,martpamintuan@yahoo.com,(323) 441-3691,980 FLAMINGO WAY,La Habra,CA,90631,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005638,Golden Eden Ii,AROPAGA INCORPORATED,martpamintuan@yahoo.com,(323) 441-3691,981 FLAMINGO WAY,La Habra,CA,90631,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,198320186,Golden Eden Iii,GIMADA INCORPORATED,martpamintuan@yahoo.com,(323) 441-3691,2602 OSTROM AVENUE,Long Beach,CA,90815,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,435294074,Golden Facilities & Services,"MABUTAS, FELY P.",altafacilitiesinc@yahoo.com,(408) 440-4725,3884 WIVEN PLACE WAY,San Jose,CA,95121,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,306004771,"Golden Flower Manor, Llc","GOLDEN FLOWER MANOR,LLC",flogheorghe@gmail.com,(714) 215-4283,2411 E. LA PALMA AVE.,Anaheim,CA,92806,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,347000818,Golden Girls El Rito,"SEMON, CAROL R.",goldengirls723@gmail.com,(916) 476-4748,7723 EL RITO WAY,Sacramento,CA,95831,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,198320174,Golden Groves Residential Care Llc,"GOLDEN GROVES RESIDENTIAL CARE, LLC",ggresidentialcare@gmail.com,(562) 426-8989,2841 GOLDEN AVENUE,Long Beach,CA,90806,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,366405789,Golden Guest Home,"GALASINAO, ADELAIDA S.",adelaidagalasinao@yahoo.com,(909) 796-0882,25070 DAISY AVENUE,Loma Linda,CA,92354,San Bernardino,6,7/13/21
RESIDENTIAL CARE ELDERLY,366410273,Golden Guest Home Iii,"GALASINAO, ADELAIDA",adelaidagalasinao@yahoo.com,(909) 478-9692,11575 WELEBIR ST,Loma Linda,CA,92354,San Bernardino,6,7/13/21
RESIDENTIAL CARE ELDERLY,336427442,Golden Hands Family Home Care Llc,GOLDEN HANDS FAMILY HOME CARE LLC,goldenhandsfhc@cox.net,(951) 537-9850,1022 SAW TOOTH LANE,Hemet,CA,92545,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,198602868,Golden Harvest Care Homes,"GOLDEN HARVEST CARE HOMES, LLC",traceystone77@hotmail.com,(323) 305-1839,11623 CHANERA AVENUE,Hawthorne,CA,90250,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,390312403,Golden Haven,"TRU-HEALTH, INC.",rowrammd@gmail.com,(209) 464-4743,2324 LEVER BLVD.,Stockton,CA,95206,San Joaquin,150,7/13/21
RESIDENTIAL CARE ELDERLY,486801899,Golden Haven Care Home Ii,"LUBUGUIN, JOHN & ROSALINA",rlubuguin@yahoo.com,(707) 421-1386,900 MURRE WAY,Suisun City,CA,94585,Solano,6,7/13/21
RESIDENTIAL CARE ELDERLY,198603164,Golden Haven Guest Home,SABRIMO ENTERPRISES INC,rvv25@aol.com,(626) 334-7500,706 E FOOTHILL BLVD,Azusa,CA,91702,Los Angeles,15,7/13/21
RESIDENTIAL CARE ELDERLY,306005702,Golden Heart Care Home,"GHCH CARE, INC",encarnacion_joey@yahoo.com,(714) 875-0485,18976 PERSIMMON STREET,Fountain Valley,CA,92708,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609497,Golden Heart Villa,"TAMAYO, SUZETTE M.",suzette.tamayo@yahoo.com,(661) 670-8625,24352 CHERYL KELTON PL,Newhall,CA,91321,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,486802042,Golden Hearts Care Home Ii,"GOLDEN HEARTS MANOR, LLC",dante_guinto@yahoo.com,(707) 980-6770,156 WREN COURT,Vallejo,CA,94591,Solano,5,7/13/21
RESIDENTIAL CARE ELDERLY,306004559,Golden Hearts Elderly Care,"GOLDEN HEARTS ELDERLY CARE, INC.",nargiselahi@yahoo.com,(949) 716-0016,27778 BAHAMONDE,Mission Viejo,CA,92692,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,374602679,Golden Hearts Home Care,"MACAPAGAL, ESTRELLA",ethelmac12@gmail.com,(858) 433-7338,10197 SPRING MANOR COURT,San Diego,CA,92126,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,435294287,Golden Hills Care Home,"BASILIO, CARLO & ESTRELLA-BASILIO, ELIZABETH M.",goldenhillscarehome@gmail.com,(408) 528-1325,2845 WESTBRANCH DRIVE,San Jose,CA,95148,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,312700634,"Golden Hills Care Home, Inc.","GOLDEN HILLS CARE HOME, INC.",lisadizon2000@yahoo.com,(916) 474-4920,1434 ELM ST,Roseville,CA,95678,Placer,6,7/13/21
RESIDENTIAL CARE ELDERLY,75601511,Golden Hills Home Care,"GOLDEN HILLS CARE HOME, LLC",ghhomecare@yahoo.com,(925) 875-9800,9474 ALCOSTA BLVD,San Ramon,CA,94583,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609631,Golden Hills Retirement Ctr Inc,GOLDEN HILLS RETIREMENT CENTER INC,dss@goldentimesusa.com,(818) 352-1559,10159 HILLHAVEN AVE,Tujunga,CA,91042,Los Angeles,60,7/13/21
RESIDENTIAL CARE ELDERLY,366402276,Golden Home Care Center,"ISAI, LETITIA",letitiaisai@gmail.com,(909) 570-4237,12839 CYPRESS STREET,Yucaipa,CA,92399,San Bernardino,4,7/13/21
RESIDENTIAL CARE ELDERLY,216803145,"Golden Home Extended Care, Inc.","GOLDEN HOME EXTENDED CARE, INC.",garrisonria@gmail.com,(415) 297-4342,1234 LAS GALLINAS AVE,San Rafael,CA,94903,Marin,28,7/13/21
RESIDENTIAL CARE ELDERLY,342700800,Golden Home For Seniors,GOLDEN HOME FOR SENIORS INC.,tolon.williamjames@yahoo.com,(916) 686-2129,8701 MILO COURT,Elk Grove,CA,95624,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,15601323,Golden Home Ii,"GUINTO, AGNES",agnesguinto50@yahoo.com,(510) 494-1283,34792 WABASH RIVER PLACE,Fremont,CA,94555,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200996,Golden Home Rcfe,GOLDEN HOME RCFE LLC,goldenhome.rcfe@gmail.com,(925) 378-9906,4234 GOLDENHILL DR.,Pittsburg,CA,94565,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,565801579,Golden Horizon,"GOLDEN HORIZON PROPERTIES, LLC.",info@goldenhorizoncarehome.com,(805) 388-0308,2221 BRIARFIELD,Camarillo,CA,93010,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,331881125,Golden Horizon Home 1,C & G RESIDENTIAL FACILITIES LLC,gmt0907@yahoo.com,(702) 686-2418,15710 SILVER SPUR ROAD,Riverside,CA,92504,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,374604314,Golden House Residence #21,GOLDEN HOUSE RESIDENCE LLC.,karatas38@yahoo.com,(760) 295-4141,21 VIA ALTA VISTA,Bonsall,CA,92003,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374604313,Golden House Residence #24,"GOLDEN HOUSE RESIDENCE, LLC",karatas38@yahoo.com,(760) 295-4141,24 VIA LARGA VIS,Bonsall,CA,92003,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,197606306,Golden Leaf Manor,"GOLDEN LEAF MANOR, INC.",goldenleaf1146@gmail.com,(626) 855-0101,1140 INDIAN SUMMER AVENUE,La Puente,CA,91744,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,342701003,Golden Legacy Elderly Care,"GARCIA, DIANA",dianagarcialara@gmail.com,(916) 613-0647,1986 LEFORD WAY,Sacramento,CA,95832,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,306003669,Golden Leisure Home I,JD & A INTERNATIONAL CORP.,goldenlhome@aol.com,(714) 538-8476,"487 DUNAS STREET, S.",Orange,CA,92869,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,565801648,Golden Life Assisted Living Llc,GOLDEN LIFE ASSISTED LIVING LLC,mretanglao@aol.com,(805) 492-8138,555 CALLE TULIPAN,Thousand Oaks,CA,91360,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,306003799,Golden Life Manor,"GOLDEN LIFE MANOR, LLC.",glmcarehome@yahoo.com,(714) 833-5011,507 S. CITADELL LANE,Anaheim,CA,92806,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005580,Golden Life Manor Iii,"NUNEZ, LORENZI",glmcarehome@yahoo.com,(714) 829-4396,2324 E PURITAN LN,Anaheim,CA,92806,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,198603228,Golden Life Manor Iv,GOLDEN LIFE MANOR LLC,glmcarehome@yahoo.com,(562) 544-9167,5809 E MARITA ST,Long Beach,CA,90815,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,306006023,Golden Life Manor Iv,GOLDEN LIFE MANOR L.L.C,glmcarehome@yahoo.com,(562) 544-9167,2344 W.BEATON WAY,Orange,CA,92868,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005739,Golden Life Manor V,GOLDEN LIFE MANOR L.L.C,glmcarehome@yahoo.com,(562) 544-9167,1669 N. FIRESIDE ST,Orange,CA,92867,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,19200749,"Golden Living Guest Home, Llc","GOLDEN LIVING GUEST HOME, LLC",nirmala1410@gmail.com,(510) 633-1393,9450 MOUNTAIN BLVD,Oakland,CA,94605,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,374602369,"Golden Living Health Management, Inc.","GOLDEN LIVING HEALTH MANAGEMENT, INC.",rgranda@goldenlivingpointloma.com,(619) 222-1109,3223 DUKE STREET,San Diego,CA,92110,San Diego,113,7/13/21
RESIDENTIAL CARE ELDERLY,312700989,Golden Living Home Care,"SORIANO, DANELLE KIM RABINA",goldenlivinghomecare.roseville@yahoo.com,(916) 772-6224,1415 LONG CREEK WAY,Roseville,CA,95747,Placer,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005683,"Golden Living, Llc","GOLDEN LIVING, LLC",gdoan72@aol.com,(657) 227-8331,8552 CODY AVE,Westminister,CA,92683,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005847,Golden Loving Care Homes,GOLDEN LOVING CARE INC.,goldenlovingcare302@gmail.com,(562) 388-5088,302 S BRODER ST.,Anaheim,CA,92804,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,415600647,Golden Manor Of San Bruno,"DELA CRUZ, OFELIA N. & FLORANTE R.",rosiecares2@yahoo.com,(650) 296-3061,2045 SEA CLIFF WAY,San Bruno,CA,94066,San Mateo,6,7/13/21
RESIDENTIAL CARE ELDERLY,197606170,Golden Manor Rest Home,"3535 OVERLAND AVE., LLC",ingber120@gmail.com,(310) 836-0510,3535 OVERLAND AVENUE,Los Angeles,CA,90034,Los Angeles,98,7/13/21
RESIDENTIAL CARE ELDERLY,197606171,Golden Manor Retirement Center,"1109 WEST BEVERLY BLVD., LLC",ingber120@gmail.com,(323) 724-3870,1109 WEST BEVERLY BLVD.,Montebello,CA,90640,Los Angeles,160,7/13/21
RESIDENTIAL CARE ELDERLY,486801816,Golden Meadows Home,EDUARDO I. AND MARILYN P. INCLETO,goldenmeadowshome@yahoo.com,(707) 644-2399,362 MEADOWS DR.,Vallejo,CA,94589,Solano,6,7/13/21
RESIDENTIAL CARE ELDERLY,347004362,"Golden Moments Care Home, Inc.","GOLDEN MOMENTS CARE HOME, INC",denisewalkerw@yahoo.com,(916) 979-9828,2651 ARMSTRONG DR.,Sacramento,CA,95825,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200978,Golden Nest Assisted Living,YARKA LLC,sarvagoldennest@gmail.com,(510) 331-5774,2296 INDIAN SPRINGS DR,Brentwood,CA,94513,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,336412249,Golden Oak Residential Care,"GOLDEN OAK RESIDENTIAL CARE, LLC",lafayettehomecare@msn.com,(951) 461-9971,36190 CHITTAM WOOD PLACE,Murrieta,CA,92562,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,15601156,Golden Oasis,"ZARAGOSA, EUFROCINA M.",problemsolverzar@sonic.net,(510) 527-1073,2312 - 10TH ST.,Berkeley,CA,94710,Alameda,10,7/13/21
RESIDENTIAL CARE ELDERLY,397004502,Golden Pine Guest Home,MARIVIC LOPEZ,goldenacreshomes@gmail.com,(209) 334-6441,314 WEST PINE STREET,Lodi,CA,95240,San Joaquin,15,7/13/21
RESIDENTIAL CARE ELDERLY,79200346,Golden Pond,"FELIPE CARE HOMES, LLC",info.felipecarehomes@gmail.com,(925) 838-1433,1296 GREENBROOK DRIVE,Danville,CA,94526,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,347000985,Golden Pond Retirement Community,"WALGENBACH, BRIAN & GILL, DOUG",lupe@crmscommunities.com,(916) 369-8967,3415 MAYHEW ROAD,Sacramento,CA,95827,Sacramento,175,7/13/21
RESIDENTIAL CARE ELDERLY,486803258,Golden Rainbow Inc,GOLDEN RAINBOW INC,phatsounds02@yahoo.com,(707) 637-0783,1101 PARTRIDGE PLACE,Suisun City,CA,94585,Solano,4,7/13/21
RESIDENTIAL CARE ELDERLY,385600007,Golden Residential Care Home,"MAGTIBAY, ANTONIA M. AND ISIDRO",arlene_rc8@yahoo.com,(415) 587-2507,166 FOOTE AVENUE,San Francisco,CA,94112,San Francisco,6,7/13/21
RESIDENTIAL CARE ELDERLY,374602397,Golden Retreat - Senior Residential Care,"DAMJANOVICH, DONNA",donnadamjanovich@cox.net,(760) 295-7435,1119 WARMLANDS AVENUE,Vista,CA,92084,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700512,Golden Retreat Senior Living 1,H & M SENIOR LIVING LLC,oliver.f@sbcglobal.net,(916) 482-5507,3425 PALESTINE LN,Carmichael,CA,95608,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700511,Golden Retreat Senior Living 2,H & M SENIOR LIVING LLC,oliver.f@sbcglobal.net,(916) 283-4257,3431 PALESTINE LN,Carmichael,CA,95608,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,197607756,Golden Road Assisted Living,"GOLDEN ROAD ASSISTED LIVING, INC.",ana.santos@goldenroadliving.com,(626) 287-6792,438 N. CALIFORNIA STREET,San Gabriel,CA,91775,Los Angeles,4,7/13/21
RESIDENTIAL CARE ELDERLY,312700970,Golden Rose Home Care,"MARCUTA, MARIA",goldenrosehomecare@yahoo.com,(916) 771-2366,364 WILLOW GLEN DRIVE,Roseville,CA,95678,Placer,6,7/13/21
RESIDENTIAL CARE ELDERLY,374601775,Golden Saints Home,"SIMSUANGCO, LEONARDO E. & CHONA J.",lsimsuangco@yahoo.com,(619) 434-3027,2555 HOPKINS ST,San Diego,CA,92139,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,198203004,Golden Seasons,CESAR & VIRGINIA FELICIANO,marivi.pitts@gmail.com,(310) 320-7178,1116 CERISE AVENUE,Torrance,CA,90503,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,435201639,Golden Shore Care Home,QING GUO,elenaguo@yahoo.com,(408) 615-0880,3800 RHODA DRIVE,San Jose,CA,95117,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,45002509,Golden Sierra Carehome Inc,"QUIAMBAO, MAY F.",mayquiambao@yahoo.com,(530) 774-7929,2289 BAR TRIANGLE STREET,Chico,CA,95928,Butte,6,7/13/21
RESIDENTIAL CARE ELDERLY,486801846,Golden Star Home,"VALENDO, ESTRELLA",estrella_valendo@yahoo.com,(707) 374-4087,672 RUBIER WAY,Rio Vista,CA,94571,Solano,6,7/13/21
RESIDENTIAL CARE ELDERLY,374600079,Golden Sunset Board And Care,"SONGCUAN, ESTELA S.",rssongcuan@gmail.com,(619) 656-2635,1245 FINCH PLACE,Chula Vista,CA,91911,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374602062,Golden Sunset Residential,BO-MARG LLC,goldensunsetresidential@gmail.com,(619) 794-2889,7541 MILKY WAY POINT,San Diego,CA,92120,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374602598,Golden Sunset Residential Ii,BO-MARG LLC,goldensunsetresidential@gmail.com,(619) 677-2864,7029 HILLSBORO STREET,San Diego,CA,92120,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005209,Golden Tiara Guest Home,LEGACY HOME CARE LLC,teejay726@yahoo.com,(714) 317-4324,1776 S TIARA STREET,Anaheim,CA,92802,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,198320086,Golden Tiara Villa,TIARACHRISTA VILLAS,tiarachrista@hotmail.com,(310) 408-6228,17223 ATKINSON AVENUE,Torrance,CA,90504,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005194,Golden Touch Guest Home,JMJA CARE INC.,encarnacion_joey@yahoo.com,(714) 875-8494,10688 LEHNHARD AVE,Fountain Valley,CA,92708,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306004543,Golden Tuscany Care,"GOLDEN WAY CARE, INC.",goldenwaycare@gmail.com,(714) 234-6348,2825 E. DUTCH AVENUE,Anaheim,CA,92806,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,197610197,Golden Valley Care Home,"GOLDEN VALLEY CARE HOME, INC.",josie.marquez@yahoo.com,(323) 497-1868,28001 CERO DRIVE,Santa Clarita,CA,91350,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,15601495,Golden Valley Elderly Living,"GOLDEN VALLEY ELDERLY LIVING, LLC",dmonegas@yahoo.com,(510) 378-6428,19979 STANTON AVENUE,Castro Valley,CA,94546,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,347001886,Golden Valley Home Care For Elderly,"MADRIAGA, EMELITA H.",merlymad@hotmail.com,(916) 682-1322,7622 COUNTRY PARK DRIVE,Sacramento,CA,95828,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,397003262,Golden Valley Residential Care Facility,"BAAY, LOVELYN",araaiden@gmail.com,(209) 830-8265,625 SEQUOIA BOULEVARD,Tracy,CA,95376,San Joaquin,6,7/13/21
RESIDENTIAL CARE ELDERLY,347002859,Golden Valley Seniors Grimsby,"BALGOS, EVELYN",evelynbalgos@gmail.com,(916) 714-3163,8661 GRIMSBY COURT,Elk Grove,CA,95624,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,157201730,Golden Villa Home,J & A VILLAS CORPORATION,silvawendy@yahoo.com,(661) 564-8574,4420 FOXBORO CT.,Bakersfield,CA,93309,Kern,4,7/13/21
RESIDENTIAL CARE ELDERLY,347004863,Golden Villa Rcfe At Natomas Park,"FLORES, JULIETA A.",goldenvillarcfe@att.net,(916) 239-9372,5618 JOHN RUNGE ST.,Sacramento,CA,95835,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,366426758,Golden Village,MARGIE B. LABAYOG,aaverly411@gmail.com,(909) 796-0014,11555 RICHMONT RD.,Loma Linda,CA,92354,San Bernardino,6,7/13/21
RESIDENTIAL CARE ELDERLY,191222267,Golden Years,"MUDER, EVANGELIA",goldenyear@verizon.net,(818) 892-4467,15822 MAYALL ST.,North Hills,CA,91343,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005506,Golden Years-Prospect,GOLDEN YEARS ASSISTED LIVING INC,marychierichetti@yahoo.com,(714) 343-8815,4232 PROSPECT AVE,Yorba Linda,CA,92886,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306003932,Golden Years - Villa Grande,"GOLDEN YEARS ASSISTED LIVING, INC",marychierichetti@yahoo.com,(714) 223-0994,4332 VILLA GRANDE DRIVE,Yorba Linda,CA,92886,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306001607,Golden Years Assisted Living,PAUL CHIERICHETTI,marychierichetti@yahoo.com,(714) 223-0992,4995 WOODCREST CR.,Yorba Linda,CA,92886,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,565800906,Golden Years Care,"WAYNE, LARRY AND WAYNE, TERESITA",kindloving2001@yahoo.com,(805) 383-1188,1325 LANTANA STREET,Camarillo,CA,93010,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,347003562,Golden Years Care Home I,"GOLDEN BERRY INC. (BERNARDINO, GRACE & RAFAEL)",vanode_2005@yahoo.com,(916) 681-3726,8516 FOXBERRY COURT,Elk Grove,CA,95624,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,347003563,Golden Years Care Home Ii,GOLDEN BERRY INC.,vanode_2005@yahoo.com,(916) 681-3726,8786 SILVERBERRY AVENUE,Elk Grove,CA,95624,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,366427608,Golden Years Elderly Care Inc,GOLDEN YEARS ELDERLY CARE INCORPORATED,danielamanzat@yahoo.com,(760) 951-5043,12772 HAWKS HILL STREET,Victorville,CA,92395,San Bernardino,6,7/13/21
RESIDENTIAL CARE ELDERLY,300603359,Golden Years Guest Home The,"DEOCAMPO, MARIA ZENAIDA",zendee729@yahoo.com,(714) 731-6385,14752 HOLT AVE,Tustin,CA,92780,Orange,15,7/13/21
RESIDENTIAL CARE ELDERLY,197607658,Golden Years Home,OSCAR AND MARINA BARRERA,oscarbar661@msn.com,(661) 206-8026,6222 AVENUE J 9,Lancaster,CA,93536,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,374600785,Golden Years Home Care,"ENRIQUEZ, LEONORA A.",goldenyearshomecare@cox.net,(760) 839-2186,2612 LAS PALMAS AVENUE,Escondido,CA,92025,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,107202451,"Golden Years Iii Rche, The","AMG RESIDENTIAL CARE HOMES, INC.",marns10@sbcglobal.net,(559) 271-2823,7641 N. MANSIONETTE DR,Fresno,CA,93720,Fresno,6,7/13/21
RESIDENTIAL CARE ELDERLY,107203439,"Golden Years Ii, The","AMG RESIDENTIAL CARE HOMES, INC.",marns10@sbcglobal.net,(559) 299-8471,9658 N. WINERY AVENUE,Fresno,CA,93720,Fresno,6,7/13/21
RESIDENTIAL CARE ELDERLY,366427602,Golden Years Residential Care,EAST HIGHLAND CARE INC,popescualexandru44@yahoo.com,(909) 335-8335,7890 SAN BENITO STREET,Highland,CA,92346,San Bernardino,6,7/13/21
RESIDENTIAL CARE ELDERLY,306004556,Golden Years Residential Care,"GOLDEN YEARS, INC.",thegoldenyears@cox.net,(949) 648-1303,25776 PERICLES,Mission Viejo,CA,92691,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,207203223,Golden Years Residential Care Home,CENTRAL CAL. HEALTH CARE SERVICES,katiepaular@yahoo.com,(559) 665-0449,160 S. 13TH STREET,Chowchilla,CA,93610,Madera,41,7/13/21
RESIDENTIAL CARE ELDERLY,207209150,"Golden Years Residential Care Home, The",ORTEGA LUARES NURSING HOME LLC,elizabeth.luares@yahoo.com,(707) 235-2717,160 S 13TH STREET,Chowchilla,CA,93610,Madera,41,7/13/21
RESIDENTIAL CARE ELDERLY,515001724,Golden Years Residential Home Care,"DEJEU, CLAUDIU",claudiudejeu@gmail.com,(530) 822-9463,837 ALLEN WAY,Yuba City,CA,95993,Sutter,6,7/13/21
RESIDENTIAL CARE ELDERLY,347001254,Goldin Care 1,GOLDIN CARE INC.,goldincare2020@gmail.com,(916) 983-1721,108 REMINGTON DRIVE,Folsom,CA,95630,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,336412147,Goldluxury Villa,"GOLDLUXURY VILLA, INC",lilibethgrabowski4@gmail.com,(760) 469-3934,79105 ARBOLA CIRCLE,La Quinta,CA,92253,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,435202724,Goldwood Senior Care Home,"LADWIG, LLC",justin.ladwig@gmail.com,(669) 234-3544,2692 GOLDWOOD CT,San Jose,CA,95148,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200971,Golf View Home,"HIPOLITO, LORICA G.",lorica.hipolito@yahoo.com,(925) 418-5613,332 PEBBLE BEACH DR.,Brentwood,CA,94513,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,415600734,Gonzales Home,"GONZALES, ROGELIO L.",rogergonzales1943@yahoo.com,(650) 589-8820,3645 FLEETWOOD DRIVE,San Bruno,CA,94066,San Mateo,6,7/13/21
RESIDENTIAL CARE ELDERLY,385600350,Gonzales Home,"GONZALES, ROGELIO & PROSPERIDAD",rogergonzales1943@yahoo.com,(415) 242-0848,2237 NORIEGA STREET,San Francisco,CA,94122,San Francisco,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005623,Good Hands Home Care,WELLSPRING SENIOR HOME CARE INC,alex_le97@yahoo.com,(714) 600-7083,18674 SAN FELIPE STREET,Fountain Valley,CA,92708,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,198320041,Good Hands Homecare,MICHELLE ANN PORCA & JON BRIAN CANLAS,micheli_27@yahoo.com,(310) 422-0950,105 W. 225TH STREET,Carson,CA,90745,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005695,Good Hands Loving Care-Francisco,GOOD HANDS LOVING CARE-FRANCISCO,goodhands4you@yahoo.com,(949) 878-0137,21063 VIA FRANCISCO,Yorba Linda,CA,92887,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005219,Good Hands Loving Care-Yorba Linda,GOOD HANDS LOVING CARE LLC,goodhands4you@yahoo.com,(949) 878-0137,18568 ARBOR GATE LN,Yorba Linda,CA,92886,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005956,Good Mornings Home Care,"GOOD MORNINGS HOME CARE, INC",cshoga@hotmail.com,(949) 492-3532,25415 HUGO RD,Laguna Niguel,CA,92677,Orange,4,7/13/21
RESIDENTIAL CARE ELDERLY,370804165,Good Samaritan Board And Care Facility,"SANCHEZ, GODOFREDO AND ANGELITA L.",elyse9963@gmail.com,(619) 267-2445,6255 MCHANEY COURT,San Diego,CA,92114,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,11441145,Good Samaritan Care Home,"SURIYAMONT, JOSEPHINE ARTACHO AND MONTCHAI",goodsamaritan94539@gmail.com,(510) 659-4075,560 CHARDONNAY DRIVE,Fremont,CA,94539,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,486802010,Good Samaritan Care Home,GOOD SAMARITAN CARE HOME LLC,mbcgarcia04@yahoo.com,(707) 718-0498,3113 PEBBLE BEACH CIRCLE,Fairfield,CA,94534,Solano,6,7/13/21
RESIDENTIAL CARE ELDERLY,486800302,"Good Samaritan Care Home, The","GARCIA, BRENDA C.",mbcgarcia04@yahoo.com,(707) 718-0498,506 LABRADOR WAY,Suisun City,CA,94585,Solano,6,7/13/21
