State Facility Type 1 Literal,Facility ID,Facility Name,Licensee,Email Address,Phone Number,Address,City,State,Zip Code,County,Capacity,Facility Status
RESIDENTIAL CARE ELDERLY,496803896,MARIAN GARDENS CARE HOME - RCFE,"H & D MANAGED CARE, LLC",HANDDMANAGEDCARE@GMAIL.COM,(707) 791-3141,4908 STONEHEDGE DR,SANTA ROSA,CA,95405,SONOMA,6,LICENSED
RESIDENTIAL CARE ELDERLY,496803447,MARIAN HOME RCFE,"RINCON VALLEY GARDENS, LLC",DICHOSOSUMABAT@YAHOO.COM,(707) 237-6895,2331 STONEGATE COURT,SANTA ROSA,CA,95409,SONOMA,5,CLOSED
RESIDENTIAL CARE ELDERLY,107201840,MARIAN HOMES 3,"MARIAN HOMES, INC.",ANJALEONI3@ICLOUD.COM,(559) 347-9900,3238 JASMINE AVENUE,CLOVIS,CA,93611,FRESNO,6,LICENSED
RESIDENTIAL CARE ELDERLY,107202867,MARIAN HOMES 4,"MARIAN HOMES, INC.",ANJALEONI3@ICLOUD.COM,(559) 347-9900,2542 FILBERT AVENUE,CLOVIS,CA,93611,FRESNO,6,LICENSED
RESIDENTIAL CARE ELDERLY,496803231,MARIAN HOUSE FOR SENIORS,"RINCON VALLEY GARDENS, LLC",DICHOSOSUMABAT@YAHOO.COM,(707) 843-7087,2043 GUERNEVILLE ROAD,SANTA ROSA,CA,95403,SONOMA,6,LICENSED
RESIDENTIAL CARE ELDERLY,565850060,MARICAR'S MANOR,"MARICAR'S MANOR, INC.",MARICAR_LEE@YAHOO.COM,(805) 351-9411,1155 ECHO ST.,OXNARD,CA,93036,VENTURA,6,LICENSED
RESIDENTIAL CARE ELDERLY,496803915,MARIE'S CARE HOME,BELLEVUE RANCH GARDEN LLC,BELLEVUERANCHGARDEN@GMAIL.COM,(707) 794-0591,7334 CARIOCA CT.,ROHNERT PARK,CA,94928,SONOMA,6,LICENSED
RESIDENTIAL CARE ELDERLY,374602703,MARIFE'S HOME CARE,"GALENDEZ, MARIFE D.",,(619) 269-4294,485 VALENCIA PARKWAY,SAN DIEGO,CA,92114,SAN DIEGO,4,CLOSED
RESIDENTIAL CARE ELDERLY,507005337,MARIGOLD HOME,OLIVIA FILIMOEHALA,,(209) 894-8182,1416 MARIGOLD DRIVE,PATTERSON,CA,95363,STANISLAUS,6,CLOSED
RESIDENTIAL CARE ELDERLY,374603765,MARIGOLD OF VISTA,NEVEN CARE LLC,ANKABABIC@COX.NET,(760) 295-6025,2425 VISTA MOUNTAIN DRIVE,VISTA,CA,92084,SAN DIEGO,6,CLOSED
RESIDENTIAL CARE ELDERLY,435202052,MARILAG'S CARE HOME,"PEARL OF THE ORIENT, LLC",WENNIECONCEPCION@YAHOO.COM,(408) 272-3155,2293 LANAI AVE.,SAN JOSE,CA,95122,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,210106547,MARIN TERRACE,CLIFF VIEW TERRACE INC; A & A SNR LVNG MGMT LLC,BETTY@AASENIORLIVING.COM,(415) 710-7538,297 MILLER AVENUE,MILL VALLEY,CA,94941,MARIN,49,CLOSED
RESIDENTIAL CARE ELDERLY,216803891,MARIN TERRACE,MARIN TERRACE LLC;A AND A SR LVG MGT LLC,EXECUTIVEDIRECTOR@MARINTERRACECARE.COM,(415) 388-9526,297 MILLER AVE,MILL VALLEY,CA,94941,MARIN,49,LICENSED
RESIDENTIAL CARE ELDERLY,415600987,MARINA'S HOME,MARINA'S HOME LLC,GRINASANCHEZ@AOL.COM,(650) 375-1150,1424 SANCHEZ AVE,BURLINGAME,CA,94010,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,486803591,MARINA CARE HOME,JAYDASHIN INC,SNAGRA61@GMAIL.COM,(707) 816-8765,1100 KELLOGG STREET,SUISUN CITY,CA,94585,SOLANO,3,LICENSED
RESIDENTIAL CARE ELDERLY,347001595,MARINAS MANOR,"MARINAS, EFREN & CYNTHIA",CYNTHIAMARINAS@AOL.COM,(916) 363-5688,3405 HUNTSMAN DRIVE,SACRAMENTO,CA,95826,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,415600230,MARINER'S GREEN RESIDENTIAL CARE,"GUEVARRA, CARLITO G",MARINER_GREEN@YAHOO.COM,(650) 591-6115,380 ENSIGN LANE,REDWOOD CITY,CA,94065,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600850,MARINOL SENIOR CARE I,"SUICO, MARIGOLD & NOLAN",SUICORAMAE@AOL.COM,(650) 557-1227,768 LUNDY WAY,PACIFICA,CA,94044,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600854,MARINOL SENIOR CARE II,"SUICO, MARIGOLD AND NOLAN",SUICORAMAE@AOL.COM,(650) 355-6173,675 CRESPI DRIVE,PACIFICA,CA,94044,SAN MATEO,5,LICENSED
RESIDENTIAL CARE ELDERLY,336404073,MARION'S LOVE AND CARE HOME,MARION'S HOME CARE,,(760) 328-5045,30480 TRAVIS AVENUE,CATHEDRAL CITY,CA,92234,RIVERSIDE,6,CLOSED
RESIDENTIAL CARE ELDERLY,306003510,MARION GRACE COTTAGE OF FULLERTON,"MARION GRACE COTTAGE, INC",FRANCES@MARIONGRACECOTTAGES.COM,(657) 378-9603,3931 N. MADONNA DRIVE,FULLERTON,CA,92835,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,306003511,MARION GRACE COTTAGE OF PLACENTIA,"MARION GRACE COTTAGE, INC.",PRECY_DIMAANO12@YAHOO.COM,(714) 203-1327,1217 WARREN STREET,PLACENTIA,CA,92870,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,275202497,MARIPOSA ASSISTED LIVING,"MARIPOSA.AL,LLC",MARIAVALENCIA05@GMAIL.COM,(831) 345-8560,1201 LA SALLE AVE.,SEASIDE,CA,93955,MONTEREY,15,LICENSED
RESIDENTIAL CARE ELDERLY,425802106,MARIPOSA AT ELLWOOD SHORES,MARIPOSA MGR GP OF MARIPOSA OPER; WESTMONT LIVING,EDGOLETA@WESTMONTLIVING.COM,(805) 265-4327,190 VIAJERO DR,GOLETA,CA,93117,SANTA BARBARA,99,LICENSED
RESIDENTIAL CARE ELDERLY,317000685,MARIPOSA ELDER VILLA #2,"TURCANU, GEORGETA",GETATURCANU@YAHOO.COM,(916) 781-9897,119 SILVERADO CIRCLE,ROSEVILLE,CA,95678,PLACER,6,LICENSED
RESIDENTIAL CARE ELDERLY,374603777,MARIPOSA MANOR,WEALTHPLUS MANAGEMENT GROUP LLC,KKSCSINC@GMAIL.COM,(760) 294-7011,2525 REED ROAD,ESCONDIDO,CA,92027,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,227203179,"MARIPOSA PINES VILLA, LLC","MARIPOSA PINES VILLA, LLC",SMILLARD@STI.NET,(209) 966-8080,5201 CRYSTAL AIRE DR.,MARIPOSA,CA,95338,MARIPOSA,20,CLOSED
RESIDENTIAL CARE ELDERLY,197608746,MARIPOSA RESIDENTIAL CARE,"ARSENAL, MARLON",ARSENAL.MS74@GMAIL.COM,(310) 795-2158,3434 TAMARISK DRIVE,PALMDALE,CA,93551,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,565801975,"MARIPOSA VALLEY, INC","MARIPOSA VALLEY, INC.",MARIPOSAVALLEYINC@GMAIL.COM,(805) 658-8194,321 GLENWOOD AVENUE,VENTURA,CA,93003,VENTURA,4,CLOSED
RESIDENTIAL CARE ELDERLY,565801596,"MARIPOSA VALLEY, INC.","MARIPOSA VALLEY, INC.",MARIPOSAVALLEYINC@GMAIL.COM,(805) 659-4603,8217 TIARA ST.,VENTURA,CA,93004,VENTURA,6,LICENSED
RESIDENTIAL CARE ELDERLY,565802424,MARISSA HOUSE,CONEJO VALLEY LIFE COACH LLC,BEACHIE_ABIERA@YAHOO.COM,(805) 437-6206,510 MARISSA LN,CAMARILLO,CA,93010,VENTURA,6,CLOSED
RESIDENTIAL CARE ELDERLY,306005858,MARKIE'S MANOR,MARKIE'S MANOR LLC,SHELLEESMTH20@YAHOO.COM,(714) 894-4508,13602 YOSEMITE DR.,WESTMINSTER,CA,92683,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,197606116,MARLIN MANORS - FULTON,"MARLIN MANORS, LLC",RUBY58PRIVATE@YAHOO.COM,(818) 788-9978,5010 FULTON AVENUE,SHERMAN OAKS,CA,91423,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197606125,MARLIN MANORS - HAZELTINE,"MARLIN MANORS, LLC",RUBY58PRIVATE@YAHOO.COM,(818) 808-0661,5133 HAZELTINE AVENUE,SHERMAN OAKS,CA,91423,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197606115,MARLIN MANORS TYRONE,MARLIN MANORS LLC,RUBY58PRIVVATE@YAHOO.COM,(818) 787-0789,5536 TYRONE AVENUE,SHERMAN OAKS,CA,91401,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,435202655,MARQUEZ LIVING I (RCFE),MARQUEZ LIVING LLC,MALU@MARQUEZLIVINGLLC.COM,(408) 533-2829,994 SOBRATO DR,CAMPBELL,CA,95008,SANTA CLARA,14,LICENSED
RESIDENTIAL CARE ELDERLY,421703870,MARSH'S BOARD & CARE,"MARSH, SUSAN",SUEZ@IMPULSE.NET,(805) 733-2231,233 ALDEBARAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,5,LICENSED
RESIDENTIAL CARE ELDERLY,366410296,"MARSHA'S MANOR, INC","MARSHA'S MANOR, INC.",,(909) 355-6885,14572 NEVADA COURT,FONTANA,CA,92336,SAN BERNARDINO,4,CLOSED
RESIDENTIAL CARE ELDERLY,415600739,MARTHA'S HOME,OCEAN VIEW HOME CARE INC.,MARIETTACRUBIN@YAHOO.COM,(650) 340-8821,227 PRAGUE STREET,SAN MATEO,CA,94401,SAN MATEO,3,LICENSED
RESIDENTIAL CARE ELDERLY,198320146,MARTHA'S HOUSE LLC,MARTHA'S HOUSE LLC,TYLERCOOPER192@GMAIL.COM,(323) 381-0025,2422 EAST 113ST,LOS ANGELES,CA,90059,LOS ANGELES,4,CLOSED
RESIDENTIAL CARE ELDERLY,306005929,"MARTINO LOVING CARE, INC.","MARTINO LOVING CARE, INC.",MARTINOLOVINGCARE@GMAIL.COM,(714) 858-3535,1904 W. RANDOM DRIVE,ANAHEIM,CA,92804,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,306003515,MARY'S ASSISTED HOME LIVING,"MARYCARES, INC.",MAUREEN.SALONGA@GMAIL.COM,(714) 537-0899,11642 DALE STREET,GARDEN GROVE,CA,92841,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,197610044,MARY'S CHATEAU,MARY'S CHATEAU,MARYSCHATEAUBC@GMAIL.COM,(323) 333-8105,13912 VALERIO STREET,VAN NUYS,CA,91405,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,347002565,MARY'S ELDERLY CARE HOME II,"MAGDA, MARY",MARYMAGDAHOLY@YAHOO.COM,(916) 681-9030,8551 NARCISSUS COURT,ELK GROVE,CA,95624,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,347001780,MARY'S HOME CARE,"CIFOR, MARIA & CIFOR, VALENTIN",,(916) 962-2460,8558 SHERATON DRIVE,FAIR OAKS,CA,95628,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,435294190,MARY'S HOUSE,"MENDOZA, ROSANA",RSMENDOZA@GMAIL.COM,(408) 842-2776,318 CHURCHILL PLACE,GILROY,CA,95020,SANTA CLARA,6,CLOSED
RESIDENTIAL CARE ELDERLY,435202501,MARY'S HOUSE 2,ROSANA F. MENDOZA,RFMENDOZA@GMAIL.COM,(408) 842-3851,298 CHURCHILL PLACE,GILROY,CA,95020,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,15600392,MARY'S MANOR,"SUNDERRAJ, MARY",MSUNDERRAJ@SBCGLOBAL.NET,(510) 565-1479,3156 PUTTENHAM WAY,FREMONT,CA,94536,ALAMEDA,6,LICENSED
RESIDENTIAL CARE ELDERLY,107206549,MARY'S MANOR 1,MARY'S MANOR INC.,MARYSMANOR@HOTMAIL.COM,(559) 834-3636,2124 E. LINDEN AVENUE,FRESNO,CA,93725,FRESNO,15,CLOSED
RESIDENTIAL CARE ELDERLY,107206550,MARY'S MANOR 2,MARY'S MANOR INC.,R,(559) 453-1761,4906 E GRANT AVENUE,FRESNO,CA,93727,FRESNO,6,CLOSED
RESIDENTIAL CARE ELDERLY,198602530,MARY AND MARTHA'S HOME FOR THE ELDERLY,MARY AND MARTHA'S HOME FOR THE ELDERLY,MARTHALOPEZ_66@HOTMAIL.COM,(626) 287-7338,5317 LOMA AVE,TEMPLE CITY,CA,91780,LOS ANGELES,4,CLOSED
RESIDENTIAL CARE ELDERLY,374604410,MARY CATHERINE'S HOME,MARY CATHERINE'S HOME LLC,SUDARSHAN.BHAGAT@GMAIL.COM,(424) 344-8265,1540 DARLING DR,ESCONDIDO,CA,92026,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,195850089,MARY ELLEN HOMES,MARY ELLEN HOMES LLC,GOHARKHACH@YAHOO.COM,(818) 279-1415,7752 MARY ELLEN AVENUE,NORTH HOLLYWOOD,CA,91605,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,397000839,MARY FRANCES HAT RESIDENTIAL FACILITY,"HANOT FOUNDATION, INC.",HANOTHOMES@SOFTCOM.NET,(209) 334-6454,14381 E. SARGENT ROAD,LODI,CA,95240,SAN JOAQUIN,6,LICENSED
RESIDENTIAL CARE ELDERLY,331880842,MARY GRACE LOVING CARE,MARY GRACE ABADILLA,MARYGRACELOVINGCARE@GMAIL.COM,(760) 992-0824,31-760 AVENIDA DEL PADRE,CATHEDRAL CITY,CA,92234,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,547203500,MARY HUDSPETH HOME,"HUDSPETH, MARY & ORVILLE",OHUD@OCSNET.NET,(559) 568-1088,20978 RD 254,STRATHMORE,CA,93267,TULARE,4,LICENSED
RESIDENTIAL CARE ELDERLY,191222795,MARY JANE'S HOME #2,"RAFANAN, MAXIMA",maryjanehomes1@gmail.com,(661) 259-4624,24352 CHERYL KELTON PL.,NEWHALL,CA,91321,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,374602589,MARY KATHERINE'S COTTAGE,"KELSCH, ALVIDALE A. & JOSEPH F.",JOEKELSCH@YAHOO.COM,(760) 415-6348,1889 ALMAGRO LANE,ESCONDIDO,CA,92026,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,374602188,MARY KATHERINE'S HOME I,"KELSCH, ALVIDALE & BAUN ROSALINA",DALEKELSCH@YAHOO.COM,(760) 735-5162,1540 DARLING,ESCONDIDO,CA,92026,SAN DIEGO,6,CLOSED
RESIDENTIAL CARE ELDERLY,374601397,MARY KATHERINE'S HOME IV,"KELSCH, ALVIDALE A. AND BAUN, ROSALINA",DALEKELSCH@YAHOO.COM,(760) 415-6348,1205 SUNSET HEIGHTS ROAD,ESCONDIDO,CA,92026,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,374601875,MARY KATHERINE'S HOME V,"KELSCH, ALVIDALE AND BAUN, ROSALINA",DALEKELSCH@YAHOO.COM,(442) 515-3205,2115 TWIN OAKS VALLEY RD,SAN MARCOS,CA,92069,SAN DIEGO,6,CLOSED
RESIDENTIAL CARE ELDERLY,374602747,MARY KRYSTAL HOME,MARY KRYSTAL HOME LLC,LEONORAPULLIN@YAHOO.COM,(619) 267-3625,2361 MONTCLIFF ROAD,SAN DIEGO,CA,92139,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,275202586,MARY LORD RESIDENTIAL CARE HOME,"FONTEJON, RODRIGA",,(831) 594-5022,1832 LONDON WAY,SALINAS,CA,93906,MONTEREY,6,CLOSED
RESIDENTIAL CARE ELDERLY,275200982,MARY LORD RESIDENTIAL CARE HOME,"FONTEJON, RODRIGA",,(831) 769-0713,1522 COTTONWOOD DRIVE,SALINAS,CA,93905,MONTEREY,6,CLOSED
RESIDENTIAL CARE ELDERLY,374604078,MARYAM RCFE,MARYAM RCFE,MARYAMARF45@GMAIL.COM,(619) 825-7398,4930 MAIDEN LANE,LA MESA,CA,91942,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,361880501,MARYAM RCFE,MARYAN RCFE,BEWATAN45@YAHOO.COM,(858) 348-7247,4930 MAIDEN LANE,LA MESA,CA,91942,SAN BERNARDINO,12,PENDING
RESIDENTIAL CARE ELDERLY,306005633,MARYKNOLL SENIOR CARE,"CARE BLUE WATER, LLC",MANDY_UMALI@YAHOO.COM,(805) 836-1556,531 WHITTEN WAY,PLACENTIA,CA,92870,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600878,MARYLAND HOME,BURLINGAME HAVEN CORPORATION,THEHOMEINBURLINGAME@GMAIL.COM,(650) 366-8875,2028 MARYLAND STREET,REDWOOD CITY,CA,94061,SAN MATEO,6,CLOSED
RESIDENTIAL CARE ELDERLY,347004961,MARYLOU'S HOME CARE,"RAJ CARE HOMES, LLC",EASTERNMANOR@GMAIL.COM,(916) 482-4143,4194 ENGLE ROAD,SACRAMENTO,CA,95821,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600292,MARYMOUNT GREENHILLS RETIREMENT CENTER,"MARYMOUNT GREENHILLS, L.L.C.",INFO@GREENHILLSRETIREMENT.COM,(650) 742-9150,1201 BROADWAY,MILLBRAE,CA,94030,SAN MATEO,188,CLOSED
RESIDENTIAL CARE ELDERLY,15601083,MARYMOUNT VILLA RETIREMENT CENTER,"MARYMOUNT VILLA, LLC",DOLLYRIZVI@YAHOO.COM,(510) 895-5007,345 DAVIS STREET,SAN LEANDRO,CA,94577,ALAMEDA,99,LICENSED
RESIDENTIAL CARE ELDERLY,415600479,MARYROSE BOARD AND CARE,"GUARIN, BEATRIZ",ROSEMARLIN2003@YAHOO.COM,(650) 349-6256,1372 MARLIN AVENUE,FOSTER CITY,CA,94404,SAN MATEO,6,CLOSED
RESIDENTIAL CARE ELDERLY,197610011,MASCHELLE VILLA,"LMAJ, LLC",MASCHELLEVILLA41@YAHOO.COM,(661) 425-7500,25577 ALMENDRA DRIVE,VALENCIA,CA,91355,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,331800464,MASHBURN HOMES INC,MASHBURN HOMES INC,MARMASHBURN@GMAIL.COM,(951) 927-0611,853 PIKE DR,HEMET,CA,92544,RIVERSIDE,5,LICENSED
RESIDENTIAL CARE ELDERLY,486801443,MASONIC GUEST HOME,"LACAP, LEONIDA",LENI.MASONIC@YAHOO.COM,(707) 554-1432,310 MASONIC DR.,VALLEJO,CA,94591,SOLANO,6,LICENSED
RESIDENTIAL CARE ELDERLY,486803251,MASONIC GUEST HOME II,"ATIENZA, ANA MARIA TERESA L.",LENI.MASONIC@YAHOO.COM,(707) 644-3822,108 PINTO DRIVE,VALLEJO,CA,94591,SOLANO,6,LICENSED
RESIDENTIAL CARE ELDERLY,306005564,MASTERSON SENIOR HOME,MASTERSON SENIOR HOME LLC,TRANGHNGUYEN01@GMAIL.COM,(657) 256-1641,10290 MASTERSON AVE,STANTON,CA,90680,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,198205143,MATER DEI CARE HOME,"SHEVA, INC.",MATERDEI.SHEVA@GMAIL.COM,(310) 212-1456,1625 MAPLE AVENUE,TORRANCE,CA,90503,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,306004368,MATSONIA LANE HOMES,"VIA TERCERO HOMES, INC.",MG@MATSONIALANEHOMES.COM,(714) 965-2710,19691 MATSONIA LANE,HUNTINGTON BEACH,CA,92646,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,380540430,MAULINO BOARD AND CARE SERVICES,"MAULINO, CARMELITA C. & CEFERINO V.",ccmaulino@gmail.com,(415) 826-9234,370 RICHLAND AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,6,CLOSED
RESIDENTIAL CARE ELDERLY,197607831,MAUNA LOA OAKS  LLC ,MAUNA LOA OAKS  LLC .,MAUNALOAOAKS@GMAIL.COM,(626) 387-9186,19041 E. MAUNA LOA AVE.,GLENDORA,CA,91740,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,300606024,MAUREEN GUEST HOME,THERESIA KOZITSKY AND VICTOR MCKENZIE,MGH4U@AOL.COM,(714) 539-0391,9362 MAUREEN,GARDEN GROVE,CA,92841,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,300606218,MAUREEN GUEST HOME #2,"KOZITSKY, THERESIA & MCKENZIE, VICTOR",MGH4U@AOL.COM,(714) 539-9093,11861 LORALEEN,GARDEN GROVE,CA,92841,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,300606907,MAUREEN GUEST HOME #3,THERESIA KOZITSKY AND VICTOR MCKENZIE,MGH4U@AOL.COM,(714) 971-0391,2152 S. JETTY DRIVE,ANAHEIM,CA,92802,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,300607470,MAUREEN GUEST HOME #4,"KOZITSKY, THERESIA & MCKENZIE, VICTOR",mgh4u@aol.com,(714) 539-5146,9371 MELBA DR.,GARDEN GROVE,CA,92841,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,75601490,MAUREEN HOUSE,OUR FAMILIES FOR SENIOR INC.,OURFAMILIESFORSENIORS@YAHOO.COM,(925) 818-6536,590 MAUREEN LANE,PLEASANT HILL,CA,94523,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,306003680,MAX MAXIM SENIOR CARE,"MAX MAXIM, INC.",MMMAXIMAR@YAHOO.COM,(714) 213-3045,10448 NIGHTINGALE AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609803,MAXCARE SENIOR HOME,MAXCARE SENIOR HOME INC,L.AMROYAN@YAHOO.COM,(818) 288-8711,803 N GENESEE AVE,LOS ANGELES,CA,90046,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609744,MAYA'S ELDERLY CARE,MAYA'S ELDERLY CARE,MAYASELDERLYCARE@GMAIL.COM,(818) 805-7755,16631 OSBORNE ST,NORTH HILLS,CA,91343,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,435200608,MAYFLOWER CARE HOME,"ESLAVA, ISABEL M.",ISABELESLAVA@YAHOO.COM,(408) 972-1999,668 APACHE COURT,SAN JOSE,CA,95123,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,336400004,MAYFLOWER GUEST HOME II,"FAJARDO, ATANACIO & MARIA LUISA",TANNYFAJARDO@HOTMAIL.COM,(951) 351-9074,11287 NORWOOD AVE.,RIVERSIDE,CA,92505,RIVERSIDE,15,LICENSED
RESIDENTIAL CARE ELDERLY,547209028,MAYKIT HOME L.L.C.,MAYKIT HOME L.L.C.,WEISS3241@YAHOO.COM,(559) 837-3913,1976 ACADEMY AVE,TULARE,CA,93274,TULARE,6,CLOSED
RESIDENTIAL CARE ELDERLY,75601127,"MAYON BOARD AND CARE, INC.","MAYON BOARD AND CARE, INC.",PANELO.ARTHUR@YAHOO.COM,(925) 825-5593,1804 CONCORD COURT,CONCORD,CA,94521,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,336413086,MC BOARD & CARE,"AGUILAR, MARIA C",MCBOARDANDCARE@GMAIL.COM,(951) 813-2143,24259 BRILLANTE DRIVE,WILDOMAR,CA,92595,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,490108000,MC HUGH CARE HOME,"AQUINO, ANGELITA",AABESTCARE@MSN.COM,(707) 545-8213,1000 GORDON LANE,SANTA ROSA,CA,95404,SONOMA,15,LICENSED
RESIDENTIAL CARE ELDERLY,207202556,MCALISTER'S RCFE,"MC ALISTER, DUANE",DUANEMCALISTER@ATT.NET,(559) 645-1861,11976 RD 36 1/2,MADERA,CA,93638,MADERA,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600511,MCCAFFREY'S CARE HOME,"MCCAFFREY, WALTER & MARIA C",CHERRY_MCCAFFREY@HOTMAIL.COM,(650) 872-0363,2381 OLYMPIC DRIVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,565801912,MCFADDEN ASSISTED LIVING,"CHARTER OAK HOME CARE, INC.",OM.CHARTEROAK@YAHOO.COM,(805) 419-6617,1531 DWIGHT AVENUE,CAMARILLO,CA,93010,VENTURA,6,LICENSED
RESIDENTIAL CARE ELDERLY,347002253,MCGREGOR HOME,"ARANA, LUISITO M., HEIDI S.",,(916) 853-7376,2112 MCGREGOR DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,347004707,MCGREGOR HOME-ASHEVILLE,"ARANA, LUISITO & HEIDI",HELEN_YEE@YMAIL.COM,(916) 844-7930,4604 ASHEVILLE COURT,CARMICHAEL,CA,95608,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,347004109,MCGREGOR HOME - CARMICHAEL,"ARANA, HEIDI & LUISITO",LHMARANA@YAHOO.COM,(916) 971-9958,5712 LOCUST AVE,CARMICHAEL,CA,95608,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,347005170,MCGREGOR HOME - MT. VERNON,"ARANA, LUISITO & HEIDI",HELEN_YEE@YMAIL.COM,(916) 873-4197,6825 MT. VERNON WAY,FAIR OAKS,CA,95628,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,347005340,MCGREGOR HOME 5,MARIA SO & HEIDI ARANA,HELEN_YEE@YMAIL.COM,(916) 900-4829,3906 APPLE BLOSSOM WAY,CARMICHAEL,CA,95608,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,347005860,MCGREGOR HOME GARFIELD,"ARANA, LUISITO M. & HEIDI REMEDIOS S.",AIROSMK@GMAIL.COM,(916) 692-5886,3136 GARFIELD AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,374603032,MCINTOSH MANOR,"MCINTOSH MANOR, INC.",MICHELLE@THEMANORHOUSELIFE.COM,(760) 216-6344,2590 MAJELLA RD,VISTA,CA,92084,SAN DIEGO,12,CLOSED
RESIDENTIAL CARE ELDERLY,435294083,MCLAMBOJON 2 - RCFE,"LAMBOJON, CYNTHIA CAJUCOM",MCLAMBOJON@YAHOO.COM,(408) 229-2680,5359 BIRCH GROVE DR.,SAN JOSE,CA,95123,SANTA CLARA,6,CLOSED
RESIDENTIAL CARE ELDERLY,197602537,MCLENNAN M. MANOR,LMG EXCELLENT CARE INC.,LALAINE.QHCC@GMAIL.COM,(818) 892-8882,8844 MCLENNAN AVE.,NORTHRIDGE,CA,91343,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197607866,MCLENNAN M. MANOR II,"MCLENNAN M. MANOR, INC.",LALAINE.QHCC@GMAIL.COM,(818) 830-5857,8839 MCLENNAN AVENUE,NORTHRIDGE,CA,91343,LOS ANGELES,5,LICENSED
RESIDENTIAL CARE ELDERLY,197610165,MCNULTY VILLA,"MCNULTY VILLA, INC.",ALOHASENIORLIVING@GMAIL.COM,(818) 395-6037,20724 MCNULTY PL.,CANOGA PARK,CA,91306,LOS ANGELES,6,LICENSED
