Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address,Date Accessed
Morningside Of Columbus,ASSISTED LIVING COMMUNITY,4500 SOUTH STADIUM DRIVE,Columbus,GA,31909,Muscogee,50,7065615560,ginny.d.mann@gmail.com,6/24/21
Morningside Of Conyers,ASSISTED LIVING COMMUNITY,1352 WELLBROOK CIRCLE NE,Conyers,GA,30012,Rockdale,70,7709221654,nhall4@5ssl.com,6/24/21
Morningside Of Dalton,ASSISTED LIVING COMMUNITY,2470 DUG GAP ROAD,Dalton,GA,30720,Whitfield,48,7062779695,,6/24/21
Morningside Of Evans,ASSISTED LIVING COMMUNITY,353 NORTH BELAIR ROAD,Evans,GA,30809,Columbia,52,7062284709,,6/24/21
Morningside Of Gainesville,ASSISTED LIVING COMMUNITY,2435 LIMESTONE PARKWAY,Gainesville,GA,30501,Hall,45,7705316100,licensing@5ssl.com,6/24/21
Morningside Of Macon,ASSISTED LIVING COMMUNITY,6191 PEAKE ROAD,Macon,GA,31220,Bibb,54,4784776911,,6/24/21
Morningside Of Savannah,ASSISTED LIVING COMMUNITY,7410 SKIDAWAY ROAD,Savannah,GA,31406,Chatham,89,7709340034,dbendor@5ssl.com,6/24/21
Morris Pch #3,PERSONAL CARE HOME,5018 KENNEDY STREET,Columbus,GA,31907,Muscogee,6,7066825968,richardaverett@gmail.com,6/24/21
Morris' Personal Care Home #1,PERSONAL CARE HOME,1103 BEDFORD AVENUE,Columbus,GA,31907,Muscogee,6,7066873444,,6/24/21
Morris' Personal Care Home #2,PERSONAL CARE HOME,4547 MOLINE AVE,Columbus,GA,31907,Muscogee,6,7625247615,kjholloway31@gmail.com,6/24/21
Moseby Personal Care Home,PERSONAL CARE HOME,1806 CLAYSTONE WAY,Hephzibah,GA,30815,Richmond,6,7068103159,soulfood889@comcast.net,6/24/21
Mosley Manor Pch,PERSONAL CARE HOME,3774 NEWINGTON HIGHWAY,Sylvania,GA,30467,Screven,6,9128293315,tmosley2586@gmail.com,6/24/21
Mossy Oak,PERSONAL CARE HOME,1150 RIVER RD,Jesup,GA,31546,Wayne,19,9122946927,mphillips@harborviewhs.com,6/24/21
Moultrie Mr Apt 3- Northgate,PERSONAL CARE HOME,"1515 4TH AVENUE,NE APT N2",Moultrie,GA,31768,Colquitt,3,2298907333,thampton@georgiapines.net,6/24/21
Mount Carmel Assisted Living,ASSISTED LIVING COMMUNITY,3084 MT CARMEL ROAD,Hampton,GA,30228,Henry,45,7709463376,mtcarmelpersonalcare@gmail.com,6/24/21
Mountain Breeze Pch,PERSONAL CARE HOME,167 HABERSHAM LANDING DRIVE,Demorest,GA,30535,Habersham,4,7067784602,,6/24/21
Mountain View Pch,PERSONAL CARE HOME,3675 KENSINGTON ROAD,Decatur,GA,30032,Dekalb,35,4045087593,mvpch_executivedirector@yahoo.com,6/24/21
Ms Jo'S Personal Care Home,PERSONAL CARE HOME,601 MCDONALD STREET,Waycross,GA,31503,Ware,6,9122838587,msjopch@yahoo.com,6/24/21
Msp Personal Care Home,PERSONAL CARE HOME,4020 CAMPBELL STREET,Savannah,GA,31405,Chatham,6,9122579346,shanita.pond@comcast.net,6/24/21
Mt Pleasant Alternative Care,PERSONAL CARE HOME,311 JOHNSON AVENUE,Thomson,GA,30824,Mcduffie,17,7065958537,jrbfutures@gmail.com,6/24/21
Mulberry Grove,PERSONAL CARE HOME,343 PRICE STREET,Statham,GA,30666,Barrow,46,7707256978,mulgrove123@aol.com,6/24/21
Muriel'S Hand Personal Care Home,PERSONAL CARE HOME,5575 SALEM ROAD,Lithonia,GA,30038,Dekalb,3,4048846167,murielshandpch@yahoo.com,6/24/21
My House (2) Community Care Facility,PERSONAL CARE HOME,2836 RAVENWOOD DRIVE,Snellville,GA,30078,Gwinnett,6,7709790225,,6/24/21
My Serenity Personal Care Home,PERSONAL CARE HOME,835 PINE RIDGE DRIVE,Riverdale,GA,30274,Clayton,3,6788846450,shonaj618@hotmail.com,6/24/21
Nancy Grace Home,PERSONAL CARE HOME,3716 AGAPE VILLAGE ROAD,Macon,GA,31210,Bibb,4,4784056852,ehardinwaits@wesleyglen.org,6/24/21
Nancy Hall'S Pch Of Evans,PERSONAL CARE HOME,4528 HEREFORD FARM ROAD,Evans,GA,30809,Columbia,11,7066507642,nancyhall1951@yahoo.com,6/24/21
National Residential Home Services,PERSONAL CARE HOME,1085 WALNUT CREEK LANE,Jonesboro,GA,30238,Clayton,4,6788845149,nathealthunlim@gmail.com,6/24/21
Natural Passion For Caring (A),PERSONAL CARE HOME,1419 DULWICH COURT,Lawrenceville,GA,30043,Gwinnett,3,7706964203,mjordan1419@comcast.net,6/24/21
Neish Residency At Rocking Chair Lane,PERSONAL CARE HOME,4237 ROCKING CHAIR LANE,St Mountain,GA,30083,Dekalb,3,6783331345,paluyi15@gmail.com,6/24/21
Nelson'S Personal Care Home,PERSONAL CARE HOME,3615 HOLBROOK CAMPGROUND ROAD,Alpharetta,GA,30004,Cherokee,6,7708649818,nelsonpersonalcare@gmail.com,6/24/21
Never Alone Personal Care Home,PERSONAL CARE HOME,4013 BELAIR ROAD,Augusta,GA,30909,Richmond,6,7069559082,neveralone0903@gmail.com,6/24/21
New Beginnings I,PERSONAL CARE HOME,4067 STEAM MILL ROAD,Columbus,GA,31906,Muscogee,6,7065965582,awinston@hhbh.org,6/24/21
New Beginnings Personal Care Home Columbus,PERSONAL CARE HOME,2711 THOMAS STREET,Columbus,GA,31906,Muscogee,4,7066412992,48hoursturnkey@gmail.com,6/24/21
New Beginnings Personal Care Home Ii Columbus,PERSONAL CARE HOME,639 LAWYERS LANE,Columbus,GA,31906,Muscogee,6,7062431864,bmckn70529@aol.com,6/24/21
New Destiny Personal Care Home,PERSONAL CARE HOME,718 HOPE BAPTIST CHURCH ROAD,Statesboro,GA,30461,Bulloch,4,9125874961,wenyjn68@gmail.com,6/24/21
New Hankook Senior Care Home,PERSONAL CARE HOME,634 CROWN MOUNTAIN DRIVE,Dahlonega,GA,30533,Lumpkin,23,7068670080,simon81choi@gmail.com,6/24/21
New Haven,PERSONAL CARE HOME,615 S. HUTCHINSON AVENUE,Adel,GA,31620,Cook,4,2298967669,newhaven08@windstream.net,6/24/21
New Hope,PERSONAL CARE HOME,209 B ELBERTA RD,Warner Robins,GA,31093,Houston,12,4789293266,jeannebauernami@gmail.com,6/24/21
New Hope Care Home,PERSONAL CARE HOME,1260 HIRAM DAVIS ROAD,Lawrenceville,GA,30045,Gwinnett,6,7709629061,newhopecarehome@yahoo.com,6/24/21
New Hope Personal Home Care,PERSONAL CARE HOME,5215 LAKE CARLTON ROAD,Loganville,GA,30052,Gwinnett,6,6785741418,caroletbr@gmail.com,6/24/21
New Life Personal Care Home,PERSONAL CARE HOME,2570 CHERRYWOOD LN,Marietta,GA,30060,Cobb,6,6784714879,tjer53@yahoo.com,6/24/21
New Way Care Home,PERSONAL CARE HOME,1262 KING ROAD,Riverdale,GA,30296,Clayton,9,7706295883,newwaycarehome@hotmail.com,6/24/21
Nickia'S Care Home,PERSONAL CARE HOME,4503 DORSET DRIVE,Macon,GA,31206,Bibb,4,4782845388,nickiascarehome@yahoo.com,6/24/21
Nina'S Haven Pch,PERSONAL CARE HOME,306 W MANN STREET,Glennville,GA,30427,Tattnall,10,7863704781,kayonti@gmail.com,6/24/21
Nky Housing & Daughters God Trust Ii,PERSONAL CARE HOME,3373 CREEKWOOD DRIVE,Rex,GA,30273,Clayton,6,4046448871,rubynnadi@yahoo.com,6/24/21
North Georgia Assisted Living & Memory Care,ASSISTED LIVING COMMUNITY,181 MEMORY LANE,Dawsonville,GA,30534,Dawson,48,7063441402,azussman@ssmgrp.com,6/24/21
North Spring Assisted Living,PERSONAL CARE HOME,4 NORTH SPRING STREET,Claxton,GA,30417,Evans,24,9127394000,jillgrif@bellsouth.net,6/24/21
Northlake Gardens,ASSISTED LIVING COMMUNITY,1300 MONTREAL ROAD,Tucker,GA,30084,Dekalb,66,7709340034,kgalas@5ssl.com,6/24/21
Northside Villa,PERSONAL CARE HOME,8828 HWY 112 N,Rochelle,GA,31079,Wilcox,24,2293651900,carwebb55@gmail.com,6/24/21
Northstar Place,PERSONAL CARE HOME,3250 QUICK WATER LANDING NW,Kennesaw,GA,30144,Cobb,72,6785746941,projectaid@hansonbridgett.com (or) legalhelp@enlivant.com,6/24/21
Northwoods Retirement Home,PERSONAL CARE HOME,54 NORTHWOODS DRIVE,Dahlonega,GA,30533,Lumpkin,24,7068648469,evergreenterrace@windstream.net,6/24/21
Norwood Christian Care Home,PERSONAL CARE HOME,1793 PARKHILL DRIVE,Decatur,GA,30032,Dekalb,6,4042843400,norwoodcchomeinc@yahoo.com,6/24/21
Nue Beginnings Residence Home,PERSONAL CARE HOME,2542 GREENES LANE,Powder Springs,GA,30127,Cobb,3,6783247833,nuebeginnings@comcast.net,6/24/21
Nurturing Alliance Personal Care Home,PERSONAL CARE HOME,14 FIELDSTONE COURT,Savannah,GA,31419,Chatham,4,9126657234,nurturingallianceoflifepch@gmail.com,6/24/21
Nurturing Love,PERSONAL CARE HOME,704 HOLLY DRIVE,Valdosta,GA,31601,Lowndes,7,2294159148,shannon.perkins53@gmail.com,6/24/21
Oak Bridge Terrace At Lanier Village Estates,ASSISTED LIVING COMMUNITY,3950 VILLAGE VIEW DRIVE,Gainesville,GA,30506,Hall,40,6784503015,ann.bradshaw@actslife.org,6/24/21
Oak Place,PERSONAL CARE HOME,190 OAK STREET,Lawrenceville,GA,30045,Gwinnett,6,7703396576,jennifer.speights@vphealth.org,6/24/21
Oakcreek,PERSONAL CARE HOME,2020 OAKCREEK DRIVE,Lithia Springs,GA,30122,Douglas,3,6789057928,wespeakforourselves@gmail.com,6/24/21
"Oaks - Bethany Assisted Living, The",PERSONAL CARE HOME,1400 NORTHEAST MAIN STREET,Vidalia,GA,30474,Toombs,48,9125389700,mdollander@uhs-pruitt.com,6/24/21
"Oaks - Carrollton Assisted Living, The",ASSISTED LIVING COMMUNITY,921 OLD NEWNAN ROAD,Carrollton,GA,30116,Carroll,42,7708342242,rsmiller@uhs-pruitt.com,6/24/21
"Oaks - Peake, The",PERSONAL CARE HOME,400 FOSTER ROAD,Macon,GA,31210,Bibb,37,4784740025,bhouston@uhs-pruitt.com,6/24/21
"Oaks - Scenic View Assisted Living, The",ASSISTED LIVING COMMUNITY,209 PEACH ORCHARD ROAD,Baldwin,GA,30511,Habersham,38,7067786746,amgoss@uhs-pruitt.com,6/24/21
Oaks Al At Marshes Of Skidaway Island,ASSISTED LIVING COMMUNITY,95 SKIDAWAY ISLAND PARK ROAD,Savannah,GA,31411,Chatham,31,9125985030,/wecquechee@aol.com,6/24/21
Oaks At Ashton Hills,ASSISTED LIVING COMMUNITY,10050 EAGLE DRIVE,Covington,GA,30014,Newton,90,7708864600,kathy@oaksseniorliving.com,6/24/21
Oaks At Braselton,ASSISTED LIVING COMMUNITY,5373 THOMPSON MILL ROAD,Hoschton,GA,30548,Hall,100,7709657003,alex@oaksseniorliving.com,6/24/21
Oaks At Douglasville,ASSISTED LIVING COMMUNITY,4605 TIMBER RIDGE DRIVE,Douglasville,GA,30135,Douglas,90,7709470252,alex@oaksseniorliving.com,6/24/21
"Oaks At Fairmount, The",PERSONAL CARE HOME,2462 HWY 411,Fairmount,GA,30139,Gordon,24,7063372552,brooksjodi25@gmail.com,6/24/21
Oaks At Grove Park,ASSISTED LIVING COMMUNITY,1479 GROVE PARK DRIVE,Columbus,GA,31904,Muscogee,90,7065074460,alex@oaksseniorliving.com,6/24/21
Oaks At Hampton Assisted Living,ASSISTED LIVING COMMUNITY,5610 HAMPTON PARK DRIVE,Cumming,GA,30041,Forsyth,110,6789655700,alex@oaksseniorliving.com,6/24/21
Oaks At Oakland Plantation,ASSISTED LIVING COMMUNITY,166 OAKLAND PARKWAY,Leesburg,GA,31763,Lee,72,2294311050,alex@oakseniorliving.com,6/24/21
Oaks At Pooler,ASSISTED LIVING COMMUNITY,125 SOUTHERN JUNCTION BLVD BLDG 800,Pooler,GA,31322,Chatham,110,9123482360,alex@oaksseniorliving.com,6/24/21
Oaks At Post Road,ASSISTED LIVING COMMUNITY,3875 POST ROAD,Cumming,GA,30040,Forsyth,110,7708862630,alex@oaksseniorliving.com,6/24/21
Oaks At Suwanee Creek,ASSISTED LIVING COMMUNITY,3681 BURNETTE ROAD,Suwanee,GA,30024,Gwinnett,90,4702355300,alex@oaksseniorliving.com,6/24/21
Oaks At Towne Lake,ASSISTED LIVING COMMUNITY,4580 TOWNE LAKE PARKWAY,Woodstock,GA,30189,Cherokee,92,7705922195,alex@oaksseniorliving.com; andrew@oaksseniorliving.com,6/24/21
"Oaks Personal Care Home, The",PERSONAL CARE HOME,777 NURSING HOME ROAD,Marshallville,GA,31057,Macon,12,4789672225,maryflester@gmail.com,6/24/21
Oasis Pch,PERSONAL CARE HOME,1487 PANOLA ROAD,Stone Mountain,GA,30088,Dekalb,6,7706740747,patronsplaceservices@gmail.com,6/24/21
Occeus Holistic Care,PERSONAL CARE HOME,734 ROBIN HOOD DRIVE,Hinesville,GA,31313,Liberty,2,9123327569,kocc1127@yahoo.com,6/24/21
Oconee House Senior Living,PERSONAL CARE HOME,126 PARKS MILL ROAD,Buckhead,GA,30625,Putnam,24,7064851179,adysperera@yahoo.com,6/24/21
Old Lantern Home,PERSONAL CARE HOME,3938 OLD LANTERN DRIVE,Lithonia,GA,30058,Dekalb,4,7709810927,kutinaball@yahoo.com,6/24/21
Olmstead House,PERSONAL CARE HOME,1860 IRWINTON ROAD,Milledgeville,GA,31061,Baldwin,6,4784538539,oconeecbs@windstream.net,6/24/21
Opal'S Personal Care Home #1,PERSONAL CARE HOME,100 OAKRIDGE,Lagrange,GA,30240,Troup,6,7068821081,opals100@charter.net,6/24/21
Orchard At Athens,ASSISTED LIVING COMMUNITY,2750 ATLANTA HWY,Athens,GA,30606,Clarke,110,7065218888,info@orchardseniorliving.com,6/24/21
Orchard At Brookhaven,ASSISTED LIVING COMMUNITY,1634 AFTON LANE NE,Brookhaven,GA,30329,Dekalb,100,4046494454,info@orchardseniorliving.com,6/24/21
"Orchard At Stone Creek, The",ASSISTED LIVING COMMUNITY,4900 TILLMAN CROSSING,Hahira,GA,31632,Lowndes,100,2292512201,fredmcgill@theorchardatstonecreek.com,6/24/21
Orchard Ridge Residences,PERSONAL CARE HOME,986 ORCHARD WAY,Dalton,GA,30721,Whitfield,40,7062595483,mfox@veritasseniorliving.com,6/24/21
"Orchid Manor Pch, The",PERSONAL CARE HOME,312 6TH AVENUE,Albany,GA,31701,Dougherty,6,2294053932,orchidmanor2015@gmail.com,6/24/21
Orchid Personal Care Home,PERSONAL CARE HOME,7661 KAYNE BLVD BLDG C,Columbus,GA,31909,Muscogee,7,7066815149,karismainc@yahoo.com,6/24/21
Orion Star 2 Pch,PERSONAL CARE HOME,3204 CHAMBLEE TUCKER RD,Atlanta,GA,30341,Dekalb,6,6784048594,esahlur@comcast.net,6/24/21
Orion Star Pch,PERSONAL CARE HOME,2530 BALL PARK DRIVE,Tucker,GA,30084,Dekalb,4,6789379629,esahlur@gmail.com,6/24/21
"Ostolaza Residence Pch, The",PERSONAL CARE HOME,1065 CUMBERLAND PL,Evans,GA,30809,Columbia,6,7064968778,ostolazaresidence@yahoo.com,6/24/21
Our Heart Strings,PERSONAL CARE HOME,303 SIMS AVENUE,Augusta,GA,30906,Richmond,6,7065707392,,6/24/21
Our Heart Strings Too,PERSONAL CARE HOME,"303 SIMS AVE, BUILDING B",Augusta,GA,30906,Richmond,6,7069221286,deniseballard39@gmail.com,6/24/21
Our Home Away From Home,PERSONAL CARE HOME,33 MASON DRIVE,Columbus,GA,31903,Muscogee,6,7628211452,prioritycarepch@gmail.com,6/24/21
Our Home Personal Care,PERSONAL CARE HOME,3327 PANOLA ROAD,Lithonia,GA,30038,Dekalb,3,7708994865,ourhomepersonalcare@gmail.com,6/24/21
Outback Care Group I,PERSONAL CARE HOME,6726 BUENA VISTA ROAD,Columbus,GA,31907,Muscogee,6,7628211811,oubackcaregroup@gmail.com,6/24/21
Outback Care Group Ii,PERSONAL CARE HOME,6836 BUENA VISTA RD,Columbus,GA,31907,Muscogee,12,7066106089,outbackcaregroup@gmail.com,6/24/21
Outback Care Group Iii,PERSONAL CARE HOME,6930 BUENA VISTA ROAD,Columbus,GA,31907,Muscogee,6,7628212010,outbackcaregroup@gmail.com,6/24/21
Outback Care Group Iv,PERSONAL CARE HOME,6934 BUENA VISTA ROAD,Columbus,GA,31907,Muscogee,6,7068875141,outbackcaregroup@gmail.com,6/24/21
Outback Care Group V,PERSONAL CARE HOME,762 CORLEY DR,Columbus,GA,31907,Muscogee,4,7066108394,outbackcaregroup@gmail.com,6/24/21
Ov'S Personal Care Home,PERSONAL CARE HOME,4655 NEW CASTLE CIRCLE,Lithonia,GA,30038,Dekalb,6,7703234335,vernatiaperry12@gmail.com,6/24/21
Ov'S Personal Care Home,PERSONAL CARE HOME,"367 IRWIN STREET, NE",Atlanta,GA,30312,Fulton,6,4045230929,,6/24/21
"Overlook At Cedarcrest, The",ASSISTED LIVING COMMUNITY,2351 CEDARCREST ROAD,Acworth,GA,30101,Paulding,72,7707154460,licensing@5ssl.com,6/24/21
"Overlook At Toccoa, The",PERSONAL CARE HOME,45 ROCK QUARRY ROAD,Toccoa,GA,30577,Stephens,20,7068279985,mandysrtn@gmail.com,6/24/21
"Palisades Ii Pch,The",PERSONAL CARE HOME,4712 MEADOWS ROAD,Powder Springs,GA,30127,Cobb,8,4043003809,sgrant13@earthlink.net,6/24/21
Palm Shade Villa Pch,PERSONAL CARE HOME,"175 CROWELL ROAD, N",Covington,GA,30014,Newton,6,7707889844,,6/24/21
Palmer Family Care Home,PERSONAL CARE HOME,4550 JANICE DRIVE,College Park,GA,30337,Fulton,5,4047660620,jessieeasley@bellsouth.net,6/24/21
Palmetto Inn,PERSONAL CARE HOME,1 SAVANNAH SQUARE DRIVE,Savannah,GA,31406,Chatham,46,9129218600,licensing@5ssl.com,6/24/21
Panthersville Group Home,PERSONAL CARE HOME,4050 PANTHERSVILLE ROAD,Ellenwood,GA,30294,Dekalb,5,4042448301,,6/24/21
Paradise Living Pch,PERSONAL CARE HOME,"2571 HIGHWAY 36, EAST",Jackson,GA,30233,Butts,4,7705049350,plpch925@msn.com,6/24/21
Paradise One Personal Care Home,PERSONAL CARE HOME,4088 HODGDON CORNERS DRIVE,Lithonia,GA,30038,Dekalb,3,6788860928,paradiseone1@yahoo.com,6/24/21
Parc At Duluth,PERSONAL CARE HOME,3315 PEACHTREE INDUSTRIAL BLVD,Duluth,GA,30096,Gwinnett,40,7706226880,william.roosa@cnl.com,6/24/21
Parc At Piedmont,PERSONAL CARE HOME,999 HOOD ROAD,Marietta,GA,30068,Cobb,40,7705658828,william.roosa@cnl.com,6/24/21
Passionate Personal Home Care Llc,PERSONAL CARE HOME,2305 BENSON RIDGE,Lithonia,GA,30058,Dekalb,3,4702078615,passionatellc@yahoo.com,6/24/21
Pathways Intentional Memory Care - Riverwood,ASSISTED LIVING COMMUNITY,511 WEST 10TH STREET,Rome,GA,30165,Floyd,30,7062350807,rwright@riverwoodretirement.com,6/24/21
Patron Place Personal Care Home,PERSONAL CARE HOME,1992 SEWING CIRCLE,Lithonia,GA,30058,Dekalb,6,7705731076,patronsplaceservices@gmail.com,6/24/21
Peaceful Hearts Personal Care Home,PERSONAL CARE HOME,5238 L J MARTIN DRIVE,Gainesville,GA,30507,Hall,9,6784289896,peacefulhearts_pch@yahoo.com,6/24/21
Peaceful Living Iii,PERSONAL CARE HOME,2815 DEANS BRIDGE ROAD,Augusta,GA,30906,Richmond,12,7068703432,ebonniap@yahoo.com,6/24/21
Peaceful Manor Retirement Home,PERSONAL CARE HOME,2412 CARDINAL STREET,Albany,GA,31701,Dougherty,16,2294382029,peacefulmanor@yahoo.com,6/24/21
Peaceful Manor South,PERSONAL CARE HOME,"2905 MARTIN LUTHER KING, JR DRIVE",Albany,GA,31701,Dougherty,24,2294961832,peacefulmanor@yahoo.com,6/24/21
Peaceful Restoration,PERSONAL CARE HOME,10639 SANDPIPER RD,Jonesboro,GA,30238,Clayton,3,6789958026,loveandcare17@yahoo.com,6/24/21
Peaceful River Personal Care Home,PERSONAL CARE HOME,757 RUDGATE ROAD,Columbus,GA,31904,Muscogee,6,7066105054,peacefulrivercolumbus@gmail.com,6/24/21
Peach Garden Personal Care Home,PERSONAL CARE HOME,4449 HEAVITREE COURT,Stone Mountain,GA,30083,Dekalb,3,6789730380,hopegardenpersonal care@yahoo.com,6/24/21
Peachtree Care Center,PERSONAL CARE HOME,6133 PETTY STREET,Covington,GA,30014,Newton,8,7707281151,sv@peachtreecarecenter.com,6/24/21
Peachtree Creek Assisted Living Community,ASSISTED LIVING COMMUNITY,4375 BEECH HAVEN TRAIL SE,Atlanta,GA,30339,Cobb,64,7708030100,mlange@seniorlifestyle.com,6/24/21
Peachtree Villa At Suwannee,ASSISTED LIVING COMMUNITY,1475 SATELLITE BOULEVARD,Suwanee,GA,30024,Gwinnett,46,6789904580,kpass@peachtreevillamc.com,6/24/21
"Pearl At Dallas, The",ASSISTED LIVING COMMUNITY,3366 ATLANTA HIGHWAY,Dallas,GA,30132,Paulding,96,4047131936,yolanda.hunter@phonenixsrliving.com,6/24/21
"Pearl At Loganville, The",PERSONAL CARE HOME,690 TOMMY LEE FULLER DRIVE,Loganville,GA,30052,Walton,43,7704662273,drew.williams@phoenixsrliving.com,6/24/21
Pearl'S Promise,PERSONAL CARE HOME,1010 ALLGOOD ROAD,Stone Mountain,GA,30083,Dekalb,3,4048832042,admin@pearlspromise.com,6/24/21
Pebblebrook Memory Care At Park Springs,ASSISTED LIVING COMMUNITY,5610 NEW BERMUDA ROAD,Stone Mountain,GA,30087,Gwinnett,42,6785521766,jschneeberger@parksprings.com,6/24/21
Peniston Personal Care Home,PERSONAL CARE HOME,4680 SUNDRIDGE TRAIL,Fairburn,GA,30213,Fulton,4,6785453934,penistonpch@gmail.com,6/24/21
"People Choice, The",PERSONAL CARE HOME,340 JIM ROWE,Collins,GA,30421,Tattnall,3,9129809227,thepeoplechoice17@gmail.com,6/24/21
People'S First Pch,PERSONAL CARE HOME,2177 TUDOR CASTLE WAY,Decatur,GA,30035,Dekalb,3,7708080708,selia.o.alabi@gmail.com,6/24/21
Peoples Personal Care Home #3,PERSONAL CARE HOME,1933 AND 1947 AUSTIN DRIVE,Decatur,GA,30032,Dekalb,20,4042842083,peoplespch@att.net,6/24/21
Perfect Care,PERSONAL CARE HOME,114 SULLIVAN DRIVE,Americus,GA,31709,Sumter,64,2299285616,g_allegood@yahoo.com,6/24/21
Petal'S 3 Pch,PERSONAL CARE HOME,910 GEORGIAN HILLS DRIVE,Lawrenceville,GA,30045,Gwinnett,5,6786203068,lincolnp_dfs@yahoo.com,6/24/21
Petal'S Personal Care Home,PERSONAL CARE HOME,3371 GLEN SUMMIT LANE,Snellville,GA,30039,Gwinnett,6,7706790837,petalpersonalcarehome@yahoo.com,6/24/21
Petal'S Personal Care Home 2,PERSONAL CARE HOME,713 EAST SPRING STREET,Monroe,GA,30655,Walton,6,6786357228,petalpersonalcarehome@yahoo.com,6/24/21
Petals Personal Care Home,PERSONAL CARE HOME,422 SOUTH BROAD ST,Monroe,GA,30655,Walton,5,7702076515,petalpersonalcarehome@yahoo.com,6/24/21
"Phoenix At Albany, The",PERSONAL CARE HOME,1721 BEATTIE ROAD,Albany,GA,31707,Dougherty,70,2294830325,yolanda.hunter@phoenixsrliving.com,6/24/21
Phoenix At Braselton (The),ASSISTED LIVING COMMUNITY,1929 FRIENDSHIP ROAD,Hoschton,GA,30548,Hall,144,6789403525,sanaa.black@phoenixsrliving.com,6/24/21
"Phoenix At Dunwoody, The",ASSISTED LIVING COMMUNITY,4484 N SHALLOWFORD ROAD,Dunwoody,GA,30338,Dekalb,80,7703502393,yolanda.hunter@phoenixsrliving.com,6/24/21
"Phoenix At James Creek, The",ASSISTED LIVING COMMUNITY,90 RUTH LANE,Cumming,GA,30041,Forsyth,103,6786858940,yolnada.hunter@phoenixsrliving.com,6/24/21
"Phoenix At Johnson Ferry, The",PERSONAL CARE HOME,9 SHERWOOD LANE SE,Marietta,GA,30067,Cobb,66,4079992400,brooke.munson@atriaseniorliving.com,6/24/21
"Phoenix At Lake Joy, The",ASSISTED LIVING COMMUNITY,100 LAKE CROSSING DRIVE,Warner Robins,GA,31088,Houston,102,4782245525,yolanda.hunter@phoenixsrliving.com,6/24/21
"Phoenix At Lake Lanier, The",ASSISTED LIVING COMMUNITY,2601 THOMPSON BRIDGE ROAD,Gainesville,GA,30501,Hall,180,6789711900,yolanda.hunter@phoenixsrliving.com- 678-523-4356,6/24/21
"Phoenix At Milton, The",ASSISTED LIVING COMMUNITY,13943 HIGHWAY 9 NORTH,Milton,GA,30004,Fulton,105,4702386400,alice-jane.tauber@phoenixsrliving.com,6/24/21
"Phoenix At Roswell, The",ASSISTED LIVING COMMUNITY,11725 POINTE PLACE,Roswell,GA,30076,Fulton,60,7705219913,yolanda.hunter@phoenixsrliving.com,6/24/21
"Phoenix At Tucker, The",ASSISTED LIVING COMMUNITY,2060 IDLEWOOD ROAD,Tucker,GA,30084,Dekalb,90,7709385600,frances.woodward@phoenixscliving.com,6/24/21
"Phoenix At Union Hill, The",ASSISTED LIVING COMMUNITY,9651 UNION HILL RD,Canton,GA,30115,Cherokee,144,4706324920,joshua.rochester@phoenixsrliving.com,6/24/21
Phoenix Cove Pch,PERSONAL CARE HOME,3617 PHOENIX COVE,Gainesville,GA,30506,Hall,5,6784528932,carolseay@rocketmail.com,6/24/21
Picture Of Life,PERSONAL CARE HOME,351 S HILL STREET,Toccoa,GA,30577,Stephens,15,7068862540,pictureoflife@windstream.net,6/24/21
"Piedmont At Buckhead, The",ASSISTED LIVING COMMUNITY,650 PHIPPS BLVD,Atlanta,GA,30326,Fulton,40,4044422700,wpeterson@srg-llc.com and tgiubilato@srg-llc.com,6/24/21
Pike Manor,PERSONAL CARE HOME,10642 HIGHWAY 19 NORTH,Zebulon,GA,30295,Pike,24,7705670200,pikemanor19@gmail.com,6/24/21
Pine Knoll Moderate Tng Res,PERSONAL CARE HOME,1 PINE KNOLL,Milledgeville,GA,31061,Baldwin,9,4784457182,oconeecbs@windstram.net,6/24/21
Pine Shadows Retirement Manor,PERSONAL CARE HOME,"202 BRYANT DRIVE,",Sylvester,GA,31791,Worth,24,2297767565,,6/24/21
Pine Shadows Retirement Manor Too,PERSONAL CARE HOME,407 NORTH MCPHAUL STREET,Sylvester,GA,31791,Worth,6,2297770430,,6/24/21
Pinehurst Manor,PERSONAL CARE HOME,801 GENTILLY ROAD,Statesboro,GA,30458,Bulloch,4,9126811194,jdipolito@pinelandcsb.org.,6/24/21
Pineland Personal Care Home,PERSONAL CARE HOME,235 BROXTON HIGHWAY,Hazlehurst,GA,31539,Jeff Davis,15,9123799009,wendywilliams2488@gmail.com,6/24/21
Pineleaf Personal Care Home,PERSONAL CARE HOME,121 SOUTH ELM STREET,Dublin,GA,31027,Laurens,3,4783041473,toshedia@yahoo.com,6/24/21
Pines Personal Care Home,PERSONAL CARE HOME,2121-D MARTIN LUTHER KING JR. DRIVE,Albany,GA,31701,Dougherty,18,2298880683,victmeado@aol.com,6/24/21
Pines Personal Care Home I,PERSONAL CARE HOME,"2121-B MARTIN LUTHER KING, JR. DRIVE",Albany,GA,31701,Dougherty,16,2298781415,victmeado@aol.com,6/24/21
Pines Personal Care Home Iii,PERSONAL CARE HOME,2121-C MARTIN LUTHER KING JR DRIVE,Albany,GA,31701,Dougherty,24,2294462122,victmeado@aol.com,6/24/21
