Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address
MARABLE MANOR II,PERSONAL CARE HOME,303 CHURCH STREET,MONROE,GA,30655,WALTON,6,7702076763,SGRANT13@EARTHLINK.NET
MARANATHA PCH,PERSONAL CARE HOME,4414 REEF ROAD,MARIETTA,GA,30066,COBB,6,7705921371,maranathapch@comcast.net
MARIA'S WARM HOME,PERSONAL CARE HOME,1322 SMOKERISE LN,AUBURN,GA,30011,BARROW,2,6782480307,danymary0717@yahoo.com
MARIANA HOME CARE,PERSONAL CARE HOME,1822 MADRID FALLS ROAD,BRASELTON,GA,30517,GWINNETT,6,6789635279,sterei52@yahoo.com
MARIE'S PERSONAL CARE HOME,PERSONAL CARE HOME,813 OAKLAND AVENUE,ROME,GA,30165,FLOYD,2,7068441803,ladonnag62@gmail.com
MARIE'S PERSONAL HOME CARE,PERSONAL CARE HOME,5205 BUENA VISTA ROAD,COLUMBUS,GA,31907,MUSCOGEE,6,7065617301,brudentp@yahoo.com
MARIE'S SENIOR LIVING,PERSONAL CARE HOME,3212 WRIGHTSBORO ROAD,AUGUSTA,GA,30909,RICHMOND,16,7068147194,marieseniorliving@gmail.com
MARIETA'S MISSION PCH,PERSONAL CARE HOME,4332 WOODHAVEN LANE,OAKWOOD,GA,30566,HALL,3,4045196281,marietaberar@gmail.com
MARISA'S MANOR PERSONAL CARE HOME,PERSONAL CARE HOME,2608 WENATCHEE DRIVE,CANTON PLAZA,GA,30066,COBB,3,7704851000,marisamanor@gmail.com
MARSH'S EDGE,ASSISTED LIVING COMMUNITY,111 RENEGAR WAY,SAINT SIMONS ISLAND,GA,31522,GLYNN,32,9122912000,CMurray@Marshs-Edge.com
MARSHALL PINES ALZHEIMER'S SPECIAL CARE CENTER,ASSISTED LIVING COMMUNITY,743 NORTH BELAIR ROAD,EVANS,GA,30809,COLUMBIA,66,7068699500,Cambria.Burk@sunshineret.com
MARY AND MARTHA'S PCH,PERSONAL CARE HOME,616 MOHAWK STREET,ROSSVILLE,GA,30741,WALKER,24,7068667454,waynemarthadawn@comcast.net
MARY'S HAVEN,PERSONAL CARE HOME,310 S HUTCHINSON AVENUE,ADEL,GA,31620,COOK,12,2298964760,
MARYETTA HILLS PCH,PERSONAL CARE HOME,3589 HWY 441 NORTH,RABUN GAP,GA,30568,RABUN,4,7067463897,maryettahills@windstream.net
MASALON PERSONAL CARE HOME INC,PERSONAL CARE HOME,3952 ROCKBRIDGE ROAD,STONE MOUNTAIN,GA,30083,DEKALB,12,4042576640,liberia18@yahoo.com
MASTERS PERSONAL CARE,PERSONAL CARE HOME,362 CARVER STREET,THOMSON,GA,30824,MCDUFFIE,8,7065956694,tamekabeall@att.net
MATREL'S PERSONAL CARE HOME,PERSONAL CARE HOME,1008 EAST 12TH STREET,WEST POINT,GA,31833,TROUP,6,7066455591,pamela.buckhanon@yahoo.com
MATTIE H MARSHALL MEMORY CARE CENTER,ASSISTED LIVING COMMUNITY,2001 SOUTH LEE STREET,AMERICUS,GA,31709,SUMTER,30,2299315943,dcason@magnoliamanor.com
MAUZY HOUSE,PERSONAL CARE HOME,1029 SPRING GROVE ROAD,JESUP,GA,31545,WAYNE,3,9125881639,mhatcher@swga-easterseals.org
MAYA'S PERSONAL CARE HOME,PERSONAL CARE HOME,321 SOUTH 12TH STREET,GRIFFIN,GA,30223,SPALDING,6,7702272776,maya58@bellsouth.net
MAYFIELD OAKS,PERSONAL CARE HOME,143 MAYFIELD ROAD,ALPHARETTA,GA,30009,FULTON,15,7706676078,"boylejh@gmail.com, helen@mayfieldoaks.com"
MCCLENDON PERSONAL CARE HOME,PERSONAL CARE HOME,3050 JOHNNY LONG RD,NEWTON,GA,39870,BAKER,5,2297349988,donjjm1811@yahoo.com
MCELRATH'S PERSONAL TOUCH CARE HOME,PERSONAL CARE HOME,760 OLD MILLEDGEVILLE RD,THOMSON,GA,30824,MCDUFFIE,6,7622459250,CYNTHIAMCELRATH64@HOTMAIL.COM
MCJO PERSONAL CARE HOME,PERSONAL CARE HOME,990 BRITT DRIVE,MARIETTA,GA,30008,COBB,3,7705753200,sgrant13@earthlink.net
MCKENZIE PERSONAL CARE HOME,PERSONAL CARE HOME,4893 CANDLEWOOD LANE,STONE MOUNTAIN,GA,30088,DEKALB,3,4047071368,manuelmckenzie@hotmail.com
MCKINNEY'S CARE,PERSONAL CARE HOME,213 CHIPPEWA DR,SAVANNAH,GA,31406,CHATHAM,6,9127128078,kash.mckinney@icloud.com
MEADOWS ROAD,PERSONAL CARE HOME,4630 MEADOWS ROAD,POWDER SPRINGS,GA,30127,COBB,4,7709437220,ckerr@cobbcsb.com
MEDLOCK GARDENS SENIOR LIVING,PERSONAL CARE HOME,460 MEDLOCK ROAD,DECATUR,GA,30030,DEKALB,42,4043700460,neke@medlockgardens.com
MELANIE STREET HOUSE,PERSONAL CARE HOME,677 MELANIE STREET,JESUP,GA,31545,WAYNE,4,9125309041,mwilliams@pinelandcsb.org
"MEMORY CENTER ATLANTA , THE",ASSISTED LIVING COMMUNITY,12050 FINDLEY ROAD,JOHNS CREEK,GA,30097,FULTON,96,7704763678,juliet@thememorycenter.com
MERCY PERSONAL CARE HOME,PERSONAL CARE HOME,3630 BRUSHY WOOD DRIVE,LOGANVILLE,GA,30052,GWINNETT,6,6786391428,alicesev@aol.com
MERCY PERSONAL CARE HOME #2,PERSONAL CARE HOME,4114 GRANITE FALLS LANE,LOGANVILLE,GA,30052,GWINNETT,6,4044056972,personaltouchpersonalcarehome
MERRILL GARDENS AT WOODSTOCK,ASSISTED LIVING COMMUNITY,12730 HIGHWAY 92 EAST,WOODSTOCK,GA,30188,CHEROKEE,160,6787188700,gm.woodstock@merrillgardens.com
MERRY'S PERSONAL CARE HOME,PERSONAL CARE HOME,4070 JANICE DRIVE,EAST POINT,GA,30344,FULTON,9,4042090110,merrygorundme2000@yahoo.com
MERRYVALE ASSISTED LIVING,ASSISTED LIVING COMMUNITY,11980 HIGHWAY 142 NORTH,OXFORD,GA,30054,NEWTON,78,7707864688,gmclendon@merryvaleal.com
MG PCH III,PERSONAL CARE HOME,13308 CHESTERFIELD DRIVE,SAVANNAH,GA,31419,CHATHAM,6,9129617650,
"MICHAEL HOUSE PCH LLC, THE",PERSONAL CARE HOME,209 E 12TH AVE,CORDELE,GA,31010,CRISP,6,8507126629,themichaelhousepch@gmail.com
MIKASH AT SHALLOWFORD PCH,PERSONAL CARE HOME,104 SHALLOWFORD ROAD,KENNESAW,GA,30144,COBB,3,4049668218,mikashpchllc@yahoo.com
MIKASH PCH,PERSONAL CARE HOME,4759 BRIARBEND TRACE,STONE MOUNTAIN,GA,30088,DEKALB,3,4702942969,mikashpchllc@yahoo.com
MILE STONE PERSONAL CARE HOME,PERSONAL CARE HOME,206 ANDERSON AVENUE,FORT VALLEY,GA,31030,PEACH,6,4783193158,itsagreenthingdiane@gmail.com
MILLER & SON'S PCH,PERSONAL CARE HOME,136 SALEM CHURCH-MILLER ROAD,GRAY,GA,31032,JONES,14,4789321008,
MILLER HOUSE,PERSONAL CARE HOME,1928 MONTGOMERY CROSSROADS,SAVANNAH,GA,31406,CHATHAM,7,9123494830,
"MILLER MANOR SENIOR CARE HOME, THE",PERSONAL CARE HOME,2690 HIGHWAY 11,MONROE,GA,30656,WALTON,6,6786355615,
MILLY'S HOME CARE,PERSONAL CARE HOME,2787 CLAY ROAD,AUSTELL,GA,30106,COBB,6,6783980924,sainvil52@gmail.com
MILTON SENIOR LIVING,PERSONAL CARE HOME,17210 BIRMINGHAM HIGHWAY,ALPHARETTA,GA,30004,CHEROKEE,9,6784857362,cindy@hembreeseniorcarecenter.com
MIR EMPIRE PCH,PERSONAL CARE HOME,2470 FAIRVIEW ROAD,CONYERS,GA,30013,NEWTON,6,7706799612,ms_monicatripp@yahoo.com
MIRACLE TOUCH PCH,PERSONAL CARE HOME,8099 REVERE DRIVE,MCDONOUGH,GA,30252,HENRY,2,4047174601,sophiabanton@rocketmail.com
MISS FLO'S PERSONAL CARE HOME,PERSONAL CARE HOME,574 ALLGOOD ROAD,MARIETTA,GA,30060,COBB,4,7704291259,frburkedavis@aol.com
MISS WILLIE'S MANOR,PERSONAL CARE HOME,5606 WOODED VALLEY WAY,FLOWERY BRANCH,GA,30542,HALL,5,6788287106,krthomas@laborofloveadultcare.com
MISS WILLIE'S MANOR II,PERSONAL CARE HOME,4711 DEER CROSSING COURT,FLOWERY BRANCH,GA,30542,HALL,5,6786131412,krthomas@laborofloveadultcare.com
MISTY MEADOWS PCH,PERSONAL CARE HOME,3464  WOLF PEN GAP ROAD,SUCHES,GA,30572,UNION,20,7067471005,
MITCHELL'S PERSONAL CARE HOME,PERSONAL CARE HOME,405 LAWTON STREET,ATLANTA,GA,30310,FULTON,15,4047535030,
MOBLEY'S ANGELS PERSONAL CARE,PERSONAL CARE HOME,702 JAMAICA ROAD,SARDIS,GA,30456,BURKE,6,4785699028,evelynparks5@yahoo.com
MOH'S PERSONAL CARE HOME,PERSONAL CARE HOME,4486 PARMALEE PATH,CONLEY,GA,30288,DEKALB,3,4043619631,ANIMARK2014@GMAIL.COM
MONARCH HOUSE,ASSISTED LIVING COMMUNITY,299 BULLSBORO DRIVE SUITE 100,NEWNAN,GA,30263,COWETA,60,6785529867,vic@@monarchhouse.net
MONARCH VILLA AT STOCKBRIDGE,ASSISTED LIVING COMMUNITY,100 MONARCH VILLAGE WAY,STOCKBRIDGE,GA,30281,HENRY,46,7703766753,pmobley@monarchvillamc.com
"MONTCLAIR, THE",PERSONAL CARE HOME,2100 CLAIRMONT LAKE,DECATUR,GA,30033,DEKALB,58,4046338875,cvrajack@yahoo.com
MONTEBELLO HOME CARE,PERSONAL CARE HOME,3410 LAKE CARLTON ROAD,LOGANVILLE,GA,30052,GWINNETT,3,4703754175,sammy@montebellohomecare.net
MOORE PERSONAL CARE HOME,PERSONAL CARE HOME,221 NORTH GREEN,SWAINSBORO,GA,30401,EMANUEL,6,4782370080,michellemoore436@gmail.com
"MORELAND HOUSE, THE",PERSONAL CARE HOME,2670 BANKSTONE DRIVE,MARIETTA,GA,30064,COBB,3,6788519050,
MORELAND PERSONAL CARE HOME,PERSONAL CARE HOME,2670 OWENS AVENUE,MARIETTA,GA,30064,COBB,4,7702221774,
MORGAN HOUSE PCH,PERSONAL CARE HOME,3070 SANDY PLAINS ROAD,MARIETTA,GA,30066,COBB,6,4048394793,ndngsusan@yahoo.com
MORGAN ROAD PCH,PERSONAL CARE HOME,2318 MORGAN ROAD,MARIETTA,GA,30066,COBB,3,7703741094,ndngsusan@yahoo.com
MORNING DOVE PERSONAL CARE HOME,PERSONAL CARE HOME,211 FAIRGROUND ROAD,LEXINGTON,GA,30648,OGLETHORPE,4,7067430892,tershant@hotmail.com
MORNING GLORY,PERSONAL CARE HOME,55 JAKE LEWIS DRIVE,MCDONOUGH,GA,30252,HENRY,3,6782517993,
MORNING POINT OF CALHOUN,ASSISTED LIVING COMMUNITY,660 JOLLY ROAD NW,CALHOUN,GA,30701,GORDON,71,7066290777,Calhoun-ed@morningpointe.com
MORNINGSIDE OF ALPHARETTA,PERSONAL CARE HOME,253 NORTH MAIN STREET,ALPHARETTA,GA,30009,FULTON,89,7704109169,rdoyle@snhreit.com
MORNINGSIDE OF ATHENS,PERSONAL CARE HOME,1291 CEDAR SHOALS DRIVE,ATHENS,GA,30605,CLARKE,50,7062270919,
MORNINGSIDE OF COLUMBUS,ASSISTED LIVING COMMUNITY,4500 SOUTH STADIUM DRIVE,COLUMBUS,GA,31909,MUSCOGEE,50,7065615560,ginny.d.mann@gmail.com
MORNINGSIDE OF CONYERS,ASSISTED LIVING COMMUNITY,1352 WELLBROOK CIRCLE NE,CONYERS,GA,30012,ROCKDALE,70,7709221654,nhall4@5ssl.com
MORNINGSIDE OF DALTON,ASSISTED LIVING COMMUNITY,2470 DUG GAP ROAD,DALTON,GA,30720,WHITFIELD,48,7062779695,
MORNINGSIDE OF EVANS,ASSISTED LIVING COMMUNITY,353 NORTH BELAIR ROAD,EVANS,GA,30809,COLUMBIA,52,7062284709,
MORNINGSIDE OF GAINESVILLE,ASSISTED LIVING COMMUNITY,2435 LIMESTONE PARKWAY,GAINESVILLE,GA,30501,HALL,45,7705316100,licensing@5ssl.com
MORNINGSIDE OF MACON,ASSISTED LIVING COMMUNITY,6191 PEAKE ROAD,MACON,GA,31220,BIBB,54,4784776911,
MORNINGSIDE OF SAVANNAH,ASSISTED LIVING COMMUNITY,7410 SKIDAWAY ROAD,SAVANNAH,GA,31406,CHATHAM,89,7709340034,dBendor@5ssl.com
MORRIS PCH #3,PERSONAL CARE HOME,5018 KENNEDY STREET,COLUMBUS,GA,31907,MUSCOGEE,6,7066825968,richardaverett@gmail.com
MORRIS' PERSONAL CARE HOME #1,PERSONAL CARE HOME,1103 BEDFORD AVENUE,COLUMBUS,GA,31907,MUSCOGEE,6,7066873444,
MORRIS' PERSONAL CARE HOME #2,PERSONAL CARE HOME,4547 MOLINE AVE,COLUMBUS,GA,31907,MUSCOGEE,6,7625247615,kjholloway31@gmail.com
MOSEBY PERSONAL CARE HOME,PERSONAL CARE HOME,1806 CLAYSTONE WAY,HEPHZIBAH,GA,30815,RICHMOND,6,7068103159,soulfood889@comcast.net
MOSLEY MANOR PCH,PERSONAL CARE HOME,3774 NEWINGTON HIGHWAY,SYLVANIA,GA,30467,SCREVEN,6,9128293315,tmosley2586@gmail.com
MOSSY OAK,PERSONAL CARE HOME,1150 RIVER RD,JESUP,GA,31546,WAYNE,19,9122946927,MPHILLIPS@HARBORVIEWHS.COM
MOULTRIE MR APT 3- NORTHGATE,PERSONAL CARE HOME,"1515 4TH AVENUE,NE APT N2",MOULTRIE,GA,31768,COLQUITT,3,2298907333,thampton@georgiapines.net
MOUNT CARMEL ASSISTED LIVING,ASSISTED LIVING COMMUNITY,3084 MT CARMEL ROAD,HAMPTON,GA,30228,HENRY,45,7709463376,mtcarmelpersonalcare@gmail.com
MOUNTAIN BREEZE PCH,PERSONAL CARE HOME,167 HABERSHAM LANDING DRIVE,DEMOREST,GA,30535,HABERSHAM,4,7067784602,
MOUNTAIN VIEW PCH,PERSONAL CARE HOME,3675 KENSINGTON ROAD,DECATUR,GA,30032,DEKALB,35,4045087593,mvpch_executivedirector@yahoo.com
MS JO'S PERSONAL CARE HOME,PERSONAL CARE HOME,601 MCDONALD STREET,WAYCROSS,GA,31503,WARE,6,9122838587,msjopch@yahoo.com
MSP PERSONAL CARE HOME,PERSONAL CARE HOME,4020 CAMPBELL STREET,SAVANNAH,GA,31405,CHATHAM,6,9122579346,shanita.pond@comcast.net
MT PLEASANT ALTERNATIVE CARE,PERSONAL CARE HOME,311 JOHNSON AVENUE,THOMSON,GA,30824,MCDUFFIE,17,7065958537,jrbfutures@gmail.com
MULBERRY GROVE,PERSONAL CARE HOME,343 PRICE STREET,STATHAM,GA,30666,BARROW,46,7707256978,mulgrove123@aol.com
MURIEL'S HAND PERSONAL CARE HOME,PERSONAL CARE HOME,5575 SALEM ROAD,LITHONIA,GA,30038,DEKALB,3,4048846167,murielshandpch@yahoo.com
MY HOUSE (2) COMMUNITY CARE FACILITY,PERSONAL CARE HOME,2836 RAVENWOOD DRIVE,SNELLVILLE,GA,30078,GWINNETT,6,7709790225,
MY SERENITY PERSONAL CARE HOME,PERSONAL CARE HOME,835 PINE RIDGE DRIVE,RIVERDALE,GA,30274,CLAYTON,3,6788846450,shonaJ618@hotmail.com
NANCY GRACE HOME,PERSONAL CARE HOME,3716 AGAPE VILLAGE ROAD,MACON,GA,31210,BIBB,4,4784056852,ehardinwaits@wesleyglen.org
NANCY HALL'S PCH OF EVANS,PERSONAL CARE HOME,4528 HEREFORD FARM ROAD,EVANS,GA,30809,COLUMBIA,11,7066507642,nancyhall1951@yahoo.com
NATIONAL RESIDENTIAL HOME SERVICES,PERSONAL CARE HOME,1085 WALNUT CREEK LANE,JONESBORO,GA,30238,CLAYTON,4,6788845149,nathealthunlim@gmail.com
NATURAL PASSION FOR CARING (A),PERSONAL CARE HOME,1419 DULWICH COURT,LAWRENCEVILLE,GA,30043,GWINNETT,3,7706964203,mjordan1419@comcast.net
NEISH RESIDENCY AT ROCKING CHAIR LANE,PERSONAL CARE HOME,4237 ROCKING CHAIR LANE,ST MOUNTAIN,GA,30083,DEKALB,3,6783331345,paluyi15@gmail.com
NELSON'S PERSONAL CARE HOME,PERSONAL CARE HOME,3615 HOLBROOK CAMPGROUND ROAD,ALPHARETTA,GA,30004,CHEROKEE,6,7708649818,nelsonpersonalcare@gmail.com
NEVER ALONE PERSONAL CARE HOME,PERSONAL CARE HOME,4013 BELAIR ROAD,AUGUSTA,GA,30909,RICHMOND,6,7069559082,neveralone0903@gmail.com
NEW BEGINNINGS I,PERSONAL CARE HOME,4067 STEAM MILL ROAD,COLUMBUS,GA,31906,MUSCOGEE,6,7065965582,awinston@hhbh.org
NEW BEGINNINGS PERSONAL CARE HOME COLUMBUS,PERSONAL CARE HOME,2711 THOMAS STREET,COLUMBUS,GA,31906,MUSCOGEE,4,7066412992,48hoursturnkey@gmail.com
NEW BEGINNINGS PERSONAL CARE HOME II COLUMBUS,PERSONAL CARE HOME,639 LAWYERS LANE,COLUMBUS,GA,31906,MUSCOGEE,6,7062431864,bmckn70529@aol.com
NEW DESTINY PERSONAL CARE HOME,PERSONAL CARE HOME,718 HOPE BAPTIST CHURCH ROAD,STATESBORO,GA,30461,BULLOCH,4,9125874961,wenyjn68@gmail.com
NEW HANKOOK SENIOR CARE HOME,PERSONAL CARE HOME,634 CROWN MOUNTAIN DRIVE,DAHLONEGA,GA,30533,LUMPKIN,23,7068670080,simon81choi@gmail.com
NEW HAVEN,PERSONAL CARE HOME,615 S. HUTCHINSON AVENUE,ADEL,GA,31620,COOK,4,2298967669,newhaven08@windstream.net
NEW HOPE,PERSONAL CARE HOME,209 B ELBERTA RD,WARNER ROBINS,GA,31093,HOUSTON,12,4789293266,jeannebauernami@gmail.com
NEW HOPE CARE HOME,PERSONAL CARE HOME,1260 HIRAM DAVIS ROAD,LAWRENCEVILLE,GA,30045,GWINNETT,6,7709629061,newhopecarehome@yahoo.com
NEW HOPE CARE HOME,PERSONAL CARE HOME,1260 HIRAM DAVIS ROAD,LAWRENCEVILLE,GA,30045,GWINNETT,6,7702375018,newhopecarehome2@yahoo.com
NEW HOPE PERSONAL HOME CARE,PERSONAL CARE HOME,5215 LAKE CARLTON ROAD,LOGANVILLE,GA,30052,GWINNETT,6,6785741418,caroletbr@gmail.com
NEW LIFE PERSONAL CARE HOME,PERSONAL CARE HOME,2570 CHERRYWOOD LN,MARIETTA,GA,30060,COBB,6,6784714879,tjer53@yahoo.com
NEW WAY CARE HOME,PERSONAL CARE HOME,1262 KING ROAD,RIVERDALE,GA,30296,CLAYTON,9,7706295883,newwaycarehome@hotmail.com
NICKIA'S CARE HOME,PERSONAL CARE HOME,4503 DORSET DRIVE,MACON,GA,31206,BIBB,4,4782845388,Nickiascarehome@yahoo.com
NINA'S HAVEN PCH,PERSONAL CARE HOME,306 W MANN STREET,GLENNVILLE,GA,30427,TATTNALL,10,7863704781,kayonti@gmail.com
NKY HOUSING & DAUGHTERS GOD TRUST II,PERSONAL CARE HOME,3373 CREEKWOOD DRIVE,REX,GA,30273,CLAYTON,6,4046448871,rubynnadi@yahoo.com
NORTH GEORGIA ASSISTED LIVING & MEMORY CARE,ASSISTED LIVING COMMUNITY,181 MEMORY LANE,DAWSONVILLE,GA,30534,DAWSON,48,7063441402,azussman@ssmgrp.com
NORTH SPRING ASSISTED LIVING,PERSONAL CARE HOME,4 NORTH SPRING STREET,CLAXTON,GA,30417,EVANS,24,9127394000,jillgrif@bellsouth.net
NORTHLAKE GARDENS,ASSISTED LIVING COMMUNITY,1300 MONTREAL ROAD,TUCKER,GA,30084,DEKALB,66,7709340034,kgalas@5ssl.com
NORTHSIDE VILLA,PERSONAL CARE HOME,8828 HWY 112 N,ROCHELLE,GA,31079,WILCOX,24,2293651900,carwebb55@gmail.com
NORTHSTAR PLACE,PERSONAL CARE HOME,3250 QUICK WATER LANDING NW,KENNESAW,GA,30144,COBB,72,6785746941,projectaid@hansonbridgett.com (or) legalhelp@enlivant.com
NORTHWOODS RETIREMENT HOME,PERSONAL CARE HOME,54 NORTHWOODS DRIVE,DAHLONEGA,GA,30533,LUMPKIN,24,7068648469,evergreenterrace@windstream.net
NORWOOD CHRISTIAN CARE HOME,PERSONAL CARE HOME,1793 PARKHILL DRIVE,DECATUR,GA,30032,DEKALB,6,4042843400,norwoodcchomeinc@yahoo.com
NUE BEGINNINGS RESIDENCE HOME,PERSONAL CARE HOME,2542 GREENES LANE,POWDER SPRINGS,GA,30127,COBB,3,6783247833,nuebeginnings@comcast.net
NURTURING ALLIANCE PERSONAL CARE HOME,PERSONAL CARE HOME,14 FIELDSTONE COURT,SAVANNAH,GA,31419,CHATHAM,4,9126657234,nurturingallianceoflifepch@gmail.com
NURTURING LOVE,PERSONAL CARE HOME,704 HOLLY DRIVE,VALDOSTA,GA,31601,LOWNDES,7,2294159148,shannon.perkins53@gmail.com
OAK BRIDGE TERRACE AT LANIER VILLAGE ESTATES,ASSISTED LIVING COMMUNITY,3950 VILLAGE VIEW DRIVE,GAINESVILLE,GA,30506,HALL,40,6784503015,ann.bradshaw@actslife.org
OAK PLACE,PERSONAL CARE HOME,190 OAK STREET,LAWRENCEVILLE,GA,30045,GWINNETT,6,7703396576,jennifer.speights@vphealth.org
OAKCREEK,PERSONAL CARE HOME,2020 OAKCREEK DRIVE,LITHIA SPRINGS,GA,30122,DOUGLAS,3,6789057928,wespeakforourselves@gmail.com
"OAKS - BETHANY ASSISTED LIVING, THE",PERSONAL CARE HOME,1400 NORTHEAST MAIN STREET,VIDALIA,GA,30474,TOOMBS,48,9125389700,mdollander@uhs-pruitt.com
"OAKS - CARROLLTON ASSISTED LIVING, THE",ASSISTED LIVING COMMUNITY,921 OLD NEWNAN ROAD,CARROLLTON,GA,30116,CARROLL,42,7708342242,rsmiller@uhs-pruitt.com
"OAKS - PEAKE, THE",PERSONAL CARE HOME,400 FOSTER ROAD,MACON,GA,31210,BIBB,37,4784740025,bhouston@uhs-pruitt.com
"OAKS - SCENIC VIEW ASSISTED LIVING, THE",ASSISTED LIVING COMMUNITY,209 PEACH ORCHARD ROAD,BALDWIN,GA,30511,HABERSHAM,38,7067786746,amgoss@uhs-pruitt.com
OAKS AL AT MARSHES OF SKIDAWAY ISLAND,ASSISTED LIVING COMMUNITY,95 SKIDAWAY ISLAND PARK ROAD,SAVANNAH,GA,31411,CHATHAM,31,9125985030,/wecquechee@aol.com
OAKS AT ASHTON HILLS,ASSISTED LIVING COMMUNITY,10050 EAGLE DRIVE,COVINGTON,GA,30014,NEWTON,90,7708864600,Kathy@oaksseniorliving.com
OAKS AT BRASELTON,ASSISTED LIVING COMMUNITY,5373 THOMPSON MILL ROAD,HOSCHTON,GA,30548,HALL,100,7709657003,alex@oaksseniorliving.com
OAKS AT DOUGLASVILLE,ASSISTED LIVING COMMUNITY,4605 TIMBER RIDGE DRIVE,DOUGLASVILLE,GA,30135,DOUGLAS,90,7709470252,alex@oaksseniorliving.com
"OAKS AT FAIRMOUNT, THE",PERSONAL CARE HOME,2462 HWY 411,FAIRMOUNT,GA,30139,GORDON,24,7063372552,brooksjodi25@gmail.com
OAKS AT GROVE PARK,ASSISTED LIVING COMMUNITY,1479 GROVE PARK DRIVE,COLUMBUS,GA,31904,MUSCOGEE,90,7065074460,alex@oaksseniorliving.com
OAKS AT HAMPTON ASSISTED LIVING,ASSISTED LIVING COMMUNITY,5610 HAMPTON PARK DRIVE,CUMMING,GA,30041,FORSYTH,110,6789655700,alex@oaksseniorliving.com
OAKS AT OAKLAND PLANTATION,ASSISTED LIVING COMMUNITY,166 OAKLAND PARKWAY,LEESBURG,GA,31763,LEE,72,2294311050,alex@oakseniorliving.com
OAKS AT POOLER,ASSISTED LIVING COMMUNITY,125 SOUTHERN JUNCTION BLVD BLDG 800,POOLER,GA,31322,CHATHAM,110,9123482360,alex@oaksseniorliving.com
OAKS AT POST ROAD,ASSISTED LIVING COMMUNITY,3875 POST ROAD,CUMMING,GA,30040,FORSYTH,110,7708862630,alex@oaksseniorliving.com
OAKS AT SUWANEE CREEK,ASSISTED LIVING COMMUNITY,3681 BURNETTE ROAD,SUWANEE,GA,30024,GWINNETT,90,4702355300,alex@oaksseniorliving.com
OAKS AT TOWNE LAKE,ASSISTED LIVING COMMUNITY,4580 TOWNE LAKE PARKWAY,WOODSTOCK,GA,30189,CHEROKEE,92,7705922195,alex@oaksseniorliving.com; andrew@oaksseniorliving.com
"OAKS PERSONAL CARE HOME, THE",PERSONAL CARE HOME,777 NURSING HOME ROAD,MARSHALLVILLE,GA,31057,MACON,12,4789672225,maryflester@gmail.com
OASIS PCH,PERSONAL CARE HOME,1487 PANOLA ROAD,STONE MOUNTAIN,GA,30088,DEKALB,6,7706740747,patronsplaceservices@gmail.com
OCCEUS HOLISTIC CARE,PERSONAL CARE HOME,734 ROBIN HOOD DRIVE,HINESVILLE,GA,31313,LIBERTY,2,9123327569,kocc1127@yahoo.com
OCONEE HOUSE SENIOR LIVING,PERSONAL CARE HOME,126 PARKS MILL ROAD,BUCKHEAD,GA,30625,PUTNAM,24,7064851179,adysperera@yahoo.com
OLD LANTERN HOME,PERSONAL CARE HOME,3938 OLD LANTERN DRIVE,LITHONIA,GA,30058,DEKALB,4,7709810927,kutinaball@yahoo.com
OLMSTEAD HOUSE,PERSONAL CARE HOME,1860 IRWINTON ROAD,MILLEDGEVILLE,GA,31061,BALDWIN,6,4784538539,oconeecbs@windstream.net
OPAL'S PERSONAL CARE HOME #1,PERSONAL CARE HOME,100 OAKRIDGE,LAGRANGE,GA,30240,TROUP,6,7068821081,opals100@charter.net
ORCHARD AT ATHENS,ASSISTED LIVING COMMUNITY,2750 ATLANTA HWY,ATHENS,GA,30606,CLARKE,110,7065218888,INFO@ORCHARDSENIORLIVING.COM
ORCHARD AT BROOKHAVEN,ASSISTED LIVING COMMUNITY,1634 AFTON LANE NE,BROOKHAVEN,GA,30329,DEKALB,100,4046494454,info@orchardseniorliving.com
"ORCHARD AT STONE CREEK, THE",ASSISTED LIVING COMMUNITY,4900 TILLMAN CROSSING,HAHIRA,GA,31632,LOWNDES,100,2292512201,fredmcgill@theorchardatstonecreek.com
ORCHARD RIDGE RESIDENCES,PERSONAL CARE HOME,986 ORCHARD WAY,DALTON,GA,30721,WHITFIELD,40,7062595483,mfox@veritasseniorliving.com
"ORCHID MANOR PCH, THE",PERSONAL CARE HOME,312 6TH AVENUE,ALBANY,GA,31701,DOUGHERTY,6,2294053932,orchidmanor2015@gmail.com
ORCHID PERSONAL CARE HOME,PERSONAL CARE HOME,7661 KAYNE BLVD BLDG C,COLUMBUS,GA,31909,MUSCOGEE,7,7066815149,karismainc@yahoo.com
ORION STAR 2 PCH,PERSONAL CARE HOME,3204 CHAMBLEE TUCKER RD,ATLANTA,GA,30341,DEKALB,6,6784048594,esahlur@comcast.net
ORION STAR PCH,PERSONAL CARE HOME,2530 BALL PARK DRIVE,TUCKER,GA,30084,DEKALB,4,6789379629,esahlur@gmail.com
"OSTOLAZA RESIDENCE PCH, THE",PERSONAL CARE HOME,1065 CUMBERLAND PL,EVANS,GA,30809,COLUMBIA,6,7064968778,ostolazaresidence@yahoo.com
OUR HEART STRINGS,PERSONAL CARE HOME,303 SIMS AVENUE,AUGUSTA,GA,30906,RICHMOND,6,7065707392,
OUR HEART STRINGS TOO,PERSONAL CARE HOME,"303 SIMS AVE, BUILDING B",AUGUSTA,GA,30906,RICHMOND,6,7069221286,deniseballard39@gmail.com
