HFR Facility Finder,,,,,,,,,,,,
 ,Name,Facility Type,Address,City,State,Zip,County,Bed Capacity,Telephone,Effective Date of License,Administrator,Email
,NATIONAL RESIDENTIAL HOME SERVICES,PERSONAL CARE HOME,1085 WALNUT CREEK LANE,JONESBORO,GA,30238,CLAYTON,4,6788845149,06/10/2016,Ms MARVET WINT,nathealthunlim@gmail.com
,NATURAL PASSION FOR CARING (A),PERSONAL CARE HOME,1419 DULWICH COURT,LAWRENCEVILLE,GA,30043,GWINNETT,3,7706964203,10/14/2010,Ms MISTY JORDAN,mjordan1419@comcast.net
,NEISH RESIDENCY AT ROCKING CHAIR LANE,PERSONAL CARE HOME,4237 ROCKING CHAIR LANE,ST MOUNTAIN,GA,30083,DEKALB,3,6783331345,07/01/2019,Ms PRECIOUS ALUYI,paluyi15@gmail.com
,NELSON'S PERSONAL CARE HOME,PERSONAL CARE HOME,3615 HOLBROOK CAMPGROUND ROAD,ALPHARETTA,GA,30004,CHEROKEE,6,7708649818,07/16/2014,Ms CLAUDIA ROGER,nelsonpersonalcare@gmail.com
,NEVER ALONE PERSONAL CARE HOME,PERSONAL CARE HOME,4013 BELAIR ROAD,AUGUSTA,GA,30909,RICHMOND,6,7069559082,05/30/2019,Ms LASHANA WASHINGTON,neveralone0903@gmail.com
,NEW BEGINNINGS I,PERSONAL CARE HOME,4067 STEAM MILL ROAD,COLUMBUS,GA,31906,MUSCOGEE,6,7065965582,10/14/2016,,awinston@hhbh.org
,NEW BEGINNINGS PERSONAL CARE HOME COLUMBUS,PERSONAL CARE HOME,2711 THOMAS STREET,COLUMBUS,GA,31906,MUSCOGEE,4,7066412992,08/30/2016,Mr. JOHNNY SUMMERS,48hoursturnkey@gmail.com
,NEW BEGINNINGS PERSONAL CARE HOME II COLUMBUS,PERSONAL CARE HOME,639 LAWYERS LANE,COLUMBUS,GA,31906,MUSCOGEE,6,7062431864,08/30/2018,Mr JOHNNY SUMMERS,bmckn70529@aol.com
,NEW DESTINY PERSONAL CARE HOME,PERSONAL CARE HOME,718 HOPE BAPTIST CHURCH ROAD,STATESBORO,GA,30461,BULLOCH,4,9125874961,02/12/2016,Ms WENDY SHERRIFF,wenyjn68@gmail.com
,NEW HANKOOK SENIOR CARE HOME,PERSONAL CARE HOME,634 CROWN MOUNTAIN DRIVE,DAHLONEGA,GA,30533,LUMPKIN,23,7068670080,12/11/2019,Ms WOOK HWANG,simon81choi@gmail.com
,NEW HAVEN,PERSONAL CARE HOME,615 S. HUTCHINSON AVENUE,ADEL,GA,31620,COOK,4,2298967669,06/29/2017,Mr MICHAEL SANDERS,newhaven08@windstream.net
,NEW HOPE,PERSONAL CARE HOME,209 B ELBERTA RD,WARNER ROBINS,GA,31093,HOUSTON,12,4789293266,08/25/2014,,jeannebauernami@gmail.com
,NEW HOPE CARE HOME,PERSONAL CARE HOME,1260 HIRAM DAVIS ROAD,LAWRENCEVILLE,GA,30045,GWINNETT,6,7709629061,04/16/2009,Ms DORIS ASARE,newhopecarehome@yahoo.com
,NEW HOPE CARE HOME,PERSONAL CARE HOME,1260 HIRAM DAVIS ROAD,LAWRENCEVILLE,GA,30045,GWINNETT,6,7702375018,11/13/2020,Mr KOFI ASARE,newhopecarehome2@yahoo.com
,NEW HOPE PERSONAL HOME CARE,PERSONAL CARE HOME,5215 LAKE CARLTON ROAD,LOGANVILLE,GA,30052,GWINNETT,6,6785741418,12/16/2020,Ms CAROLE VALENTIN,caroletbr@gmail.com
,NEW LIFE PERSONAL CARE HOME,PERSONAL CARE HOME,2570 CHERRYWOOD LN,MARIETTA,GA,30060,COBB,6,6784714879,11/17/2017,,tjer53@yahoo.com
,NEW WAY CARE HOME,PERSONAL CARE HOME,1262 KING ROAD,RIVERDALE,GA,30296,CLAYTON,9,7706295883,02/27/2014,Ms SHIRLEY COOK,newwaycarehome@hotmail.com
,NICKIA'S CARE HOME,PERSONAL CARE HOME,4503 DORSET DRIVE,MACON,GA,31206,BIBB,4,4782845388,06/04/2021,Ms NICKIA RIGBY,Nickiascarehome@yahoo.com
,NINA'S HAVEN PCH,PERSONAL CARE HOME,306 W MANN STREET,GLENNVILLE,GA,30427,TATTNALL,10,7863704781,06/01/2020,Mr ANTHONY GAYLE,kayonti@gmail.com
,NKY HOUSING & DAUGHTERS GOD TRUST II,PERSONAL CARE HOME,3373 CREEKWOOD DRIVE,REX,GA,30273,CLAYTON,6,4046448871,11/20/2019,Ms DARLENE CHIKEZIE,rubynnadi@yahoo.com
,NORTH GEORGIA ASSISTED LIVING & MEMORY CARE,ASSISTED LIVING COMMUNITY,181 MEMORY LANE,DAWSONVILLE,GA,30534,DAWSON,48,7063441402,03/22/2019,Ms PATRICIA BETLEJEWSKI,azussman@ssmgrp.com
,NORTH SPRING ASSISTED LIVING,PERSONAL CARE HOME,4 NORTH SPRING STREET,CLAXTON,GA,30417,EVANS,24,9127394000,03/11/2003,Ms JILL GRIFFIN,jillgrif@bellsouth.net
,NORTHLAKE GARDENS,ASSISTED LIVING COMMUNITY,1300 MONTREAL ROAD,TUCKER,GA,30084,DEKALB,66,7709340034,01/01/2020,,kgalas@5ssl.com
,NORTHSIDE VILLA,PERSONAL CARE HOME,8828 HWY 112 N,ROCHELLE,GA,31079,WILCOX,24,2293651900,02/08/2017,Ms REBEKKA LUTHER,carwebb55@gmail.com
,NORTHSTAR PLACE,PERSONAL CARE HOME,3250 QUICK WATER LANDING NW,KENNESAW,GA,30144,COBB,72,6785746941,04/17/2014,Ms PAULETTE BROCK,projectaid@hansonbridgett.com (or) legalhelp@enlivant.com
,NORTHWOODS RETIREMENT HOME,PERSONAL CARE HOME,54 NORTHWOODS DRIVE,DAHLONEGA,GA,30533,LUMPKIN,24,7068648469,10/27/2004,Mr CLAUDE GILSTRAP,evergreenterrace@windstream.net
,NORWOOD CHRISTIAN CARE HOME,PERSONAL CARE HOME,1793 PARKHILL DRIVE,DECATUR,GA,30032,DEKALB,6,4042843400,09/17/2003,Ms EMMA NORWOOD,norwoodcchomeinc@yahoo.com
,NUE BEGINNINGS RESIDENCE HOME,PERSONAL CARE HOME,2542 GREENES LANE,POWDER SPRINGS,GA,30127,COBB,3,6783247833,09/30/2009,Mrs SONYA CRAIG,nuebeginnings@comcast.net
,NURTURING ALLIANCE PERSONAL CARE HOME,PERSONAL CARE HOME,14 FIELDSTONE COURT,SAVANNAH,GA,31419,CHATHAM,4,9126657234,07/10/2017,Ms DANIELLE ANDERSON,nurturingallianceoflifepch@gmail.com
,NURTURING LOVE,PERSONAL CARE HOME,704 HOLLY DRIVE,VALDOSTA,GA,31601,LOWNDES,7,2294159148,10/08/2020,Ms SHANNON PERKINS,shannon.perkins53@gmail.com
,OAK BRIDGE TERRACE AT LANIER VILLAGE ESTATES,ASSISTED LIVING COMMUNITY,3950 VILLAGE VIEW DRIVE,GAINESVILLE,GA,30506,HALL,40,6784503015,05/07/2014,Ms ELIZABETH MARTIN,ann.bradshaw@actslife.org
,OAK PLACE,PERSONAL CARE HOME,190 OAK STREET,LAWRENCEVILLE,GA,30045,GWINNETT,6,7703396576,10/29/2012,,jennifer.speights@vphealth.org
,OAKCREEK,PERSONAL CARE HOME,2020 OAKCREEK DRIVE,LITHIA SPRINGS,GA,30122,DOUGLAS,3,6789057928,01/12/2015,Ms SYLVIA BAKER,wespeakforourselves@gmail.com
,"OAKS - BETHANY ASSISTED LIVING, THE",PERSONAL CARE HOME,1400 NORTHEAST MAIN STREET,VIDALIA,GA,30474,TOOMBS,48,9125389700,01/31/2014,Mr MARK FINDLEY,mdollander@uhs-pruitt.com
,"OAKS - CARROLLTON ASSISTED LIVING, THE",ASSISTED LIVING COMMUNITY,921 OLD NEWNAN ROAD,CARROLLTON,GA,30116,CARROLL,42,7708342242,01/31/2014,Ms RITA MILLER,rsmiller@uhs-pruitt.com
,"OAKS - PEAKE, THE",PERSONAL CARE HOME,400 FOSTER ROAD,MACON,GA,31210,BIBB,37,4784740025,04/26/2018,,bhouston@uhs-pruitt.com
,"OAKS - SCENIC VIEW ASSISTED LIVING, THE",ASSISTED LIVING COMMUNITY,209 PEACH ORCHARD ROAD,BALDWIN,GA,30511,HABERSHAM,38,7067786746,01/31/2014,,amgoss@uhs-pruitt.com
,OAKS AL AT MARSHES OF SKIDAWAY ISLAND,ASSISTED LIVING COMMUNITY,95 SKIDAWAY ISLAND PARK ROAD,SAVANNAH,GA,31411,CHATHAM,31,9125985030,09/12/2013,Ms HEATHER KJELSTAD,/wecquechee@aol.com
,OAKS AT ASHTON HILLS,ASSISTED LIVING COMMUNITY,10050 EAGLE DRIVE,COVINGTON,GA,30014,NEWTON,90,7708864600,09/04/2018,Ms KATHY HOPE,Kathy@oaksseniorliving.com
,OAKS AT BRASELTON,ASSISTED LIVING COMMUNITY,5373 THOMPSON MILL ROAD,HOSCHTON,GA,30548,HALL,100,7709657003,12/10/2014,Ms. SAMANTHA LEE,alex@oaksseniorliving.com
,OAKS AT DOUGLASVILLE,ASSISTED LIVING COMMUNITY,4605 TIMBER RIDGE DRIVE,DOUGLASVILLE,GA,30135,DOUGLAS,90,7709470252,01/08/2020,Ms EVANGELIN WILSON,alex@oaksseniorliving.com
,"OAKS AT FAIRMOUNT, THE",PERSONAL CARE HOME,2462 HWY 411,FAIRMOUNT,GA,30139,GORDON,24,7063372552,09/04/2014,Ms JODI BROOKS,brooksjodi25@gmail.com
,OAKS AT GROVE PARK,ASSISTED LIVING COMMUNITY,1479 GROVE PARK DRIVE,COLUMBUS,GA,31904,MUSCOGEE,90,7065074460,05/22/2019,Ms CHRISTINA VOGLER,alex@oaksseniorliving.com
,OAKS AT HAMPTON ASSISTED LIVING,ASSISTED LIVING COMMUNITY,5610 HAMPTON PARK DRIVE,CUMMING,GA,30041,FORSYTH,110,6789655700,02/26/2014,Ms GAIL LANCASTER,alex@oaksseniorliving.com
,OAKS AT OAKLAND PLANTATION,ASSISTED LIVING COMMUNITY,166 OAKLAND PARKWAY,LEESBURG,GA,31763,LEE,72,2294311050,07/31/2018,Mrs MARLENE GODWIN,alex@oakseniorliving.com
,OAKS AT POOLER,ASSISTED LIVING COMMUNITY,125 SOUTHERN JUNCTION BLVD BLDG 800,POOLER,GA,31322,CHATHAM,110,9123482360,11/15/2016,,alex@oaksseniorliving.com
,OAKS AT POST ROAD,ASSISTED LIVING COMMUNITY,3875 POST ROAD,CUMMING,GA,30040,FORSYTH,110,7708862630,10/03/2014,Ms CLAUDIA BUTLER,alex@oaksseniorliving.com
,OAKS AT SUWANEE CREEK,ASSISTED LIVING COMMUNITY,3681 BURNETTE ROAD,SUWANEE,GA,30024,GWINNETT,90,4702355300,04/01/2021,Ms JULIE GILLELAND,alex@oaksseniorliving.com
,OAKS AT TOWNE LAKE,ASSISTED LIVING COMMUNITY,4580 TOWNE LAKE PARKWAY,WOODSTOCK,GA,30189,CHEROKEE,92,7705922195,06/28/2017,Mr ANDREW GREESON,alex@oaksseniorliving.com; andrew@oaksseniorliving.com
,"OAKS PERSONAL CARE HOME, THE",PERSONAL CARE HOME,777 NURSING HOME ROAD,MARSHALLVILLE,GA,31057,MACON,12,4789672225,04/08/2004,Ms MARY SMITH,maryflester@gmail.com
,OASIS PCH,PERSONAL CARE HOME,1487 PANOLA ROAD,STONE MOUNTAIN,GA,30088,DEKALB,6,7706740747,11/21/2016,Ms RONDINE GORDON,patronsplaceservices@gmail.com
,OCCEUS HOLISTIC CARE,PERSONAL CARE HOME,734 ROBIN HOOD DRIVE,HINESVILLE,GA,31313,LIBERTY,2,9123327569,01/19/2017,Ms KERLLANNE OCCEUS,kocc1127@yahoo.com
,OCONEE HOUSE SENIOR LIVING,PERSONAL CARE HOME,126 PARKS MILL ROAD,BUCKHEAD,GA,30625,PUTNAM,24,7064851179,12/08/2004,Mr ALBERT PERERA,adysperera@yahoo.com
,OLD LANTERN HOME,PERSONAL CARE HOME,3938 OLD LANTERN DRIVE,LITHONIA,GA,30058,DEKALB,4,7709810927,04/21/2017,Ms BARBARA PRIORESCHI,kutinaball@yahoo.com
,OLMSTEAD HOUSE,PERSONAL CARE HOME,1860 IRWINTON ROAD,MILLEDGEVILLE,GA,31061,BALDWIN,6,4784538539,01/12/2005,Ms GEORGIA FREEMAN,oconeecbs@windstream.net
,OPAL'S PERSONAL CARE HOME #1,PERSONAL CARE HOME,100 OAKRIDGE,LAGRANGE,GA,30240,TROUP,6,7068821081,04/15/2004,Ms ELIZABETH WILLIAMS,opals100@charter.net
,ORCHARD AT ATHENS,ASSISTED LIVING COMMUNITY,2750 ATLANTA HWY,ATHENS,GA,30606,CLARKE,110,7065218888,06/17/2020,Ms TARYN HAYES,INFO@ORCHARDSENIORLIVING.COM
,ORCHARD AT BROOKHAVEN,ASSISTED LIVING COMMUNITY,1634 AFTON LANE NE,BROOKHAVEN,GA,30329,DEKALB,100,4046494454,03/28/2019,Ms LESLIE FINKLEY,info@orchardseniorliving.com
,"ORCHARD AT STONE CREEK, THE",ASSISTED LIVING COMMUNITY,4900 TILLMAN CROSSING,HAHIRA,GA,31632,LOWNDES,100,2292512201,07/07/2020,Mr FRED MCGILL,fredmcgill@theorchardatstonecreek.com
,ORCHARD RIDGE RESIDENCES,PERSONAL CARE HOME,986 ORCHARD WAY,DALTON,GA,30721,WHITFIELD,40,7062595483,10/08/2020,Ms TERESA CARTER,mfox@veritasseniorliving.com
,"ORCHID MANOR PCH, THE",PERSONAL CARE HOME,312 6TH AVENUE,ALBANY,GA,31701,DOUGHERTY,6,2294053932,11/12/2015,Mr NAEEM KHAN,orchidmanor2015@gmail.com
,ORCHID PERSONAL CARE HOME,PERSONAL CARE HOME,7661 KAYNE BLVD BLDG C,COLUMBUS,GA,31909,MUSCOGEE,7,7066815149,01/09/2018,Mrs PAMELA BURKE,karismainc@yahoo.com
,ORION STAR 2 PCH,PERSONAL CARE HOME,3204 CHAMBLEE TUCKER RD,ATLANTA,GA,30341,DEKALB,6,6784048594,06/20/2013,Mrs ROSALIND SAHLU,esahlur@comcast.net
,ORION STAR PCH,PERSONAL CARE HOME,2530 BALL PARK DRIVE,TUCKER,GA,30084,DEKALB,4,6789379629,10/29/2014,Mr SAMUEL SAHLU,esahlur@gmail.com
,"OSTOLAZA RESIDENCE PCH, THE",PERSONAL CARE HOME,1065 CUMBERLAND PL,EVANS,GA,30809,COLUMBIA,6,7064968778,04/03/2013,Ms MARY WILSON-OSTOLAZA,ostolazaresidence@yahoo.com
,OUR HEART STRINGS,PERSONAL CARE HOME,303 SIMS AVENUE,AUGUSTA,GA,30906,RICHMOND,6,7065707392,10/12/2016,Ms AVIS BROWN,
,OUR HEART STRINGS TOO,PERSONAL CARE HOME,"303 SIMS AVE, BUILDING B",AUGUSTA,GA,30906,RICHMOND,6,7069221286,12/19/2017,Ms AVIS BROWN,deniseballard39@gmail.com
,OUR HOME AWAY FROM HOME,PERSONAL CARE HOME,33 MASON DRIVE,COLUMBUS,GA,31903,MUSCOGEE,6,7628211452,12/09/2020,,prioritycarepch@gmail.com
,OUR HOME PERSONAL CARE,PERSONAL CARE HOME,3327 PANOLA ROAD,LITHONIA,GA,30038,DEKALB,3,7708994865,08/07/2018,,ourhomepersonalcare@gmail.com
,OUTBACK CARE GROUP I,PERSONAL CARE HOME,6726 BUENA VISTA ROAD,COLUMBUS,GA,31907,MUSCOGEE,6,7628211811,12/19/2017,,oubackcaregroup@gmail.com
,OUTBACK CARE GROUP II,PERSONAL CARE HOME,6836 BUENA VISTA RD,COLUMBUS,GA,31907,MUSCOGEE,12,7066106089,12/19/2017,,outbackcaregroup@gmail.com
,OUTBACK CARE GROUP III,PERSONAL CARE HOME,6930 BUENA VISTA ROAD,COLUMBUS,GA,31907,MUSCOGEE,6,7628212010,12/19/2017,,outbackcaregroup@gmail.com
,OUTBACK CARE GROUP IV,PERSONAL CARE HOME,6934 BUENA VISTA ROAD,COLUMBUS,GA,31907,MUSCOGEE,6,7068875141,12/19/2017,Ms AMY SEAMANS,outbackcaregroup@gmail.com
,OUTBACK CARE GROUP V,PERSONAL CARE HOME,762 CORLEY DR,COLUMBUS,GA,31907,MUSCOGEE,4,7066108394,12/10/2019,,outbackcaregroup@gmail.com
,OV'S PERSONAL CARE HOME,PERSONAL CARE HOME,4655 NEW CASTLE CIRCLE,LITHONIA,GA,30038,DEKALB,6,7703234335,08/12/2009,Ms VERNATIA PERRY,vernatiaperry12@gmail.com
,OV'S PERSONAL CARE HOME,PERSONAL CARE HOME,"367 IRWIN STREET, NE",ATLANTA,GA,30312,FULTON,6,4045230929,01/08/2004,Ms VERNATA GAITHER,
,"OVERLOOK AT CEDARCREST, THE",ASSISTED LIVING COMMUNITY,2351 CEDARCREST ROAD,ACWORTH,GA,30101,PAULDING,72,7707154460,05/01/2016,Ms JACQUELYN SIMS,licensing@5SSL.com
,"OVERLOOK AT TOCCOA, THE",PERSONAL CARE HOME,45 ROCK QUARRY ROAD,TOCCOA,GA,30577,STEPHENS,20,7068279985,06/16/2021,Ms SARAH STRICKLAND,mandysrtn@gmail.com
,"PALISADES II PCH,THE",PERSONAL CARE HOME,4712 MEADOWS ROAD,POWDER SPRINGS,GA,30127,COBB,8,4043003809,06/22/2021,Ms SHIRLEY WORTHY,sgrant13@earthlink.net
,PALM SHADE VILLA PCH,PERSONAL CARE HOME,"175 CROWELL ROAD, N",COVINGTON,GA,30014,NEWTON,6,7707889844,06/20/2013,Ms RALDA PALMER,
,PALMER FAMILY CARE HOME,PERSONAL CARE HOME,4550 JANICE DRIVE,COLLEGE PARK,GA,30337,FULTON,5,4047660620,03/18/2008,Ms JESSIE ALEXANDER,jessieeasley@bellsouth.net
,PALMETTO INN,PERSONAL CARE HOME,1 SAVANNAH SQUARE DRIVE,SAVANNAH,GA,31406,CHATHAM,46,9129218600,01/01/2020,Mr BRANDON O'REE,licensing@5ssl.com
,PANTHERSVILLE GROUP HOME,PERSONAL CARE HOME,4050 PANTHERSVILLE ROAD,ELLENWOOD,GA,30294,DEKALB,5,4042448301,11/20/2003,,
,PARADISE LIVING PCH,PERSONAL CARE HOME,"2571 HIGHWAY 36, EAST",JACKSON,GA,30233,BUTTS,4,7705049350,05/15/2019,Ms SANDRA MITCHELL,plpch925@msn.com
,PARADISE ONE PERSONAL CARE HOME,PERSONAL CARE HOME,4088 HODGDON CORNERS DRIVE,LITHONIA,GA,30038,DEKALB,3,6788860928,03/05/2010,Ms STEPHANIE CARRINGTON,paradiseone1@yahoo.com
,PARC AT DULUTH,PERSONAL CARE HOME,3315 PEACHTREE INDUSTRIAL BLVD,DULUTH,GA,30096,GWINNETT,40,7706226880,07/01/2017,Mr BRAD BICKFORD,william.roosa@cnl.com
,PARC AT PIEDMONT,PERSONAL CARE HOME,999 HOOD ROAD,MARIETTA,GA,30068,COBB,40,7705658828,07/01/2017,Mr BRADLEY BICKFORD,william.roosa@cnl.com
,PASSIONATE PERSONAL HOME CARE LLC,PERSONAL CARE HOME,2305 BENSON RIDGE,LITHONIA,GA,30058,DEKALB,3,4702078615,01/29/2020,Ms ROSALIND THOMPSON,passionatellc@yahoo.com
,PATHWAYS INTENTIONAL MEMORY CARE - RIVERWOOD,ASSISTED LIVING COMMUNITY,511 WEST 10TH STREET,ROME,GA,30165,FLOYD,30,7062350807,09/30/2020,Ms REGINA WRIGHT,rwright@riverwoodretirement.com
,PATRON PLACE PERSONAL CARE HOME,PERSONAL CARE HOME,1992 SEWING CIRCLE,LITHONIA,GA,30058,DEKALB,6,7705731076,02/02/2012,Ms RONDINE GORDON,patronsplaceservices@gmail.com
,PEACEFUL HEARTS PERSONAL CARE HOME,PERSONAL CARE HOME,5238 L J MARTIN DRIVE,GAINESVILLE,GA,30507,HALL,9,6784289896,12/17/2019,Ms DENA BROWN,peacefulhearts_pch@yahoo.com
,PEACEFUL LIVING III,PERSONAL CARE HOME,2815 DEANS BRIDGE ROAD,AUGUSTA,GA,30906,RICHMOND,12,7068703432,01/26/2017,Mrs DOROTHY TENNYSON,ebonniap@yahoo.com
,PEACEFUL MANOR RETIREMENT HOME,PERSONAL CARE HOME,2412 CARDINAL STREET,ALBANY,GA,31701,DOUGHERTY,16,2294382029,08/15/2007,Mr JOHNNY LITMAN,peacefulmanor@yahoo.com
,PEACEFUL MANOR SOUTH,PERSONAL CARE HOME,"2905 MARTIN LUTHER KING, JR DRIVE",ALBANY,GA,31701,DOUGHERTY,24,2294961832,08/13/2012,,peacefulmanor@yahoo.com
,PEACEFUL RESTORATION,PERSONAL CARE HOME,10639 SANDPIPER RD,JONESBORO,GA,30238,CLAYTON,3,6789958026,10/05/2020,Mrs TORONDO VAUGHN,loveandcare17@yahoo.com
,PEACEFUL RIVER PERSONAL CARE HOME,PERSONAL CARE HOME,757 RUDGATE ROAD,COLUMBUS,GA,31904,MUSCOGEE,6,7066105054,06/19/2017,Ms PAMELA WILLIAMS,Peacefulrivercolumbus@gmail.com
,PEACH GARDEN PERSONAL CARE HOME,PERSONAL CARE HOME,4449 HEAVITREE COURT,STONE MOUNTAIN,GA,30083,DEKALB,3,6789730380,09/20/2010,Ms CARMEN WITTER,hopegardenpersonal care@yahoo.com
,PEACHTREE CARE CENTER,PERSONAL CARE HOME,6133 PETTY STREET,COVINGTON,GA,30014,NEWTON,8,7707281151,02/28/2019,,sv@peachtreecarecenter.com
,PEACHTREE CREEK ASSISTED LIVING COMMUNITY,ASSISTED LIVING COMMUNITY,4375 BEECH HAVEN TRAIL SE,ATLANTA,GA,30339,COBB,64,7708030100,09/19/2016,Ms MARNI LANGE,mlange@seniorlifestyle.com
,PEACHTREE VILLA AT SUWANNEE,ASSISTED LIVING COMMUNITY,1475 SATELLITE BOULEVARD,SUWANEE,GA,30024,GWINNETT,46,6789904580,09/03/2019,Ms KAREN PASS,kpass@peachtreevillamc.com
,"PEARL AT DALLAS, THE",ASSISTED LIVING COMMUNITY,3366 ATLANTA HIGHWAY,DALLAS,GA,30132,PAULDING,96,4047131936,10/22/2018,,yolanda.hunter@phonenixsrliving.com
,"PEARL AT LOGANVILLE, THE",PERSONAL CARE HOME,690 TOMMY LEE FULLER DRIVE,LOGANVILLE,GA,30052,WALTON,43,7704662273,08/22/2019,Mr DREW WILLIAMS,drew.williams@phoenixsrliving.com
,PEARL'S PROMISE,PERSONAL CARE HOME,1010 ALLGOOD ROAD,STONE MOUNTAIN,GA,30083,DEKALB,3,4048832042,01/22/2018,Mrs SANDRA SPENCER,admin@pearlspromise.com
,PEBBLEBROOK MEMORY CARE AT PARK SPRINGS,ASSISTED LIVING COMMUNITY,5610 NEW BERMUDA ROAD,STONE MOUNTAIN,GA,30087,GWINNETT,42,6785521766,07/24/2017,Mr DERUNYA CARTER,jschneeberger@parksprings.com
,PENISTON PERSONAL CARE HOME,PERSONAL CARE HOME,4680 SUNDRIDGE TRAIL,FAIRBURN,GA,30213,FULTON,4,6785453934,04/08/2019,Ms BREEZY HOUSTON,penistonpch@gmail.com
,"PEOPLE CHOICE, THE",PERSONAL CARE HOME,340 JIM ROWE,COLLINS,GA,30421,TATTNALL,3,9129809227,07/10/2017,Ms TRACY LILLY,thepeoplechoice17@gmail.com
,PEOPLE'S FIRST PCH,PERSONAL CARE HOME,2177 TUDOR CASTLE WAY,DECATUR,GA,30035,DEKALB,3,7708080708,09/21/2012,Ms SELIA ALABI,selia.o.alabi@gmail.com
,PEOPLES PERSONAL CARE HOME #3,PERSONAL CARE HOME,1933 AND 1947 AUSTIN DRIVE,DECATUR,GA,30032,DEKALB,20,4042842083,11/04/2003,,peoplespch@att.net
,PERFECT CARE,PERSONAL CARE HOME,114 SULLIVAN DRIVE,AMERICUS,GA,31709,SUMTER,64,2299285616,08/19/2004,Ms NYLA FRANKLIN,g_allegood@yahoo.com
,PETAL'S 3 PCH,PERSONAL CARE HOME,910 GEORGIAN HILLS DRIVE,LAWRENCEVILLE,GA,30045,GWINNETT,5,6786203068,02/03/2010,Ms ANTOINETTE POWELL,lincolnp_dfs@yahoo.com
,PETAL'S PERSONAL CARE HOME,PERSONAL CARE HOME,3371 GLEN SUMMIT LANE,SNELLVILLE,GA,30039,GWINNETT,6,7706790837,03/10/2008,Ms ENID DOUGLAS,petalpersonalcarehome@yahoo.com
,PETAL'S PERSONAL CARE HOME 2,PERSONAL CARE HOME,713 EAST SPRING STREET,MONROE,GA,30655,WALTON,6,6786357228,10/17/2012,Mr LINCOLN POWELL,petalpersonalcarehome@yahoo.com
,PETALS PERSONAL CARE HOME,PERSONAL CARE HOME,422 SOUTH BROAD ST,MONROE,GA,30655,WALTON,5,7702076515,04/24/2012,,petalpersonalcarehome@yahoo.com
,"PHOENIX AT ALBANY, THE",PERSONAL CARE HOME,1721 BEATTIE ROAD,ALBANY,GA,31707,DOUGHERTY,70,2294830325,10/04/2017,Ms REBECCA HENDRICKS,yolanda.hunter@phoenixsrliving.com
,PHOENIX AT BRASELTON (THE),ASSISTED LIVING COMMUNITY,1929 FRIENDSHIP ROAD,HOSCHTON,GA,30548,HALL,144,6789403525,12/01/2020,Ms SANAA BLACK,SANAA.BLACK@PHOENIXSRLIVING.COM
,"PHOENIX AT DUNWOODY, THE",ASSISTED LIVING COMMUNITY,4484 N SHALLOWFORD ROAD,DUNWOODY,GA,30338,DEKALB,80,7703502393,03/14/2018,Mr CLAYTON WATSON,yolanda.hunter@phoenixsrliving.com
,"PHOENIX AT JAMES CREEK, THE",ASSISTED LIVING COMMUNITY,90 RUTH LANE,CUMMING,GA,30041,FORSYTH,103,6786858940,03/26/2019,Ms KARA MARINKO,yolnada.hunter@phoenixsrliving.com
,"PHOENIX AT JOHNSON FERRY, THE",PERSONAL CARE HOME,9 SHERWOOD LANE SE,MARIETTA,GA,30067,COBB,66,4079992400,06/10/2019,Ms BROOKE MUNSON,Brooke.Munson@atriaseniorliving.com
,"PHOENIX AT LAKE JOY, THE",ASSISTED LIVING COMMUNITY,100 LAKE CROSSING DRIVE,WARNER ROBINS,GA,31088,HOUSTON,102,4782245525,01/23/2019,,yolanda.hunter@phoenixsrliving.com
,"PHOENIX AT LAKE LANIER, THE",ASSISTED LIVING COMMUNITY,2601 THOMPSON BRIDGE ROAD,GAINESVILLE,GA,30501,HALL,180,6789711900,03/15/2018,,yolanda.hunter@phoenixsrliving.com- 678-523-4356
,"PHOENIX AT MILTON, THE",ASSISTED LIVING COMMUNITY,13943 HIGHWAY 9 NORTH,MILTON,GA,30004,FULTON,105,4702386400,03/14/2018,Mr RALPH BURPEE,alice-jane.tauber@phoenixsrliving.com
,"PHOENIX AT ROSWELL, THE",ASSISTED LIVING COMMUNITY,11725 POINTE PLACE,ROSWELL,GA,30076,FULTON,60,7705219913,03/14/2018,Mr MARTY SKELTON,yolanda.hunter@phoenixsrliving.com
,"PHOENIX AT TUCKER, THE",ASSISTED LIVING COMMUNITY,2060 IDLEWOOD ROAD,TUCKER,GA,30084,DEKALB,90,7709385600,08/23/2018,Ms FRANCES WOODWARD,frances.woodward@phoenixscliving.com
,"PHOENIX AT UNION HILL, THE",ASSISTED LIVING COMMUNITY,9651 UNION HILL RD,CANTON,GA,30115,CHEROKEE,144,4706324920,07/20/2020,Mr JOSHUA ROCHESTER,joshua.rochester@phoenixsrliving.com
,PHOENIX COVE PCH,PERSONAL CARE HOME,3617 PHOENIX COVE,GAINESVILLE,GA,30506,HALL,5,6784528932,08/26/2013,Ms CAROL SEAY,carolseay@rocketmail.com
,PICTURE OF LIFE,PERSONAL CARE HOME,351 S HILL STREET,TOCCOA,GA,30577,STEPHENS,15,7068862540,10/04/2004,,pictureoflife@windstream.net
