AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11964665,9193,12/20/19,12/19/21,Assisted Living Facility,ARDEN COURTS OF PALM HARBOR,2895 TAMPA ROAD,,PALM HARBOR,FL,36484,Pinellas,(727) 771-1600,2895 TAMPA ROAD,,PALM HARBOR,FL,36484,Pinellas,LICENSED,ARDEN COURTS OF PALM HARBOR FL LLC,12/21/07,LORI BAFFI,56,Not-For-Profit,www.hcr-manorcare.com
11964952,9414,12/20/19,3/19/22,Assisted Living Facility,ARDEN COURTS OF SARASOTA,5509 SWIFT ROAD,,SARASOTA,FL,34231,Sarasota,(941) 925-3900,5509 SWIFT RD.,,SARASOTA,FL,34231,Sarasota,LICENSED,ARDEN COURTS OF SARASOTA FL  LLC,12/21/07,JACLYN DEVLIN,56,For-Profit,www.hcr-manorcare.com
11964669,9248,12/20/19,12/19/21,Assisted Living Facility,ARDEN COURTS OF SEMINOLE,9300 ANTILLES STREET,,SEMINOLE,FL,33776,Pinellas,(727) 517-7800,9300 ANTILLES STREET,,SEMINOLE,FL,33776,Pinellas,LICENSED,ARDEN COURTS OF SEMINOLE FL  LLC,12/21/07,LAURA PINARD,56,Not-For-Profit,www.hcr-manorcare.com
11965292,9709,12/20/19,3/19/22,Assisted Living Facility,ARDEN COURTS OF TAMPA,14950 CASEY RD,,TAMPA,FL,33624,Hillsborough,(813) 963-6100,14950 CASEY RD,,TAMPA,FL,33624,Hillsborough,LICENSED,ARDEN COURTS OF TAMPA FL  LLC,3/20/08,DENISE E WILIM,60,Not-For-Profit,www.hcr-manorcare.com
11963737,8661,12/20/19,3/19/22,Assisted Living Facility,ARDEN COURTS OF WEST PALM BEACH,2330 VILLAGE BLVD,,WEST PALM BEACH,FL,33409-7390,Palm Beach,(561) 688-9999,2330 VILLAGE BLVD,,WEST PALM BEACH,FL,33409-7390,Palm Beach,LICENSED,ARDEN COURTS OF W. PALM BEACH FL  LLC,12/21/07,ROSE MARIE GILLIAM,56,Not-For-Profit,www.hcr-manorcare.com
11965334,9733,12/20/19,12/19/21,Assisted Living Facility,ARDEN COURTS OF WINTER SPRINGS,1057 WILLA SPRINGS DRIVE,,WINTER SPRINGS,FL,32708,Seminole,(407) 696-8400,1057 WILLA SPRINGS DRIVE,,WINTER SPRINGS,FL,32708,Seminole,LICENSED,ARDEN COURTS OF WINTER SPRINGS FL  LLC,12/21/07,SHAN'A MANN,60,Not-For-Profit,www.hcr-manorcare.com
11969248,13061,8/29/19,11/26/21,Assisted Living Facility,ARENAS BLANCAS CORP,4380 NW 175TH ST,,MIAMI GARDENS,FL,33055,Miami-Dade,(305) 305-3491,5045 NW 196TH TERR,,MIAMI GARDENS,FL,33055,Miami-Dade,LICENSED,ARENAS BLANCAS CORP,7/19/17,FRANKLIN MARTINEZ,6,For-Profit,
11963962,8091,1/13/21,1/12/23,Assisted Living Facility,ARGO SENIOR LIVING AT HAVERHILL,2939 S HAVERHILL RD,,WEST PALM BEACH,FL,33415-8118,Palm Beach,(561) 963-8963,2939 S HAVERHILL RD,,WEST PALM BEACH,FL,33415-8118,Palm Beach,LICENSED,ELFBRA ONE INVESTMENT LLC,1/16/18,WINSOME MCLEOD,38,For-Profit,www.argoseniorliving.com
11967254,11359,9/23/20,9/22/22,Assisted Living Facility,ARK CENTER OF BREVARD  LLC,1574 MANZANITA STREET,,PALM BAY,FL,32907,Brevard,(321) 574-0309,1574 MANZANITA STREET,,PALM BAY,FL,32907,Brevard,LICENSED,JACQUELIN GERMAIN,3/3/08,NADEN GERMAIN,6,For-Profit,www.arkcenterofbrevard.com
11910300,5360,6/19/19,9/16/21,Assisted Living Facility,ARLINGTON ADULT RESIDENTIAL FACILITY INC,6300 ARLINGTON EXPY,,JACKSONVILLE,FL,32211,Duval,(904) 725-6600,6300 ARLINGTON EXPY,,JACKSONVILLE,FL,32211,Duval,LICENSED,ARLINGTON ADULT RESIDENTIAL FACILITY  INC.,4/6/05,ROMMEL DELEON,100,For-Profit,
11953381,5299,12/24/19,3/23/22,Assisted Living Facility,ARLINGTON GARDEN  LLC,7550 60TH WAY N,,PINELLAS PARK,FL,33781,Pinellas,(727) 541-4239,7550 60TH WAY N,,PINELLAS PARK,FL,33781,Pinellas,LICENSED,ARLINGTON GARDEN LLC,12/28/07,SHAWN FOURMAN,71,For-Profit,
11964349,8958,5/18/21,5/17/23,Assisted Living Facility,ARLINGTON HAVEN ALF,6320 ARLINGTON ROAD,,JACKSONVILLE,FL,32211,Duval,(904) 743-9069,6320 ARLINGTON ROAD,,JACKSONVILLE,FL,32211,Duval,LICENSED,ARLINGTON HAVEN ALF INC,2/17/99,IVAN MALDONADO,26,For-Profit,
11966998,11102,4/22/20,4/21/22,Assisted Living Facility,ARMERO TORRES ALF  INC,3011 NW 52ND ST,,MIAMI,FL,33142-3450,Miami-Dade,(786) 717-6643,3011 NW 52ND ST,,MIAMI,FL,33142-3450,Miami-Dade,LICENSED,ARMERO TORRES ALF INC,4/22/10,ISIS TORRES,6,For-Profit,
11968187,12119,1/11/20,4/10/22,Assisted Living Facility,ARTHUR HOME ALF INC,2701 W STATE ST,,TAMPA,FL,33609,Hillsborough,(813) 352-7557,2701 W STATE ST,,TAMPA,FL,33609,Hillsborough,LICENSED,ARTHUR HOME ALF,9/26/11,NORIS PARNELL,6,For-Profit,
11968951,12835,5/23/20,5/22/22,Assisted Living Facility,ARTIS SENIOR LIVING OF BOCA RATON LLC,5910 N FEDERAL HWY,,BOCA RATON,FL,33487,Palm Beach,(561) 989-9945,680 AMERICAN AVE,STE 101,KING OF PRUSSIA,PA,19406-4023,,LICENSED,ARTIS SENIOR LIVING OF BOCA RATON LLC,11/19/15,SHERYL TAYLOR,64,For-Profit,www.artisseniorliving.com
11969411,13320,8/2/19,10/30/21,Assisted Living Facility,ARTIS SENIOR LIVING OF DAVIE LLC,2794 SOUTH FLAMINGO ROAD,,DAVIE,FL,33330,Broward,(954) 990-8941,2794 SOUTH FLAMINGO ROAD,,DAVIE,FL,33330,,LICENSED,Artis Senior Living of Davie  LLC,5/21/19,SHERYL TAYLOR,72,For-Profit,
11968160,12116,1/3/20,4/2/22,Assisted Living Facility,ARVIS SENIOR CARE CORPORATION,43 NW 136TH PL,,MIAMI,FL,33182-1937,Miami-Dade,(786) 543-3467,43 NW 136TH PL,,MIAMI,FL,33182-1937,Miami-Dade,LICENSED,ARVIS SENIOR CARE CORPORATION,8/19/11,MAYENCYS TRIANA,6,For-Profit,
11967757,11723,11/7/20,11/6/22,Assisted Living Facility,ARY'S ALF CENTER CORP,4513 DREISLER ST,,TAMPA,FL,33634-7317,Hillsborough,(813) 374-3482,4513 DREISLER ST,,TAMPA,FL,33634-7317,Hillsborough,LICENSED,ARY'S ALF CENTERS CORP,8/1/11,DAVID REMEDIOS-AGUADO,6,For-Profit,
11968609,12499,1/1/21,12/31/22,Assisted Living Facility,ASHLEY MANOR  INC,3815 NW 10TH ST,,DELRAY BEACH,FL,33445,Palm Beach,(954) 682-1783,3815 NW 10TH ST,,DELRAY BEACH,FL,33445,Palm Beach,LICENSED,ROSE MARIE WONG,1/1/21,ROSE MARIE WONG,6,For-Profit,
11965761,10096,10/30/19,1/27/22,Assisted Living Facility,ASHTON PALMS,36 WEST ESTHER STREET,,ORLANDO,FL,32806,Orange,(407) 425-8071,36 WEST ESTHER STREET,,ORLANDO,FL,32806,Orange,LICENSED,ASHTON PALMS INC,10/1/01,TERESA GAIL PHELPS,15,For-Profit,
11953701,8686,6/9/20,6/8/22,Assisted Living Facility,ASHTON PLACE CORP,4151 ASHTON ROAD,,SARASOTA,FL,34233,Sarasota,(941) 922-2722,4151 ASHTON ROAD,,SARASOTA,FL,34233,Sarasota,LICENSED,ASHTON PLACE CORP,5/20/04,PAUL FINERTY,44,For-Profit,
11953668,8687,5/20/20,5/19/22,Assisted Living Facility,ASSISTED LIVING MANAGEMENT GROUP II  /ASSISTED LIVING RETIREMENT,2756 SW 25TH TER,,MIAMI,FL,33133-2108,Miami-Dade,(305) 218-8705,2756 SW 25TH TER,,MIAMI,FL,33133-2108,Miami-Dade,LICENSED,ASSISTED LIVING MANAGEMENT GROUP II  INC.,5/24/98,INGRID DUASSO,14,For-Profit,
11965893,10186,11/18/20,11/17/22,Assisted Living Facility,ASSISTED LIVING OF BROWARD  INC.,17646 SW 10TH STREET,,PEMBROKE PINES,FL,33029,Broward,(954) 538-9061,17646 SW 10TH STREET,,PEMBROKE PINES,FL,33029,Broward,LICENSED,ASSISTED LIVING OF BROWARD  INC.,2/8/01,SUKHJEET S SAHI,6,For-Profit,www.assistedlivinginflorida.com
11967182,11205,10/12/19,1/9/22,Assisted Living Facility,ASSISTED LIVING OF PALM BEACH GARDENS,9239 WEST HIGHLAND PINES DRIVE,,PALM BEACH GARDENS,FL,33418,Palm Beach,(561) 691-8630,9239 WEST HIGHLAND PINES DRIVE,,PALM BEACH GARDENS,FL,33418,Palm Beach,LICENSED,SUCCOR LLC,10/12/15,NILDA SMITH,14,For-Profit,www.ALFPBG.com
11969567,13338,9/16/19,12/14/21,Assisted Living Facility,ASSISTED LIVING OF WESTCHESTER  LLC,10420 SW 26TH TERR,,MIAMI,FL,33165,Miami-Dade,(305) 742-8951,10420 SW 26TH TERR,,MIAMI,FL,33165,Miami-Dade,LICENSED,Assisted Living of Westchester  LLC,7/22/19,JOEL FABRE,10,For-Profit,
11953440,8520,9/16/19,12/14/21,Assisted Living Facility,ASSISTED LIVING RETIREMENT HOME II,2787-2789 S.W 33 AVENUE,,MIAMI,FL,33133,Miami-Dade,3052188705,2787-2789 S.W 33 AVENUE,,MIAMI,FL,33133,Miami-Dade,LICENSED,ASSISTED LIVING MANAGEMENT GROUP  INC.,4/3/98,INGRID DUASSO,14,For-Profit,
11942728,8196,3/28/20,3/27/22,Assisted Living Facility,ASSISTED LIVING RETIREMENT HOMES I,132-134 NW 17TH CT,,MIAMI,FL,33125-4557,Miami-Dade,(305) 642-8495,132-134 NW 17TH CT,,MIAMI,FL,33125-4557,Miami-Dade,LICENSED,ASSISTED LIVING MANAGEMENT GROUP  INC.,5/7/97,INGRID DUASSO,14,For-Profit,
11968759,12602,3/23/21,3/22/23,Assisted Living Facility,ASSURED CARE ALF LLC,12209 MATCHFIELD WAY,,RIVERVIEW,FL,33579,Hillsborough,(813) 239-7558,10004 COUNTRY CARRIAGE CIR,,RIVERVIEW,FL,33569-5694,Hillsborough,LICENSED,ASSURED CARE ALF LLC,11/10/14,JEFFREY S HILSMAN,6,For-Profit,
11969346,13136,2/26/20,2/25/22,Assisted Living Facility,ASSURED CARE ALF NORTH,2006 WRANGLER DR,,BRANDON,FL,33511,Hillsborough,(813) 239-7558,10004 COUNTRY CARRIAGE CIR,,RIVERVIEW,FL,33569-5694,Hillsborough,LICENSED,ASSURED CARE ALF LLC,1/25/18,JEFFREY S HILSMAN,6,For-Profit,
11968158,12099,11/23/19,2/20/22,Assisted Living Facility,AT HOME CARE ASSISTED LIVING FACILITY INC,42042 CHINABERRY STREET,,EUSTIS,FL,32736,Lake,(407) 948-0723,42042 CHINABERRY STREET,,EUSTIS,FL,32736,Lake,LICENSED,AT HOME CARE ASSISTED LIVING FACILITY  INC.,8/18/11,KEISHA GIST,6,For-Profit,www.AtHomeCareALF.com
11969775,13568,3/1/21,2/28/23,Assisted Living Facility,AT HOME RESIDENTIAL CARE,1890 LEMON AVE,,KISSIMMEE,FL,34746,Osceola,(407) 900-7635,1890 LEMON AVE,,KISSIMMEE,FL,34746,Osceola,LICENSED,AT HOME RESIDENTIAL CARE,8/25/20,MARSHA A WILSON,6,For-Profit,
11943069,5954,2/18/21,3/4/21,Assisted Living Facility,ATLANTIC SHORE RETIREMENT RESIDENCE,1500 N RIVERSIDE DR,,POMPANO BEACH,FL,33062-3310,Broward,(954) 941-7974,1500 N RIVERSIDE DR,,POMPANO BEACH,FL,33062-3310,Broward,IN REVIEW,LIB  INC.,11/16/96,ALINA HALILNA ZEMBRON,30,For-Profit,
11968800,12643,12/18/19,6/1/21,Assisted Living Facility,ATLANTIS SENIOR LIVING AND MEMORY CARE OF OAKLAND PARK,460 NW 40TH CT,,OAKLAND PARK,FL,33309,Broward,(954) 990-8857,460 NW 40TH CT,,OAKLAND PARK,FL,33309,Broward,IN REVIEW,ATLANTIS SENIOR LIVING AND MEMORY CARE,11/20/18,SUHAN JUNAID,26,For-Profit,www.atlantisseniorcare.com
11911085,5007,6/27/19,9/24/21,Assisted Living Facility,ATRIA EVERGREEN WOODS,7030 EVERGREEN WOODS TRL,,SPRING HILL,FL,34608-1305,Hernando,(352) 596-2055,300 E MARKET ST,STE 100,LOUISVILLE,KY,40202-1959,,LICENSED,WG EVERGREEN WOODS SH LLC,6/27/11,KIMBERLY ADAMS,240,For-Profit,www.AtriaEvergreenWoods.com
11967925,11908,5/1/20,7/29/22,Assisted Living Facility,ATRIA LADY LAKE,930 HIGHWAY 466,,LADY LAKE,FL,32159,Lake,(352) 259-8185,930 CR 466,,LADY LAKE,FL,32159,Lake,LICENSED,ARHC LPLLKFL01 TRS  LLC,5/5/14,MICHELLE BRAUN,115,For-Profit,www.AtriaLadyLake.com
11963717,5873,6/27/19,9/24/21,Assisted Living Facility,ATRIA PARK OF BAYPOINT VILLAGE,7927 STATE ROAD 52,,HUDSON,FL,34667,Pasco,(727) 863-5808,300 E MARKET ST,STE 100,LOUISVILLE,KY,40202-1968,,LICENSED,WG BAYPOINT VILLAGE SH LLC,6/27/11,JOHN DAYOCK,232,For-Profit,www.atriabaypointvillage.com
11965936,10233,10/14/19,10/13/21,Assisted Living Facility,ATRIA PARK OF LAKE FOREST,5433 WEST SR 46,,SANFORD,FL,32771,Seminole,(407) 322-2207,300 E MARKET ST,STE 100,LOUISVILLE,KY,40202-1968,,LICENSED,WG HERITAGE LF LLC,10/14/11,ROBERT L BECKMAN,220,For-Profit,atrialakeforest.com
11964982,9546,5/12/19,8/9/21,Assisted Living Facility,ATRIA PARK OF SAN PABLO,14199 WM DAVIS PARKWAY,,JACKSONVILLE,FL,32224,Duval,(904) 821-9900,300 E MARKET ST STE 1900,,LOUISVILLE,KY,40202-1959,,LICENSED,WG SAN PABLO SH  LLC,5/12/11,LINDA STEWART NOEL,67,For-Profit,www.AtriaSanPablo.com
11966800,10963,8/28/19,11/25/21,Assisted Living Facility,ATRIA PARK OF ST JOSEPH'S,350 BUSH RD,,JUPITER,FL,33458-5694,Palm Beach,(561) 747-1135,300 E MARKET ST,STE 100,LOUISVILLE,KY,40202-1959,,LICENSED,WG JUPITER  LLC,8/28/13,CHELSEA CASSARA,115,For-Profit,WWW.ATRIA-STJOSEPHS.COM
11911596,7288,1/12/21,9/27/21,Assisted Living Facility,ATRIA WILLOW WOOD,2855 WEST COMMERCIAL BLVD.,,FORT LAUDERDALE,FL,33309,Broward,(954) 739-4200,300 EAST MARKET STREET  SUITE 100,,LOUISVILLE,KY,40202,,IN REVIEW,S-H THIRTY-FIVE OPCO - WILLOWWOOD  LLC,6/30/15,FERNANDA CHERY,180,For-Profit,www.AtriaWillowWood.com
11910759,7242,6/26/19,9/23/21,Assisted Living Facility,ATRIA WINDSOR WOODS,13707 DALLAS DRIVE,,HUDSON,FL,34667-7114,Pasco,(727) 869-3533,300 E MARKET ST STE 100,,LOUISVILLE,KY,40202-1959,,LICENSED,WG WINDSOR WOODS SH LLC,7/27/11,JANET BROWN,210,For-Profit,www.atriawindsorwoods.com
11912132,7352,3/1/21,8/27/21,Assisted Living Facility,ATRIUM AT BOCA RATON  THE,1080 NORTHWEST 15TH STREET,,BOCA RATON,FL,33486,Palm Beach,(561) 750-7555,1080 NORTHWEST 15TH STREET,,BOCA RATON,FL,33486,Palm Beach,PROVISIONAL,THE ATRIUM 1818 OPCO LLC,3/1/21,MICHAEL A GRAHAM,160,For-Profit,www.seniorlifestyle.com
11969621,13365,11/13/19,2/10/22,Assisted Living Facility,ATRIUM AT LIBERTY PARK,1321 NE 24TH AVENUE,,CAPE CORAL,FL,33909,Lee,(239) 800-9787,1321 NE 24TH AVENUE,,CAPE CORAL,FL,33909,Lee,LICENSED,Atrium ALF  LLC,11/13/15,ROBERT LORD,156,For-Profit,
11964056,8803,2/20/20,2/19/22,Assisted Living Facility,ATRIUM GARDENS ALF LLC,1513 W FLETCHER AVE,,TAMPA,FL,33612-3315,Hillsborough,(813) 265-0844,1513 W FLETCHER AVE,,TAMPA,FL,33612-3315,Hillsborough,LICENSED,ATRIUM GARDENS ALF  LLC,2/20/20,KIMBERLY RICHARDSON,38,For-Profit,belvederecommonstampa.com
11911895,4946,10/14/20,10/15/22,Assisted Living Facility,ATRIUM PLACE ALF,2179 DODGE ST,,CLEARWATER,FL,33760-1802,Pinellas,(727) 535-9942,2179 DODGE ST,,CLEARWATER,FL,33760-1802,Pinellas,LICENSED,ATRIUM PLACE INC,7/18/12,RICHARD ROCES,10,For-Profit,
11967934,11943,4/12/21,4/11/23,Assisted Living Facility,AUDREY'S TLC INC,6808 MERION PL,,N LAUDERDALE,FL,33068-3706,Broward,(754) 368-9993,6808 MERION PL,,N LAUDERDALE,FL,33068-3706,Broward,LICENSED,AUDREY'S TLC  INC.,9/2/10,AUDREY BEVERLY THORPE,6,For-Profit,
11967978,12113,12/28/19,3/27/22,Assisted Living Facility,AUDREY'S TLC INC,10620 NW 29TH COURT,,SUNRISE,FL,33322,Broward,(954) 306-2745,10620 NW 29TH COURT,,SUNRISE,FL,33322,Broward,LICENSED,AUDREY'S TLC  INC.,11/30/10,AUDREY BEVERLY THORPE,6,For-Profit,
11969563,13361,10/31/19,1/28/22,Assisted Living Facility,AUM HAVEN ALF,2763 CARMEL CT,,KISSIMMEE,FL,34746,Osceola,(941) 807-4177,2763 CARMEL CT,,KISSIMMEE,FL,34746,Osceola,LICENSED,ANKITKUMAR H PANDYA,9/25/19,NATIVIDAD BUSTILLO,10,For-Profit,
11969559,13368,12/11/19,2/15/22,Assisted Living Facility,AURORA 25 ALF CORP,8331 S W 27 ST,,MIAMI,FL,33155,Miami-Dade,(786) 420-2153,8331 S W 27 ST,,MIAMI,FL,33155,Miami-Dade,LICENSED,Aurora 25 ALF Corp.,7/15/19,JOSE GARCIA-QUINONES,6,For-Profit,
11965391,9759,2/4/20,5/4/22,Assisted Living Facility,AURORA OF THE TREASURE COAST,6609 N US HIGHWAY 1,,FORT PIERCE,FL,34946-7409,St. Lucie,(772) 460-0809,6609 N US HIGHWAY 1,,FORT PIERCE,FL,34946-7409,St. Lucie,LICENSED,AURORA OF THE TREASURE COAST  INC.,1/9/17,ANN F MEIER,16,For-Profit,
11964082,8855,2/1/21,1/31/23,Assisted Living Facility,AUSTIN GROUP (THE),1011 VAN DYKE ROAD,,LUTZ,FL,33548-4719,Hillsborough,(813) 948-6184,2626 NORTH DUNDEE STREET,,TAMPA,FL,33629,Hillsborough,LICENSED,THE AUSTIN GROUP INC,8/11/04,KAREN BARCIA RODRIGUEZ,12,For-Profit,www.sweetwatermanor.com
11964507,9049,4/22/19,7/20/21,Assisted Living Facility,AUTUMN HOUSE,7999 SPYGLASS HILL ROAD,,VIERA,FL,32940,Brevard,(321) 242-1006,7999 SPYGLASS HILL ROAD,,VIERA,FL,32940,Brevard,LICENSED,AM AUTUMN HOUSE  LLC.,4/28/15,RICHARD D. PARKER,70,For-Profit,
11911434,5221,11/1/20,10/31/22,Assisted Living Facility,AUTUMN VILLAGE  LLC,1103 BARRS STREET,,JACKSONVILLE,FL,32204,Duval,(904) 743-3315,1103 BARRS STREET,,JACKSONVILLE,FL,32204,Duval,LICENSED,AUTUMN VILLAGE  LLC,3/16/16,DANIEL CANO,80,For-Profit,www.herheartalf.com
11969104,12934,2/24/21,2/23/23,Assisted Living Facility,AUTUMN WAY,945 7TH ST NW,,LARGO,FL,33770,Pinellas,(727) 754-4922,945 7TH STREET NW,,LARGO,FL,33770,Pinellas,LICENSED,Extended Hands Project INC,2/24/21,KAREN E NORTHOVER,16,For-Profit,
11967864,11841,4/22/20,4/21/22,Assisted Living Facility,AVA CARES I,3005 BELL SHOALS ROAD,,BRANDON,FL,33511,Hillsborough,(813) 300-6177,10107 PADDOCK OAKS DRIVE,,RIVERVIEW,FL,33569,Hillsborough,LICENSED,AVA CARES  LLC,4/22/18,ROGER THOMAS DEROSA,6,For-Profit,
11968702,12620,4/27/21,4/26/23,Assisted Living Facility,AVA CARES II LLC,616 VALLE VISTA DR,,BRANDON,FL,33511,Hillsborough,(813) 300-6177,10107 PADDOCK OAKS DR,,RIVERVIEW,FL,33569-8741,Hillsborough,LICENSED,AVA CARES  LLC,7/23/14,ROGER THOMAS DEROSA,6,For-Profit,
11968422,12324,3/15/21,3/14/23,Assisted Living Facility,AVA CARES IV,1007 BROOKER RD,,BRANDON,FL,33511,Hillsborough,(813) 300-6177,10107 PADDOCK OAKS DR,,RIVERVIEW,FL,33569-8741,Hillsborough,LICENSED,AVA CARES  LLC,12/15/14,EVANGELINE DEROSA,6,For-Profit,
11969387,13176,5/22/20,5/21/22,Assisted Living Facility,AVALON FAMILY RESORT ASSISTED LIVING  LLC,160 SW SARATOGA AVE,,PORT SAINT LUCIE,FL,34953,St. Lucie,(561) 929-8096,160 SW SARATOGA AVE,,PORT SAINT LUCIE,FL,34953,St. Lucie,LICENSED,AVALON FAMILY RESORT ASSISTED LIVING LLC,4/16/18,ERICA BROWN,6,For-Profit,www.avalonfamilyresorts.com
11910737,6653,12/7/19,3/6/22,Assisted Living Facility,AVALON PARK RETIREMENT RESIDENCE  INC.,604 NORTH 62ND AVENUE,,HOLLYWOOD,FL,33024,Broward,(954) 981-4822,604 NORTH 62ND AVENUE,,HOLLYWOOD,FL,33024,Broward,LICENSED,AVALON PARK RETIREMENT RESIDENCE INC,12/7/07,ANDREW KULNICK,60,For-Profit,
11966752,10887,7/31/20,7/30/22,Assisted Living Facility,AVERY COTTAGE ALF LLC,4052 COLLIN DRIVE,,WEST PALM BEACH,FL,33406,Palm Beach,(561) 248-3447,4052 COLLIN DRIVE,,WEST PALM BEACH,FL,33406,Palm Beach,LICENSED,AVERY COTTAGE ALF LLC,7/31/20,YANICK DANTISTE,5,For-Profit,
11967145,11245,4/2/20,6/30/22,Assisted Living Facility,AVILES FOREVER CARE OF MIAMI INC,9365 SW 36TH ST,,MIAMI,FL,33165-4119,Miami-Dade,(305) 457-8995,9365 SW 36TH ST,,MIAMI,FL,33165-4119,Miami-Dade,LICENSED,AVILES FOREVER CARE OF MIAMI INC,2/5/10,JESSICA M RAMOS,6,For-Profit,
11968395,12308,1/2/19,4/1/21,Assisted Living Facility,AVON MANOR,4531 SW 34TH DR,,FT LAUDERDALE,FL,33312-5515,Broward,(954) 966-3026,4531 SW 34TH DR,,FT LAUDERDALE,FL,33312-5515,Broward,IN REVIEW,CYTAS CORP.,9/10/12,ROBERT BRUCE,6,For-Profit,
11969276,13050,8/24/19,11/21/21,Assisted Living Facility,AZALEA GARDENS ALZHEIMER'S SPECIAL CARE CENTER,2724 OX BOTTOM RD,,TALLAHASSEE,FL,32312,Leon,(850) 668-0509,2724 OX BOTTOM RD,,TALLAHASSEE,FL,32312,Leon,LICENSED,TALLAHASSEE CARE GROUP LLC,8/3/17,JEFF RARDIN,66,For-Profit,https://www.sunshineretirementliving.com
11910160,5405,3/21/21,3/20/23,Assisted Living Facility,AZALEA MANOR,112 12TH AVE N,,SAINT PETERSBURG,FL,33701,Pinellas,(727) 821-8510,112 12TH AVE N,,SAINT PETERSBURG,FL,33701,Pinellas,LICENSED,EASTWINDS OF FLORIDA INC,3/31/18,KINENE RAYMOND,20,For-Profit,
11953573,4839,6/30/18,9/27/20,Assisted Living Facility,AZALEA MANOR,150 WILLOW DRIVE,,ORLANDO,FL,32807,Orange,(407) 282-0556,150 WILLOW DRIVE,,ORLANDO,FL,32807,Orange,IN REVIEW,CMFMC INC,6/3/04,PROSERFINO PATACSIL,75,For-Profit,
11968525,12460,1/21/20,4/20/22,Assisted Living Facility,AZALEA OAKS PLACE ASSISTED LIVING FACILITY  LLC,902 CHARLIE GRIFFIN RD,,PLANT CITY,FL,33566-0512,Hillsborough,(813) 704-6504,902 CHARLIE GRIFFIN RD,,PLANT CITY,FL,33566-0512,Hillsborough,LICENSED,AZALEA OAKS PLACE ASSISTED LIVING FACILITY  LLC,7/5/13,LAWRENCE MARTIN,5,For-Profit,Azalea Oaks Place Assisted Living
11965781,10106,6/1/21,9/30/21,Assisted Living Facility,AZALEA OPCO LLC,1701 MAYO STREET,,HOLLYWOOD,FL,33020,Broward,(954) 921-5990,1701 MAYO STREET,,HOLLYWOOD,FL,33020,Broward,PROVISIONAL,AZALEA OPCO LLC,7/5/16,AGNIESZKA MELKA,35,For-Profit,www.azaleagardens.net
11953280,12999,4/28/19,7/26/21,Assisted Living Facility,AZALEAS ALF,38906 NO AV,,ZEPHYRHILLS,FL,33540-3744,Pasco,(813) 715-0560,38906 NO AV,,ZEPHYRHILLS,FL,33540-3744,Pasco,LICENSED,JJ PABLO INC,2/2/07,LESLIE MARIE MATA,18,For-Profit,
11969206,13029,12/21/20,1/21/22,Assisted Living Facility,AZPIRA OF WINDERMERE,13798 SPEER ISLAND DR,,WINDERMERE,FL,34786,Orange,(407) 605-5060,13798 SPEER ISLAND DR,,WINDERMERE,FL,34786,Orange,LICENSED,PW WINDEMERE SUBTENANT LLC,12/23/19,TRACY DEAL,122,For-Profit,www.seniorlifestyle.com
11968397,12277,1/29/21,1/28/23,Assisted Living Facility,B & V LA BELLE VIE ASSISTED LIVING,193 ELDRON BLVD NE,,PALM BAY,FL,32907,Brevard,(321) 373-7262,193 ELDRON BLVD NE,,PALM BAY,FL,32907,Brevard,LICENSED,BALAGUEL MEVOICY,9/17/12,BALAGUEL MEVOICY,6,For-Profit,
11910203,5149,6/1/20,5/31/22,Assisted Living Facility,BA LAND  LLC,2057 EDGEWATER DRIVE,,CLEARWATER,FL,33755,Pinellas,(727) 216-6517,2057 EDGEWATER DR,,CLEARWATER,FL,33755,Pinellas,LICENSED,BA LAND  LLC,12/1/17,MOHANIE HUOT,29,For-Profit,www.edgewatermanoralf.com
11966388,10596,2/9/19,5/9/21,Assisted Living Facility,BALBINA HOME CARE INC,10115 S.W. 77 DRIVE,,MIAMI,FL,33173,Miami-Dade,(305) 271-3295,10115 S.W. 77 DRIVE,,MIAMI,FL,33173,Miami-Dade,IN REVIEW,BALBINA HOME CARE  INC,10/2/06,BALBINA RODRIGUEZ,6,For-Profit,
11967209,11307,11/1/19,1/29/22,Assisted Living Facility,BALMORAL ASSISTED LIVING,93 BALMORAL DR,,LAKE PLACID,FL,33852-7000,Highlands,(863) 465-6584,18191 VON KARMAN AVENU ,SUITE 300,IRVINE,CA,92612,,LICENSED,GAHC4 BALMORAL FL TRS SUB LLC,11/1/17,DARLENE JEFFERS,126,For-Profit,http://www.holidaytouch.com/our-communties/balmora-assisted-living
11967631,11628,7/24/19,10/21/21,Assisted Living Facility,BALMORE HOUSE,12137 86TH RD N,,WEST PALM BEACH,FL,33412-2658,Palm Beach,(561) 784-4920,12137 86TH RD N,,WEST PALM BEACH,FL,33412-2658,Palm Beach,LICENSED,SMITH AND COHEN LLC,6/2/09,FAE M SMITH,6,For-Profit,
