PROGRAM_DESCRIPTION,FACILITY_NAME,GEOGRAPHIC_STREET,GEOGRAPHIC_CITY,GEOGRAPHIC_STATE,GEOGRAPHIC_ZIP_CODE,PARISH,MAIL_STREET,MAIL_CITY,MAIL_STATE,MAIL_ZIP,ORIGINAL_LICENSURE_DATE,LICENSURE_EXPIRATION_DATE,ADMINISTRATOR,EMAIL_ADDRESS,TELEPHONE_NUMBER,FAX_PHONE_NUMBER,LDH_REGION_CODE,LICENSURE_NUM
Home and Community Based Services,Faith and Hope of New Orleans,3920 Old Gentilly Road,NEW ORLEANS,LA,70126,ORLEANS,3920 OLD GENTILLY ROAD,NEW ORLEANS,LA,70126,8/28/01,7/31/21,MS. Delisa  Rowe-Tate,angrumn@gmail.com,(504) 942-7171,(504) 942-7174,1,2203784034
Home and Community Based Services,"Faithful Care Services, LLC",1762 Dallas Drive,BATON ROUGE,LA,70806,EAST BATON ROUGE,1762 DALLAS DRIVE,BATON ROUGE,LA,70806,6/22/12,6/30/21,Kathleen  Wilson,faithfulcareservices@yahoo.com,(225) 924-3003,(225) 923-8236,2,2203781157
Home and Community Based Services,"Families First Choice, Inc.",2912 Evangeline Street,MONROE,LA,71201,OUACHITA,P.O. BOX 9593,MONROE,LA,71211,12/11/03,10/31/21,MS. Lydia  Martin,lydiamartin56@gmail.com,(318) 387-5484,(318) 387-5547,8,2203781181
Home and Community Based Services,"Family Care Personal Attendants, LLC",12012 Bricksome Ave Suite A & B,BATON ROUGE,LA,70816,EAST BATON ROUGE,12012 BRICKSOME AVE SUITE A,BATON ROUGE,LA,70816,6/29/07,7/31/21,MS. Connie  Harvey,cmharvey01@familycarepca.com,(225) 291-1164,(225) 291-1165,2,2203784694
Home and Community Based Services,"Family Care Services, Inc",644 Commercial Parkway Dr.,WEST MONROE,LA,71294,OUACHITA,P.O. BOX 1739,WEST MONROE,LA,71294,10/1/05,1/31/22,SUSAN  CASH,susancash@aol.com,(318) 387-8099,(318) 387-7883,8,12686
Home and Community Based Services,"Family Care Services, Inc.",5129 Hwy 28 East Suites E & F,PINEVILLE,LA,71360,RAPIDES,P.O. BOX 4596,PINEVILLE,LA,71361,10/1/05,1/31/22,AMBER  WALLS,amberwalls@fcswm.com,(318) 442-8166,(318) 442-8102,6,2203783918
Home and Community Based Services,"Family Care Services, Inc.",7603 Pines Road,SHREVEPORT,LA,71129,CADDO,P. O. BOX 29190,SHREVEPORT,LA,71149,1/11/01,12/31/21,Whitney  Saunders,whitneysaunders@fcswm.com,(318) 671-1799,(318) 671-1313,7,2203783063
Home and Community Based Services,Family Helpers Of Greater New Orleans,3525 North Causeway #701,METAIRIE,LA,70002,JEFFERSON,3525 NORTH CAUSEWAY #701,METAIRIE,LA,70002,6/3/03,6/30/21,Ms.. Beverly T Hayes,TAMMY_JOHNSON_FHOGNO@YAHOO.COM,(504) 828-6070,(504) 828-2280,1,12653
Home and Community Based Services,"Family Resources Unlimited, Inc.",2214 Reverend Richard Wilson Drive,KENNER,LA,70062,JEFFERSON,2214 REVEREND RICHARD WILSON DRIVE,KENNER,LA,70062,9/1/00,9/30/21,D'Wan J Nunnery,familyresourcesunlimited@gmail.com,(504) 712-3504,(504) 712-3515,1,2203784720
Home and Community Based Services,"Family Resources Unlimited, Inc.",425 West Airline Highway Suite Q,LAPLACE,LA,70068,ST. JOHN THE BAPTIST,"425 WEST AIRLINE HWY, SUITE Q",LAPLACE,LA,70068,10/1/05,5/31/22,MS. Catherine  Marshall,familyresourcesunlimited@gmail.com,(985) 652-3933,(985) 652-3930,3,2203781074
Home and Community Based Services,"First Choice Attendant Services, LLC",1836 St. Bernard Avenue Suite 200,NEW ORLEANS,LA,70116,ORLEANS,1836 ST. BERNARD AVENUE SUITE 200,NEW ORLEANS,LA,70116,4/16/08,12/31/21,Doneshia  Foucha,firstchoice1836@att.net,(504) 947-3371,(504) 947-3601,1,15449
Home and Community Based Services,"Florida Parishes Resources For Independent Living, LLC",312 11th Avenue,FRANKLINTON,LA,70438,WASHINGTON,312 11TH AVENUE,FRANKLINTON,LA,70438,1/5/04,12/31/21,Lou Ann  Thomas,floridaparishes@bellsouth.net,(985) 839-1195,(985) 839-1197,9,15143
Home and Community Based Services,"Foundation Industries, Inc.",9995 Main Street,ZACHARY,LA,70791,EAST BATON ROUGE,9995 MAIN STREET,ZACHARY,LA,70791,10/1/05,8/31/21,Jim  Lambert-Oswald,foundationindustries@gmail.com,(225) 654-6283,(225) 654-3988,2,10585
Home and Community Based Services,Franklinton Acc - Washington Parish Activity Center,2008 Main Street,FRANKLINTON,LA,70438,WASHINGTON,P.O. BOX 622,FRANKLINTON,LA,70438,9/15/03,10/31/21,Debbie  Schilling,dbrock@faccla.org,(985) 839-2998,(985) 839-9024,9,10534
Home and Community Based Services,"Future Expectations Community Care Service, LLC",600 East Main Street,WINNFIELD,LA,71483,WINN,600 EAST MAIN STREET,WINNFIELD,LA,71483,4/11/06,3/31/22,ANISSA  WINDER,company@futureexpectations.org,(318) 648-9697,(877) 628-9697,6,14098
Home and Community Based Services,"Future Expectations Community Care Services, LLC",116 South Drive Suite 105,NATCHITOCHES,LA,71457,NATCHITOCHES,600 EAST MAIN STREET,WINNFIELD,LA,71483,7/17/07,6/30/21,BEVERLY  RAYMO,company@futureexpectations.org,(318) 648-9697,(318) 628-9697,7,15398
Home and Community Based Services,G. B. Cooley Services District,211 North 3rd Street,MONROE,LA,71201,OUACHITA,211 NORTH 3RD STREET,MONROE,LA,71201,10/16/06,6/30/21,Mr. Ben Pitts,benpitts@gbcooley.org/choward@gbc.la ,(318) 396-6300,(318) 397-6618,8,15233
Home and Community Based Services,"G. M. Client Care Services, Inc.","2267 Highway 3185, Suite 136",THIBODAUX,LA,70301,LAFOURCHE,P. O. BOX 5841,THIBODAUX,LA,70302,8/14/02,8/31/21,Geraldine  Marshall-Patterson,geraldinepatterson65@gmail.com,(985) 447-4893,(985) 447-6029,3,9557
Home and Community Based Services,Gateway Foundation,4107 Lac Couture Drive,HARVEY,LA,70058,JEFFERSON,4107 LAC COUTURE DRIVE,HARVEY,LA,70058,9/11/00,9/30/21,Darryl  Chandler,gatewaysystem@bellsouth.net,(504) 368-9935,(504) 368-9918,1,2203781844
Home and Community Based Services,Gateway Recovery Systems,4103 Lac Couture Drive,HARVEY,LA,70058,JEFFERSON,4103 LAC COUTURE DRIVE,HARVEY,LA,70058,12/28/98,12/31/20,Robert  Fezekas,gatewaysystem@bellsouth.net,(504) 368-9935,(504) 368-9918,1,6518
Home and Community Based Services,"Gifted Heart Services, LLC",717 North Main Street,SAINT MARTINVILLE,LA,70582,ST. MARTIN,717 NORTH MAIN STREET,SAINT MARTINVILLE,LA,70582,10/1/05,11/30/21,Susie  Poledor,pole1154@yahoo.com,(337) 394-1799,(337) 394-7773,4,11451
Home and Community Based Services,"Glory Divine Home Care, LLC",4589 A Hwy 1,NAPOLEONVILLE,LA,70390,ASSUMPTION,P.O. BOX 867,NAPOLEONVILLE,LA,70390,10/1/05,6/30/21,Adrien  Holmes,glorydivinehomecare@gmail.com,(985) 999-2012,(985) 999-2016,3,12144
Home and Community Based Services,"Gloss Enterprise, LLC","1814 N Morrison Blvd, Suite C ",HAMMOND,LA,70401,TANGIPAHOA,P. O. BOX 1600,AMITE,LA,70422,3/18/04,2/28/22,Ms.. Regina Gordon,reginasglossenterprise@yahoo.com,(985) 419-2430,(985) 419-2431,9,2203781050
Home and Community Based Services,God''''s Hands Providers LLC,3402 Baker Boulevard Suite A2,BAKER,LA,70714,EAST BATON ROUGE,3402 BAKER BOULEVARD SUITE A2,BAKER,LA,70714,4/7/09,8/31/21,LaTosha  Butler,gods_hands@att.net,(225) 775-0777,(225) 775-0771,2,15215
Home and Community Based Services,"Golden Patient Care Services, Inc","7505 Pines Road, Suite 1160",SHREVEPORT,LA,71129,CADDO,7505 PINES ROAD SUITE 1160,SHREVEPORT,LA,71129,6/11/09,6/30/21,Sandra Williams,goldencare247@aol.com,(318) 703-4779,(318) 918-1258,7,15247
Home and Community Based Services,"Good Hands Home Care Service, LLC",1015 North Main Street,OPELOUSAS,LA,70570,ST. LANDRY,1015 NORTH MAIN STREET,OPELOUSAS,LA,70570,10/3/07,6/30/21,Eric  Tyler,goodhandsllc@yahoo.com,(337) 942-5328,(337) 942-6615,4,2203782825
Home and Community Based Services,"Good Shepherd Personal Care Service, LLC",915 North Washington Street,BASTROP,LA,71220,MOREHOUSE,915 NORTH WASHINGTON STREET,BASTROP,LA,71220,8/29/06,10/31/21,Roblean  Harris,goodshepherdpers@att.net,(318) 283-0220,(318) 283-0210,8,15135
Home and Community Based Services,"Goodwill Industries Of Acadiana, Inc.",1225 Kaliste Saloom Road,LAFAYETTE,LA,70508,LAFAYETTE,1225 KALISTE SALOOM ROAD,LAFAYETTE,LA,70508,2/28/02,2/28/22,NADIA  FORD,nford@goodwillacadiana.org,(337) 769-7650,(337) 769-7659,4,8178
Home and Community Based Services,"Graceful Care Service, LLC",206 W. Lincoln Road,VILLE PLATTE,LA,70586,EVANGELINE,1322 TATE COVE ROAD,VILLE PLATTE,LA,70586,6/9/08,6/30/21,,gracefulcs@gmail.com,(337) 363-0349,(337) 363-0487,4,15397
Home and Community Based Services,"Greater Fellowship, LLC","11750 South Harrells Ferry Rd,Ste B",BATON ROUGE,LA,70816,EAST BATON ROUGE,"11750 SOUTH HARRELLS FERRY RD, STE B",BATON ROUGE,LA,70816,9/5/00,9/30/21,Keisha  Daisy,greateroutreach@bellsouth.net,(225) 292-9628,(225) 292-9623,2,15428
Home and Community Based Services,"Guardian Angels Care Services, Inc.","212 Pecan Park, Suite B",ALEXANDRIA,LA,71303,RAPIDES,"212 PECAN PARK, SUITE B",ALEXANDRIA,LA,71303,2/28/03,9/30/21,Donna  Strong,office@guardianangelscs.com,(318) 443-5600,(318) 443-5060,6,2203781044
Home and Community Based Services,"Guardian Angels Independent Living Services, Inc.","3009 Monterrey Blvd., Suite A",BATON ROUGE,LA,70814,EAST BATON ROUGE,"3009 MONTERREY BLVD., SUITE A",BATON ROUGE,LA,70814,8/20/07,2/28/22,Ms. Janet Ross,janetbuggage@yahoo.com,(225) 922-4466,(225) 922-4420,2,14090
Home and Community Based Services,Gulf Coast Social Services,1300 Jackson Street,ALEXANDRIA,LA,71301,RAPIDES,1300 JACKSON STREET,ALEXANDRIA,LA,71301,9/24/96,6/30/21,Monica  Manuel,monica_manuel@gcssla.org,(318) 448-1801,(318) 448-1841,6,15470
Home and Community Based Services,Gulf Coast Social Services,19341 N 10th Street Suite A,COVINGTON,LA,70433,ST. TAMMANY,19341 N 10TH STREET SUITE A,COVINGTON,LA,70433,1/22/99,11/30/21,Jeffrey  Kurtz,jeff_kurtz@gcssla.org,(985) 542-1191,(985) 400-5417,9,2203782179
Home and Community Based Services,Gulf Coast Social Services,"2400 Edenborn Avenue, 1st Floor",METAIRIE,LA,70001,JEFFERSON,"2400 EDENBORN AVENUE, 1ST FLOOR",METAIRIE,LA,70001,10/1/05,2/28/22,Jeff  Kurtz,jeff_kurtz@gcssla.org,(504) 831-6561,(504) 828-8178,1,2203781608
Home and Community Based Services,Gulf Coast Social Services,515 South College Road Suite 100,LAFAYETTE,LA,70503,LAFAYETTE,"515 SOUTH COLLEGE RD.,STE 100",LAFAYETTE,LA,70503,12/12/86,2/28/22,MICHELE  HARGRAVE,micheleh@gcssla.org,(337) 269-1165,(337) 235-1961,4,2371
Home and Community Based Services,Gulf Coast Social Services,5850 Florida Boulevard,BATON ROUGE,LA,70806,EAST BATON ROUGE,5850 FLORIDA BOULEVARD,BATON ROUGE,LA,70806,1/27/99,1/31/22,"MARCUS A ALEXANDER, MD",marcus_alexander@gcssla.org,(225) 201-0696,(225) 201-1792,2,15484
Home and Community Based Services,Gulf Coast Social Services,"700 Pujo Street, Suite A",LAKE CHARLES,LA,70601,CALCASIEU,"700 PUJO STREET, SUITE A",LAKE CHARLES,LA,70601,3/3/97,8/31/21,LaShanda  McMahon,lashonda_mcmahon@gcssla.org,(337) 436-6622,(337) 436-4403,5,2203782925
Home and Community Based Services,Gulf Coast Social Services,723 Point Street,HOUMA,LA,70360,TERREBONNE,723 POINT STREET,HOUMA,LA,70360,6/10/92,2/28/22,NICOLE  WESLEY,NICOLE_WESLEY@GCSSLA.ORG,(985) 851-4488,(985) 872-0985,3,2203784882
Home and Community Based Services,"Habilitative Program Management, Inc.",3201 Georgia Avenue Suite 101,KENNER,LA,70065,JEFFERSON,3201 GEORGIA STREET SUITE 101,KENNER,LA,70065,5/22/95,5/31/22,Kevin  Holbrook,pamelad@bellsouth.net,(504) 443-0000,(504) 443-0000,1,3245
Home and Community Based Services,"Hammond Strawberry Fields, Inc.",14455 UNIVERSITY AVE,HAMMOND,LA,70401,TANGIPAHOA,P. O. BOX 218,HAMMOND,LA,70404,3/13/98,3/31/22,LORI  DAVIS,strawpatch@i-55.com,(985) 542-1959,(985) 542-6778,9,2203784887
Home and Community Based Services,Happy Days Sheltered Workshop,10454 Rock Road,HAMMOND,LA,70403,TANGIPAHOA,P. O. BOX 3092,HAMMOND,LA,70404,12/29/97,12/31/21,Cassandra  Smith,happyhavenhomes@hotmail.com,(985) 543-0574,(985) 542-2832,9,5294
Home and Community Based Services,"Harmony Center, Inc. Butler''s",1363 Third Street,KENTWOOD,LA,70444,TANGIPAHOA,2736 FLORIDA BLVD.,BATON ROUGE,LA,70802,7/22/14,8/31/21,"Collis B Temple, Jr.",ctemple@harmonycenter.org,(985) 229-2624,(985) 229-2668,9,2203782085
Home and Community Based Services,Haven''''''''''''''''s Gateway Personal Care Facility,952 Oneal Lane Suite C,BATON ROUGE,LA,70816,EAST BATON ROUGE,952 ONEAL LANE SUITE C,BATON ROUGE,LA,70816,3/10/06,12/31/21,MS. Alfreda C Jackson,D642118@aol.com,(225) 343-4740,(225) 343-4742,2,2203784196
Home and Community Based Services,"Health Care Options Personal Care Services, Inc.",128 NORTH DEMANADE- SUITE 209,LAFAYETTE,LA,70503,LAFAYETTE,6659 SULLIVAN ROAD,GREENWELL SPRINGS,LA,70739,10/1/05,6/30/20,Howard  Austin,carolthomas@hcohome.com,(800) 790-3974,(337) 984-4446,4,2203782389
Home and Community Based Services,Health Source One Private Duty & Staffing(Private Pay),11750 Bricksome Ave.  Ste. A,BATON ROUGE,LA,70816,EAST BATON ROUGE,11750 BRICKSOME AVE.  STE. A,BATON ROUGE,LA,70816,7/17/06,12/31/21,MS. Amir  Saleem,vsaleemhsone@bellsouth.net,(225) 293-7590,(225) 293-7592,2,2203781029
Home and Community Based Services,"Heart''''''''s Desire, LLC ",3114 Mercedes Drive,MONROE,LA,71201,OUACHITA,3114 MERCEDES DRIVE,MONROE,LA,71201,11/13/03,3/31/22,SONYA  GRAY,heartsdesire4652@aol.com,(318) 387-5765,(318) 329-2936,8,15364
Home and Community Based Services,"Heaven On Earth Network, Inc.","3200 Second Avenue, Suite A",LAKE CHARLES,LA,70601,CALCASIEU,"3200 SECOND AVENUE, SUITE A",LAKE CHARLES,LA,70601,10/27/03,10/31/21,"DR. Mack   Guillory, Jr",rguillory@hoenetwork.com,(337) 562-1373,(337) 562-1374,5,10734
Home and Community Based Services,"Heaven''''s Blessings, Inc.",196 Hwy 3175 By-Pass,NATCHITOCHES,LA,71457,NATCHITOCHES,P.O. BOX 374,NATCHITOCHES,LA,71457,12/13/04,9/30/21,Kathy  Davenport-Clark,hbiblessings@yahoo.com,(318) 352-0279,(318) 352-5955,7,2203781163
Home and Community Based Services,"Heaven-On-Earth Network of Mamou, LLC",1321 Fourth Street,MAMOU,LA,70554,EVANGELINE,1321 4TH STREET,MAMOU,LA,70554,3/11/09,3/31/22,Myron C Guillory,hoeni114@centurytel.net,(337) 468-2730,(337) 468-2782,6,15227
Home and Community Based Services,"Heavenly Haven Care Services, Inc",4824 East Brookstown Drive,BATON ROUGE,LA,70805,EAST BATON ROUGE,4824 EAST BROOKSTOWN DRIVE,BATON ROUGE,LA,70805,10/1/05,5/31/22,Carolyn  Lanes,heavenly_haen@yahoo.com,(225) 357-7206,(225) 357-6424,2,7258
Home and Community Based Services,Helping Hands For Healing Hearts,1349 CORPORATE SQUARE BLVD SUITE1,SLIDELL,LA,70458,ST. TAMMANY,1349 CORPORATE SQUARE BLVD SUITE1,SLIDELL,LA,70458,4/23/09,3/31/22,Linda  Parker,helpinghands7774@bellsouth.net,(985) 641-8668,(985) 641-8669,9,2203782346
Home and Community Based Services,"Helping Hands Health Services, LLC",62335 Commercial Street,ROSELAND,LA,70456,TANGIPAHOA,P. O. BOX 1207,ROSELAND,LA,70456,3/14/06,7/31/21,Mr. Robert L Lewis,helpinghandshcs@yahoo.com,(985) 748-4263,(985) 748-4285,9,2203782079
Home and Community Based Services,Helping Hands Of Acadiana,524  S.Hopkins Street Suite A,NEW IBERIA,LA,70560,IBERIA,524 SOUTH HOPKINS STREET SUITE A,NEW IBERIA,LA,70560,6/29/07,2/28/22,Sandra  Sophus,hha29@aol.com,(337) 560-0909,(337) 560-7707,4,2203781062
Home and Community Based Services,Helping Hands Of New Orleans,2400 Veterans Blvd. Suite 490,KENNER,LA,70062,JEFFERSON,2400 VETERANS BLVD. SUITE 490 ,KENNER,LA,70062,2/12/04,2/28/22,Victor  Riley,trileyhhno@hotmail.com,(504) 464-1449,(504) 464-3559,1,2203784569
Home and Community Based Services,Hidden Treasures Alzheimer'''''''''''''''''''''''''''''''''',3400 Forsythe Avenue,MONROE,LA,71201,OUACHITA,3400 FORSYTHE AVENUE,MONROE,LA,71201,2/16/17,1/31/21,Janet  Williams,hiddentreasures@fcc-monroe.org,(318) 582-5682,(318) 387-3151,8,2203783142
Home and Community Based Services,"Holistic Case Management, LLC","310 Huey P. Long  Avenue, Suite 104",GRETNA,LA,70053,JEFFERSON,"310 HUEY P. LONG AVENUE, SUITE 104",GRETNA,LA,70053,8/21/17,7/31/21,Erica Matthews,erica@holisticcasemanagement.com,(504) 906-6808,(504) 910-2431,1,2203783497
Home and Community Based Services,"Holistic Health Care Services, Inc.",8732 Quarters Lake Rd.,BATON ROUGE,LA,70809,EAST BATON ROUGE,8732 QUARTERS LAKE RD.,BATON ROUGE,LA,70809,7/16/04,4/30/22,Porsha J Radford,officehhcs@gmail.com,(225) 922-7744,(225) 964-5979,2,2203783275
Home and Community Based Services,"Home Care Assistance, LLC",800 South Lewis Street Suite 207,NEW IBERIA,LA,70560,IBERIA,800 SOUTH LEWIS STREET SUITE 207,NEW IBERIA,LA,70560,2/19/09,5/31/21,Lorena  Handy-Francois,homecareassistancepca@yahoo.com,(337) 367-1854,(337) 256-8858,4,2203782781
Home and Community Based Services,Home Care Solutions,3421 N. Causeway Blvd. Suite 502,METAIRIE,LA,70002,JEFFERSON,5354 MAGAZINE STREET,NEW ORLEANS,LA,70115,5/4/12,5/31/22,Cathy  Puett,cp@homecareneworleans.com,(504) 828-0900,(504) 838-8253,1,2203782004
Home and Community Based Services,Home Instead Senior Care,206 Rue Promenade,LAFAYETTE,LA,70508,LAFAYETTE,206 RUE PROMENADE,LAFAYETTE,LA,70508,4/11/12,7/31/21,Carol  Vick,carol.vick@homeinstead.com,(337) 295-7990,(337) 295-7989,4,2203784703
Home and Community Based Services,Home Instead Senior Care,307 W MINNESOTA PARK SUITES 2 ,HAMMOND,LA,70403,TANGIPAHOA,5055 S. SHERWOOD FOREST BLVD.,BATON ROUGE,LA,70816,2/14/13,6/30/21,Matt  Cohn,shull@homeinsteadla.net,(985) 345-3115,(225) 819-8340,9,2203784016
Home and Community Based Services,Home Instead Senior Care,"3330 West Esplanade Avenue, Suite 200",METAIRIE,LA,70002,JEFFERSON,"3330 WEST ESPLANADE AVENUE, SUITE 200",METAIRIE,LA,70002,8/29/11,5/31/22,Lisa  Rabito,lisa.rabito@homeinstead.com,(504) 455-4911,(504) 887-4266,1,2203784006
Home and Community Based Services,HOME INSTEAD SENIOR CARE,400 Iberia Street,NEW IBERIA,LA,70560,IBERIA,400 IBERIA STREET,NEW IBERIA,LA,70560,8/26/11,5/31/22,JESSICA  DITCH,jessica.ditch@homeinstead.com,(337) 364-0034,(337) 364-7773,4,2203782044
Home and Community Based Services,Home Instead Senior Care,5055 South Sherwood Blvd.,BATON ROUGE,LA,70816,EAST BATON ROUGE,5055 SOUTH SHERWOOD FOREST BLVD.,BATON ROUGE,LA,70816,3/13/06,7/31/21,"MS. Sandra R Hull, RN,Bsn,Cmc",shull@homeinsteadla.net,(225) 819-8338,(225) 819-8340,2,2203782063
Home and Community Based Services,Home Instead Senior Care,602 A ROBERT BLVD,SLIDELL,LA,70459,ST. TAMMANY,602 A ROBERT BLVD,SLIDELL,LA,70459,4/17/12,1/31/22,Kevin  Synder,joyce.donhue@homeinstead.com,(985) 726-2668,(985) 726-2670,9,2203782591
Home and Community Based Services,Home Instead Senior Care,622 East College Street,LAKE CHARLES,LA,70607,CALCASIEU,622 EAST COLLEGE STREET,LAKE CHARLES,LA,70607,11/1/11,10/31/21,George  Cestia,george.cestia@homeinstead.com,(337) 480-0023,(337) 480-0060,5,2203781013
Home and Community Based Services,Home Instead Senior Care,7600 Fern Avenue Building 400,SHREVEPORT,LA,71105,CADDO,"7600 FERN AVENUE , BUILDING 400",SHREVEPORT,LA,71105,10/1/11,9/30/21,,paige.locke@homeinstead.com,(318) 741-9898,(318) 741-6986,7,2203781012
Home and Community Based Services,"Home Sweet Home Personal Care Services, Inc.",1104 West Saint Peter Street,NEW IBERIA,LA,70560,IBERIA,1104 WEST PETER STREET,NEW IBERIA,LA,70560,11/23/04,2/28/22,Ms.. Kimberly ArMs.trong,homesweethomela@aol.com,(337) 560-0623,(337) 560-0624,4,2203781048
Home and Community Based Services,"Home-Care Pca, LLC",353 West Main St,THIBODAUX,LA,70301,LAFOURCHE,P.O. BOX 110,THIBODAUX,LA,70301,11/13/03,1/31/22,MR. Troy E Brown,homecarepcallc@bellsouth.net,(985) 446-3377,(985) 446-7766,3,2203784930
Home and Community Based Services,"Hometown Senior Care, LLC","9121 Interline Ave., Ste. 10A",BATON ROUGE,LA,70809,EAST BATON ROUGE,"9121 INTERLINE AVE., STE. 10A",BATON ROUGE,LA,70809,8/10/04,7/31/21,James  Warren,seniorcarehometown@gmail.com,(225) 218-4389,(225) 218-6388,2,2203782413
Home and Community Based Services,"Horizon Management, LLC.",5246 Evangeline Street,BATON ROUGE,LA,70805,EAST BATON ROUGE,5246 EVANGELINE STREET,BATON ROUGE,LA,70805,2/23/07,8/31/21,Taylour  Shepherd,taylourshepherd@yahoo.com,(225) 928-6887,(225) 928-6851,2,2203784852
Home and Community Based Services,"Human Service Management And Investment, LLC",7224 Main Street,HOUMA,LA,70360,TERREBONNE,7224 MAIN STREET,HOUMA,LA,70360,10/1/05,6/30/21,MR. Allen  Mitchell,allenfmitchell@aol.com,(985) 223-2429,(985) 223-2431,3,11179
Home and Community Based Services,"Humble Beginnings Assisted Care Services, LLC",1564 Hazel Street,ARCADIA,LA,71001,BIENVILLE,1564 HAZEL STREET,ARCADIA,LA,71001,5/29/19,8/31/21,Cynthia  Jackson-Murphy,humblebeginningsac@yahoo.com,(318) 579-5050,(318) 579-5075,7,2203784386
Home and Community Based Services,"I Care Home Care, LLC",160 East Main Street,VILLE PLATTE,LA,70586,EVANGELINE,508 LARAN STREET,VILLE PLATTE,LA,70586,12/9/08,7/31/21,Lucy  Jones,info@icarehomecare.net,(337) 363-4663,(337) 363-4665,4,2203784042
Home and Community Based Services,"Immaculate Heart Of Mary, Lt-Pcs, LLC",122 LA S. HWY 3050,MORGANZA,LA,70759,POINTE COUPEE,P.O. BOX 505,MORGANZA,LA,70759,6/20/07,6/30/21,JESSICA  ADAMS,immaculateh84683@bellsouth.net,(225) 694-3312,(225) 694-0337,2,2203783400
Home and Community Based Services,"Immaculate Heart Of Mary- Pcs, LLC",226 Lyons Street,MELVILLE,LA,71353,ST. LANDRY,P.O. BOX 670,MELVILLE,LA,71353,10/1/05,4/30/22,Mary  Morain,marysheart@bellsouth.net,(337) 623-4100,(337) 623-4102,4,12145
Home and Community Based Services,"Immaculate Heart Of Mary-Pcs,LLC",418 South Preston Street,MARKSVILLE,LA,71351,AVOYELLES,P.O. BOX 398,MARKSVILLE,LA,71351,9/22/08,5/31/22,Latonia  Burks,bennettmorain@att.net,(318) 253-5400,(318) 253-5454,6,2203783941
Home and Community Based Services,Impac,1531 Ambassador Caffery Parkway,LAFAYETTE,LA,70506,LAFAYETTE,1220 ERASTE LANDRY ROAD,LAFAYETTE,LA,70506,11/12/10,1/31/22,Carl  Kephart,lmartin@althomecare.com,(337) 233-0545,(337) 233-0546,4,2203782361
Home and Community Based Services,"Inceptions, LLC",7134 Park Avenue,HOUMA,LA,70364,TERREBONNE,7134 PARK AVENUE,HOUMA,LA,70364,7/17/07,9/30/21,CHERYL  CHARLES-BANKS,inceptions@bellsouth.net,(985) 851-7887,(985) 851-7889,3,2203784861
Home and Community Based Services,"Independent Family Solutions,LLC",2200 VETERANS BLVD SUITE 103 A,KENNER,LA,70062,JEFFERSON,2200 VETERANS BLVD SUITE 103 A,KENNER,LA,70062,5/21/08,3/31/22,Terri  White,wterri28@yahoo.com,(504) 779-8202,(504) 779-8203,1,2203783467
