State Facility Type 1 Literal,Facility Name,Address,City,State,Zip Code,County,Email Address,Phone Number,License Number
Home Health,Four Rivers Home Health of Louisiana,"2801 Fourth Street,Suite 1 ",JONESVILLE,LA,71343,CATAHOULA,faxes@americarehc.com,(318) 339-6020,971
Home Health,Franklin HomeCare,1810 Main Street,FRANKLIN,LA,70538,ST. MARY,lra@lhcgroup.com,(337) 828-2929,2203784046
Home Health,Glenwood Home Health Services ,1509 N 7th Street,WEST MONROE,LA,71291,OUACHITA,LRA@lhcgroup.com,(318) 396-0452,2203784250
Home Health,Grace Home Health,"217 Rue Louis XIV, Suite 200",LAFAYETTE,LA,70508,LAFAYETTE,hhardy@gracehh.net,(337) 889-5950,2203782869
Home Health,"Guardian Home Health Care of LA., Inc.",3510 N. Causeway Blvd. Suite 501 ,METAIRIE,LA,70002,JEFFERSON,bevmodom@icloud.com,(504) 828-2294,1075
Home Health,Haven Home Health Inc,4404 Old Sterlington Road Suite 106 & Suite 108,MONROE,LA,71203,OUACHITA,wbruce@havenhomehealth.com,(318) 324-8632,2203783990
Home Health,"Healing Hands Home Health, Inc.",952 O'Neal Lane Sute D ,BATON ROUGE,LA,70816,EAST BATON ROUGE,basilw@cox.net,(225) 275-4325,2203783873
Home Health,Home Care TLC,202 Fair Avenue,WINNSBORO,LA,71295,FRANKLIN,homecaretlc2017@gmail.com ,(318) 435-4180,2203782336
Home Health,Home Health Agency of Lake Charles Memorial Hospital, 2010 Oak Park Blvd.,LAKE CHARLES,LA,70601,CALCASIEU,mestes@lcmh.com,(337) 494-6444,2203783735
Home Health,Home Health Care 2000-Baton Rouge,"8230 Summa Avenue, Suite A",BATON ROUGE,LA,70809,EAST BATON ROUGE,cblaney@hhc2000.com,(225) 293-2500,2203782480
Home Health,Home Health Care 2000-Lafayette,"1304 Bertrand Drive,Suite A2 and A3",LAFAYETTE,LA,70506,LAFAYETTE,dpreed@hhc2000.com,(337) 593-1198,2203782859
Home Health,Home Health Care 2000-Lake Charles,"2021 Oak Park Blvd., Ste A",LAKE CHARLES,LA,70601,CALCASIEU,tsmith@hhc2000.com,(337) 439-5444,2203784740
Home Health,Home Health Care 2000-Oakdale,114 North 11th Street,OAKDALE,LA,71463,ALLEN,aoneil@hhc2000.com,(318) 335-0973,2203782860
Home Health,Home Health Center of Thibodaux Regional,804 Bayou Lane ,THIBODAUX,LA,70301,LAFOURCHE,earl.hernandez@thibodaux.com,(985) 447-8442,2203784507
Home Health,"Home Health Department of Willis Knighton Hospital, Inc.","3300 Albert Bicknell Drive, Ste. 4 & 5 ",SHREVEPORT,LA,71103,CADDO,amartin@wkhs.com,(318) 212-4180,65
Home Health,"Intensive Home Healthcare, Inc.",1633 Carter Street ,VIDALIA,LA,71373,CONCORDIA,dan.intensive336@gmail.com,(318) 336-9030,1135
Home Health,Intrepid USA Healthcare Services,"1200 Hospital Drive, Ste 8",OPELOUSAS,LA,70570,ST. LANDRY,kyle.chandler@IntrepidUSA.com,(337) 546-0997,2203784717
Home Health,Jeff Davis MD Homecare,"1322 Elton Road, Suite B ",JENNINGS,LA,70546,JEFFERSON DAVIS,LRA@LHCGROUP.COM,(337) 824-1188,2203783265
Home Health,Key Home Health Care,"16030 Lamonte Drive, Suite A ",HAMMOND,LA,70403,TANGIPAHOA,info@keyhomehealth.com,(985) 549-1539,1116
Home Health,Kindred At Home,"1305 Derek Drive, Suites 1 & 2 ",HAMMOND,LA,70403,TANGIPAHOA,linda.skaggs@gentiva.com,(985) 429-9040,1210
Home Health,Kindred At Home,137 Yorktown Drive ,ALEXANDRIA,LA,71303,RAPIDES,linda.skaggs@gentiva.com ,(318) 487-6700,1192
Home Health,Kindred At Home,"422 Kade Street, Suite 3 ",JENNINGS,LA,70546,JEFFERSON DAVIS,Linda.Skaggs@Gentiva.com,(337) 616-3077,1159
Home Health,Kindred At Home,"5779 Hwy 311, Ste 1",HOUMA,LA,70360,TERREBONNE,linda.skaggs@gentiva.com,(985) 223-4321,2203784897
Home Health,Kindred At Home,"58725 Belleview Road, Suite A-3 ",PLAQUEMINE,LA,70764,IBERVILLE,Darla.Webre@kindredathome.com,(225) 687-8188,1035
Home Health,Kindred At Home,"5955 Cypress Street , Unit C and D  ",WEST MONROE,LA,71291,OUACHITA,Alisha.Guider@gentiva.com,(318) 805-0106,2203781576
Home Health,Kindred at Home,622 Rush Street ,COUSHATTA,LA,71019,RED RIVER,Sheila.Veuleman@kindredathome.com,(318) 932-4442,910
Home Health,La Salle General Hospital Home Health,212 Ninth Street ,JENA,LA,71342,LASALLE,jdecker@lgh-jena.org,(318) 992-9250,66
Home Health,Lady of the Sea Home Health Agency,200 West 134th Place ,CUT OFF,LA,70345,LAFOURCHE,suzannep@losgh.org,(985) 632-6900,1132
Home Health,Lagniappe Homecare Alexandria,3130 JACKSON STREET,ALEXANDRIA,LA,71301,RAPIDES,tara.meher@centralmanagement.com,(318) 442-6435,2203781694
Home Health,Lagniappe Homecare Northern Louisiana,1400 West Court St.,WINNFIELD,LA,71483,WINN,ggunter@centralmanagement.com,(318) 628-3807,2203783949
Home Health,Lagniappe Homecare Northwest Louisiana,5770 Hwy 1 Bypass ,NATCHITOCHES,LA,71457,NATCHITOCHES,angela.conlay@centralmanagement.com,(318) 357-1990,1144
Home Health,Lakeshore Home Health,1724 Herman Dupuis Road,BREAUX BRIDGE,LA,70517,ST. MARTIN,cratliff@stjosephholdings.com,(337) 228-1045,2203782777
Home Health,Lamm Family Care Home Health,"1708 N. Parkerson Avenue, Suite 4",CROWLEY,LA,70526,ACADIA,jennyh@lamm.care,(337) 783-0000,2203782388
Home Health,Lane Home Health An Affiliate of Lane Regional Medical Ctr.,6300 Main Street ,ZACHARY,LA,70791,EAST BATON ROUGE,ccantwell@lanermc.org,(225) 658-4150,182
Home Health,Life Source Home Health ,"1250 SW Railroad Avenue, STE 240A",HAMMOND,LA,70403,TANGIPAHOA,dstallard@asimgt.com,(985) 419-1999,2203784478
Home Health,Louisiana Home Health,926 Homer  Road,MINDEN,LA,71055,WEBSTER,Kim.Sissom@LHCGroup.com,(318) 377-0800,2203784143
Home Health,Louisiana HomeCare,301 Jefferson Street ,MANSFIELD,LA,71052,DESOTO,lra@lhcgroup.com,(318) 872-0821,983
Home Health,Louisiana HomeCare of Alexandria,"6501 Coliseum Blvd., Suite 700D",ALEXANDRIA,LA,71303,RAPIDES,lra@lhcgroup.com,(318) 427-7756,2203781666
Home Health,"Louisiana HomeCare of Miss-Lou, LLC",200 Serio Blvd,FERRIDAY,LA,71334,CONCORDIA,LRA@LHCgroup.com,(318) 336-2323,2203784254
Home Health,Louisiana HomeCare/Springhill,1112 Doctors Drive,SPRINGHILL,LA,71075,WEBSTER,LRA@lhcgroup.com,(318) 539-5980,2203784144
Home Health,Lourdes Home Health,"4540 Ambassador Caffery Pkwy., Suite B220",LAFAYETTE,LA,70508,LAFAYETTE,lra@lhcgroup.com,(985) 384-3478,2203784375
Home Health,"Magnolia Home Health Care, Inc.","1285 Pine Street, Suite 100 ",ARCADIA,LA,71001,BIENVILLE,bholtzclaw@magnoliahhc.com,(318) 263-2100,876
Home Health,"Mangham Home Care, Inc.",714 Broadway Street ,MANGHAM,LA,71259,RICHLAND,office@mhcla.com,(318) 248-2797,377
Home Health,Mercy Home Health Services.,"5150 Hwy 22, Ste C-9",MANDEVILLE,LA,70471,ST. TAMMANY,kkramer@mercyhhs.com,(985) 674-1699,2203784702
Home Health,"Modern Home Health, Inc.",800 CM Fagan Dr. Ste. D,HAMMOND,LA,70403,TANGIPAHOA,mitzi@superiorhhc.com,(985) 429-0210,2203783814
Home Health,National Homecare Services,606 Sibley Road,MINDEN,LA,71055,WEBSTER,mel@nationalhc.com,(318) 539-4300,2203784175
Home Health,Notre Dame Home Health,"2121 N. Causeway Blvd, Ste 100",METAIRIE,LA,70001,JEFFERSON,bbienvenu@ndhs-no.org,(504) 828-1551,2203784763
Home Health,"Nurses Registry Home Health, Inc.","800 W. Commerce Road, Suite 202",NEW ORLEANS,LA,70123,JEFFERSON,jeannec@mynrhh.com,(504) 736-0803,2203783391
Home Health,Nursing Care,1102 N. Victor II Blvd,MORGAN CITY,LA,70380,ST. MARY,lra@lhcgroup.com,(985) 384-3478,2203783890
Home Health,"Nursing Care Connections, Inc.",10849 Perkins Road ,BATON ROUGE,LA,70810,EAST BATON ROUGE,nursingcarebr@gmail.com,(225) 767-0095,283
Home Health,Nursing Specialties,1025 Camellia Blvd. ,LAFAYETTE,LA,70508,LAFAYETTE,lacey@nursingspecialties.com,(337) 266-9996,1073
Home Health,Ochsner Home Health of Baton Rouge,"2645 O'Neal Lane Building C, Suite C ",BATON ROUGE,LA,70816,EAST BATON ROUGE,lra@lhcgroup.com,(225) 952-8400,2203783945
Home Health,Ochsner Home Health of Covington,"121 Park Place, Suite 1",COVINGTON,LA,70433,ST. TAMMANY,lra@lhcgroup.com,(985) 892-7627,2203784888
Home Health,Ochsner Home Health of New Orleans,"3000 W. Esplanade Avenue, Suite 302",METAIRIE,LA,70002,JEFFERSON,lra@lhcgroup.com,(504) 372-6610,2203783939
Home Health,Ochsner Home Health of Raceland,"4560 Highway 1, Suite 4",RACELAND,LA,70394,LAFOURCHE,lra@lhcgroup.com,(985) 664-4066,2203784183
Home Health,Omni Home Care,68445 Tammany Trace ,MANDEVILLE,LA,70471,ST. TAMMANY,RESQUERRE@omnihomecare.com,(985) 674-5175,1013
Home Health,"Pathfinders Healthcare, Inc.","10555 Lake Forest Blvd, Ste 7-H ",NEW ORLEANS,LA,70127,ORLEANS,sylvia@pathfinders.nocoxmail.com,(504) 242-1122,758
Home Health,Pinnacle Home Health of Baton Rouge,5627 S. Sherwood Forest Blvd. Ste. A ,BATON ROUGE,LA,70816,EAST BATON ROUGE,jlyons@pinnaclehh.com,(225) 248-8600,2203783569
Home Health,Pinnacle Home Health of Zachary,5333 Main Street ,ZACHARY,LA,70791,EAST BATON ROUGE,jlyons@pinnaclehh.com,(225) 248-8600,2203783572
Home Health,Pointe Coupee Homebound Health Services,350 Hospital Road ,NEW ROADS,LA,70760,POINTE COUPEE,Jthibodeaux@pchhh.org,(225) 638-5717,176
Home Health,Prevail Homecare,"3445 N. Causeway Blvd., Suite 706",METAIRIE,LA,70002,JEFFERSON,robyn@prevailhomecare.com,(504) 302-9511,2203784200
Home Health,PrimeStar Home Health,1008 Julia St,RAYVILLE,LA,71269,RICHLAND,jloughmiller@primestarhh.net,(318) 329-8292,2203784602
Home Health,"PrimeSTAR Home Health of NWLA, Inc.",2434 Manning St.,RINGGOLD,LA,71068,BIENVILLE,jloughmiller@psnwla.net,(318) 259-1410,2203783993
Home Health,Professional HH Services of Natchitoches, 135 EAST FIFTH STREET,NATCHITOCHES,LA,71457,NATCHITOCHES,kmitchell@businessmgtservices.com,(318) 352-9240,12
Home Health,Professional Home Health Services,1004 Calais Circle ,ALEXANDRIA,LA,71303,RAPIDES,HMcneely@businessmgtservices.com,(318) 448-8132,15
Home Health,Professional Home Health Services Of Minden,111 Ryan's Way ,MINDEN,LA,71055,WEBSTER,kmitchell@businessmgtservices.com,(318) 377-1709,28
Home Health,Professional Home Health Services of Southwest Louisiana,538 S. E. Court Circle,CROWLEY,LA,70526,ACADIA,kmitchell@businessmgtservices.com,(337) 783-5040,2203782322
Home Health,Professional Home Health SVCS of Caddo,3601 Youree Drive ,SHREVEPORT,LA,71105,CADDO,kmitchell@businessmgtservices.com,(318) 861-3900,19
Home Health,Pulse Home Health Care,"19295 North 3rd Street, Suite 14",COVINGTON,LA,70433,ST. TAMMANY,dcrowe@pulsehomehealth.com,(985) 845-7088,2203784043
Home Health,Red River Home Health Care,"1701 Old Minden Road, Ste. 33B ",BOSSIER CITY,LA,71111,BOSSIER,rstamant@vitalhcgroup.com,(318) 752-4662,1196
Home Health,Serenity Homecare,"3602 Cypress Street, Suite A",WEST MONROE,LA,71291,OUACHITA,bgray@serenityhh.net,(318) 600-6668,2203784533
Home Health,"Serenity HomeCare, LLC",940 West Bon Temps,MARKSVILLE,LA,71351,AVOYELLES,tommycupples@aol.com,(318) 253-9988,2203782818
Home Health,"Smart Health Care, Inc.",6135 Fairfield Ave. ,SHREVEPORT,LA,71106,CADDO,smart_healthcare@bellsouth.net,(318) 865-9747,1166
Home Health,SMH-Ochsner Home Health of Slidell,"2990 Gause Blvd. E, Suite B",SLIDELL,LA,70461,ST. TAMMANY,lra@lhcgroup.com,(985) 649-4990,1100
Home Health,"Southeast Louisiana Home Health, LLC",832 E. Boston Street Ste 10,COVINGTON,LA,70433,ST. TAMMANY,dcreighton@hcofla.com,(985) 892-8008,2203784395
Home Health,Southern Home Health,3417 Patrick Street ,LAKE CHARLES,LA,70605,CALCASIEU,LRA@lhcgroup.com,(337) 479-2233,1003
Home Health,St Landry HomeCare,426 Heather Drive ,OPELOUSAS,LA,70570,ST. LANDRY,lra@lhcgroup.com,(337) 948-8988,2203781778
Home Health,St. Francis Medical Center Home Health ,1107 Hudson Lane Suite A ,MONROE,LA,71201,OUACHITA,lra@lhcgroup.com,(318) 327-4500,2203781865
Home Health,St. Michaels Home Health ,332 Amelia St,GRETNA,LA,70053,JEFFERSON,stmichaelshomehealth@yahoo.com,(504) 322-4525,2203784869
Home Health,St. Tammany Hospital Home Health,725 W. 11th Avenue,COVINGTON,LA,70433,ST. TAMMANY,ptoups@stph.org,(985) 898-4414,1201
Home Health,"STAT Home Health - West, LLC","1724 Herman Dupuis Road, Suite B",BREAUX BRIDGE,LA,70517,ST. MARTIN,cratliff@stjosephholdings.com,(337) 332-0163,2203783053
Home Health,STAT Home Health Innovative ,19924 Hwy 182,BUNKIE,LA,71322,AVOYELLES,cratliff@stjosephholdings.com,(318) 838-2178,2203783295
Home Health,"STAT Home Health North, LLC",1913 Stubbs Avenue,MONROE,LA,71201,OUACHITA,cratliff@stjosephholdings.com,(318) 410-1344,2203782953
Home Health,"STAT Home Health of Northwest Louisiana, LLC","252 N. Main Street, Suite B",SIBLEY,LA,71073,WEBSTER,cratliff@stjosephholdings.com,(318) 371-3673,2203781673
Home Health,"STAT Home Health of Southwest Louisiana, LLC",1011 3rd Ave,KINDER,LA,70648,ALLEN,cratliff@stjosephholdings.com,(337) 579-6771,2203782373
Home Health,Stat Home Health Triton ,"1010 CM Fagan Drive, Ste 100-A",HAMMOND,LA,70403,TANGIPAHOA,cratliff@stjosephholdings.com,(985) 956-7041,2203783936
Home Health,"STAT Home Health, LLC","1707 Chantilly Drive, Suite A ",LAPLACE,LA,70068,ST. JOHN THE BAPTIST,cratliff@stjosephholdings.com,(985) 652-8092,1176
Home Health,STAT Home Health-Central,101 Yorktown,ALEXANDRIA,LA,71303,RAPIDES,cratliff@stjosephholdings.com,(318) 561-7778,2203781593
Home Health,"Superior Home Health Care, Inc.",4301 Bluebonnet Blvd. ,BATON ROUGE,LA,70809,EAST BATON ROUGE,mitzi@superiorhhc.com,(225) 766-8097,415
Home Health,"Supreme Home Health Services, Inc.",1110 Jackson Street ,MONROE,LA,71201,OUACHITA,cdbenjamin203@aol.com,(318) 323-5489,121
Home Health,"Terrebonne Homecare, Inc.",760 West Tunnel Blvd. ,HOUMA,LA,70360,TERREBONNE,THI@qualityathome.com,(985) 873-7000,594
Home Health,"The Medical Team, Inc.",4722 Highway 311 ,HOUMA,LA,70360,TERREBONNE,achampagne@gmail.com ,(985) 872-6666,69
Home Health,TLC Home Health Care Agency,1581 Carol Sue Ave. Suite 215 ,GRETNA,LA,70056,JEFFERSON,tlchhc@bellsouth.net,(504) 398-9055,431
Home Health,Total Home Health Care,330 Amelia Street,GRETNA,LA,70053,JEFFERSON,thhc2006@gmail.com,(504) 340-8888,2203784830
Home Health,Touro at Home Touro Infirmary,1401 Foucher Street ,NEW ORLEANS,LA,70115,ORLEANS,Jessica.schultz@lcmchealth.org,(504) 897-8576,261
Home Health,"TruCare Home Health, LLC","1904 Stubbs, Ste B.",MONROE,LA,71201,OUACHITA,matt@deltahcmgmt.com,(318) 281-8627,2203783623
Home Health,United Home Health Care of Shreveport,9400 Village Green Drive ,SHREVEPORT,LA,71115,CADDO,gabemeiki@gmail.com,(318) 798-7777,197
Home Health,Vernon Home Health,213 Alexandria Highway ,LEESVILLE,LA,71446,VERNON,kcooley@vernonhomehealth.com,(337) 238-0506,1088
Home Health,Vital Link Home Care-South,"3300 West Esplanade Avenue, Suite 200",METAIRIE,LA,70002,JEFFERSON,arhymes@vitalhcgroup.com,(504) 831-1190,2203784147
Home Health,"Vital Link, A Home Care Company","19184 Doctor John Lambert Dr, Ste 100 ",HAMMOND,LA,70403,TANGIPAHOA,rstamant@vitalhcgroup.com,(985) 345-6343,1110
Home Health,West Calcasieu Cameron Hospital HHA,"1327 Stelly Lane, Suite 1",SULPHUR,LA,70663,CALCASIEU,awelch@wcch.com,(337) 527-4362,2203781104
Home Health,West Carroll Mem Hosp Home Health,110 North Front Street ,OAK GROVE,LA,71263,WEST CARROLL,208homehealth@bellsouth.net,(318) 428-9604,1158
Hospice,Acadian Hospice,"413 Travis Street, Ste 100",LAFAYETTE,LA,70503,LAFAYETTE,lra@lhcgroup.com,(337) 500-1763,2203784373
Hospice,Aime Hospice Care,"6425 Youree Dr., Ste 380",SHREVEPORT,LA,71105,CADDO,nhofmeister@seniorcarecentersltc.com,(318) 861-2150,2203784282
Hospice,All Saints Hospice,"7406 Highway 1, Suite 101",MANSURA,LA,71350,AVOYELLES,csteward@allsaintshospice.com,(318) 240-8515,2203783378
Hospice,Amedisys Hospice,"3854 American Way, Suite C",BATON ROUGE,LA,70816,EAST BATON ROUGE,1280@amedisys.com,(225) 751-4599,2203784040
Hospice,Amedisys Hospice,4017 Common Street ,LAKE CHARLES,LA,70607,CALCASIEU,1212@amedisys.com,(337) 562-3200,2203781671
Hospice,Amedisys Hospice  ,"4021-B Ambassador Caffery Parkway, Suite 101",LAFAYETTE,LA,70503,LAFAYETTE,rhonda.foreman@amedisys.com,(337) 988-9778,2203782436
Hospice,Amedisys Hospice,"425 Ashley Ridge Blvd., Suite 240",SHREVEPORT,LA,71106,CADDO,1211@amedisys.com,(318) 868-8788,2203781755
Hospice,AmeraCare Family Hospice,303 West 21st Avenue,COVINGTON,LA,70433,ST. TAMMANY,epowell@ameracare.com,(985) 893-3301,2203783214
Hospice,Anvoi Hospice,"1013 N. Causeway Blvd., Ste 201B",METAIRIE,LA,70001,JEFFERSON,jbabin@anvoihealth.com,(504) 603-3577,2203783324
Hospice,"Ascend Hospice Care, LLC","4404 Old Sterlington Road, Suite 102",MONROE,LA,71203,OUACHITA,kspillers@ascend.la  ,(318) 398-8190,2203783995
Hospice,Audubon Hospice Care,"8966 Interline Avenue, Ste D",BATON ROUGE,LA,70809,EAST BATON ROUGE,ahc@audubonhospice.com,(225) 924-6830,2203784414
Hospice,"Audubon Hospice of Lafayette, Inc","221 Rue De Jean, Ste 201",LAFAYETTE,LA,70508,LAFAYETTE,diannet@audubonhomehealth.com,(337) 541-1000,2203784615
Hospice,Bridgeway Healthcare & Hospice,"13702 Coursey Blvd.,Bldg 5 Suite B ",BATON ROUGE,LA,70817,EAST BATON ROUGE,dmcbride@bridgewayhospice.net,(225) 753-1495,357
Hospice,Bridgeway Healthcare and Hospice of Acadiana,"2014 W. Pinhook Drive, Suite 604",LAFAYETTE,LA,70508,LAFAYETTE,dmcbride@bridgewayhospice.net,(337) 232-5925,2203782213
Hospice,Brighton Bridge,213-B N. First Street ,OBERLIN,LA,70655,ALLEN,meaves@brightonbridge.com,(337) 639-9200,300
Hospice,"Canon Healthcare, LLC","3600 Prytania Street, Suite 46",NEW ORLEANS,LA,70115,ORLEANS,ksampson@canonhospice.org,(504) 818-2723,2203784194
Hospice,Canon Hospice,13702 COURSEY BLVD. STE 6-A,BATON ROUGE,LA,70817,EAST BATON ROUGE,kchilton@canonhospice.org ,(225) 926-1404,2203784661
Hospice,Canon Hospice,"19374 3rd St., STE B ",COVINGTON,LA,70433,ST. TAMMANY,rbarrios@canonhospice.org,(985) 626-3051,2203784210
Hospice,Cardinal Hospice,"8280 YMCA Plaza Drive, Bldg. 3, Ste A ",BATON ROUGE,LA,70810,EAST BATON ROUGE,cardinalhospice@yahoo.com,(225) 291-3322,368
Hospice,Caring Hands Hospice,"3602 Cypress Street, Ste B,",WEST MONROE,LA,71291,OUACHITA,sjenkins@caringhh.net,(318) 516-2640,2203784669
Hospice,CHRISTUS Hospice & Palliative Care Schumpert,"1700 Buckner Square, Suite 200",SHREVEPORT,LA,71101,CADDO,LRA@LHCGROUP.COM,(318) 383-6748,2203783754
Hospice,CHRISTUS Hospice & Palliative Care St. Frances Cabrini,"4801 Jackson St.,Ext Suite B ",ALEXANDRIA,LA,71303,RAPIDES,LRA@lhcgroup.com,(318) 266-8656,2203783753
Hospice,CHRISTUS Hospice and Palliative Care St. Patrick,"1130 Pithon Street, Suite 101",LAKE CHARLES,LA,70601,CALCASIEU,lra@lhcgroup.com,(337) 395-5650,2203784419
Hospice,Clarity Hospice of Baton Rouge,"9191 Bluebonnet Blvd., Suite B",BATON ROUGE,LA,70810,EAST BATON ROUGE,mguarisco@clarity-hospice.org,(225) 291-4700,2203781945
Hospice,Comfort Care Hospice,23675 Church Street,PLAQUEMINE,LA,70764,IBERVILLE,mike@comfortcarehospice.net,(225) 385-4202,2203782011
Hospice,Community Care Hospice,"1007 W. Thomas, Suite A ",HAMMOND,LA,70403,TANGIPAHOA,sdillonshandill@yahoo.com,(985) 340-1880,196
Hospice,Community Hospice of Lafayette,5750 Johnston St. Ste 204,LAFAYETTE,LA,70503,LAFAYETTE,ddugas@chp.care,(337) 806-9190,2203784153
Hospice,"Community Hospice, LLC","3600 Chestnut, 3rd Floor ",NEW ORLEANS,LA,70115,ORLEANS,Leahw@communityhospice.us,(504) 899-2011,137
Hospice,Compassionate Care Hospice,"5417 Jackson Street, Suite B ",ALEXANDRIA,LA,71303,RAPIDES,1285@amedisys.com,(318) 487-9400,355
Hospice,Compassus-Ruston,100 South Trenton Street ,RUSTON,LA,71270,LINCOLN,Crystal.Hammett@compassus.com,(318) 255-2033,2203782918
Hospice,Concerned Care Hospice,"19550 N 10th St, Ste B",COVINGTON,LA,70433,ST. TAMMANY,Rachel.Salehi@concernedcare.com,(985) 892-3947,2203784628
Hospice,"Crossroads Hospice, LLC",702 First Street,DELHI,LA,71232,RICHLAND,crosshospice@bellsouth.net,(318) 878-2182,2203784149
Hospice,Egan Hospice ,"121 Park Place, Suite 2",COVINGTON,LA,70433,ST. TAMMANY,LRA@lhcgroup.com ,(985) 467-5883,2203784826
Hospice,Elara Caring ,"300 Washington St., Ste. 401",MONROE,LA,71201,OUACHITA,regulatory@elara.com,(318) 322-0049,2203784526
Hospice,Encompass Health Hospice of the Northshore,"112 Innwood Drive, Suite D",COVINGTON,LA,70433,ST. TAMMANY,licensing@encompasshealth.com,(985) 732-1762,2203784394
