Facility Address,Facility ID,Facility Name,Administrator,Telephone,Type,County Name,Facility has Secured Bed?,address,fac_city,fac_st,fac_zip,Facility Email,Open Date,Owner Address,Owner Category,Owner Company,Owner Phone,Cert Beds,Licensed Beds,securebeds
"615 SOUTHPOINTE COURT COLORADO SPRINGS, CO 80906",2305CK,BROOKDALE BROADMOOR,Ms BRENDA WIDENER,7195795000,ASSISTED LIVING RESIDENCE,EL PASO,Yes,615 SOUTHPOINTE COURT,COLORADO SPRINGS,CO,80906,,7/9/96,"111 WESTWOOD PLACE SUITE 400 BRENTWOOD, TN 37027", PROFIT-CORPORA,"EMERITUS PROPERTIES XVI, INC.",615-221-2250,0,89,47
"1008 RULE DRIVE FORT COLLINS, CO 80525",2303C1,BROOKDALE FORT COLLINS MC (CO),Mr GREGORY RUSSELL BROWN,9702299777,ASSISTED LIVING RESIDENCE,LARIMER,Yes,1008 RULE DRIVE,FORT COLLINS,CO,80525,,7/20/99,"6111 WESTWOOD PLACE BRENTWOOD, TN 37027", PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,615-221-2250,0,62,62
"6761 WEST 65TH AVENUE ARVADA, CO 80003",23Y383,ALMOST LIKE HOME,Mr TIMOTHY VANMETER,3034322000,ASSISTED LIVING RESIDENCE,JEFFERSON,Yes,6761 WEST 65TH AVENUE,ARVADA,CO,80003,tim@alzhomes.com,2/20/08,"P O BOX 1222 ARVADA, CO 80001", PROFIT-CORPORA,"ALMOST LIKE HOME, INC",303-888-5459,0,72,72
"7700 W 101ST AVENUE WESTMINSTER, CO 80021",23Y387,GREENRIDGE PLACE,Ms LISA ANDERSON,3034650504,ASSISTED LIVING RESIDENCE,JEFFERSON,Yes,7700 W 101ST AVENUE,WESTMINSTER,CO,80021,(303)465-0504,2/25/15,"5335 SW MEADOWS RD STE 140 LAKE OSWEGO, OR 97035", PROFIT-CORPORA,"ANTHEM WESTMINSTER MANAGEMENT, LLC",503-924-8777,0,76,76
"6595 GARRISON ST ARVADA, CO 80004",23R660,APPLEWOOD OUR HOUSE ASSISTED LIVING FACILITY 5 LLC,Ms SHERRIE BONHAM,7209237923,ASSISTED LIVING RESIDENCE,JEFFERSON,Yes,6595 GARRISON ST,ARVADA,CO,80004,,10/31/18,"PO  BOX 325 WHEAT RIDGE, CO 80034",NO VALUE ENTERED,,303-956-9037,0,16,16
"9112 GRAND CORDERA PARKWAY COLORADO SPRINGS, CO 80924",23U243,BONAVENTURE OF COLORADO SPRINGS,Ms CHIA GINGERICH,7194345230,ASSISTED LIVING RESIDENCE,EL PASO,Yes,9112 GRAND CORDERA PARKWAY,COLORADO SPRINGS,CO,80924,executivedirectorCOS@livebsl.com,12/20/13,"3425 BOONE RD SE SALEM, OR 97317",NO VALUE ENTERED,BONAVENTURE OF COLORADO SPRINGS LLC,503-566-5715,0,109,22
"12281 WASHINGTON CENTER PKWY THORNTON, CO 80241",23O534,BONAVENTURE OF THORNTON LLC,Ms BRITTANY HOZA,7206421140,ASSISTED LIVING RESIDENCE,ADAMS,Yes,12281 WASHINGTON CENTER PKWY,THORNTON,CO,80241,executivedirectortho@livebsl.com,6/27/19,"3425 BOONE ROAD SE SALEM, OR 97317",NO VALUE ENTERED,,503-566-5715,0,95,25
"4056 S CARSON WAY AURORA, CO 80014",2304PG,ASHLEY MANOR AT CARSON,Ms DEBBY CDEBACA,3036997744,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,4056 S CARSON WAY,AURORA,CO,80014,,8/26/98,"4334 NORTH BRIGHT ANGEL AVENUE MERIDIAN, ID 83646",PROFIT-CORPORATION,ASHLEY MANOR LLC,208-376-7298,0,16,0
"10200 E HARVARD AVE DENVER, CO 80231",230428,HARVARD SQUARE RETIREMENT COMMUNITY,Mr JOHN BUCKHOLTZ,3036960622,ASSISTED LIVING RESIDENCE,DENVER,No,10200 E HARVARD AVE,DENVER,CO,80231,licensing@watermarkcommunities.com,2/25/86,"2020 WEST RUDASILL ROAD TUSCON, AZ 85704",PROFIT-CORPORATION,WATERMARK HARVARD SQUARE LLC,520-797-4000,0,155,0
"821 SECOND ST LAS ANIMAS, CO 81054",2302T0,PRAIRIE VIEW VILLAGE OF LAS ANIMAS,Ms CANDICE PATTON,7194561340,ASSISTED LIVING RESIDENCE,BENT,No,821 SECOND ST,LAS ANIMAS,CO,81054,alf-bchcc.org,2/13/97,"3440 YOUNGFIELD ST STE 358 WHEAT RIDGE, CO 80033", CITY-COUNTY,BENT COUNTY HEALTHCARE CENTER,720-929-0086,12,16,0
"300 N THIRD ST GUNNISON, CO 81230",23R871,GUNNISON VALLEY HEALTH ASSISTED LIVING,Ms ASHLEIGH PIPHER,9706413031,ASSISTED LIVING RESIDENCE,GUNNISON,No,300 N THIRD ST,GUNNISON,CO,81230,wbaker@gvh-colorado.org,5/23/01,"200 EAST VIRGINIA AVENUE GUNNISON, CO 81230", CITY-COUNTY,GUNNISON COUNTY,970-641-0704,8,15,0
"900 PINE ST JULESBURG, CO 80737",2301LU,JACOB J AND ANNE B WALTER MEMORIAL LIVING CENTER,Ms LYNNE KIZER,9704743323,ASSISTED LIVING RESIDENCE,SEDGWICK,No,900 PINE ST,JULESBURG,CO,80737,kmollendor@schealth.org,7/15/98,"315 CEDAR STREET JULESBURG, CO 80737", CITY-COUNTY,SEDGWICK COUNTY,970-474-2485,14,26,0
"5831 EAST 74TH AVENUE COMMERCE CITY, CO 80022",23R129,MESA HOUSE,Ms MELISA TEGLAS,3038533644,ASSISTED LIVING RESIDENCE,ADAMS,No,5831 EAST 74TH AVENUE,COMMERCE CITY,CO,80022,,9/17/02,"8931 HURON STREET THORNTON, CO 80260", CORPORATE NON-,ADAMS COMMUNITY MENTAL HEALTH CTR,303-853-3449,10,10,0
"56175 SUNSET AVE STRASBURG, CO 80136",23041O,PRAIRIE CREEKS LIVING CENTER,Ms MARGARET COZZA,3036226262,ASSISTED LIVING RESIDENCE,ADAMS,No,56175 SUNSET AVE,STRASBURG,CO,80136,prairiecreeks@outlook.com,7/13/86,"56175 SUNSET AVENUE STRASBURG, CO 80136", CORPORATE NON-,EASTERN SLOPE HOUSING INC,303-622-6262,12,19,0
"451 MALLEY DR NORTHGLENN, CO 80233",2304MZ,CROSSROADS AT NORTHGLENN ALF, MICHELE STRAUCH,3032521118,ASSISTED LIVING RESIDENCE,ADAMS,No,451 MALLEY DR,NORTHGLENN,CO,80233,michele.strauch@crossroadsalc.org,9/16/99,"990 RESERVE DRIVE SUITE 199 ROSEVILLE, CA 95678", CORPORATE NON-,CROSSROADS AT NORTHGLENN ALF,916-447-4400,61,100,0
"716 URSULA STREET AURORA, CO 80011",23M636,DOROTHYS SOFT TOUCH II,Ms CHINYERE JOINER,3033411120,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,716 URSULA STREET,AURORA,CO,80011,chinyerejoiner@q.com,8/10/07,"1139 TUCSON STREET AURORA, CO 80011", CORPORATE NON-,DOROTHY'S SOFT TOUCH,303-739-2700,6,6,0
"1139 TUCSON STREET AURORA, CO 80011",23K179,DOROTHY'S SOFT TOUCH,Ms CHINYERE JOINER,3037392700,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,1139 TUCSON STREET,AURORA,CO,80011,cjoiner@dsstouch.org,1/28/04,"1139 TUCSON STREET AURORA, CO 80011", CORPORATE NON-,DOROTHY'S SOFT TOUCH,303-739-2700,8,8,0
"1244 GILLASPIE DR BOULDER, CO 80305",230354,"MARY SANDOE HOUSE, THE",Ms DOROTHY LONGOBARDI,3034947317,ASSISTED LIVING RESIDENCE,BOULDER,No,1244 GILLASPIE DR,BOULDER,CO,80305,dotti@themarysandoehouse.com,,"1244 GILLASPIE DRIVE BOULDER, CO 80305", CORPORATE NON-,"BOULDER GRAY PANTHERS SERVICE PROJECT, INC.",303-494-7317,24,24,0
"1055 ADAMS CIRCLE BOULDER, CO 80303",230379,"MEZZANINE-ASSISTED LIVING AT GOLDEN WEST, THE",Ms JENNIFER GIOVANETTO,3034443967,ASSISTED LIVING RESIDENCE,BOULDER,No,1055 ADAMS CIRCLE,BOULDER,CO,80303,jgiovanetto@gwboulder.org,11/2/89,"1055 ADAMS CR BOULDER, CO 80303", CORPORATE NON-,"GOLDEN WEST COMMUNITIES, INC",303-444-3967,56,56,0
"1380 ASPEN WAY DELTA, CO 81416",23R567,CROSSROADS AT DELTA ALF,Ms SARAH GASAWAY,9708741421,ASSISTED LIVING RESIDENCE,DELTA,No,1380 ASPEN WAY,DELTA,CO,81416,,8/23/00,"990 RESERVE DR SUITE 100 ROSEVILLE, CA 95678", CORPORATE NON-,CROSSROADS AT DELTA ALF,916-774-7700,8,49,0
"1395 VRAIN ST DENVER, CO 80204",2.30E+05,JUST FOR SENIORS LIVING CENTER I,Ms ESTHER HELLER,3038935356,ASSISTED LIVING RESIDENCE,DENVER,No,1395 VRAIN ST,DENVER,CO,80204,,,"1450 WINONA COURT DENVER, CO 80204", CORPORATE NON-,"JUST FOR SENIORS, INC.",303-534-0074,6,8,0
"10295 W KEENE AVE DENVER, CO 80235",23045S,INN BETWEEN,Ms KATIE WILSON,3039804082,ASSISTED LIVING RESIDENCE,DENVER,No,10295 W KEENE AVE,DENVER,CO,80235,,5/20/96,"4851 INDEPENDENCE STREET #200 WHEAT RIDGE, CO 80033", CORPORATE NON-,JEFFERSON CENTER FOR MENTAL HEALTH,303-432-5000,8,8,0
"12150 E ANDREWS DR SUITE A DENVER, CO 80239",23HIDN,OPEN ARMS ASSISTED LIVING SUITE A,Ms JENNIFER MONEYPENNY,7204528006,ASSISTED LIVING RESIDENCE,DENVER,No,12150 E ANDREWS DR SUITE A,DENVER,CO,80239,,11/10/20,"101 S REID STREET SIOUX FALLS, SD 57103", CORPORATE NON-,OPEN ARMS ASSISTED LIVING,909-241-0964,16,16,0
"11 S ADAMS ST DENVER, CO 80209",230445,KAVOD SENIOR LIFE,Ms CHRISTY MARTINEZ,3033991146,ASSISTED LIVING RESIDENCE,DENVER,No,11 S ADAMS ST,DENVER,CO,80209,sbedell@ajsh.org,5/28/68,"22 SOUTH ADAMS STREET DENVER, CO 80209", CORPORATE NON-,"ALLIED HOUSING, INC.",303-399-1146,35,35,0
"1514 17TH ST DENVER, CO 80202",230477,"BARTH HOTEL, THE",Ms LORI GARNER,3035347142,ASSISTED LIVING RESIDENCE,DENVER,No,1514 17TH ST,DENVER,CO,80202,,3/17/87,"1510 17TH ST. DENVER, CO 80202", CORPORATE NON-,SENIOR HOUSING OPTIONS,303-595-4464,62,62,0
"2800/2850 COLUMBINE RD DENVER, CO 80221",2304ST,MARYCREST ASSISTED LIVING,Ms PAMELA WRIGHT,3034330282,ASSISTED LIVING RESIDENCE,DENVER,No,2800/2850 COLUMBINE RD,DENVER,CO,80221,,2/24/98,"14416 SPRING LAKE ROAD MINNETONKA, MN 55345", CORPORATE NON-,LSS OF MARYCREST LLC,763-537-5700,138,138,0
"19600 VICTORIAN DR PARKER, CO 80138",23048Y,VICTORIAN HOUSE ASSISTED LIVING,Mr DENNIS SCOTT,3038140668,ASSISTED LIVING RESIDENCE,DOUGLAS,No,19600 VICTORIAN DR,PARKER,CO,80138,patlogue@castlecountryassistedliving.org,12/8/99,"221 CANTRIL STREET CASTLE ROCK, CO 80104", CORPORATE NON-,CASTLE COUNTRY ASSISTED LIVING INC,303-688-5365,6,26,0
"221 CANTRIL ST CASTLE ROCK, CO 80104",230561,CANTRIL HOUSE ASSISTED LIVING,Mr DENNIS SCOTT,3036888186,ASSISTED LIVING RESIDENCE,DOUGLAS,No,221 CANTRIL ST,CASTLE ROCK,CO,80104,bom@castlecountry.org,5/29/92,"221 CANTRIL STREET CASTLE ROCK, CO 80104", CORPORATE NON-,CASTLE COUNTRY ASSISTED LIVING INC,303-688-5365,16,16,0
"255 S VALLEY DRIVE CASTLE ROCK, CO 80104",2305HL,VALLEY HOUSE ASSISTED LIVING,Mr DENNIS SCOTT,3038140668,ASSISTED LIVING RESIDENCE,DOUGLAS,No,255 S VALLEY DRIVE,CASTLE ROCK,CO,80104,dennisscott@castlecountryassistedliving.org,8/15/96,"221 CANTRIL STREET CASTLE ROCK, CO 80104", CORPORATE NON-,CASTLE COUNTRY ASSISTED LIVING INC,303-688-5365,22,22,0
"812 W COLORADO AVENUE COLORADO SPRINGS, CO 80905",230505,"CRESCENT HOME ADULT CARE FACILITY, INC",Ms NANCY SAIZ,7196342237,ASSISTED LIVING RESIDENCE,EL PASO,No,812 W COLORADO AVENUE,COLORADO SPRINGS,CO,80905,rs308@comcast.net,6/2/00,"812 W. COLORADO AVENUE COLO SPRINGS, CO 80905", CORPORATE NON-,"CRESCENT HOME ADULT CARE FACILITY, INC.",719-634-2237,20,20,0
"1335 BAUER LANE CANON CITY, CO 81212",2306W8,"LEGACY CENTER, INCORPORATED",Ms KRISTA ZELEZNIKAR,7192752917,ASSISTED LIVING RESIDENCE,FREMONT,No,1335 BAUER LANE,CANON CITY,CO,81212,legacycenter@piopc.net,12/12/95,"1335 BAUER LANE CANON CITY, CO 81212", CORPORATE NON-,"LEGACY CENTER, INC",719-275-2917,10,40,0
"1020 NORTH 15TH STREET CANON CITY, CO 81212",23C967,FRIENDSHIP HOUSE AT THE HOME,Ms TISHA DARNELL,7192757451,ASSISTED LIVING RESIDENCE,FREMONT,No,1020 NORTH 15TH STREET,CANON CITY,CO,81212,,10/7/08,"1401 PHAY AVENUE CANON CITY, CO 81212", CORPORATE NON-,GRAND LODGE OF THE IND. ORDER OF ODD FELLOWS OF CO,719-275-8656,20,36,0
"72 E SIPPRELLE DR PARACHUTE, CO 81635",23082E,MESA VISTA ASSISTED LIVING RESIDENCE,Ms KATHY BUDAU,9702851844,ASSISTED LIVING RESIDENCE,GARFIELD,No,72 E SIPPRELLE DR,PARACHUTE,CO,81635,mesavista@seniorhousingoptions.org,4/27/99,"1510 17TH ST. DENVER, CO 80202", CORPORATE NON-,SENIOR HOUSING OPTIONS,303-595-4464,32,32,0
"710 EAGLE AVENUE KREMMLING, CO 80459",23080R,CLIFFVIEW ASSISTED LIVING CENTER,Ms MARY JO HARGADINE,9707243530,ASSISTED LIVING RESIDENCE,GRAND,No,710 EAGLE AVENUE,KREMMLING,CO,80459,,6/17/94,"214 S 4TH STREET/PO BOX 399 KREMMLING, CO 80459", CORPORATE NON-,GRAND COUNTY HOUSING AUTHORITY,970-724-3121,20,28,0
"12057 W QUINCY PL MORRISON, CO 80465",2304PZ,ROCKY MOUNTAIN SOLSTICE II,Ms PAULA SIMONSEN,3039734003,ASSISTED LIVING RESIDENCE,JEFFERSON,No,12057 W QUINCY PL,MORRISON,CO,80465,ldrcare@comcast.net,1/16/96,"10459 W EXPOSITION AVE LAKEWOOOD, CO 80226", CORPORATE NON-,ROCKY MOUNTAIN SOLSTICE INC,303-986-8424,3,8,0
"12751 W 56TH PLACE ARVADA, CO 80002",23A122,KARENS HOUSE,Ms KATIE WILSON,3034244136,ASSISTED LIVING RESIDENCE,JEFFERSON,No,12751 W 56TH PLACE,ARVADA,CO,80002,maryse@jcmh.org,7/26/07,"4851 INDEPENDENCE STREET #200 WHEAT RIDGE, CO 80033", CORPORATE NON-,JEFFERSON CENTER FOR MENTAL HEALTH,303-432-5000,8,8,0
"3203 N 15TH ST GRAND JUNCTION, CO 81506",2311QA,"FOUNTAINS OF HILLTOP, THE",Mr JON TADVICK,9702438800,ASSISTED LIVING RESIDENCE,MESA,No,3203 N 15TH ST,GRAND JUNCTION,CO,81506,,12/17/98,"1331 HERMOSA AVE GRAND JUNCTION, CO 81506", CORPORATE NON-,HILLTOP HEALTH SERVICES CORPORATION,970-242-4400,14,110,0
"805 WEST OTTLEY AVE FRUITA, CO 81521",231133,"OAKS, THE",Mr JASON DAVIS,9708582178,ASSISTED LIVING RESIDENCE,MESA,No,805 WEST OTTLEY AVE,FRUITA,CO,81521,jdavis@familyhealthwest.org,,"228 NORTH CHERRY STREET FRUITA, CO 81521", CORPORATE NON-,LOWER VALLEY HOSPITAL ASSOCIATION,970-858-2164,70,70,0
"120 S MADISON ST CORTEZ, CO 81321",231211,MADISON HOUSE,Ms ANGELA ORONA,9705652047,ASSISTED LIVING RESIDENCE,MONTEZUMA,No,120 S MADISON ST,CORTEZ,CO,81321,madison@seniorhousingoptions.org,,"1510 17TH ST. DENVER, CO 80202", CORPORATE NON-,SENIOR HOUSING OPTIONS INC,303-595-4464,32,32,0
"1122 SOUTH 12TH ST ROCKY FORD, CO 81067",23X372,COTTONWOOD RIDGE,Ms SHAYLA VAN DYK,7192543667,ASSISTED LIVING RESIDENCE,OTERO,No,1122 SOUTH 12TH ST,ROCKY FORD,CO,81067,atanabe@phoenixmanagementinc.com,7/9/04,"27027 CR22.5 ROCKY FORD, CO 81067", CORPORATE NON-,"COMMUNITY ASSISTED LIVING, INC",719-469-9333,20,32,0
"300 S SHELTON LANE HAYDEN, CO 81639",2308Z8,"HAVEN, THE",Ms ADRIENNE IDSAL,9708751888,ASSISTED LIVING RESIDENCE,ROUTT,No,300 S SHELTON LANE,HAYDEN,CO,81639,aidsal@northwestcoloradohealth.org,9/25/95,"300 S SHELTON LANE HAYDEN, CO 81639", CORPORATE NON-,"WEST ROUTT RURAL HEALTH COUNCIL, INC",970-276-4484,20,20,0
"1700 7TH AVENUE GREELEY, CO 80631",23V723,MAXWELL CENTER ASSISTED LIVING RESIDENCE,Ms SHERRY MEYER PFIFER,9703531956,ASSISTED LIVING RESIDENCE,WELD,No,1700 7TH AVENUE,GREELEY,CO,80631,sherry.meyer@northrange.org,8/10/11,"1300 N 17TH AVENUE GREELEY, CO 80631", CORPORATE NON-,NORTH RANGE BEHAVIORAL HEALTH,970-347-2120,10,14,0
"708 - 22ND STREET GREELEY, CO 80631",230327,BONELL GOOD SAMARITAN CENTER,Ms VERONICA HOWELL,9703526082,ASSISTED LIVING RESIDENCE,WELD,No,708 - 22ND STREET,GREELEY,CO,80631,,1/3/96,"4800 WEST 57TH STREET SIOUX FALLS, SD 57108", CORPORATE NON-,"EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, THE",605-362-3100,40,41,0
"360 CANYON RIDGE DR WRAY, CO 80758",23R904,"TOWERS, THE",Ms GINGER WILLIAMS,9703324856,ASSISTED LIVING RESIDENCE,YUMA,No,360 CANYON RIDGE DR,WRAY,CO,80758,ginger.williams@bannerhealth.com,1/17/01,"1017 W 7TH STREET WRAY, CO 80758", CORPORATE NON-,WRAY COMMUNITY LONG TERM CARE INC,970-332-4811,24,24,0
"2445 S QUEBEC STREET DENVER, CO 80231",2304HP,ROBERT RUSSELL EASTERN STAR-MASONIC CTR OF COLORAD,Mr LARRY LILLO,3037569489,ASSISTED LIVING RESIDENCE,DENVER,Yes,2445 S QUEBEC STREET,DENVER,CO,80231,larryl@esmrc.com,1/29/94,"59 E 11TH AVENUE STE 210 EUGENE, OR 97401", CORPORATE NON-,ROBERT RUSSELL EASTERN STAR-MASONIC CENTER,541-686-1119,43,111,20
"1910 EDISON STREET BRUSH, CO 80723",230109,EBEN EZER LUTHERAN CARE CENTER,Ms LYNELLE PHILLIPS,9708422861,ASSISTED LIVING RESIDENCE,MORGAN,Yes,1910 EDISON STREET,BRUSH,CO,80723,lynelle.phillips@ebenezer-cares.org,2/5/87,"122 HOSPITAL ROAD BRUSH, CO 80723", CORPORATE NON-,EBEN EZER LUTHERAN CARE CENTER,970-842-2861,40,86,21
"11800 AND 11830 W 49TH AVE WHEAT RIDGE, CO 80033",2304SY,MOUNTAIN VISTA ASSISTED LIVING & MEMORY CARE,Ms ROBIN DUNBAR,3034204192,ASSISTED LIVING RESIDENCE,JEFFERSON,Yes,11800 AND 11830 W 49TH AVE,WHEAT RIDGE,CO,80033,hwheat@abhomes.org,7/30/99,"4800 TABOR ST WHEAT RIDGE, CO 80033", CORPORATE NON-,"BAPTIST HOME ASSN. OF THE ROCKY MOUNTAINS, INC.",303-421-4161,9,76,22
"625 27 1/2 RD GRAND JUNCTION, CO 81506",23T695,"COMMONS OF HILLTOP, THE",Ms TIMINDRA BOYER,9702433333,ASSISTED LIVING RESIDENCE,MESA,Yes,625 27 1/2 RD,GRAND JUNCTION,CO,81506,,9/26/02,"1331 HERMOSA AVE GRAND JUNCTION, CO 81506", CORPORATE NON-,HILLTOP HEALTH SERVICES CORPORATION,970-242-4400,30,185,24
"2855 OWL HOOT TRAIL STEAMBOAT SPRINGS, CO 80487",23Y775,CASEY'S POND SENIOR LIVING,Ms MELISSA BRAY,9708798855,ASSISTED LIVING RESIDENCE,ROUTT,Yes,2855 OWL HOOT TRAIL,STEAMBOAT SPRINGS,CO,80487,,10/17/13,"9570 S KINGSTON COURT SUITE 300 ENGLEWOOD, CO 80112", CORPORATE NON-,"COLORADO SENIOR RESIDENCES, INC",720-684-4600,4,114,30
"5055 S LEMAY AVE FORT COLLINS, CO 80525",2303UO,COLLINWOOD ASSISTED LIVING,Ms HOLLY DITSLEAR,9702233552,ASSISTED LIVING RESIDENCE,LARIMER,Yes,5055 S LEMAY AVE,FORT COLLINS,CO,80525,kjacoby@ba.org,,"15475 GLENEAGLE DRIVE COLORADO SPRINGS, CO 80921", CORPORATE NON-,BSLC II,719-481-0100,35,107,35
"150 NORTH NEVADA WALSH, CO 81090",2302C5,MAPLEWOOD HOMES,Ms JAN DONER,7193245282,ASSISTED LIVING RESIDENCE,BACA,No,150 NORTH NEVADA,WALSH,CO,81090,marmills@centurytel.net,1/25/96,"150 NORTH NEVADA ST WALSH, CO 81090", DISTRICT,WALSH HOSPITAL DISTRICT,719-324-5662,20,20,0
"0275 CASTLE CREEK ROAD ASPEN, CO 81611",230901,WHITCOMB TERRACE,Ms MARGARET GERARDI (GANTT),9705441530,ASSISTED LIVING RESIDENCE,PITKIN,No,0275 CASTLE CREEK ROAD,ASPEN,CO,81611,mgerardi@aspenhospital.org,11/16/89,"0411 CASTLE CREEK ROAD ASPEN, CO 81611", DISTRICT,ASPEN VALLEY HOSPITAL DISTRICT,970-925-1120,6,15,0
"1594 WALNUT DRIVE BRIGHTON, CO 80601",230357,ALOHA CARE ASSISTED LIVING,Ms CHERYL ANN PADAKEN,7203694335,ASSISTED LIVING RESIDENCE,ADAMS,No,1594 WALNUT DRIVE,BRIGHTON,CO,80601,,6/20/88,"1594 WALNUT DRIVE BRIGHTON, CO 80601", INDIVIDUAL,CHERYL ANN H PADAKEN,720-369-4335,13,13,0
"19543 E ARKANSAS AVE AURORA, CO 80017",23P172,AUBURN VIEW ASSISTED LIVING,Ms KAHSA GEBEYEHU,7209495869,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,19543 E ARKANSAS AVE,AURORA,CO,80017,kahsa12@yahoo.com,11/17/17,, INDIVIDUAL,KASHA GEBEYEHU,,8,8,0
"401 W 13TH STREET PUEBLO, CO 81003",230614,PEASE GUEST HOME,Ms CAREN PEASE,7195460104,ASSISTED LIVING RESIDENCE,PUEBLO,No,401 W 13TH STREET,PUEBLO,CO,81003,cpease1@comcast.net,,"401 WEST 13TH STREET PUEBLO, CO 81003", INDIVIDUAL,CAREN PEASE,719-546-0104,4,4,0
"3920 S ARGONNE WAY AURORA, CO 80013",23M127,HAVEN OF CARE ASSISTED LIVING AT ARGONNE,Ms MEG WIRANTONO,3039477392,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,3920 S ARGONNE WAY,AURORA,CO,80013,mwrt@msn.com,11/26/07,"6659 S. ROBERTSDALE WAY AURORA, CO 80016", LIMITED LIABIL,"HAVEN OF CARE ASSISTED LIVING AT ARGONNE, LLC",303-947-7392,8,8,
"13969 W WARREN AVENUE LAKEWOOD, CO 80228",23V349,LAKEWOOD TERRACE AFFORDABLE ASSISTED LIVING,Dr GREGORY GREEN,7204841760,ASSISTED LIVING RESIDENCE,JEFFERSON,No,13969 W WARREN AVENUE,LAKEWOOD,CO,80228,lakewoodterracealf@gmail.com,8/10/07,"1601 ARAPAHOE STREET 7TH FLOOR BOX 10 DENVER, CO 80202", LIMITED LIABIL,LAKEWOOD TERRACE ASSISTED LIVING LLC,720-883-8698,8,8,
"6666 S PINEY CREEK CIRCLE CENTENNIAL, CO 80016",23I538,RUSTIC ROSE ASSISTED LIVING LLC,Ms ROSALINE JOHNSON,3039235253,ASSISTED LIVING RESIDENCE,ADAMS,No,6666 S PINEY CREEK CIRCLE,CENTENNIAL,CO,80016,rusticroseassistedliving@protonmail.com,9/25/14,"6666 S PINEY CREEK CIRCLE CENTENNIAL, CO 80016", LIMITED LIABIL,RUSTIC ROSE ASSISTED LIVING LLC,303-923-5253,4,8,0
"7032  S FRANKLIN ST CENTENNIAL, CO 80122",23I963,ST PETRO LAUREL HAUS,Mr LYLE CAMPBELL,3037700600,ASSISTED LIVING RESIDENCE,ADAMS,No,7032  S FRANKLIN ST,CENTENNIAL,CO,80122,stpetro2012@gmail.com,9/9/14,"7032 S FRANKLIN ST CENTENNIAL, CO 80122", LIMITED LIABIL,ST PETRO LLC,303-694-5743,7,7,0
"15011 E MONTVIEW BLVD AURORA, CO 80011",23R280,GRACE ASSISTED LIVING LLC,Mr AARON RICHARDSON,3033670632,ASSISTED LIVING RESIDENCE,ADAMS,No,15011 E MONTVIEW BLVD,AURORA,CO,80011,,2/6/14,"15011 E MONTVIEW BLVD AURORA, CO 80011", LIMITED LIABIL,GRACE ASSISTED LIVING LLC,303-341-8078,8,8,0
"7681 WELLINGTON STREET CENTENNIAL, CO 80122",23A468,SLP COLORADO WELLINGTON,Mr JASON MARCOTTE,7204125730,ASSISTED LIVING RESIDENCE,ADAMS,No,7681 WELLINGTON STREET,CENTENNIAL,CO,80122,,5/14/18,"3315 STUART ST DENVER, CO 80212", LIMITED LIABIL,TBI COLORADO LLC,720-943-0804,8,8,0
"9777 FRED DRIVE NORTHGLENN, CO 80260",23O620,CARE GROUP OF NORTHGLENN LLC,Mr ROOSEVELT COLLIER JR,7203288229,ASSISTED LIVING RESIDENCE,ADAMS,No,9777 FRED DRIVE,NORTHGLENN,CO,80260,rossevelt.collierjr@gmail.com,7/17/12,"9777 FRED DRIVE NORTHGLENN, CO 80260", LIMITED LIABIL,CARE GROUP OF NORTHGLENN LLC,303-907-8475,16,16,0
"18929 E KENT CIRCLE AURORA, CO 80013",23R281,RANDOLPH COTTAGE LLC,Mr MOSES RANDOLPH,7202726398,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,18929 E KENT CIRCLE,AURORA,CO,80013,,11/25/20,"18929 E KENT CIR AURORA, CO 80013", LIMITED LIABIL,RANDOLPH COTTAGE LLC,720-495-3373,4,4,0
"7463 E COSTILLA PLACE CENTENNIAL, CO 80112",23V720,PENNY LANE ASSISTED LIVING RESIDENCE,Ms LOLA POSTON,3036940136,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,7463 E COSTILLA PLACE,CENTENNIAL,CO,80112,abbeypennyal@gmail.com,11/14/12,"5897 S WALDEN STREET CENTENNIAL, CO 80015", LIMITED LIABIL,ABBEY ROAD & PENNY LANE LLC,303-676-8027,4,8,0
"17003 E PACIFIC PLACE AURORA, CO 80013",23W788,AURORA MAKARIOS ASSISTED LIVING,Mr SUYATNO FNU,3036969177,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,17003 E PACIFIC PLACE,AURORA,CO,80013,,10/5/10,"11541 W TEMPLE AVENUE LITTLETON, CO 80127", LIMITED LIABIL,MAKARIOS ASSISTED LIVING LLC,303-933-4807,6,8,0
