Facility ID,Facility Name,Phone Number,State Facility Type 1 Literal,County,Address,City,State,Zip Code,Email Address,Ownership Type,Licensee,Capacity,Date Accessed
23W361,Ara At Holly Hills,7206394599,ASSISTED LIVING RESIDENCES,Douglas,23451 E HOLLY HILLS WAY,Parker,CO,80138,mmouw@auroraservices.com, PROFIT-CORPORA,AURORA RESIDENTIAL ALTERNATIVES INC,8,7/6/21
23T747,Ara At Lander Circle,3038777965,ASSISTED LIVING RESIDENCES,El Paso,2137 LANDER CIRCLE,Colorado Springs,CO,80909,mmouw@auroraservices.com, PROFIT-CORPORA,AURORA RESIDENTIAL ALTERNATIVES INC,5,7/6/21
23S684,Flourish Supportive Living At Texas,3039892624,ASSISTED LIVING RESIDENCES,Jefferson,9232 W TEXAS DRIVE,Lakewood,CO,80232,, LIMITED LIABIL,DESHANO CARE CENTERS LLC,0,7/6/21
23I970,Slp Colorado Wellington,7204125730,ASSISTED LIVING RESIDENCES,Arapahoe,7681 WELLINGTON STREET,Centennial,CO,80122,, LIMITED LIABIL,TBI COLORADO LLC,8,7/6/21
23B859,Flourish Supportive Living At Peakview,3038036977,ASSISTED LIVING RESIDENCES,Arapahoe,8217 W PEAKVIEW DRIVE,Littleton,CO,80123,tdeshano@cqlhomes.com, LIMITED LIABIL,DESHANO CARE CENTERS LLC,8,7/6/21
23U248,Rocky Mountain Care And Consulting Llc,7204125730,ASSISTED LIVING RESIDENCES,Arapahoe,5130 W PLYMOUTH DR,Littleton,CO,80128,, LIMITED LIABIL,ROCKY MOUNTAIN CARE AND CONSULTING LLC,8,7/6/21
23G928,Flourish Supportive Living At Floyd,3038036977,ASSISTED LIVING RESIDENCES,Arapahoe,2330 E FLOYD AVE,Englewood,CO,80113,, LIMITED LIABIL,DESHANO CARE CENTERS LLC,9,7/6/21
23Y769,Assured Assisted Living 5,3038142688,ASSISTED LIVING RESIDENCES,Douglas,1671 THATCH CIRCLE,Castle Rock,CO,80109,, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,9,7/6/21
23J618,Columbine House,7195971402,ASSISTED LIVING RESIDENCES,El Paso,5523 S BUCKSKIN PASS DR,Colorado Springs,CO,80917,ldryers@comcast.net, LIMITED LIABIL,BRAINCARE LLC,8,7/6/21
23R198,Soaring House,7192724246,ASSISTED LIVING RESIDENCES,El Paso,6243 SOARING DRIVE,Colorado Springs,CO,80918,, LIMITED LIABIL,BRAINCARE LLC,8,7/6/21
23G122,Flourish Supportive Living At Reed,3038036977,ASSISTED LIVING RESIDENCES,Jefferson,3225 S REED COURT,Lakewood,CO,80227,, LIMITED LIABIL,DESHANO CARE CENTERS LLC,9,7/6/21
23E988,Flourish Supportive Living At Owens,3038036977,ASSISTED LIVING RESIDENCES,Jefferson,1975 OWENS COURT,Lakewood,CO,80215,tdeshano@cqlhomes.com, LIMITED LIABIL,DESHANO CARE CENTERS LLC,9,7/6/21
23RBTU,Oasis House,7192178850,ASSISTED LIVING RESIDENCES,Pueblo,972 S PURCELL BLVD,Pueblo,CO,81007,, LIMITED LIABIL,BRAINCARE LLC,10,7/6/21
23O492,A Wildflower Assisted Living And Care Home Inc,3037289238,ASSISTED LIVING RESIDENCES,Adams,10130 MELODY DR,Northglenn,CO,80260,, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,5,7/6/21
23T736,A Wildflower Assisted Living And Care Home Inc,7206289092,ASSISTED LIVING RESIDENCES,Adams,8823 PRINCETON STREET,Westminster,CO,80031,, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8,7/6/21
23D454,Ara At The Pinery,3038777965,ASSISTED LIVING RESIDENCES,Douglas,7822 WINDWOOD WAY,Parker,CO,80134,mmouw@auroraservices.com, PROFIT-CORPORA,AURORA RESIDENTIAL ALTERNATIVES,8,7/6/21
23Q655,A Wildflower Assisted Living And Care Home Inc,3034567830,ASSISTED LIVING RESIDENCES,Jefferson,8417 W 74TH PLACE,Arvada,CO,80005,, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8,7/6/21
