FACILITY_TYPE,FACID,LIC#,LICENSED_NAME,ALPHA_NAME,ADDRESS,FAC_ADDR_2,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,TELEPHONE,FAXPHONE,FACEMAIL,Lic_Expires,Lic_Beds_Slots,ADMIN,LICENSED_OWNER,OWNADDR,owncsz,OwnDesc,RunDate,LAT,LNG
LONG TERM CARE FACILITY,NJ61605,061605,Complete Care at Chestnut Hill,COMPLETE CARE AT CHESTNUT HILL,360 CHESTNUT STREET, ,PASSAIC,NJ,07055,"PASSAIC, NJ  07055",PASSAIC,(973) 777-7800,(973) 815-3066,rbautista@completecaremgmt.com,3/31/22,111,Mr. DONALD LYNCH,"COMPLETE CARE AT CHESTNUT HILL, LLC",457 OAK GLEN ROAD,"HOWELL, NJ  07731",,6/15/21,40.8647672,-74.1360446
LONG TERM CARE FACILITY,NJ61630,706000,COMPLETE CARE AT FAIR LAWN EDGE,COMPLETE CARE AT FAIR LAWN EDGE,77 EAST 43RD STREET, ,PATERSON,NJ,07514,"PATERSON, NJ  07514",PASSAIC,(973) 754-6700,(973) 754-6707,hschwartz@completecaremgmt.com,6/30/22,180,Mr. ARI LEV,COMPLETE CARE AT PASSAIC LLC,457 OAK GLEN ROAD,"HOWELL, NJ  07731",,6/15/21,40.9190882,-74.1321389
LONG TERM CARE FACILITY,NJ61531,061531,Complete Care at Green Acres,COMPLETE CARE AT GREEN ACRES,1931 LAKEWOOD ROAD, ,TOMS RIVER,NJ,08755,"TOMS RIVER, NJ  08755",OCEAN,(732) 286-2323,(732) 286-2191,nshapiro@ccatgreenacres.com,9/30/21,167,Mr. NAFTALI SHAPIRO,"GREEN ACRES REHAB AND NURSING, LLC",1931 LAKEWOOD ROAD,"TOMS RIVER, NJ  08755",Profit - LLC,6/15/21,40.0222405,-74.2209535
LONG TERM CARE FACILITY,NJ61806,061806,Complete Care at Green Knoll,COMPLETE CARE AT GREEN KNOLL,875 ROUTE 202-206 NORTH, ,BRIDGEWATER,NJ,08807,"BRIDGEWATER, NJ  08807",SOMERSET,(908) 526-8600,(908) 895-2102,pburroughs@ccgreenknoll.com,1/31/22,176,Ms. PAULA BURROUGHS,"GREEN KNOLL CARE, LLC",457 OAK GLEN ROAD,"HOWELL, NJ  07731",,6/15/21,40.613119,-74.624902
LONG TERM CARE FACILITY,NJ61627,061627,"Complete Care at Hamilton, LLC","COMPLETE CARE AT HAMILTON, LLC",56 HAMILTON AVENUE, ,PASSAIC,NJ,07055,"PASSAIC, NJ  07055",PASSAIC,(973) 773-7070,(973) 773-3171,msales@cchamiltonplaza.com,5/31/22,120,Mr. JACOB LEVY,"COMPLETE CARE AT HAMILTON, LLC",56 HAMILTON AVENUE,"PASSAIC, NJ  07055",,6/15/21,40.8639384,-74.1242683
LONG TERM CARE FACILITY,NJ61526,061526,Complete Care at Holiday City,COMPLETE CARE AT HOLIDAY CITY,4 PLAZA DRIVE, ,TOMS RIVER,NJ,08757,"TOMS RIVER, NJ  08757",OCEAN,(732) 240-0900,(732) 240-0905,ESeeve@ccholidaycity.com,8/31/21,180,Mr. ELI SEEVE,"COMPLETE CARE AT HOLIDAY, LLC",457 OAK GLEN ROAD,"HOWELL, NJ  07731",,6/15/21,39.9682809,-74.241688
LONG TERM CARE FACILITY,NJ61532,061532,"Complete Care at Laurelton, LLC","COMPLETE CARE AT LAURELTON, LLC",475 JACK MARTIN BLVD, ,BRICK,NJ,08724,"BRICK, NJ  08724",OCEAN,(732) 458-6600,(732) 458-9456,Ikanarek@cclaurelton.com,5/31/22,180,Mr. ISREAL KANAREK,"COMPLETE CARE AT LAURELTON, LLC",475 JACK MARTIN BLVD,"BRICK, NJ  08724",,6/15/21,40.0801988,-74.1332868
LONG TERM CARE FACILITY,NJ60104,060104,"Complete Care at Linwood, LLC","COMPLETE CARE AT LINWOOD, LLC",201 NEW ROAD AND CENTRAL AVE, ,LINWOOD,NJ,08221,"LINWOOD, NJ  08221",ATLANTIC,(609) 927-6131,(609) 927-5899,SDickstein@cclinwood.com,5/31/21,174,Mr. SHALOM DICKSTEIN,"COMPLETE CARE AT LINWOOD, LLC",201 NEW ROAD,"LINWOOD, NJ  08221",,6/15/21,39.3586723,-74.5681793
LONG TERM CARE FACILITY,NJ656003,656003,Complete Care at Shorrock,COMPLETE CARE AT SHORROCK,75 OLD TOMS RIVER ROAD, ,BRICK,NJ,08723,"BRICK, NJ  08723",OCEAN,(732) 451-1000,(732) 451-0877,Ylevovitz@completecaremgmt.com,8/31/21,180,Mr. ELIEZER SENDEROVITS,"COMPLETE CARE AT SHORROCK, LLC",457 OAK GLEN ROAD,"HOWELL, NJ  07731",,6/15/21,40.0360628,-74.158891
LONG TERM CARE FACILITY,NJ60739,060739,Complete Care at Summit Ridge,COMPLETE CARE AT SUMMIT RIDGE,20 SUMMIT STREET, ,WEST ORANGE,NJ,07052,"WEST ORANGE, NJ  07052",ESSEX,(973) 736-2000,(973) 731-4582,cyavne@ccsummitridge.com,9/30/21,152,Mr. CARL YAVNE,"SUMMIT RIDGE CARE, LLC","1382 LANES MILL, SUITE 101","LAKEWOOD, NJ  08701",,6/15/21,40.787624,-74.279551
LONG TERM CARE FACILITY,NJ61534,061534,Complete Care at Whiting,COMPLETE CARE AT WHITING,3000 HILLTOP ROAD, ,WHITING,NJ,08759,"WHITING, NJ  08759",OCEAN,(732) 849-4400,(732) 849-0918,mstern@ccwhiting.com,11/30/21,200,Mr. MENACHEM STERN,COMPLETE CARE AT WHITING LLC,101 E. STATE STREET,"WHITING, NJ  08759",,6/15/21,39.961561,-74.378343
LONG TERM CARE FACILITY,NJ61808,061808,Complete Care at Willow Creek,COMPLETE CARE AT WILLOW CREEK,1165 EASTON AVE, ,SOMERSET,NJ,08873,"SOMERSET, NJ  08873",SOMERSET,(732) 246-4100,(732) 246-3926,jrante@ccatwillowcreek.com,11/30/21,180,Ms.. MEAGAN YORKS,COMPLETE CARE AT WILLOW CREEK LLC,457 OAK GLEN ROAD,"HOWELL, NJ  07731",,6/15/21,40.5223449,-74.4942911
LONG TERM CARE FACILITY,NJ62022,062022,Complete Care at Woodlands,COMPLETE CARE AT WOODLANDS,1400 WOODLAND AVE, ,PLAINFIELD,NJ,07060,"PLAINFIELD, NJ  07060",UNION,(908) 753-1113,(908) 753-9558,MBahooshian@ccwoodlands.com,1/31/22,120,Mr. MICHAEL BAHOOSHIAN,COMPLETE CARE AT WOODLANDS LLC,457 OAK GLEN ROAD,"HOWELL, NJ  07731",,6/15/21,40.6031906,-74.3953714
LONG TERM CARE FACILITY,NJ61519,061519,Concord Healthcare & Rehabilitation Center,CONCORD HEALTHCARE & REHABILITATION CENTER,963 OCEAN AVE, ,LAKEWOOD,NJ,08701,"LAKEWOOD, NJ  08701",OCEAN,(732) 367-7444,(732) 367-7603,Ykramer@concordrehab.com,8/31/21,120,Mr. YEHUDAH KRAMER,CONCORD HEALTHCARE & REHABILITATION CENTER,963 OCEAN AVENUE,"LAKEWOOD, NJ  08701",Profit - Corporation,6/15/21,40.086055,-74.1776751
LONG TERM CARE FACILITY,NJ20016,20016,Continuing Care At Lantern Hill,CONTINUING CARE AT LANTERN HILL,537 MOUNTAIN AVENUE, ,NEW PROVIDENCE,NJ,07974,"NEW PROVIDENCE, NJ  07974",UNION,(908) 516-9400,(908) 516-9425,ryan.fitzpatrick@erickson.com,6/30/22,40,Mr. RYAN FITZPATRICK,"LANTERN HILL, INC.",535 MOUNTAIN AVENUE,"NEW PROVIDENCE, NJ  07974",Non-Profit - Corporation,6/15/21,,
LONG TERM CARE FACILITY,NJQ3VL3S,Q3VL3S,Continuing Care at Seabrook,CONTINUING CARE AT SEABROOK,3002 ESSEX ROAD, ,TINTON FALLS,NJ,07753,"TINTON FALLS, NJ  07753",MONMOUTH,(732) 643-2000,(732) 643-2081,charisse.emerick@erickson.com,6/30/21,86,Ms. CHARISSE EMERICK,"SEABROOK VILLAGE, INC.",3000 ESSEX ROAD,"TINTON FALLS, NJ  07753",NonProfit - Corporation,6/15/21,40.231958,-74.092112
LONG TERM CARE FACILITY,NJ61317,061317,Coral Harbor Rehabilitation and Healthcare Center,CORAL HARBOR REHABILITATION AND HEALTHCARE CENTER,2050 SIXTH AVE, ,NEPTUNE CITY,NJ,07753,"NEPTUNE CITY, NJ  07753",MONMOUTH,(732) 774-8300,(732) 774-0908,czeh@coralharborrehab.com,5/31/22,110,Ms. CAROLYN ZEH,CORAL HARBOR OPERATOR LLC,6050 SIXTH AVENUE,"NEPTUNE, NJ  07753",Profit - LLC,6/15/21,40.206372,-74.041068
LONG TERM CARE FACILITY,NJ62004,062004,Cornell Hall Care & Rehabilitation Center,CORNELL HALL CARE & REHABILITATION CENTER,234 CHESTNUT STREET, ,UNION,NJ,07083,"UNION, NJ  07083",UNION,(908) 687-7800,(908) 687-1417,jgibbs@cornellhallcc.com,12/31/21,177,Mr. JASON GIBBS,"CORNELL HALL CARE & REHABILITATION CENTER, LLC",100 MCCLELLAN STREET,"NORWOOD, NJ  07648",Profit - LLC,6/15/21,40.6735,-74.2675
LONG TERM CARE FACILITY,NJ61006,061006,Country Arch Care Center,COUNTRY ARCH CARE CENTER,114 PITTSTOWN ROAD, ,PITTSTOWN,NJ,08867,"PITTSTOWN, NJ  08867",HUNTERDON,(908) 735-6600,(908) 735-7600,yedidyad@gmail.com- administrator@countryarch.onmicosoft.com,4/30/22,130,Ms. YEDIDYA DANZIGER,"COUNTRY ARCH CARE CENTER, LLC",114 COUNTY ROAD 513,"PITTSTOWN, NJ  08867",Profit - LLC,6/15/21,40.615844,-74.938523
LONG TERM CARE FACILITY,NJ60507,060507,Court House Center,COURT HOUSE CENTER,144 MAGNOLIA DRIVE, ,CAPE MAY COURT HOUSE,NJ,08210,"CAPE MAY COURT HOUSE, NJ  08210",CAPE MAY,(609) 465-7171,(609) 465-7103,Diane.Delaney@ccatcourthouse.com,1/31/22,120,Ms. DIANE DELANEY,"144 MAGNOLIA DRIVE OPERATIONS, LLC",101 EAST STATE STREET,"KENNETT SQUARE, PA  19348",,6/15/21,39.0875739,-74.820695
LONG TERM CARE FACILITY,NJ61224,061224,Cranbury Center,CRANBURY CENTER,292 APPLEGARTH ROAD, ,MONROE TOWNSHIP,NJ,08831,"MONROE TOWNSHIP, NJ  08831",MIDDLESEX,(609) 860-2500,(609) 860-2767,John.Pilek@genesishcc.com,1/31/22,154,Mr. JOHN PILEK,292 APPLEGARTH ROAD OPERATIONS LLC,292 APPLEGARTH ROAD,"MONROE TOWNSHIP, NJ  08831",Profit - LLC,6/15/21,40.3130758,-74.4723452
LONG TERM CARE FACILITY,NJ62005,062005,Cranford Park Rehabilitation & Healthcare Center,CRANFORD PARK REHABILITATION & HEALTHCARE CENTER,600 LINCOLN PARK EAST, ,CRANFORD,NJ,07016,"CRANFORD, NJ  07016",UNION,(908) 276-7100,(908) 276-0173,mkraus@cranfordparkrhcc.com,12/31/21,100,Mr. MORDECHAI KRAUS,"CRANFORD PARK REHABILITATION & HEALTHCARE CTR, LLC",600 LINCOLN PARK EAST,"CRANFORD, NJ  07016",,6/15/21,40.6522,-74.2998
LONG TERM CARE FACILITY,NJ62006,062006,Cranford Rehab & Nursing Center,CRANFORD REHAB & NURSING CENTER,205 BIRCHWOOD AVE, ,CRANFORD,NJ,07016,"CRANFORD, NJ  07016",UNION,(908) 272-6660,(908) 276-2424,Esamowitz@birchwoodrhc.com,5/31/22,200,Mr. ELIYAHU SAMOWITZ,"CRNC OPERATING, LLC",205 BIRCHWOOD AVENUE,"CRANFORD, NJ  07016",Profit - LLC,6/15/21,40.6664,-74.2916
LONG TERM CARE FACILITY,NJ60501,060501,Crest Haven Nursing and Rehabilitation Center,CREST HAVEN NURSING AND REHABILITATION CENTER,4 MOORE ROAD, ,CAPE MAY COURT HOUSE,NJ,08210,"CAPE MAY COURT HOUSE, NJ  08210",CAPE MAY,(609) 465-1260,(609) 465-3427,jennifer.hess@co.cape-may.nj.us,6/30/21,180,.  NOT ASSIGNED,COUNTY OF CAPE MAY,"4 MOORE ROAD, DN 101","CAPEMAYCOURTHOUSE, NJ  08210",Govt - County,6/15/21,39.1039472,-74.800838
LONG TERM CARE FACILITY,NJ61502,061502,Crest Pointe Rehabilitation and Healthcare Center,CREST POINTE REHABILITATION AND HEALTHCARE CENTER,1515 HULSE ROAD, ,PT PLEASANT,NJ,08742,"PT PLEASANT, NJ  08742",OCEAN,(732) 295-9300,(732) 295-8781,Jstern@mhslp.com,2/28/22,118,. JOSEPH STERN,"CREST POINTE OPERATOR, LLC",1515 HULSE ROAD,"POINT PLEASANT, NJ  08742",,6/15/21,40.075384,-74.061102
LONG TERM CARE FACILITY,NJ61533,061533,"Springpoint at Crestwood, Inc",CRESTWOOD MANOR,50 LACEY ROAD, ,WHITING,NJ,08759,"WHITING, NJ  08759",OCEAN,(732) 849-4900,(732) 849-4342,ahay@springpointsl.org,2/28/22,64,Ms. ANNE HAY,"SPRINGPOINT AT CRESTWOOD, INC","4814 OUTLOOK DRIVE, SUITE 201","WALL TOWNSHIP, NJ  07753",NonProfit - Religious Affiliation,6/15/21,39.9476959,-74.3651056
LONG TERM CARE FACILITY,NJ61501,061501,Crystal Lake Healthcare and Rehabilitation Center,CRYSTAL LAKE HLTHCARE & REHAB,395 LAKESIDE BLVD, ,BAYVILLE,NJ,08721,"BAYVILLE, NJ  08721",OCEAN,(732) 269-0500,(732) 269-1704,susansmith@crystallakehealth.com,1/31/22,235,Ms. SUSAN SMITH,"BAYVILLE HEALTHCARE, LLC",395 LAKESIDE BOULEVARD,"BAYVILLE, NJ  08721",Profit - LLC,6/15/21,39.8937784,-74.1951481
LONG TERM CARE FACILITY,NJ60603,060603,Cumberland Manor Nursing and Rehabilitation Center,CUMBERLAND MANOR NURSING AND REHABILITATION CENTER,154 SUNNY SLOPE DRIVE, ,BRIDGETON,NJ,08302,"BRIDGETON, NJ  08302",CUMBERLAND,(856) 455-8000,(856) 455-5493,mgruen@autumnhc.net,4/30/22,196,. MARTIN GRUEN,"CUMBERLAND OPERATIONS, LLC",4260 ROUTE 9,"HOWELL, NJ  07731",Profit - LLC,6/15/21,39.4193806,-75.2743554
LONG TERM CARE FACILITY,NJ70770,030703,Daughters of Israel Pleasant Valley Home,DAUGHTERS OF ISRAEL PLEASANT VALLEY HOME,1155 PLEASANT VALLEY WAY, ,WEST ORANGE,NJ,07052,"WEST ORANGE, NJ  07052",ESSEX,(973) 731-5100,(973) 736-7698,Sgrosser@daughtersofisrael.org,10/31/21,303,Ms. SUSAN GROSSER,DAUGHTERS OF ISRAEL,1155 PLEASANT VALLEY WAY,"WEST ORANGE, NJ  07052",NonProfit - Corporation,6/15/21,40.787437,-74.275704
LONG TERM CARE FACILITY,NJ31601,031601,Daughters Of Miriam Center,DAUGHTERS OF MIRIAM CENTER,155 HAZEL STREET, ,CLIFTON,NJ,07011,"CLIFTON, NJ  07011",PASSAIC,(973) 772-3700,(973) 253-5389,ffeinstein@daughtersofmiriamcenter.org,7/31/21,210,Mr. FRED FEINSTEIN,DAUGHTERS OF MIRIAM,155 HAZEL STREET,"CLIFTON, NJ  07011",NonProfit - Corporation,6/15/21,40.8923846,-74.1624761
LONG TERM CARE FACILITY,NJ62207,62207,De La Salle Hall,DE LA SALLE HALL,810 NEWMAN SPRINGS RD, ,LINCROFT,NJ,07738,"LINCROFT, NJ  07738",MONMOUTH,(732) 530-9470,          ,kkim@delasallehall.org,12/31/21,32,Ms. KIRSTEN KIM,"DE LA SALLE HALL, INC.",810 NEWMAN SPRINGS ROAD,"LINCROFT, NJ  07738",NonProfit - Religious Affiliation,6/15/21,40.335045,-74.138256
LONG TERM CARE FACILITY,NJ60207,060207,Dellridge Health & Rehabilitation Center,DELLRIDGE HEALTH & REHABILITATION CENTER,532 FARVIEW AVE, ,PARAMUS,NJ,07652,"PARAMUS, NJ  07652",BERGEN,(201) 265-5600,(201) 261-3164,Bfaszczewaki@familyofcaring.com,2/28/22,96,Mr. BRIAN FASZCZEWSKI,"DELLRIDGE HEALTH & REHABILITATION CENTER, LLC",532 FARVIEW AVENUE,"PARAMUS, NJ  07652",Profit - LLC,6/15/21,40.954779,-74.057029
LONG TERM CARE FACILITY,NJ60804,060804,Deptford Center for Rehabilitation and Healthcare,DEPTFORD CENTER FOR REHABILITATION AND HEALTHCARE,1511 CLEMENTS BRIDGE RD, ,DEPTFORD,NJ,08096,"DEPTFORD, NJ  08096",GLOUCESTER,(856) 845-9400,(856) 845-1095,rkornfeld@deptfordcenter.net,2/28/22,240,Mr. ROBERT KORNFELD,INNOVA GLOUCESTER DEPTFORD BRIDGE OPERATIONS LLC,4770 WHITE PLAINS ROAD,"BRONX, NY  10470",Profit - LLC,6/15/21,39.8300704,-75.1069751
LONG TERM CARE FACILITY,NJ61620,061620,"Doctors Subacute Healthcare, LLC","DOCTORS SUBACUTE HEALTHCARE, LLC",59 BIRCH STREET, ,PATERSON,NJ,07522,"PATERSON, NJ  07522",PASSAIC,(973) 942-8899,(973) 942-1228,@doctorssubacutecare.com,5/31/22,54,. YOSEPH KLEIN,"DOCTORS SUBACUTE HEALTHCARE, LLC",59 BIRCH STREET,"PATERSON, NJ  07522",Profit - LLC,6/15/21,40.9142425,-74.1852119
LONG TERM CARE FACILITY,NJ11402L,NJ11402L,The Dwelling Place at Saint Clare's,DWELLING PLACE AT ST CLARES,400 WEST BLACKWELL ST, ,DOVER,NJ,07801,"DOVER, NJ  07801",MORRIS,(973) 989-3500,(973) 625-6184,Katherinekrasinski@primehealthcare.com,9/30/21,28,Ms. KATHERINE KRASINSKI,PRIME HEALTHCARE SERVICES-SAINT CLARE'S LLC,25 POCONO ROAD,"DENVILLE, NJ  07834",Profit - LLC,6/15/21,40.885001,-74.5754089
LONG TERM CARE FACILITY,NJ61704,061704,Eagleview Health and Rehabilitation,EAGLEVIEW HEALTH AND REHABILITATION,849 BIG OAK ROAD, ,PITTSGROVE,NJ,08318,"PITTSGROVE, NJ  08318",SALEM,(856) 451-5000,(856) 455-7371,Dkinder@eagleviewrehab.com,3/31/22,84,. DAVID KINDER,AMERICAN HEALTH CORPORATION,"200 BARR HARBOR DR, SUITE 400","W CONSHOHOCKEN, PA  19428",Profit - Corporation,6/15/21,39.485976,-75.122068
LONG TERM CARE FACILITY,NJ60103,060103,Eastern Pines Convalescent Center,EASTERN PINES CONV CTR,29 NORTH VERMONT AVE, ,ATLANTIC CITY,NJ,08401,"ATLANTIC CITY, NJ  08401",ATLANTIC,(609) 344-8911,(609) 344-1379,,6/30/22,151,Mr. CHAIM SCHNEIDER,EASTERN PINES LLC,104 PENSION ROAD,"ENGLISHTOWN, NJ  07726",Profit - LLC,6/15/21,39.368847,-74.414751
LONG TERM CARE FACILITY,NJ01001,01001,Egg Harbor Care Center,EGG HARBOR CARE CENTER,6818 DELILAH ROAD, ,EGG HARBOR TOWNSHIP,NJ,08234,"EGG HARBOR TOWNSHIP, NJ  08234",ATLANTIC,(609) 453-3200,          ,administrator@eggharborcare.com,5/31/22,120,Ms. PATRICIA HEDEMAN,"EGG HARBOR CARE CENTER, LLC",104 PENSION ROAD,"MANALAPAN, NJ  07726",Profit - LLC,6/15/21,39.413088,-74.529072
LONG TERM CARE FACILITY,NJ62007X,62007X,Elizabeth Nursing And Rehab Center,ELIZABETH NURSING AND REHAB,1048 GROVE STREET, ,ELIZABETH,NJ,07202,"ELIZABETH, NJ  07202",UNION,(908) 354-0002,(908) 354-0033,zfishman@elizabethnursingrehab.com,8/31/21,102,Mr. ZEV FISHMAN,"BRACHA, INC.",1048 GROVE STREET,"ELIZABETH, NJ  07202",Profit - Corporation,6/15/21,40.6576297,-74.2251423
LONG TERM CARE FACILITY,NJ32003,32003,Elmora Hills Health & Rehabilitation Center,ELMORA HILLS HEALTH & REHABILITATION CENTER,225 W JERSEY STREET, ,ELIZABETH,NJ,07202,"ELIZABETH, NJ  07202",UNION,(908) 353-1220,(908) 353-0102,jbraun@elmorahills.com,9/30/21,200,Mr. JOSEPH BRAUN,"ELMORA HILLS HEALTH & REHABILITATION CENTER, LLC",485 RIVER AVENUE,"LAKEWOOD, NJ  08701",Profit - LLC,6/15/21,40.6633686,-74.2244259
LONG TERM CARE FACILITY,NJ61211,061211,The Elms Of Cranbury,"ELMS OF CRANBURY, THE",61 MAPLEWOOD AVENUE, ,CRANBURY,NJ,08512,"CRANBURY, NJ  08512",MIDDLESEX,(609) 395-0641,(609) 395-8200,lreynolds@elmsofcranbury.com,4/30/22,120,Ms. LIANA REYNOLDS,"CRANBURY HEALTHCARE CENTER, INC",61 MAPLEWOOD AVENUE,"CRANBURY, NJ  08512",Profit - Corporation,6/15/21,40.3151407,-74.5109531
LONG TERM CARE FACILITY,NJ60411,060411,Elmwood Hills Healthcare Center LLC,ELMWOOD HILLS HEALTHCARE CENTER LLC,425 WOODBURY-TURNERSVILLE ROAD, ,BLACKWOOD,NJ,08012,"BLACKWOOD, NJ  08012",CAMDEN,(856) 374-6600,(856) 374-6436,shaya.rotberg@elmwoodhills.com,11/30/21,300,Mr. AVROHOM ROTBERG,ELMWOOD HILLS HEALTHCARE CENTER LLC,485 RIVER AVENUE,"LAKEWOOD, NJ  08701",,6/15/21,39.7848563,-75.0697025
LONG TERM CARE FACILITY,61205,061205,Embassy Manor at Edison Nursing and Rehabilitation,EMBASSY MANOR AT EDISON NURSING AND REHABILITATION,10 BRUNSWICK AVENUE, ,EDISON,NJ,08817,"EDISON, NJ  08817",MIDDLESEX,(732) 985-1500,(732) 572-3399,Moshe.Weissman@embassymanor.com,12/31/21,280,Mr. MOSHE WEISSMAN,EDISON HEALTHCARE LLC,10 BRUNSWICK AVENUE,"EDISON, NJ  08817",,6/15/21,40.5258926,-74.4112593
LONG TERM CARE FACILITY,NJ60202,060202,Emerson Health Care Center,EMERSON HEALTH CARE CENTER,100 KINDERKAMACK ROAD, ,EMERSON,NJ,07630,"EMERSON, NJ  07630",BERGEN,(201) 265-3700,(201) 265-2700,msantiago@emersonhealthusa.com,8/31/21,155,Ms. MARTA SANTIAGO,"EMERSON CONVALESCENT CENTER, INC.",100 KINDERKAMACK ROAD,"EMERSON, NJ  07630",Profit - Corporation,6/15/21,40.973143,-74.029338
LONG TERM CARE FACILITY,NJ60719,060719,Family of Caring Healthcare at Montclair,FAMILY OF CARING HEALTHCARE AT MONTCLAIR,42 NORTH MOUNTAIN AVE, ,MONTCLAIR,NJ,07042,"MONTCLAIR, NJ  07042",ESSEX,(973) 783-9400,(973) 783-8499,administrator@familyofcaring-mc.com,2/28/22,70,Ms. MARILYN DASILVA,FAMILY OF CARING HEALTHCARE AT MONTCLAIR LLC,,",   ",,6/15/21,40.8215088,-74.2227418
LONG TERM CARE FACILITY,NJ60227,060227,Family of Caring Healthcare at Ridgewood,FAMILY OF CARING HEALTHCARE AT RIDGEWOOD,304 S. VAN DIEN AVE, ,RIDGEWOOD,NJ,07450,"RIDGEWOOD, NJ  07450",BERGEN,(201) 445-8200,(201) 445-9535,administrator@familyofcaring-rw.com,4/30/22,96,Ms. MARY ROBIN MAGHER,FAMILY OF CARING HEALTHCARE AT RIDGEWOOD LLC,555 CHESTNUT RIDGE ROAD,"WOODCLIFF LAKE, NJ  07677",,6/15/21,40.9695419,-74.107191
LONG TERM CARE FACILITY,NJ60206,060206,Family of Caring Healthcare at Tenafly,"FAMILY OF CARING HEALTHCARE AT TENAFLY, LLC",133 COUNTY ROAD, ,TENAFLY,NJ,07670,"TENAFLY, NJ  07670",BERGEN,(201) 567-7800,(201) 264-4064,administrator@familyofcaring-tf.com,9/30/21,69,Mr. JAMES GARDNER,"FAMILY OF CARING HEALTHCARE AT TENAFLY, LLC",555 CHESTNUT RIDGE ROAD,"WOODCLIFF LAKE, NJ  07677",,6/15/21,40.929067,-73.9620769
LONG TERM CARE FACILITY,61803,061803,Foothill Acres Rehabilitation & Nursing Center,FOOTHILL ACRES REHABILITATION & NURSING CENTER,39 EAST MOUNTAIN ROAD, ,HILLSBOROUGH,NJ,08844,"HILLSBOROUGH, NJ  08844",SOMERSET,(908) 369-8711,(908) 369-5432,admin@foothillacres.com,9/30/21,200,Mr. PINCHAS GOLDBLATT,FOOTHILL ACRES REHABILITATION & NURSING CENTER,39 EAST MOUNTAIN ROAD,"HILLSBOROUGH, NJ  08844",Profit - LLC,6/15/21,40.500042,-74.6936013
LONG TERM CARE FACILITY,NJ62203,62203,Forest Hill Healthcare Center,FOREST HILL HEALTHCARE CENTER,497 MT PROSPECT AVE, ,NEWARK,NJ,07104,"NEWARK, NJ  07104",ESSEX,(973) 482-5000,(973) 482-6500,gmervine@fhhcnj.org,10/31/21,120,Mr. GEORGE E. MERVINE,"FOREST HILL HEALTHCARE CENTER, INC.",497 MT. PROSPECT AVENUE,"NEWARK, NJ  07104",Profit - Corporation,6/15/21,40.7688934,-74.169074
LONG TERM CARE FACILITY,NJ62103,062103,Forest Manor Health Care Center,FOREST MANOR HCC,145 STATE PARK ROAD, ,HOPE,NJ,07844,"HOPE, NJ  07844",WARREN,(908) 459-4128,(908) 459-4513,mbabe@forestmanorhcc.com,9/30/21,120,Mr. MICHAEL BABE,"FOREST MANOR MANAGEMENT, LLC",145 STATE PARK ROAD,"HOPE, NJ  07844",Profit - LLC,6/15/21,40.920377,-74.925682
LONG TERM CARE FACILITY,NJ61536,061536,Fountain View Care Center,FOUNTAIN VIEW CARE CENTER,527 RIVER AVENUE, ,LAKEWOOD,NJ,08701,"LAKEWOOD, NJ  08701",OCEAN,(732) 905-0700,(732) 364-4566,Yseeve@fountainviewcarecenter.com,9/30/21,123,Ms. YESHAYA SEEVE,"SHORE HEALTH CARE CENTER, INC.",527 RIVER AVENUE,"LAKEWOOD, NJ  08701",Profit - Corporation,6/15/21,40.074523,-74.215933
LONG TERM CARE FACILITY,61206,061206,Francis E Parker Memorial Home New Brunswick,FRANCIS E PARKER MEMORIAL HOME,EASTON AVE AT LANDING LANE, ,NEW BRUNSWICK,NJ,08901,"NEW BRUNSWICK, NJ  08901",MIDDLESEX,(732) 545-3110,(732) 545-2201,snaik@parkerlife.org,8/31/21,52,. SONAM NAIK,FRANCIS E. PARKER MEMORIAL HOME BD OF TRUSTEES,1421 RIVER ROAD,"PISCATAWAY, NJ  08854",NonProfit - Corporation,6/15/21,40.5053585,-74.468183
LONG TERM CARE FACILITY,NJ61213,061213,Francis E Parker Memorial Home Piscataway,FRANCIS E PARKER MEMORIAL HOME,1421 RIVER ROAD, ,PISCATAWAY,NJ,08854,"PISCATAWAY, NJ  08854",MIDDLESEX,(732) 545-8330,(732) 846-4229,snaik@parkerlife.org,8/31/21,79,. SONAM NAIK,FRANCIS E. PARKER MEMORIAL HOME BD OF TRUSTEES,1421 RIVER ROAD,"PISCATAWAY, NJ  08854",NonProfit - Corporation,6/15/21,40.5097365,-74.4465637
LONG TERM CARE FACILITY,61701,061701,"Friends Village At Woodstown, Inc.",FRIENDS VILLAGE AT WOODSTOWN,ONE FRIENDS DRIVE, ,WOODSTOWN,NJ,08098,"WOODSTOWN, NJ  08098",SALEM,(856) 769-1500,(856) 823-0723,Llougney@friendsvillage.org,4/30/22,60,Ms. LAURIE LOUGHNEY,"FRIENDS HOME AT WOODSTOWN, INC.",ONE FRIENDS DRIVE,"WOODSTOWN, NJ  08098",NonProfit - Religious Affiliation,6/15/21,39.6476023,-75.3161788
