Facility Name,Facility ID,License Number,Phone Number,Email Address,Address,City,State,Zip Code,County,Capacity,Licensee,State Facility Type 1 Literal
MILLER PLACE,OHL01912,2114R,4195862484,ntopp@enlivant.com,1506 MEADOWVIEW DRIVE,CELINA,OH,45822,MERCER,45,MILLER AID OPCO LLC,Residential Care Facility
MINFORD RETIREMENT CENTER - ELBROOK,OHL00976,1862R,7408204191,minfordretirementcenter@yahoo.com,9641 STATE ROUTE 335,MINFORD,OH,45653,SCIOTO,113,HENRY B COLLINS & JEANETTA COLLINS,Residential Care Facility
MONARCH MEADOWS NURSING AND REHABILITATION,OHL41932,2731R,2167723192,tossoski@continuinghc.com,299 COMMERCE DRIVE,SEAMAN,OH,45679,ADAMS,24,"MONARCH MEADOWS NURSING AND REHABILITATION, LLC",Residential Care Facility
MOUNT ALVERNA VILLAGE,OHL40344,0902R,4408437800,pwelsh@franciscancommunities.com,6765 STATE ROAD,PARMA,OH,44134,CUYAHOGA,45,"FRANCISCAN COMMUNITIES, INC.",Residential Care Facility
MOUNT HEALTHY CHRISTIAN HOME,OHL500081,1287R,5139315000,mark.oaks@christianvillages.org,8097 HAMILTON AVENUE,CINCINNATI,OH,45231,HAMILTON,176,"MOUNT HEALTHY CHRISTIAN HOME, INC.",Residential Care Facility
MOUNT VERNON HEALTH AND REHABILITATION CENTER,OHL01197,2253R,7403921099,bryan@daybreakohio.com,1139 GAMBIER ROAD,MOUNT VERNON,OH,43050,KNOX,16,MOUNT VERNON NH LLC,Residential Care Facility
MOUNT VERNON HEALTH AND REHABILITATION CENTER,OHL01197,2253R,7403921099,bryan@daybreakohio.com,1139 GAMBIER ROAD,MOUNT VERNON,OH,43050,KNOX,16,"ALS MOUNT VERNON, INC",Residential Care Facility
MOUNT VERNON HEALTH AND REHABILITATION CENTER,OHL40303,2426R,7403921099,bryan@daybreakohio.com,1133 GAMBIER ROAD,MOUNT VERNON,OH,43050,KNOX,16,"ALS MOUNT VERNON, INC",Residential Care Facility
MOUNT VERNON HEALTH AND REHABILITATION CENTER,OHL40303,2426R,7403921099,bryan@daybreakohio.com,1133 GAMBIER ROAD,MOUNT VERNON,OH,43050,KNOX,16,MOUNT VERNON NH LLC,Residential Care Facility
MULBERRY GARDENS ASSISTED LIVING,OHL40128,2405R,3306349919,jhenry@hawthorncg.com,395 SOUTH MAIN STREET,MUNROE FALLS,OH,44262,SUMMIT,172,"MUNROE FALLS ASSISTED LIVING OPCO, LLC",Residential Care Facility
MULBERRY GARDENS ASSISTED LIVING,OHL40128,2405R,3306349919,jhenry@hawthorncg.com,395 SOUTH MAIN STREET,MUNROE FALLS,OH,44262,SUMMIT,172,MUNROE FALLS ASSISTED LIVING LLC,Residential Care Facility
MULBERRY GARDENS ASSISTED LIVING,OHL40128,2405R,3306349919,jhenry@hawthorncg.com,395 SOUTH MAIN STREET,MUNROE FALLS,OH,44262,SUMMIT,172,"XL MANAGEMENT COMPANY, LLC",Residential Care Facility
MULBERRY GARDENS MEMORY CARE,OHL42041,2782R,3306333026,michael.shackelford@hawthornret.com,47 STEEPLECHASE LANE,MUNROE FALLS,OH,44262,SUMMIT,64,MUNROE FALLS MC LLC,Residential Care Facility
MULBERRY GARDENS MEMORY CARE,OHL42041,2782R,3306333026,michael.shackelford@hawthornret.com,47 STEEPLECHASE LANE,MUNROE FALLS,OH,44262,SUMMIT,64,"MULBERRY GARDENS MC OPCO, LLC",Residential Care Facility
MULBERRY GARDENS MEMORY CARE,OHL42041,2782R,3306333026,michael.shackelford@hawthornret.com,47 STEEPLECHASE LANE,MUNROE FALLS,OH,44262,SUMMIT,64,MUNROE FALLS MC OPCO,Residential Care Facility
NATIONAL CHURCH RESIDENCES AT HOPETON VILLAGE,OHL41523,2585R,7407738107,cberry@nationalchurchresidences.org,153 UNIVERSITY DRIVE,CHILLICOTHE,OH,45601,ROSS,74,NATIONAL CHURCH RESIDENCES,Residential Care Facility
NATIONAL CHURCH RESIDENCES LINCOLN VILLAGE,OHL40787,2487R,6148701123,handreas-widney@nationalchurchresidences.org,4959 MEDFIELD WAY,COLUMBUS,OH,43228,FRANKLIN,66,NATIONAL CHURCH RESIDENCES LINCOLN LODGE,Residential Care Facility
NATIONAL CHURCH RESIDENCES OF CHILLICOTHE,OHL01176,2158R,7407738107,cberry@nationalchurchresidences.org,142 UNIVERSITY DRIVE,CHILLICOTHE,OH,45601,ROSS,100,TRADITIONS OF BATH ROAD,Residential Care Facility
NATIONAL CHURCH RESIDENCES OF CHILLICOTHE,OHL01176,2158R,7407738107,cberry@nationalchurchresidences.org,142 UNIVERSITY DRIVE,CHILLICOTHE,OH,45601,ROSS,100,TRADITIONS AT STYGLER ROAD,Residential Care Facility
NATIONAL CHURCH RESIDENCES OF CHILLICOTHE,OHL01176,2158R,7407738107,cberry@nationalchurchresidences.org,142 UNIVERSITY DRIVE,CHILLICOTHE,OH,45601,ROSS,100,NATIONAL CHURCH RESIDENCES,Residential Care Facility
NATIONAL CHURCH RESIDENCES PORTAGE TRAIL VILLAGE,OHL41549,2588R,3309294227,bgemind@nationalchurchresidences.org,45 CATHEDRAL LANE,CUYAHOGA FALLS,OH,44223,SUMMIT,86,"PORTAGE TRAIL CARE CENTER, INC.",Residential Care Facility
NATIONAL CHURCH RESIDENCES STYGLER ROAD CHIMES TER,OHL41856,2692R,7409665118,ssaum@nationalchurchresidences.org,65 SOUTH WILLIAMS STREET,JOHNSTOWN,OH,43031,LICKING,48,TRADITIONS AT STYGLER ROAD,Residential Care Facility
NEW ALBANY CARE CENTER,OHL01182,2180R,6148558866,kristen.harbert@mmclp.com,5691 THOMPSON ROAD,COLUMBUS,OH,43230,FRANKLIN,42,NEW ALBANY CARE CENTER LIMITED LIABILITY COMPANY,Residential Care Facility
NEW DAWN RETIREMENT CENTER,OHL01336,1604R,3303435521,jf6161@gmail.com,865 EAST IRON AVENUE,DOVER,OH,44622,TUSCARAWAS,53,"NEW DAWN NURSING, LLC",Residential Care Facility
NEW DAWN RETIREMENT CENTER,OHL01336,1604R,3303435521,jf6161@gmail.com,865 EAST IRON AVENUE,DOVER,OH,44622,TUSCARAWAS,53,"NEW DAWN HEALTH CARE, INC.",Residential Care Facility
NORTH PARK RETIREMENT COMMUNITY,OHL41613,2577R,2162670555,ccalabrase@sovereignhealthcare.com,14801 HOLLAND ROAD,BROOKPARK,OH,44142,CUYAHOGA,78,NORTH PARK CARE CENTER LLC,Residential Care Facility
NORTH PARK RETIREMENT COMMUNITY,OHL41613,2577R,2162670555,ccalabrase@sovereignhealthcare.com,14801 HOLLAND ROAD,BROOKPARK,OH,44142,CUYAHOGA,78,NORTH PARK RETIREMENT COMMUNITY INC.,Residential Care Facility
NORTHGATE PARK,OHL01928,2141R,5139233711,rcaldwell@northgateparkseniorliving.com,9191 ROUNDTOP ROAD,CINCINNATI,OH,45251,HAMILTON,146,"HCP CINCINNATI OH OPCO, LLC",Residential Care Facility
NORTHGATE PARK,OHL01928,2141R,5139233711,rcaldwell@northgateparkseniorliving.com,9191 ROUNDTOP ROAD,CINCINNATI,OH,45251,HAMILTON,146,ATRIA MANAGEMENT COMPANY LLC,Residential Care Facility
NORTHGATE PARK,OHL01928,2141R,5139233711,rcaldwell@northgateparkseniorliving.com,9191 ROUNDTOP ROAD,CINCINNATI,OH,45251,HAMILTON,146,"CPF SENIOR LIVING - NORTHGATE PARK, LLC",Residential Care Facility
NORTHWOOD ASSISTED LIVING,OHL01646,1998R,9373997009,ecadmin@eaglewoodcarenh.com,3001 MIDDLE URBANA ROAD,SPRINGFIELD,OH,45502,CLARK,95,EW ALF LLC,Residential Care Facility
NORTHWOOD ASSISTED LIVING,OHL01646,1998R,9373997009,ecadmin@eaglewoodcarenh.com,3001 MIDDLE URBANA ROAD,SPRINGFIELD,OH,45502,CLARK,95,"SPRINGFIELD CLARK ALF, INC",Residential Care Facility
NORWOOD TOWERS POST ACUTE,OHL01638,1922R,5136316800,andrew.coons@pacshc.com,1500 SHERMAN AVENUE,NORWOOD,OH,45212,HAMILTON,69,"PREMIER ESTATES 524, LLC",Residential Care Facility
NORWOOD TOWERS POST ACUTE,OHL01638,1922R,5136316800,andrew.coons@pacshc.com,1500 SHERMAN AVENUE,NORWOOD,OH,45212,HAMILTON,69,"PRISTINE SENIOR LIVING OF NORWOOD TOWERS, LLC",Residential Care Facility
NORWOOD TOWERS POST ACUTE,OHL01638,1922R,5136316800,andrew.coons@pacshc.com,1500 SHERMAN AVENUE,NORWOOD,OH,45212,HAMILTON,69,"NORWOOD TOWERS HEALTHCARE, LLC",Residential Care Facility
O'NEILL HEALTHCARE BAY VILLAGE,OHL00399,0448R,4408714509,administrator.bv@oneillhc.com,605 BRADLEY ROAD,BAY VILLAGE,OH,44140,CUYAHOGA,70,"BRADLEY ROAD NURSING HOME, INC.",Residential Care Facility
O'NEILL HEALTHCARE BAY VILLAGE,OHL00399,0448R,4408714509,administrator.bv@oneillhc.com,605 BRADLEY ROAD,BAY VILLAGE,OH,44140,CUYAHOGA,70,JOHN T. O'NEILL,Residential Care Facility
O'NEILL HEALTHCARE BAY VILLAGE,OHL00399,0448R,4408714509,administrator.bv@oneillhc.com,605 BRADLEY ROAD,BAY VILLAGE,OH,44140,CUYAHOGA,70,DOREEN ZISKA,Residential Care Facility
O'NEILL HEALTHCARE LAKEWOOD,OHL40597,2459R,2162287650,administrator.lw@oneillhc.com,1381 BUNTS ROAD,CLEVELAND,OH,44107,CUYAHOGA,54,"LAKEWOOD SENIOR CAMPUS, LLC",Residential Care Facility
O'NEILL HEALTHCARE NORTH OLMSTED,OHL03218,2329R,4407349933,administrator.no@oneillhc.com,4800 CLAGUE ROAD,NORTH OLMSTED,OH,44070,CUYAHOGA,88,"O'NEIL MANAGEMENT, LLC",Residential Care Facility
O'NEILL HEALTHCARE NORTH OLMSTED,OHL03218,2329R,4407349933,administrator.no@oneillhc.com,4800 CLAGUE ROAD,NORTH OLMSTED,OH,44070,CUYAHOGA,88,"WELLINGTON PLACE, LLC.",Residential Care Facility
O'NEILL HEALTHCARE NORTH OLMSTED,OHL03218,2329R,4407349933,administrator.no@oneillhc.com,4800 CLAGUE ROAD,NORTH OLMSTED,OH,44070,CUYAHOGA,88,BRADLEY BAY,Residential Care Facility
O'NEILL HEALTHCARE NORTH OLMSTED,OHL03218,2329R,4407349933,administrator.no@oneillhc.com,4800 CLAGUE ROAD,NORTH OLMSTED,OH,44070,CUYAHOGA,88,CENTER RIDGE,Residential Care Facility
O'NEILL HEALTHCARE NORTH RIDGEVILLE,OHL41382,2566R,4403271295,administrator.nr@oneillhc.com,38600 CENTER RIDGE ROAD,NORTH RIDGEVILLE,OH,44039,LORAIN,44,"CENTER RIDGE NURSING HOME, INC.",Residential Care Facility
OAK CREEK TERRACE,OHL01631,1868R,9374391454,sophia@oakcreekterrace.net,2316 SPRINGMILL ROAD,KETTERING,OH,45440,MONTGOMERY,30,"OAK CREEK TERRACE, INC.",Residential Care Facility
OAK CREEK TERRACE,OHL01631,1868R,9374391454,sophia@oakcreekterrace.net,2316 SPRINGMILL ROAD,KETTERING,OH,45440,MONTGOMERY,30,GOLDEN AGE CARE CENTER,Residential Care Facility
OAK CREEK TERRACE,OHL01631,1868R,9374391454,sophia@oakcreekterrace.net,2316 SPRINGMILL ROAD,KETTERING,OH,45440,MONTGOMERY,30,LIVINGSTON CARE CENTER,Residential Care Facility
OAK CREEK TERRACE,OHL01631,1868R,9374391454,sophia@oakcreekterrace.net,2316 SPRINGMILL ROAD,KETTERING,OH,45440,MONTGOMERY,30,BKS INVESTORS,Residential Care Facility
OAK HAVEN RESIDENTIAL CARE CENTER,OHL41677,2624R,4194882310,swebb@oakhavenrc.com,152 MAIN STREET,CLOVERDALE,OH,45827,PUTNAM,40,"OAK HAVEN RESIDENTIAL CARE, LLC",Residential Care Facility
OAKLEAF VILLAGE,OHL00686,1999R,4198853934,ddoneghy@wallick.com,4220 NORTH HOLLAND SYLVANIA ROAD,TOLEDO,OH,43623,LUCAS,223,OAKLEAF/TOLEDO LIMITED PARTNERSHIP,Residential Care Facility
OAKLEAF VILLAGE,OHL00987,2000R,6144311739,dnero@wallick.com,5500 KARL ROAD,COLUMBUS,OH,43229,FRANKLIN,206,"OAKLEAF VILLAGE, LTD.",Residential Care Facility
OAKLEY PLACE,OHL01907,2116R,9375489521,nnealeigh@enlivant.com,1275 NORTHVIEW DRIVE,GREENVILLE,OH,45331,DARKE,45,OAKLEY AID OPCO LLC,Residential Care Facility
OAKS AT BETHESDA THE,OHL41721,2643R,7404523800,tiffany.goins@oaksatbethesda.com,2971 MAPLE AVENUE,ZANESVILLE,OH,43701,MUSKINGUM,20,TRILOGY HEALTHCARE OF MUSKINGUM II LLC,Residential Care Facility
OAKS AT NORTHPOINTE THE,OHL41729,2645R,7404523000,karen.marzec@trilogyhs.com,3291 NORTHPOINTE DRIVE,ZANESVILLE,OH,43701,MUSKINGUM,26,"TRILOGY HEALTHCARE OF MUSKINGUM, LLC",Residential Care Facility
OAKS AT SHADY LAWN THE,OHL40316,0800R,3308282278,emoore@ehshadylawn.net,15028 OLD LINCOLN WAY EAST,DALTON,OH,44618,WAYNE,79,"SHADY LAWN RETIREMENT HOME, INC.",Residential Care Facility
OAKS AT SHADY LAWN THE,OHL40316,0800R,3308282278,emoore@ehshadylawn.net,15028 OLD LINCOLN WAY EAST,DALTON,OH,44618,WAYNE,79,"PROVIDE A CARE, INC.",Residential Care Facility
OAKWOOD,OHL42302,2911R,6145023800,rosesiddle@traditionsmgmt.net,1169 BRYDEN ROAD,COLUMBUS,OH,43205,FRANKLIN,100,"1169 BRYDEN PLACE, LLC",Residential Care Facility
OAKWOOD VILLAGE,OHL499908,2376R,9373909000,akturner@mercy.com,1498 VILLA ROAD,SPRINGFIELD,OH,45503,CLARK,88,COMMUNITY MERCY HEALTH PARTNERS,Residential Care Facility
"OHIO EASTERN STAR HOME, INC THE",OHL40586,1037R,7403971706,smarshall@oeshome.org,1451 GAMBIER ROAD,MOUNT VERNON,OH,43050,KNOX,20,THE OHIO EASTERN STAR HOME,Residential Care Facility
"OHIO EASTERN STAR HOME, INC THE",OHL40586,1037R,7403971706,smarshall@oeshome.org,1451 GAMBIER ROAD,MOUNT VERNON,OH,43050,KNOX,20,"OHIO EASTERN STAR HOME, INC.",Residential Care Facility
OHIO LIVING BRECKENRIDGE VILLAGE,OHL00041,1760R,4409424342,tcdurbin@ohioliving.org,36855 RIDGE ROAD,WILLOUGHBY,OH,44094,LAKE,54,OPRS COMMUNITIES,Residential Care Facility
OHIO LIVING BRECKENRIDGE VILLAGE,OHL00041,1760R,4409424342,tcdurbin@ohioliving.org,36855 RIDGE ROAD,WILLOUGHBY,OH,44094,LAKE,54,OHIO LIVING COMMUNITIES,Residential Care Facility
OHIO LIVING CAPE MAY,OHL499973,2374R,9373822995,breynolds@ohioliving.org,175 CAPE MAY DRIVE,WILMINGTON,OH,45177,CLINTON,51,OHIO LIVING COMMUNITIES,Residential Care Facility
OHIO LIVING CAPE MAY,OHL499973,2374R,9373822995,breynolds@ohioliving.org,175 CAPE MAY DRIVE,WILMINGTON,OH,45177,CLINTON,51,OPRS COMMUNITIES,Residential Care Facility
OHIO LIVING DOROTHY LOVE,OHL500119,1592R,9374982391,rjdouglas@ohioliving.org,3003 WEST CISCO ROAD,SIDNEY,OH,45365,SHELBY,78,OHIO LIVING COMMUNITIES,Residential Care Facility
OHIO LIVING DOROTHY LOVE,OHL500119,1592R,9374982391,rjdouglas@ohioliving.org,3003 WEST CISCO ROAD,SIDNEY,OH,45365,SHELBY,78,OPRS COMMUNITIES,Residential Care Facility
OHIO LIVING LAKE VISTA,OHL40198,2414R,3306382420,lference@ohioliving.org,303 NORTH MECCA  STREET,CORTLAND,OH,44410,TRUMBULL,12,OHIO PRESBYTERIAN RETIREMENT SERVICES,Residential Care Facility
OHIO LIVING LAKE VISTA,OHL40198,2414R,3306382420,lference@ohioliving.org,303 NORTH MECCA  STREET,CORTLAND,OH,44410,TRUMBULL,12,OHIO LIVING COMMUNITIES,Residential Care Facility
OHIO LIVING LAKE VISTA,OHL40198,2414R,3306382420,lference@ohioliving.org,303 NORTH MECCA  STREET,CORTLAND,OH,44410,TRUMBULL,12,OPRS COMMUNITIES,Residential Care Facility
OHIO LIVING LLANFAIR,OHL500095,0959R,5136814230,sohara@ohioliving.org,1701 LLANFAIR AVENUE,CINCINNATI,OH,45224,HAMILTON,64,OPRS COMMUNITIES,Residential Care Facility
OHIO LIVING LLANFAIR,OHL500095,0959R,5136814230,sohara@ohioliving.org,1701 LLANFAIR AVENUE,CINCINNATI,OH,45224,HAMILTON,64,OHIO LIVING COMMUNITIES,Residential Care Facility
OHIO LIVING MOUNT PLEASANT,OHL01607,1009R,5135397391,skappers@ohiolvining.org,225 BRITTON LANE,MONROE,OH,45050,BUTLER,65,OHIO LIVING COMMUNITIES,Residential Care Facility
OHIO LIVING MOUNT PLEASANT,OHL01607,1009R,5135397391,skappers@ohiolvining.org,225 BRITTON LANE,MONROE,OH,45050,BUTLER,65,OPRS COMMUNITIES,Residential Care Facility
OHIO LIVING QUAKER HEIGHTS,OHL500044,1511R,5138976050,sarahthompson@ohioliving.org,514 WEST HIGH STREET,WAYNESVILLE,OH,45068,WARREN,60,THE FRIENDS HOME OF THE OHIO VALLEY YEARLY MEETING,Residential Care Facility
OHIO LIVING QUAKER HEIGHTS,OHL500044,1511R,5138976050,sarahthompson@ohioliving.org,514 WEST HIGH STREET,WAYNESVILLE,OH,45068,WARREN,60,OHIO LIVING QUAKER HEIGHTS,Residential Care Facility
OHIO LIVING ROCKYNOL,OHL500110,1280R,3308672150,khanzie@ohioliving.org,1150 WEST MARKET STREET,AKRON,OH,44313,SUMMIT,125,OHIO LIVING COMMUNITIES,Residential Care Facility
OHIO LIVING ROCKYNOL,OHL500110,1280R,3308672150,khanzie@ohioliving.org,1150 WEST MARKET STREET,AKRON,OH,44313,SUMMIT,125,OPRS COMMUNITIES,Residential Care Facility
OHIO LIVING SARAH MOORE,OHL41196,2238R,7403629641,aarnett@ohioliving.org,26 N UNION STREET,DELAWARE,OH,43015,DELAWARE,30,SARAH MOORE HEALTH CARE CENTER INC,Residential Care Facility
OHIO LIVING SWAN CREEK,OHL500087,2035R,4198654445,tphillips@ohioliving.org,1650 SWAN CREEK LANE,TOLEDO,OH,43614,LUCAS,54,OPRS COMMUNITIES,Residential Care Facility
OHIO LIVING VINEYARD ON CATAWBA,OHL499871,2365R,4197974700,pshaw@ohioliving.org,3896 E VINEYARD VILLAGE DRIVE,PORT CLINTON,OH,43452,OTTAWA,16,OPRS COMMUNITIES,Residential Care Facility
OHIO LIVING WESTMINSTER-THURBER,OHL03212,1222R,6142288888,tarnett@ohioliving.org,645-717 NEIL AVENUE,COLUMBUS,OH,43215,FRANKLIN,78,OPRS COMMUNITIES,Residential Care Facility
OHMAN FAMILY LIVING AT BRIAR,OHL00372,0260R,4406325241,aohman@briarhillhealthcare.com,15950 PIERCE ST,MIDDLEFIELD,OH,44062,GEAUGA,5,BRIAR HILL HEALTH CARE RESIDENCE INC.,Residential Care Facility
OHMAN FAMILY LIVING AT BRIAR,OHL40963,2501R,4406325241,aohman@ohmanfamilyliing.com,14807 NORTH STATE STREET,MIDDLEFIELD,OH,44062,GEAUGA,40,"BRIAR HILL HEALTH CARE RESIDENCE, INC.",Residential Care Facility
OHMAN FAMILY LIVING AT HOLLY,OHL40179,0259R,4403388220,gohmanjr@ohmanfamilyliving.com,10190 FAIRMOUNT ROAD,NEWBURY,OH,44065,GEAUGA,58,JAGGAN LTD.,Residential Care Facility
"OLMSTED MANOR RETIREMENT COMMUNITY, LTD",OHL40974,2504R,4407798886,katie.mossbruger@jtslc.com,27420 MILL ROAD,NORTH OLMSTED,OH,44070,CUYAHOGA,60,SOVEREIGN ROCKY RIVER LLC,Residential Care Facility
OMNI WEST,OHL00076,2022R,3307934404,mcrisucci@windsorhouseinc.com,3259 VESTAL ROAD,YOUNGSTOWN,OH,44509,MAHONING,124,DOROTHY MASTERNICK,Residential Care Facility
OMNI WEST,OHL00076,2022R,3307934404,mcrisucci@windsorhouseinc.com,3259 VESTAL ROAD,YOUNGSTOWN,OH,44509,MAHONING,124,"OMNI ASSISTED LIVING, INC.",Residential Care Facility
OMNI WEST,OHL00076,2022R,3307934404,mcrisucci@windsorhouseinc.com,3259 VESTAL ROAD,YOUNGSTOWN,OH,44509,MAHONING,124,JOHN MASTERNICK,Residential Care Facility
ONTARIO POINTE,OHL00859,2165R,4195296447,hrisinger@ontariopointe.com,2124 PARK AVENUE WEST,MANSFIELD,OH,44906,RICHLAND,50,"DIVERSICARE OF MANSFIELD, LLC",Residential Care Facility
OPTIMIZED SENIOR LIVING,OHL42320,2918R,5137019218,optimizedseniorliving@gmail.com,"150 ROUGH WAY, BLDG 500",LEBANON,OH,45036,WARREN,16,"OPTIMIZED SENIOR LIVING GROUP, INC.",Residential Care Facility
ORCHARD GROVE,OHL00867,2189R,4194841111,cindy.starkey@saberhealth.com,670 FLAT ROCK ROAD,BELLEVUE,OH,44811,SANDUSKY,80,"ORCHARD GROVE HEALTHCARE GROUP, LLC",Residential Care Facility
ORRVILLA MAPLE TERRACE,OHL40147,2408R,3306834455,mweaver@orrvilla.org,333 EAST SASSAFRAS STREET,ORRVILLE,OH,44667,WAYNE,60,"ORRVILLA, INC.",Residential Care Facility
OTTERBEIN NORTH SHORE RETIREMENT COMMUNITY,OHL00831,2057R,4197988203,jennifer.lenthe@otterbein.org,9400 NORTH SHORE BLVD.,LAKESIDE MARBLEHEAD,OH,43440,OTTAWA,72,NORTH SHORE RETIREMENT COMMUNITY,Residential Care Facility
OTTERBEIN NORTH SHORE RETIREMENT COMMUNITY,OHL00831,2057R,4197988203,jennifer.lenthe@otterbein.org,9400 NORTH SHORE BLVD.,LAKESIDE MARBLEHEAD,OH,43440,OTTAWA,72,"OTTERBIN HOMES, INC.",Residential Care Facility
OTTERBEIN-CRIDERSVILLE RETIREMENT COMMUNITY,OHL500122,1959R,4196455114,kristin.powell@otterbein.org,100 RED OAK DRIVE,CRIDERSVILLE,OH,45806,AUGLAIZE,96,OTTERBEIN CRIDERSVILLE,Residential Care Facility
OTTERBEIN-LEBANON RETIREMENT COMMUNITY,OHL01941,0095R,5139335427,lori.ward@otterbein.org,585 NORTH STATE ROUTE 741,LEBANON,OH,45036,WARREN,230,OTTERBEIN LEBANON RETIREMENT COMMUNITY,Residential Care Facility
OTTERBEIN-LEBANON RETIREMENT COMMUNITY,OHL01941,0095R,5139335427,lori.ward@otterbein.org,585 NORTH STATE ROUTE 741,LEBANON,OH,45036,WARREN,230,OTTERBEIN HOMES,Residential Care Facility
OTTERBEIN-PORTAGE VALLEY,OHL00678,1737R,4198337000,denice.day@otterbein.org,20311 PEMBERVILLE ROAD,PEMBERVILLE,OH,43450,WOOD,76,OTTERBEIN HOMES,Residential Care Facility
OTTERBEIN-ST. MARYS RETIREMENT  COMMUNITY,OHL01643,1960R,4193946330,melissa.smalley@otterbein.org,11230 STATE ROUTE 364,SAINT MARYS,OH,45885,AUGLAIZE,101,OTTERBEIN- ST. MARYS,Residential Care Facility
OTTERBEIN-ST. MARYS RETIREMENT  COMMUNITY,OHL01643,1960R,4193946330,melissa.smalley@otterbein.org,11230 STATE ROUTE 364,SAINT MARYS,OH,45885,AUGLAIZE,101,OTTERBEIN HOMES,Residential Care Facility
OUR LADY OF GRACE HALL,OHL41642,2328R,4198243600,jphillips@rosarycare.org,6832 CONVENT BOULEVARD,SYLVANIA,OH,43560,LUCAS,17,ROSARY CARE CENTER,Residential Care Facility
PAISLEY HOUSE,OHL00036,1295R,3307999431,jill@paisleyhouse.com,1408 MAHONING AVENUE,YOUNGSTOWN,OH,44509,MAHONING,24,PAISLEY HOUSE FOR AGED WOMEN,Residential Care Facility
PAISLEY HOUSE,OHL00036,1295R,3307999431,jill@paisleyhouse.com,1408 MAHONING AVENUE,YOUNGSTOWN,OH,44509,MAHONING,24,PAISLEY HOUSE,Residential Care Facility
PARAMOUNT SENIOR LIVING AT MIDDLEBURG HEIGHTS,OHL00402,2220R,4124960666,bjira@paramountsl.net,15435 BAGLEY ROAD,MIDDLEBURG HEIGHTS,OH,44130,CUYAHOGA,105,"PARAMOUNT SENIOR LIVING AT MIDDLEBURG HEIGHTS, LLC",Residential Care Facility
PARAMOUNT SENIOR LIVING AT MIDDLEBURG HEIGHTS,OHL00402,2220R,4124960666,bjira@paramountsl.net,15435 BAGLEY ROAD,MIDDLEBURG HEIGHTS,OH,44130,CUYAHOGA,105,EMERITUS CORPORATION,Residential Care Facility
PARAMOUNT SENIOR LIVING AT MIDDLEBURG HEIGHTS,OHL00402,2220R,4124960666,bjira@paramountsl.net,15435 BAGLEY ROAD,MIDDLEBURG HEIGHTS,OH,44130,CUYAHOGA,105,AL INVESTORS-MIDDLEBURG HEIGHTS LLC,Residential Care Facility
PARAMOUNT SENIOR LIVING AT POLARIS,OHL42299,2909R,6143922079,ahowell@paramountsl.net,702 POLARIS PARKWAY,WESTERVILLE,OH,43082,DELAWARE,115,"PARAMOUNT SENIOR LIVING AT POLARIS, LLC",Residential Care Facility
PARAMOUNT SENIOR LIVING AT WESTERVILLE,OHL03236,2284R,6147942499,akeeton@paramounthr.org,690 COOPER ROAD,WESTERVILLE,OH,43081,FRANKLIN,151,"PARAMOUNT SENIOR LIVING AT WESTERVILLE, LLC",Residential Care Facility
PARAMOUNT SENIOR LIVING AT WESTERVILLE,OHL03236,2284R,6147942499,akeeton@paramounthr.org,690 COOPER ROAD,WESTERVILLE,OH,43081,FRANKLIN,151,"SUMMERVILLE AT OUTLOOK MANOR, LLC",Residential Care Facility
PARK CREEK CENTER,OHL00075,2021R,4408425100,lfelice5@aol.com,10064 NORTH CHURCH DRIVE,PARMA HEIGHTS,OH,44130,CUYAHOGA,75,"MSBA PARK CREEK, LLC",Residential Care Facility
"PARK VILLAGE AL, NP, LLC",OHL41978,2754R,3303644437,bob@parkvillagehealthcare.com,1019 OLDTOWN VALLEY ROAD SE,NEW PHILADELPHIA,OH,44663,TUSCARAWAS,80,"PARK VILLAGE AL, NP, LLC",Residential Care Facility
PARK VILLAGE ASSISTED LIVING,OHL01492,1650R,3303644436,marci@parkvillagehealthcare.com,1525 CRATER AVENUE,DOVER,OH,44622,TUSCARAWAS,67,PARK VILLAGE ASSISTED LIVING LTD,Residential Care Facility
PARK VILLAGE ASSISTED LIVING NORTH,OHL40230,2421R,3303644436,marci@parkvillagehealthcare.com,1529 CRATER AVENUE,DOVER,OH,44622,TUSCARAWAS,68,ROBERT O'DONNELL,Residential Care Facility
PARK VISTA ASSISTED LIVING BY MCARE HEALTH,OHL500111,1450R,3307462944,sbartscher@mcareparkvista.com,1216 FIFTH AVENUE,YOUNGSTOWN,OH,44504,MAHONING,128,OPRS COMMUNITIES,Residential Care Facility
PARK VISTA ASSISTED LIVING BY MCARE HEALTH,OHL500111,1450R,3307462944,sbartscher@mcareparkvista.com,1216 FIFTH AVENUE,YOUNGSTOWN,OH,44504,MAHONING,128,"PARK VISTA SNF OPS, LLC",Residential Care Facility
PARKCLIFFE ADVANCED CARE,OHL00872,2212R,4193819447,faith@parkcliffe.com,4201 PARKCLIFFE LANE,TOLEDO,OH,43615,LUCAS,52,PARKCLIFFE DEVELOPMENT,Residential Care Facility
PARKSIDE,OHL41767,2628R,6145011300,kmiller@mecsrc.com,2225 TAYLOR PARK DRIVE,REYNOLDSBURG,OH,43068,FRANKLIN,150,WESLEY RIDGE RESIDENCE CORPORATION,Residential Care Facility
