Facility Name,Facility ID,License Number,Phone Number,Email Address,Address,City,State,Zip Code,County,Capacity,Licensee,State Facility Type 1 Literal,Date Accessed
The Gardens Of St Francis,OHL32957,2392R,4196984331,cwoodward@chilivingcomm.org,930 SOUTH  WYNN ROAD,Oregon,OH,43616,Lucas,78,CHI LIVING COMMUNITIES,RESIDENTIAL CARE FACILITY,6/29/21
The Landing Of Long Cove,OHL41560,2591R,5132293155,cwithrow@northstarsl.com,5535 IRWIN SIMPSON ROAD,Mason,OH,45040,Warren,135,EMERIWEG DEERFIELD LLC,RESIDENTIAL CARE FACILITY,6/29/21
The Landing Of Stow,OHL40968,2502R,3303420934,jseher@northstarsl.com,5511 FISHCREEK ROAD,Stow,OH,44224,Summit,162,"FISHCREEK SENIOR CARE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
The Springs Of Lima,OHL42129,2826R,4192216051,jessica.trinko@springsoflima.com,370 N EASTOWN ROAD,Lima,OH,45807,Allen,41,"TRILOGY HEALTHCARE OF LIMA II, LLC",RESIDENTIAL CARE FACILITY,6/29/21
The Willows At Tiffin,OHL42224,2875R,4194430059,alicia.wolf@willowsattiffin.com,410 FAIR LANE,Tiffin,OH,44883,Seneca,23,"TRILOGY HEALTHCARE OF TIFFIN, LLC",RESIDENTIAL CARE FACILITY,6/29/21
The Winfield At Middletown,OHL01956,2225R,5134232322,abaker@winfieldmiddletown.com,3000 MCGEE AVENUE,Middletown,OH,45044,Butler,75,"MIDDLETOWN AL/MC, LLC",RESIDENTIAL CARE FACILITY,6/29/21
"The Wyndmoor Of Marion, Llc",OHL01180,2178R,7403893929,linn.wade@wyndmooralf.com,308 BARKS ROAD EAST,Marion,OH,43302,Marion,60,"THE WYNDMOOR OF MARION, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Thistle House Senior Living,OHL42134,2830R,4403132933,phil@thistlehouseseniorliving.com,526 WATER STREET,Chardon,OH,44024,Geauga,22,THISTLE HOUSE PROPERTIES LLC,RESIDENTIAL CARE FACILITY,6/29/21
Three Creeks Senior Living,OHL42017,2772R,6149330078,plarney@spectrumretirement.com,5435 MORSE ROAD,Gahanna,OH,43230,Franklin,89,"GAHANNA OPERATOR, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Townview Terrace,OHL41614,2603R,7404121138,bryan@daybreakohio.com,200 S MARKET STREET,Wooster,OH,44691,Wayne,75,TRI STATE HOME HEALTH LLC,RESIDENTIAL CARE FACILITY,6/29/21
Traditions At Camargo,OHL42227,2876R,5134225499,brianwurster@traditionsmgmt.net,7650 CAMARGO ROAD,Madeira,OH,45243,Hamilton,150,"MADEIRA SENIOR PARTNERS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Traditions At Mill Run,OHL01151,2052R,6147710100,sgrote@nationalchurchresidences.org,3550 FISHINGER BOULEVARD,Hilliard,OH,43026,Franklin,150,TRADITIONS AT MILL RUN,RESIDENTIAL CARE FACILITY,6/29/21
Traditions At North Bend,OHL42267,2893R,5137081665,debraoaks@traditionsmgmt.net,4916 NORTH BEND ROAD,Cincinnati,OH,45211,Hamilton,150,"NORTH BEND SENIOR LIVING, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Traditions At Stygler Commons,OHL41289,2087R,6144758778,ssaum@nationalchurchresidences.org,165 NORTH STYGLER ROAD,Gahanna,OH,43230,Franklin,54,TRADITIONS AT STYGLER ROAD,RESIDENTIAL CARE FACILITY,6/29/21
Traditions Of Beavercreek,OHL41991,2761R,9374276220,brittanystidham@traditionsmgmt.net,800 GRAYSON LANE,Beavercreek,OH,45430,Greene,150,"BEAVERCREEK SENIOR PARTNERS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Traditions Of Deerfield,OHL42093,2808R,5135835170,andreanoe@traditionsmgmt.net,3455 NANTUCKET CIRCLE,Loveland,OH,45140,Warren,150,"DEERFIELD SENIOR LIVING, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Trinity Community At Beavercreek,OHL500084,1577R,9374268481,lfarrell@uchinc.org,3218 INDIAN RIPPLE ROAD,Dayton,OH,45440,Montgomery,130,"UNITED CHURCH HOMES, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Trinity Community At Fairborn,OHL01901,1523R,9378780262,jlemon@uchinc.org,789 STONEYBROOK TRAIL,Fairborn,OH,45324,Greene,20,PARKVUE PLACE,RESIDENTIAL CARE FACILITY,6/29/21
Triple Creek Retirement Community,OHL41034,2517R,5138510601,larry.conrad@triplecreekretirement.com,11230 PIPPIN ROAD,Cincinnati,OH,45231,Hamilton,38,"TRILOGY HEALTHCARE OF HAMILTON, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Twin Lakes,OHL40319,2428R,5132471310,lisa.zimmers@lec.org,9840 MONTGOMERY ROAD,Cincinnati,OH,45242,Hamilton,368,TWIN LAKES,RESIDENTIAL CARE FACILITY,6/29/21
Twin Towers,OHL500096,1027R,5138532000,danielle.brown@lec.org,5343 HAMILTON AVENUE,Cincinnati,OH,45224,Hamilton,288,LIFE ENRICHING COMMUNITY,RESIDENTIAL CARE FACILITY,6/29/21
Urbana Place,OHL01934,2155R,9376521500,pmarmon@enlivant.com,609 E. WATER STREET,Urbana,OH,43078,Champaign,50,ALTERRA HEALTHCARE CORPORATION,RESIDENTIAL CARE FACILITY,6/29/21
Valley View Health Campus,OHL41999,2765R,4193320357,jody.patynko@valleyviewhc.com,1247 N RIVER ROAD,Fremont,OH,43420,Sandusky,38,"TRILOGY HEALTHCARE OF SANDUSKY, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Van Wert Manor,OHL42037,1432R,4192386655,administrator@vanwertmanor.com,160 FOX ROAD,Van Wert,OH,45891,Van Wert,18,"HCF OF VAN WERT, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Vancrest Assisted & Independent,OHL00866,1310R,4196952871,mmurphy@vancrest.com,310 ELIDA ROAD,Delphos,OH,45833,Allen,108,"VANCREST, LTD",RESIDENTIAL CARE FACILITY,6/29/21
Vancrest Assisted Living,OHL00835,1436R,4192384646,swhite@vancrest.com,10357 DECATUR ROAD,Van Wert,OH,45891,Van Wert,146,RESTHAVEN NURSING HOME,RESIDENTIAL CARE FACILITY,6/29/21
Vancrest Assisted Living,OHL40788,2488R,9374563010,rdennis@vancrest.com,1600 PARK AVENUE,Eaton,OH,45320,Preble,66,"VANCREST, LTD.",RESIDENTIAL CARE FACILITY,6/29/21
Vancrest Assisted Living Of Holgate,OHL41657,2618R,4192640700,hgwin@vancrest.com,600 JOE E BROWN AVENUE,Holgate,OH,43527,Henry,41,"HOLGATE CARE CENTER, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Vancrest Of Ada Assisted Living,OHL41929,2729R,4195581379,amaidlow@vancrest.com,600 WEST NORTH AVENUE,Ada,OH,45810,Hardin,44,"VANCREST OF ADA, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Vancrest Of Antwerp,OHL40519,2449R,4192581312,brian@antwerpmanor.com,204 ARCHER DRIVE,Antwerp,OH,45813,Paulding,68,"MANOR HOUSE ASSISTED LIVING, LTD.",RESIDENTIAL CARE FACILITY,6/29/21
Vancrest Of Payne,OHL41717,2641R,4192630191,mbradford@vancrest.com,650 NORTH MAIN STREET,Payne,OH,45880,Paulding,43,VANCREST OF PAYNE LLC,RESIDENTIAL CARE FACILITY,6/29/21
Vancrest Of St Marys Assisted Living,OHL42209,2871R,4193943308,svordermark@vancrest.com,1035 HAGER STREET,Saint Marys,OH,45885,Auglaize,34,"GRAND LAKE OPERATIONS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Vancrest Of Urbana Assisted Living,OHL41841,2494R,9376535291,vcual@vancrest.com,2380 US HWY 68 S,Urbana,OH,43078,Champaign,49,"VANCREST OF URBANA, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Victoria House The,OHL40418,2440R,3307991711,bparsons@continuinghc.com,5295 ASHLEY CIRCLE,Austintown,OH,44515,Mahoning,84,"AUSTINTOWN RESIDENTIAL CARE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Villa At The Lake,OHL00426,2261R,4405991999,dlf@randallresidence.com,48 PARRISH ROAD,Conneaut,OH,44030,Ashtabula,100,"VILLA AT THE LAKE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Villa St Joseph,OHL40662,2463R,2163321100,snall@marymounthcs.org,5200 MARYMOUNT VILLAGE DRIVE,Garfield Heights,OH,44125,Cuyahoga,12,VILLAGE AT MARYMOUNT,RESIDENTIAL CARE FACILITY,6/29/21
Village At St Edward The,OHL40105,2401R,3306682828,danielle.maur@vased.org,3125 SMITH ROAD,Fairlawn,OH,44333,Summit,122,ST. EDWARD HOME,RESIDENTIAL CARE FACILITY,6/29/21
Village At Westerville Retirement Center The,OHL00982,1969R,6148823782,edward.niper@hcr-manorcare.com,215 HUBER VILLAGE BOULEVARD,Westerville,OH,43081,Franklin,73,HEALTH CARE & RETIREMENT CORP OF AMERICA,RESIDENTIAL CARE FACILITY,6/29/21
Village Green Health Campus,OHL41816,2677R,9375481993,annie.carico@villagegreenhc.com,1315 KITCHEN AID WAY,Greenville,OH,45331,Darke,38,"TRILOGY HEALTHCARE OF GREENVILLE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Village Of St Edward At Green The,OHL42206,2868R,2342940010,stephanie.covas@vased.org,3813 FORTUNA DRIVE,Akron,OH,44312,Summit,118,THE VILLAGE OF ST. EDWARD AT GREEN,RESIDENTIAL CARE FACILITY,6/29/21
Village Of St Edward At Wadsworth The,OHL42156,2843R,2342178735,aubrey.harmath@vased.org,880 MAIN STREET,Wadsworth,OH,44281,Medina,83,THE VILLAGE OF ST.  EDWARD AT WADSWORTH,RESIDENTIAL CARE FACILITY,6/29/21
Village Of The Falls,OHL02979,2331R,4409895200,kdorsey@sprengerhealthcare.com,25920 ELM STREET,Olmsted Falls,OH,44138,Cuyahoga,47,"VILLAGE OF THE FALLS, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Villas At Bennington Glen,OHL01199,2258R,4192530144,dcrawford@bennglen.com,825 ST. RT. 61,Marengo,OH,43334,Morrow,21,"MORROW CARE, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Villas At Saint Therese The,OHL01193,2228R,6148643576,jwhiteman@carmeliteseniorliving.org,25 NOE-BIXBY ROAD,Columbus,OH,43213,Franklin,158,"THE VILLAS AT SAINT THERESE, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Violet Springs Health Campus,OHL42218,2873R,6147516413,valerie.griggs@violetspringshc.com,603 DILEY ROAD,Pickerington,OH,43147,Fairfield,41,"TRILOGY HEALTHCARE OF PICKERINGTON, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Vista Center At The Ridge Residential Care,OHL00331,1218R,3306529901,bparsons@continuinghc.com,3379 MAIN STREET,Mineral Ridge,OH,44440,Trumbull,52,MINERAL RIDGE SKILLED NURSING AND RESIDENTIAL CARE,RESIDENTIAL CARE FACILITY,6/29/21
Vista Springs Greenbriar,OHL41983,2756R,4403404000,patty.smiley@vistaspringsliving.com,8668 DAY DRIVE,Parma,OH,44129,Cuyahoga,130,"IP VISTA SPRINGS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Vista Springs Quail Highlands,OHL42006,2769R,4408679100,lesley.somrak@nvistaspringsliving.com,7960 AUBURN ROAD,Concord Township,OH,44077,Lake,130,IP VISTA SPRINGS CONCORD OPCO LLC,RESIDENTIAL CARE FACILITY,6/29/21
Vista Springs Ravinia Estate,OHL42171,2853R,2162324900,sheila.james@vistaspringsliving.com,6046 BRECKSVILLE ROAD,Independence,OH,44131,Cuyahoga,130,IP VISTA SPRINGS RAVINIA OPCO LLC,RESIDENTIAL CARE FACILITY,6/29/21
Vista Veranda,OHL00383,2167R,3302964545,kguarnieri@vistaveranda.org,141 CHESTNUT HILL DRIVE,Ravenna,OH,44266,Portage,67,EMERITUS CORPORATION,RESIDENTIAL CARE FACILITY,6/29/21
Vitalia Active Adult Community At Montrose,OHL42241,2880R,3306653733,jmcaninch@arrowseniorliving.com,4031 HERITAGE CENTER DRIVE,Copley,OH,44321,Summit,79,"OMNI HERITAGE CENTER, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Vitalia Active Adult Community At Rockside,OHL42283,2902R,2167505147,easton@vitaliarockside.com,6100 LOMBARDO CENTER SOUTH,Seven Hills,OH,44131,Cuyahoga,79,"OMNI SLF SEVEN HILLS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Vitalia Active Adult Community At Solon,OHL42293,2905R,4402642465,jberger@vitaliasolon.com,6050 KRUSE DRIVE,Solon,OH,44139,Cuyahoga,75,"OMNI SLF SOLON, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Vitalia Senior Residences At Stow,OHL42195,2862R,3309223737,kcharles@vitaliastow.com,4291 ALLEN ROAD,Stow,OH,44224,Summit,67,"OMNI ALLEN ROAD, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Vitalia Senior Residences At Strongsville,OHL42092,2807R,4408783737,dkencson@vitaliaseniorliving.com,21452 ROYALTON ROAD,Strongsville,OH,44149,Cuyahoga,150,"OMNI SLF STRONGSVILLE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Vitalia Senior Residences At Westlake,OHL42122,2822R,4408353737,bmassaro@vitaliawestlake.com,26695 CENTER RIDGE DRIVE,Westlake,OH,44145,Cuyahoga,126,"OMNI SLF WESTLAKE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Wadsworth Pointe,OHL00340,2059R,3303361141,kelly.meiser@saberhealth.com,540 GREAT OAKS TRAIL,Wadsworth,OH,44281,Medina,7,"WADSWORTH POINTE INC. /WADSWORTH RE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Walnut Crossing Assisted Living And Memory Care,OHL42059,2791R,9374901506,dmoening@walnutcrossingliving.com,311 PROFESSIONAL WAY,Marysville,OH,43040,Union,80,"NXM MARYSVILLE OPERATOR, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Walnut Hills Retirement Home,OHL01337,1607R,3308933200,rob.aneshansel@walnuthillsliving.org,4770 OLDE PUMP STREET,Walnut Creek,OH,44687,Holmes,60,"WALNUT HILLS RETIREMENT COMMUNITIES, INC",RESIDENTIAL CARE FACILITY,6/29/21
Walton Retirement Home,OHL01331,0802R,7404252344,executivedirector@waltonhome.org,1254 EAST MAIN STREET,Barnesville,OH,43713,Belmont,33,OHIO YEARLY MEETING OF FRIENDS,RESIDENTIAL CARE FACILITY,6/29/21
Waterford At Levis Commons The,OHL41131,2532R,4198742564,elsmith@capitalseniorliving.net,7100 SOUTH WILKINSON WAY,Perrysburg,OH,43551,Wood,216,"CSL LEVIS COMMONS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Waterford At Mansfield The,OHL41760,2657R,4197751013,waterfordfrontdesk@outlook.com,1296 SOUTH TRIMBLE ROAD,Mansfield,OH,44906,Richland,116,"TRIAD SENIOR LIVING IV, L.P.",RESIDENTIAL CARE FACILITY,6/29/21
Wayne Manor,OHL00044,1840R,3303452835,bmalanowski@sprengerhealthcare.com,4138 SWANSON BOULEVARD,Wooster,OH,44691,Wayne,93,"WAYNE MANOR II, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Wedgewood Estates Of Mansfield,OHL00855,2150R,4197567400,rcasto@castohealthcare.com,600 TRIMBLE ROAD,Mansfield,OH,44906,Richland,60,WILLIAM E. CASTO,RESIDENTIAL CARE FACILITY,6/29/21
Weils Of Bainbridge The,OHL499902,2369R,4405434221,ngandee@theweils.org,16695 CHILLICOTHE ROAD,Bainbridge,OH,44023,Geauga,133,MONTEFIORE HOUSING CORPORATION THE,RESIDENTIAL CARE FACILITY,6/29/21
Wellington  At Dayton The,OHL41059,2519R,9378533400,cchelle@capitalseniorliving.net,2656 WEST ALEX BELL ROAD,Centerville,OH,45459,Montgomery,108,"CSL MIAMI, LLC",RESIDENTIAL CARE FACILITY,6/29/21
"Wellington At North Bend Crossing, The",OHL41291,2552R,5136614100,ecarroll@capitalseniorliving.net,5156 NORTH BEND CROSSING,Cincinnati,OH,45247,Hamilton,146,"CSL CINCINNATI, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Wellspring Health Center,OHL500102,1926R,5139482308,bcoury@seniorlifestyle.com,8000 EVERGREEN RIDGE DRIVE,Cincinnati,OH,45215,Hamilton,35,"GA HC REIT II WELLSPRING TRS SUB, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Welsh Home For The Aged,OHL00022,0447R,4403310420,skoch@welshhome.com,22199 CENTER RIDGE ROAD,Rocky River,OH,44116,Cuyahoga,12,WOMEN'S WELSH CLUB OF AMERICA,RESIDENTIAL CARE FACILITY,6/29/21
"Wesley Glen, The  Health Center",OHL00961,0227R,6143695269,mmilliken@thewesleyway.org,5155 NORTH HIGH STREET,Columbus,OH,43214,Franklin,133,WESLEY GLEN INC,RESIDENTIAL CARE FACILITY,6/29/21
Wesley Ridge,OHL01185,2183R,6147590023,kmiller@thewesleyway.org,2225 STATE ROUTE 256,Reynoldsburg,OH,43068,Franklin,136,WESLEY RIDGE RESIDENCE CORPORATION,RESIDENTIAL CARE FACILITY,6/29/21
Wesley Woods At New Albany,OHL42132,2829R,6146564100,dschaffner@thewesleyway.org,4588 WESLEY WOODS BOULEVARD,New Albany,OH,43054,Franklin,188,THE METHODIST RETIREMENT CENTER OF CENTRAL OHIO,RESIDENTIAL CARE FACILITY,6/29/21
Wesleyan Village,OHL00024,0477R,4402849000,swolf@villageliving.org,807 WEST AVENUE,Elyria,OH,44035,Lorain,261,ELYRIA HOME OF E. OH CONF. OF UM CHURCH,RESIDENTIAL CARE FACILITY,6/29/21
West Chester Assisted Living & Memory Care,OHL42166,2849R,5137950125,pbourne@spectrumretirement.com,7047 HAMILTON MASON ROAD,West Chester,OH,45069,Butler,168,"WEST CHESTER OPERATOR, LLC",RESIDENTIAL CARE FACILITY,6/29/21
West Park Commons,OHL41788,2493R,2169416100,admin@regencycarelarchwood.com,4106 ROCKY RIVER DRIVE,Cleveland,OH,44135,Cuyahoga,95,"LARCHWOOD CARE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
"West View Manor, Inc",OHL50032,0799R,3302648640,bonnie.hall@westviewmanor.org,1715 MECHANICSBURG ROAD,Wooster,OH,44691,Wayne,118,CHURCH OF THE BRETHREN HOME (CORP),RESIDENTIAL CARE FACILITY,6/29/21
Western Reserve Masonic Community,OHL00388,2188R,3307213000,hmordew@ohiomasonichome.org,4931 NETTLETON ROAD,Medina,OH,44256,Medina,152,MASONIC EASTERN STAR COMMUNITY,RESIDENTIAL CARE FACILITY,6/29/21
Westerville Senior Living,OHL42219,2874R,6144234182,ecefo@spectrumretirement.com,363 BRAUN PLACE,Westerville,OH,43081,Franklin,144,"WESTERVILLE OPERATOR, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Westerwood Assisted Living,OHL01201,2275R,6148908285,aeley@fvcolumbus.org,5675 PONDEROSA DRIVE,Columbus,OH,43231,Franklin,104,"FRIENDSHIP VILLAGE OF COLUMBUS, OHIO, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Westover Retirement Community,OHL500107,0072R,5138448004,klawrence@community-first.org,855 STAHLHEBER ROAD,Hamilton,OH,45013,Butler,46,COMMUNITY HOME ASSOCIATION,RESIDENTIAL CARE FACILITY,6/29/21
Westwood Place,OHL40336,2431R,7404722200,csteele@enlivant.com,37950 AIRPORT ROAD,Woodsfield,OH,43793,Monroe,62,WESTWOOD LANDING AID OPCO LLC,RESIDENTIAL CARE FACILITY,6/29/21
Whispering Pines Village,OHL39985,2352R,3304829400,jburton@capitalseniorliving.net,937 EAST PARK AVENUE,Columbiana,OH,44408,Columbiana,113,"CSL WHISPERING PINES, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Wickshire Deer Park,OHL01648,2027R,5137457600,dwoods@wickshiresl.com,3801 EAST GALBRAITH ROAD,Cincinnati,OH,45236,Hamilton,178,"S-H THIRTY-FIVE OPCO - AMBER PARK, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Wickshire Fairborn,OHL02975,2333R,9377549820,jhamilton@wickshiresl.com,2272 PARK HILLS DRIVE,Fairborn,OH,45324,Greene,93,PROVISION LIVING COMMUNITIES LLC,RESIDENTIAL CARE FACILITY,6/29/21
Wickshire Poland,OHL00398,2211R,3307071313,cgeorge@wickshiresl.com,335 WEST MCKINLEY WAY,Poland,OH,44514,Mahoning,85,WICKSHIRE POLAND OPCO LLC,RESIDENTIAL CARE FACILITY,6/29/21
Wiggins Place,OHL40173,2411R,2168316500,ftwymon@menorahpark.org,27070 CEDAR ROAD,Beachwood,OH,44122,Cuyahoga,228,MENORAH PARK CENTER FOR SENIOR LIVING,RESIDENTIAL CARE FACILITY,6/29/21
Willard Healthcare,OHL32966,0415R,4199350148,msnook@hillstonehc.com,370 EAST HOWARD STREET,Willard,OH,44890,Huron,30,"PRISTINE SENIOR LIVING OF WILLARD, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Willow Brook At Delaware Run,OHL41172,2540R,7402015640,hreed@willow-brook.org,100 DELAWARE CROSSING WEST,Delaware,OH,43015,Delaware,322,"WILLOW BROOK CHRISTIAN COMMUNITIES, INC",RESIDENTIAL CARE FACILITY,6/29/21
Willow Brook Christian Home,OHL40225,1315R,6148853300,david@willow-brook.org,55 LAZELLE ROAD,Columbus,OH,43235,Franklin,34,WILLOW BROOK CHRISTIAN SERVICES,RESIDENTIAL CARE FACILITY,6/29/21
Willow Knoll Post Acute And Senior Living,OHL01888,1820R,5134225600,legal@providencegrouphc.com,4400 VANNEST AVENUE,Middletown,OH,45042,Butler,21,"MIDDLETOWN POST ACUTE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Willows At Bellevue The,OHL40986,2507R,4194835000,christine.greilich@willowsatbellevue.com,101 AUXILIARY DRIVE,Bellevue,OH,44811,Huron,39,"TRILOGY HEALTHCARE OF BELLEVUE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Willows At Willard The,OHL41637,2610R,4199356511,danielle.phillips@willowsatwillard.com,1050 NEAL ZICK ROAD,Willard,OH,44890,Huron,37,"TRILOGY HEALTHCARE OF HURON, LLC",RESIDENTIAL CARE FACILITY,6/29/21
"Windhaven House, Inc",OHL40510,2447R,3307435454,mr9898@sbcglobal.net,1012 GLENWOOD AVENUE,Youngstown,OH,44502,Mahoning,30,"WINDHAVENHOUSE, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Windsor Estates Assisted Living,OHL41601,2599R,3305429155,kduncan@windsorhouseinc.com,5240 WINDSOR WAY,New Middletown,OH,44442,Mahoning,65,"WINDSOR HOUSE, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Windsor Heights Alzheimers Special Care Center,OHL41791,2669R,2168391300,propertymgmt@sunshineret.com,23311 HARVARD ROAD,Beachwood,OH,44122,Cuyahoga,66,"BEACHWOOD CARE GROUP, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Windsor House Senior Living,OHL42270,2895R,2163022719,ccalabrase@sovereignhealthcare.com,1 NORTH PARK CIRCLE,Brook Park,OH,44142,Cuyahoga,12,WINDSOR HOUSE SENIOR LIVING LLC,RESIDENTIAL CARE FACILITY,6/29/21
Windsorwood Place,OHL01349,1981R,7406234600,mike@abbingtononline.com,255 BROWN'S LANE,Coshocton,OH,43812,Coshocton,56,ABBINGTON COSHOCTON CORP,RESIDENTIAL CARE FACILITY,6/29/21
"Winfield At Richmond Heights, The",OHL41132,2533R,2162899800,aryan@winfieldrichmondheights.com,261 RICHMOND ROAD,Cleveland,OH,44143,Cuyahoga,123,"CSL RICHMOND HEIGHTS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Wooded Glen,OHL42081,2802R,9373421460,stacie.ward@woodedglensl.com,2900 BECHTLE AVENUE,Springfield,OH,45504,Clark,39,"TRILOGY HEALTHCARE OPERATIONS OF SPRINGFIELD II, L",RESIDENTIAL CARE FACILITY,6/29/21
"Woodland Country Manor, Inc",OHL40955,1472R,5135234449,wcm@brecnet.com,4166 SOMERVILLE ROAD,Somerville,OH,45064,Butler,31,"WOODLAND COUNTRY  MANOR, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Woodlands Assisted Living,OHL41370,2457R,3307071400,sdemidovich@woodlandsllc.com,1525 EAST WESTERN RESERVE ROAD,Poland,OH,44514,Mahoning,86,HAMPTON WOODS ASSISTED LIVING INC.,RESIDENTIAL CARE FACILITY,6/29/21
Woodlands Assisted Living At Austinwoods,OHL42179,1782R,3305997129,sdemidovich@woodlandsllc.con,4780 KIRK ROAD,Austintown,OH,44515,Mahoning,26,"AUSTINWOODS NURSING CENTER, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Woodlands At Sunset House The,OHL39999,2338R,4197241220,jsulewski@sunset-communities.org,4030 INDIAN ROAD,Toledo,OH,43606,Lucas,75,"SUNSET RETIREMENT COMMUNITIES, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Woodlands Of Columbus The,OHL02971,2313R,6147557591,tmeyers@capitalseniorliving.net,5380 EAST BROAD STREET,Columbus,OH,43213,Franklin,127,CSL COLUMBUS LLC,RESIDENTIAL CARE FACILITY,6/29/21
Woodlands Of Hamilton The,OHL01969,2268R,5138939000,averhoff@capitalseniorliving.net,896 NORTHWEST WASHINGTON BLVD.,Hamilton,OH,45013,Butler,100,"CSL HAMILTON, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Woodlands Of Shaker Heights The,OHL00339,2055R,2167510930,hsheller@capitalsenior.com,16333 CHAGRIN BOULEVARD,Shaker Heights,OH,44120,Cuyahoga,85,"CSL SHAKER HEIGHTS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Woodridge Healthcare,OHL01627,1809R,5138749933,ecarroll@aydencarefairfield.com,3801 WOODRIDGE BOULEVARD,Fairfield,OH,45014,Butler,184,"HCR - MANORCARE, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Woodside Village,OHL00362,2101R,4404398666,igore@woodsideseniorliving.com,19455 ROCKSIDE ROAD,Bedford,OH,44146,Cuyahoga,265,"SENIOR SUITES AT WOODSIDE VILLAGE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
"Worthington Christian Village, Inc",OHL00974,1838R,6148466076,wcvadmin@wcv.org,165 HIGHBLUFFS BOULEVARD,Columbus,OH,43235,Franklin,60,WORTHIBGTON CHRISTIAN VILLAGE,RESIDENTIAL CARE FACILITY,6/29/21
Wyngate At Circleville The,OHL41967,2749R,7404741411,dburns@chancellorhealth.com,745 NORTHRIDGE ROAD,Circleville,OH,43113,Pickaway,66,"CIRCLEVILLE HEALTH PARTNERS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Wyngate At Rivers Edge The,OHL41795,2671R,7408672500,shall@chancellorhealth.com,7694 COUNTY ROAD 107,Proctorville,OH,45669,Lawrence,78,"ROME HEALTH PARTNERS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Wyngate Senior Living Community,OHL00844,2112R,4192246327,ahartung@chancellorhealth.com,1070 GLORIA AVENUE,Lima,OH,45805,Allen,55,"ASSISTED LIVING CONCEPTS, INC.",RESIDENTIAL CARE FACILITY,6/29/21
