NAME,FACID,STATEID,MCARE_ID,TELEPHONE,FAXPHONE,FACEMAIL,ABBREV,ADDRESS,FAC_CITY,FAC_ST,FAC_ZIP,FACTYPE,OPERSTDESC,CLOSEDDATE,CNTYNAME,LIC_BED_TOTAL,OPENDATE,BED_EFFECTIVE_DATE,CERT_BED_TOTAL,OWNCOMP,OWNPHONE,OWNADDR,OWNCITY,OWNST,OWNZIP,PRIMARYOWN,OWNEROFCODE
MEMORY PAVILION AT MONTEFIORE THE,OHL41649,1956R,,2163609080,2169102699,llozier@menorahpark.org,SL-R,27080 CEDAR ROAD,BEACHWOOD,OH,44122,L12,ACTIVE,,CUYAHOGA,33,11/13/12,3/27/15,0,THE MONTEFIORE HOME,,,,,,1,2
MENNONITE MEMORIAL HOME,OHL00669,0153R,,4193581015,4193581919,sirvin@mhcoliving.org,SL-R,410 WEST ELM STREET,BLUFFTON,OH,45817,L12,ACTIVE,,ALLEN,40,7/16/93,1/1/17,0,MENNONITE MEMORIAL HOME BOARD OF TRUSTEES,4193581015,410 WEST ELM ST,BLUFFTON,OH,45817,1,1
"MENTOR SENIOR LIVING, LLC",OHL42167,2850R,,4407014560,4407014559,athompson@danburyseniorliving.com,SL-R,9150 LAKESHORE BLVD,MENTOR,OH,44060,L12,ACTIVE,,LAKE,113,1/10/19,1/10/19,0,"BROOKWOOD MANAGEMENT COMPANY, LLC",3304978686,1201 SOUTH MAIN STREET,NORTH CANTON,OH,44720,1,2
MERCY FRANCISCAN WEST PARK,OHL500101,1771R,,5134518900,5134513728,gvannostrand@mercy.com,SL-R,2950 WEST PARK DRIVE,CINCINNATI,OH,45238,L12,ACTIVE,,HAMILTON,369,6/1/83,1/19/11,0,MERCY FRANCISCAN SENIOR HEALTH AND HOUSING,5132717010,7010 ROWAN HILL DRIVE,CINCINNATI,OH,45227,1,2
MERIT HOUSE,OHL41730,1249R,,4194785131,4194700043,john@merithousetoledo.com,SL-R,4645 LEWIS AVENUE,TOLEDO,OH,43612,L12,ACTIVE,,LUCAS,51,5/22/14,9/28/17,0,MERIT HOUSE LLC,,,,,,1,2
"MERRIMAN OPERATIONS, LLC",OHL500106,0523R,,3307629341,3307620450,astein@lionstonecare.com,SL-R,209 MERRIMAN ROAD,AKRON,OH,44303,L12,ACTIVE,,SUMMIT,71,2/1/52,10/15/15,0,"MERRIMAN OPERATIONS, LLC",,209 MERRIMAN ROAD,AKRON,OH,44303,1,2
"MERRIMAN OPERATIONS, LLC",OHL500106,0523R,,3307629341,3307620450,astein@lionstonecare.com,SL-R,209 MERRIMAN ROAD,AKRON,OH,44303,L12,ACTIVE,,SUMMIT,71,2/1/52,10/15/15,0,"MERRIMAN CCRC, INC.",,,,,,0,
MIDDLETON,OHL41938,2734R,,7405870059,7405870334,debbiehartshorn@traditionsmgmt.net,SL-R,1500 WEAVER DRIVE,GRANVILLE,OH,43023,L12,ACTIVE,,LICKING,192,3/28/16,1/25/18,0,"RACCOON CREEK SENIOR HOUSING, LLC",,,,,,1,2
MIDDLETOWN PAVILION RESIDENTIAL CARE,OHL01609,1032R,,5134239621,5134239078,ohiogrouph1@swohio.twcbc.com,SL-R,3100 SOUTH MAIN STREET,MIDDLETOWN,OH,45042,L12,ACTIVE,,BUTLER,24,2/1/64,1/25/02,0,"OHIO GROUP HOME OF MIDDLETOWN, LLC",,,,,,1,2
"MILCREST HEALTHCARE, INC",OHL42306,2913R,,9376421026,9376420177,hburrus@hollandmgmt.com,SL-R,800 MILCREST DRIVE,MARYSVILLE,OH,43040,L12,ACTIVE,,UNION,38,12/22/20,12/22/20,0,"MILCREST HEALTHCARE, INC.",,,,,,1,2
MILL RUN CARE CENTER,OHL01173,2144R,,6145273000,6145277199,kevin.st.john@mmclp.com,SL-R,3399 MILL RUN DRIVE,HILLIARD,OH,43026,L12,ACTIVE,,FRANKLIN,42,6/25/97,3/2/01,0,"MILL RUN CARE CENTER, LLC",,,,,,1,2
MILLER FARM PLACE,OHL01935,2157R,,9372919800,9372911438,noehler@enlivant.com,SL-R,8130  MILLER FARM ROAD,DAYTON,OH,45458,L12,ACTIVE,,MONTGOMERY,60,11/4/97,12/27/01,0,DAYTON BG OPCO LLC,,,,,,0,2
MILLER FARM PLACE,OHL01935,2157R,,9372919800,9372911438,noehler@enlivant.com,SL-R,8130  MILLER FARM ROAD,DAYTON,OH,45458,L12,ACTIVE,,MONTGOMERY,60,11/4/97,12/27/01,0,ALTERRA HEALTHCARE CORPORATION,9372919800,8130 MILLER FARM LANE,DAYTON,OH,45458,0,2
MILLER PLACE,OHL01912,2114R,,4195862484,4195862820,ntopp@enlivant.com,SL-R,1506 MEADOWVIEW DRIVE,CELINA,OH,45822,L12,ACTIVE,,MERCER,45,4/17/97,2/4/02,0,MILLER AID OPCO LLC,,,,,,1,2
MINFORD RETIREMENT CENTER - ELBROOK,OHL00976,1862R,,7408204191,7408208939,minfordretirementcenter@yahoo.com,SL-R,9641 STATE ROUTE 335,MINFORD,OH,45653,L12,ACTIVE,,SCIOTO,113,8/10/87,1/7/02,0,HENRY B COLLINS & JEANETTA COLLINS,7408214191,"9641 ST. RT 335, PO BOX 276",MINFORD,OH,45653,1,1
MONARCH MEADOWS NURSING AND REHABILITATION,OHL41932,2731R,,2167723192,2162780019,tossoski@continuinghc.com,SL-R,299 COMMERCE DRIVE,SEAMAN,OH,45679,L12,ACTIVE,,ADAMS,24,10/5/16,11/27/18,0,"MONARCH MEADOWS NURSING AND REHABILITATION, LLC",,,,,,1,2
MOUNT ALVERNA VILLAGE,OHL40344,0902R,,4408437800,4408437107,pwelsh@franciscancommunities.com,SL-R,6765 STATE ROAD,PARMA,OH,44134,L12,ACTIVE,,CUYAHOGA,45,9/22/05,9/22/05,0,"FRANCISCAN COMMUNITIES, INC.",,,,,,1,2
MOUNT HEALTHY CHRISTIAN HOME,OHL500081,1287R,,5139315000,5139310261,mark.oaks@christianvillages.org,SL-R,8097 HAMILTON AVENUE,CINCINNATI,OH,45231,L12,ACTIVE,,HAMILTON,176,4/22/66,9/9/20,0,"MOUNT HEALTHY CHRISTIAN HOME, INC.",5139315000,8097 HAMILTON AVE.,CINCINNATI,OH,45231,1,2
MOUNT VERNON HEALTH AND REHABILITATION CENTER,OHL01197,2253R,,7403921099,7403922412,bryan@daybreakohio.com,SL-R,1139 GAMBIER ROAD,MOUNT VERNON,OH,43050,L12,ACTIVE,,KNOX,16,10/25/99,4/8/04,0,MOUNT VERNON NH LLC,,,,,,0,2
MOUNT VERNON HEALTH AND REHABILITATION CENTER,OHL01197,2253R,,7403921099,7403922412,bryan@daybreakohio.com,SL-R,1139 GAMBIER ROAD,MOUNT VERNON,OH,43050,L12,ACTIVE,,KNOX,16,10/25/99,4/8/04,0,"ALS MOUNT VERNON, INC",,3456 DUNFEE ROAD,COOLVILLE,OH,45723,1,2
MOUNT VERNON HEALTH AND REHABILITATION CENTER,OHL40303,2426R,,7403921099,7403922412,bryan@daybreakohio.com,SL-R,1133 GAMBIER ROAD,MOUNT VERNON,OH,43050,L12,ACTIVE,,KNOX,16,1/9/06,1/9/06,0,"ALS MOUNT VERNON, INC",,3456 DUNFEE ROAD,COOLVILLE,OH,45723,1,2
MOUNT VERNON HEALTH AND REHABILITATION CENTER,OHL40303,2426R,,7403921099,7403922412,bryan@daybreakohio.com,SL-R,1133 GAMBIER ROAD,MOUNT VERNON,OH,43050,L12,ACTIVE,,KNOX,16,1/9/06,1/9/06,0,MOUNT VERNON NH LLC,,,,,,0,2
MULBERRY GARDENS ASSISTED LIVING,OHL40128,2405R,,3306349919,5033158480,jhenry@hawthorncg.com,SL-R,395 SOUTH MAIN STREET,MUNROE FALLS,OH,44262,L12,ACTIVE,,SUMMIT,172,7/22/04,7/22/04,0,"MUNROE FALLS ASSISTED LIVING OPCO, LLC",,,,,,1,2
MULBERRY GARDENS ASSISTED LIVING,OHL40128,2405R,,3306349919,5033158480,jhenry@hawthorncg.com,SL-R,395 SOUTH MAIN STREET,MUNROE FALLS,OH,44262,L12,ACTIVE,,SUMMIT,172,7/22/04,7/22/04,0,MUNROE FALLS ASSISTED LIVING LLC,,,,,,0,2
MULBERRY GARDENS ASSISTED LIVING,OHL40128,2405R,,3306349919,5033158480,jhenry@hawthorncg.com,SL-R,395 SOUTH MAIN STREET,MUNROE FALLS,OH,44262,L12,ACTIVE,,SUMMIT,172,7/22/04,7/22/04,0,"XL MANAGEMENT COMPANY, LLC",,"2264 MC GILCHRIST ST SE, STE 100",SALEM,OR,97302,0,
MULBERRY GARDENS MEMORY CARE,OHL42041,2782R,,3306333026,5033158480,michael.shackelford@hawthornret.com,SL-R,47 STEEPLECHASE LANE,MUNROE FALLS,OH,44262,L12,ACTIVE,,SUMMIT,64,9/27/17,9/27/17,0,MUNROE FALLS MC LLC,,,,,,0,2
MULBERRY GARDENS MEMORY CARE,OHL42041,2782R,,3306333026,5033158480,michael.shackelford@hawthornret.com,SL-R,47 STEEPLECHASE LANE,MUNROE FALLS,OH,44262,L12,ACTIVE,,SUMMIT,64,9/27/17,9/27/17,0,"MULBERRY GARDENS MC OPCO, LLC",5035867308,9310 NE VANCOUVER MALL DR STE 200,VANCOUVER,WA,98662,1,2
MULBERRY GARDENS MEMORY CARE,OHL42041,2782R,,3306333026,5033158480,michael.shackelford@hawthornret.com,SL-R,47 STEEPLECHASE LANE,MUNROE FALLS,OH,44262,L12,ACTIVE,,SUMMIT,64,9/27/17,9/27/17,0,MUNROE FALLS MC OPCO,,,,,,0,2
NATIONAL CHURCH RESIDENCES AT HOPETON VILLAGE,OHL41523,2585R,,7407738107,7407748165,cberry@nationalchurchresidences.org,SL-R,153 UNIVERSITY DRIVE,CHILLICOTHE,OH,45601,L12,ACTIVE,,ROSS,74,3/29/11,3/16/12,0,NATIONAL CHURCH RESIDENCES,6144758778,167 NORTH STYGLER RD,GAHANNA,OH,43230,1,2
NATIONAL CHURCH RESIDENCES LINCOLN VILLAGE,OHL40787,2487R,,6148701123,6148532509,handreas-widney@nationalchurchresidences.org,SL-R,4959 MEDFIELD WAY,COLUMBUS,OH,43228,L12,ACTIVE,,FRANKLIN,66,5/2/08,10/8/13,0,NATIONAL CHURCH RESIDENCES LINCOLN LODGE,,,,,,1,2
NATIONAL CHURCH RESIDENCES OF CHILLICOTHE,OHL01176,2158R,,7407738107,7407748165,cberry@nationalchurchresidences.org,SL-R,142 UNIVERSITY DRIVE,CHILLICOTHE,OH,45601,L12,ACTIVE,,ROSS,100,9/10/97,12/19/14,0,TRADITIONS OF BATH ROAD,,300 EAST BATH ROAD,CUYAHOGA FALLS,OH,44223,0,
NATIONAL CHURCH RESIDENCES OF CHILLICOTHE,OHL01176,2158R,,7407738107,7407748165,cberry@nationalchurchresidences.org,SL-R,142 UNIVERSITY DRIVE,CHILLICOTHE,OH,45601,L12,ACTIVE,,ROSS,100,9/10/97,12/19/14,0,TRADITIONS AT STYGLER ROAD,,167 STYGLER ROAD,GAHANNA,OH,43230,0,
NATIONAL CHURCH RESIDENCES OF CHILLICOTHE,OHL01176,2158R,,7407738107,7407748165,cberry@nationalchurchresidences.org,SL-R,142 UNIVERSITY DRIVE,CHILLICOTHE,OH,45601,L12,ACTIVE,,ROSS,100,9/10/97,12/19/14,0,NATIONAL CHURCH RESIDENCES,6142733593,2335 NORTH BANK DRIVE,COLUMBUS,OH,43220,1,1
NATIONAL CHURCH RESIDENCES PORTAGE TRAIL VILLAGE,OHL41549,2588R,,3309294227,3309453404,bgemind@nationalchurchresidences.org,SL-R,45 CATHEDRAL LANE,CUYAHOGA FALLS,OH,44223,L12,ACTIVE,,SUMMIT,86,6/1/11,3/27/12,0,"PORTAGE TRAIL CARE CENTER, INC.",3309296272,300 EAST BATH ROAD,CUYAHOGA FALLS,OH,44223,1,2
NATIONAL CHURCH RESIDENCES STYGLER ROAD CHIMES TER,OHL41856,2692R,,7409665118,7409665120,ssaum@nationalchurchresidences.org,SL-R,65 SOUTH WILLIAMS STREET,JOHNSTOWN,OH,43031,L12,ACTIVE,,LICKING,48,4/29/15,4/29/15,0,TRADITIONS AT STYGLER ROAD,,167 NORTH STYGLER ROAD,GAHANNA,OH,43240,1,2
NEW ALBANY CARE CENTER,OHL01182,2180R,,6148558866,6148558880,kristen.harbert@mmclp.com,SL-R,5691 THOMPSON ROAD,COLUMBUS,OH,43230,L12,ACTIVE,,FRANKLIN,42,2/11/98,1/4/02,0,NEW ALBANY CARE CENTER LIMITED LIABILITY COMPANY,,,,,,1,2
NEW DAWN RETIREMENT CENTER,OHL01336,1604R,,3303435521,3303435526,jf6161@gmail.com,SL-R,865 EAST IRON AVENUE,DOVER,OH,44622,L12,ACTIVE,,TUSCARAWAS,53,3/20/87,4/1/15,0,"NEW DAWN NURSING, LLC",,,,,,1,2
NEW DAWN RETIREMENT CENTER,OHL01336,1604R,,3303435521,3303435526,jf6161@gmail.com,SL-R,865 EAST IRON AVENUE,DOVER,OH,44622,L12,ACTIVE,,TUSCARAWAS,53,3/20/87,4/1/15,0,"NEW DAWN HEALTH CARE, INC.",3303435521,865 EAST IRON AVE,DOVER,OH,44622,0,2
NORTH PARK RETIREMENT COMMUNITY,OHL41613,2577R,,2162670555,2162670883,ccalabrase@sovereignhealthcare.com,SL-R,14801 HOLLAND ROAD,BROOKPARK,OH,44142,L12,ACTIVE,,CUYAHOGA,78,3/19/12,3/19/12,0,NORTH PARK CARE CENTER LLC,,,,,,1,2
NORTH PARK RETIREMENT COMMUNITY,OHL41613,2577R,,2162670555,2162670883,ccalabrase@sovereignhealthcare.com,SL-R,14801 HOLLAND ROAD,BROOKPARK,OH,44142,L12,ACTIVE,,CUYAHOGA,78,3/19/12,3/19/12,0,NORTH PARK RETIREMENT COMMUNITY INC.,,,,,,0,2
NORTHGATE PARK,OHL01928,2141R,,5139233711,5132455841,rcaldwell@northgateparkseniorliving.com,SL-R,9191 ROUNDTOP ROAD,CINCINNATI,OH,45251,L12,ACTIVE,,HAMILTON,146,8/7/97,1/24/02,0,"HCP CINCINNATI OH OPCO, LLC",,,,,,0,2
NORTHGATE PARK,OHL01928,2141R,,5139233711,5132455841,rcaldwell@northgateparkseniorliving.com,SL-R,9191 ROUNDTOP ROAD,CINCINNATI,OH,45251,L12,ACTIVE,,HAMILTON,146,8/7/97,1/24/02,0,ATRIA MANAGEMENT COMPANY LLC,,,,,,0,2
NORTHGATE PARK,OHL01928,2141R,,5139233711,5132455841,rcaldwell@northgateparkseniorliving.com,SL-R,9191 ROUNDTOP ROAD,CINCINNATI,OH,45251,L12,ACTIVE,,HAMILTON,146,8/7/97,1/24/02,0,"CPF SENIOR LIVING - NORTHGATE PARK, LLC",,,,,,1,2
NORTHWOOD ASSISTED LIVING,OHL01646,1998R,,9373997009,9373991474,ecadmin@eaglewoodcarenh.com,SL-R,3001 MIDDLE URBANA ROAD,SPRINGFIELD,OH,45502,L12,ACTIVE,,CLARK,95,1/20/94,2/4/05,0,EW ALF LLC,,,,,,0,2
NORTHWOOD ASSISTED LIVING,OHL01646,1998R,,9373997009,9373991474,ecadmin@eaglewoodcarenh.com,SL-R,3001 MIDDLE URBANA ROAD,SPRINGFIELD,OH,45502,L12,ACTIVE,,CLARK,95,1/20/94,2/4/05,0,"SPRINGFIELD CLARK ALF, INC",,,,,,1,2
NORWOOD TOWERS POST ACUTE,OHL01638,1922R,,5136316800,5136315677,andrew.coons@pacshc.com,SL-R,1500 SHERMAN AVENUE,NORWOOD,OH,45212,L12,ACTIVE,,HAMILTON,69,3/13/90,10/7/14,0,"PREMIER ESTATES 524, LLC",,,,,,0,2
NORWOOD TOWERS POST ACUTE,OHL01638,1922R,,5136316800,5136315677,andrew.coons@pacshc.com,SL-R,1500 SHERMAN AVENUE,NORWOOD,OH,45212,L12,ACTIVE,,HAMILTON,69,3/13/90,10/7/14,0,"PRISTINE SENIOR LIVING OF NORWOOD TOWERS, LLC",,,,,,0,2
NORWOOD TOWERS POST ACUTE,OHL01638,1922R,,5136316800,5136315677,andrew.coons@pacshc.com,SL-R,1500 SHERMAN AVENUE,NORWOOD,OH,45212,L12,ACTIVE,,HAMILTON,69,3/13/90,10/7/14,0,"NORWOOD TOWERS HEALTHCARE, LLC",,,,,,1,2
O'NEILL HEALTHCARE BAY VILLAGE,OHL00399,0448R,,4408714509,4408085687,administrator.bv@oneillhc.com,SL-R,605 BRADLEY ROAD,BAY VILLAGE,OH,44140,L12,ACTIVE,,CUYAHOGA,70,8/14/98,6/14/16,0,"BRADLEY ROAD NURSING HOME, INC.",4408713474,605 BRADLEY RD,BAY VILLAGE,OH,44140,1,2
O'NEILL HEALTHCARE BAY VILLAGE,OHL00399,0448R,,4408714509,4408085687,administrator.bv@oneillhc.com,SL-R,605 BRADLEY ROAD,BAY VILLAGE,OH,44140,L12,ACTIVE,,CUYAHOGA,70,8/14/98,6/14/16,0,JOHN T. O'NEILL,,,,,,0,2
O'NEILL HEALTHCARE BAY VILLAGE,OHL00399,0448R,,4408714509,4408085687,administrator.bv@oneillhc.com,SL-R,605 BRADLEY ROAD,BAY VILLAGE,OH,44140,L12,ACTIVE,,CUYAHOGA,70,8/14/98,6/14/16,0,DOREEN ZISKA,,,,,,0,2
O'NEILL HEALTHCARE LAKEWOOD,OHL40597,2459R,,2162287650,2162287655,administrator.lw@oneillhc.com,SL-R,1381 BUNTS ROAD,CLEVELAND,OH,44107,L12,ACTIVE,,CUYAHOGA,54,1/16/08,1/16/08,0,"LAKEWOOD SENIOR CAMPUS, LLC",,,,,,1,2
O'NEILL HEALTHCARE NORTH OLMSTED,OHL03218,2329R,,4407349933,4407165424,administrator.no@oneillhc.com,SL-R,4800 CLAGUE ROAD,NORTH OLMSTED,OH,44070,L12,ACTIVE,,CUYAHOGA,88,11/28/01,9/8/20,0,"O'NEIL MANAGEMENT, LLC",4407349933,4800 CLAGUE RD,NORTH OLMSTED,OH,44070,0,1
O'NEILL HEALTHCARE NORTH OLMSTED,OHL03218,2329R,,4407349933,4407165424,administrator.no@oneillhc.com,SL-R,4800 CLAGUE ROAD,NORTH OLMSTED,OH,44070,L12,ACTIVE,,CUYAHOGA,88,11/28/01,9/8/20,0,"WELLINGTON PLACE, LLC.",,,,,,1,2
O'NEILL HEALTHCARE NORTH OLMSTED,OHL03218,2329R,,4407349933,4407165424,administrator.no@oneillhc.com,SL-R,4800 CLAGUE ROAD,NORTH OLMSTED,OH,44070,L12,ACTIVE,,CUYAHOGA,88,11/28/01,9/8/20,0,BRADLEY BAY,,605 BRADLEY,BAY VILLAGE,OH,44140,0,
O'NEILL HEALTHCARE NORTH OLMSTED,OHL03218,2329R,,4407349933,4407165424,administrator.no@oneillhc.com,SL-R,4800 CLAGUE ROAD,NORTH OLMSTED,OH,44070,L12,ACTIVE,,CUYAHOGA,88,11/28/01,9/8/20,0,CENTER RIDGE,,38600 CENTER RIDGE ROAD,N RIDGEVILLE,OH,44039,0,
O'NEILL HEALTHCARE NORTH RIDGEVILLE,OHL41382,2566R,,4403271295,4403530204,administrator.nr@oneillhc.com,SL-R,38600 CENTER RIDGE ROAD,NORTH RIDGEVILLE,OH,44039,L12,ACTIVE,,LORAIN,44,6/1/10,6/1/10,0,"CENTER RIDGE NURSING HOME, INC.",4403271295,38600 CENTER RIDGE RD,N RIDGEVILLE,OH,44039,1,1
OAK CREEK TERRACE,OHL01631,1868R,,9374391454,9374395920,sophia@oakcreekterrace.net,SL-R,2316 SPRINGMILL ROAD,KETTERING,OH,45440,L12,ACTIVE,,MONTGOMERY,30,7/17/87,11/27/18,0,"OAK CREEK TERRACE, INC.",9374391454,2316 SPRINGMILL RD,KETTERING,OH,45440,1,2
OAK CREEK TERRACE,OHL01631,1868R,,9374391454,9374395920,sophia@oakcreekterrace.net,SL-R,2316 SPRINGMILL ROAD,KETTERING,OH,45440,L12,ACTIVE,,MONTGOMERY,30,7/17/87,11/27/18,0,GOLDEN AGE CARE CENTER,,3636 READING ROAD,CINCINNATI,OH,45229,0,
OAK CREEK TERRACE,OHL01631,1868R,,9374391454,9374395920,sophia@oakcreekterrace.net,SL-R,2316 SPRINGMILL ROAD,KETTERING,OH,45440,L12,ACTIVE,,MONTGOMERY,30,7/17/87,11/27/18,0,LIVINGSTON CARE CENTER,,20 LIVINGSTON AVENUE,DAYTON,OH,45403,0,
OAK CREEK TERRACE,OHL01631,1868R,,9374391454,9374395920,sophia@oakcreekterrace.net,SL-R,2316 SPRINGMILL ROAD,KETTERING,OH,45440,L12,ACTIVE,,MONTGOMERY,30,7/17/87,11/27/18,0,BKS INVESTORS,5139410099,6210 CLEVES WARSAW,CINCINNATI,OH,45233,0,
OAK HAVEN RESIDENTIAL CARE CENTER,OHL41677,2624R,,4194882310,4194882321,swebb@oakhavenrc.com,SL-R,152 MAIN STREET,CLOVERDALE,OH,45827,L12,ACTIVE,,PUTNAM,40,3/7/13,12/3/19,0,"OAK HAVEN RESIDENTIAL CARE, LLC",,,,,,1,2
OAKLEAF VILLAGE,OHL00686,1999R,,4198853934,4198822012,ddoneghy@wallick.com,SL-R,4220 NORTH HOLLAND SYLVANIA ROAD,TOLEDO,OH,43623,L12,ACTIVE,,LUCAS,223,6/7/94,5/19/15,0,OAKLEAF/TOLEDO LIMITED PARTNERSHIP,4198853924,4220 N. HOLLAND SYLVANIA RD,TOLEDO,OH,43623,0,2
OAKLEAF VILLAGE,OHL00987,2000R,,6144311739,6144310247,dnero@wallick.com,SL-R,5500 KARL ROAD,COLUMBUS,OH,43229,L12,ACTIVE,,FRANKLIN,206,6/27/96,10/24/18,0,"OAKLEAF VILLAGE, LTD.",6144311739,5500 KARL RD,COLUMBUS,OH,43229,0,1
OAKLEY PLACE,OHL01907,2116R,,9375489521,9375480892,nnealeigh@enlivant.com,SL-R,1275 NORTHVIEW DRIVE,GREENVILLE,OH,45331,L12,ACTIVE,,DARKE,45,2/26/97,2/4/02,0,OAKLEY AID OPCO LLC,,,,,,1,2
OAKS AT BETHESDA THE,OHL41721,2643R,,7404523800,7404529804,tiffany.goins@oaksatbethesda.com,SL-R,2971 MAPLE AVENUE,ZANESVILLE,OH,43701,L12,ACTIVE,,MUSKINGUM,20,10/10/13,10/10/13,0,TRILOGY HEALTHCARE OF MUSKINGUM II LLC,,,,,,1,2
OAKS AT NORTHPOINTE THE,OHL41729,2645R,,7404523000,7404544048,karen.marzec@trilogyhs.com,SL-R,3291 NORTHPOINTE DRIVE,ZANESVILLE,OH,43701,L12,ACTIVE,,MUSKINGUM,26,11/13/13,11/13/13,0,"TRILOGY HEALTHCARE OF MUSKINGUM, LLC",,,,,,1,2
OAKS AT SHADY LAWN THE,OHL40316,0800R,,3308282278,3308282041,emoore@ehshadylawn.net,SL-R,15028 OLD LINCOLN WAY EAST,DALTON,OH,44618,L12,ACTIVE,,WAYNE,79,8/17/05,6/15/15,0,"SHADY LAWN RETIREMENT HOME, INC.",,15028 OLD LINCOLN WAY EAST,DALTON,OH,44618,0,2
OAKS AT SHADY LAWN THE,OHL40316,0800R,,3308282278,3308282041,emoore@ehshadylawn.net,SL-R,15028 OLD LINCOLN WAY EAST,DALTON,OH,44618,L12,ACTIVE,,WAYNE,79,8/17/05,6/15/15,0,"PROVIDE A CARE, INC.",3308282278,15028 OLD LINCOLN WAY EAST,DALTON,OH,44618,1,2
OAKWOOD,OHL42302,2911R,,6145023800,6145496126,rosesiddle@traditionsmgmt.net,SL-R,1169 BRYDEN ROAD,COLUMBUS,OH,43205,L12,ACTIVE,,FRANKLIN,100,11/25/20,11/25/20,0,"1169 BRYDEN PLACE, LLC",,150 E BROAD ST,COLUMBUS,OH,43205,1,2
OAKWOOD VILLAGE,OHL499908,2376R,,9373909000,9373909333,akturner@mercy.com,SL-R,1498 VILLA ROAD,SPRINGFIELD,OH,45503,L12,ACTIVE,,CLARK,88,7/31/02,7/31/02,0,COMMUNITY MERCY HEALTH PARTNERS,9373907000,"1 SOUTH LIMESTONE STREET, SUITE 600",SPRINGFIELD,OH,45503,1,2
"OHIO EASTERN STAR HOME, INC THE",OHL40586,1037R,,7403971706,7403921662,smarshall@oeshome.org,SL-R,1451 GAMBIER ROAD,MOUNT VERNON,OH,43050,L12,ACTIVE,,KNOX,20,3/7/07,10/9/13,0,THE OHIO EASTERN STAR HOME,,,,,,1,2
"OHIO EASTERN STAR HOME, INC THE",OHL40586,1037R,,7403971706,7403921662,smarshall@oeshome.org,SL-R,1451 GAMBIER ROAD,MOUNT VERNON,OH,43050,L12,ACTIVE,,KNOX,20,3/7/07,10/9/13,0,"OHIO EASTERN STAR HOME, INC.",7403971706,1451 GAMBIER RD,MOUNT VERNON,OH,43050,0,2
OHIO LIVING BRECKENRIDGE VILLAGE,OHL00041,1760R,,4409424342,4409424150,tcdurbin@ohioliving.org,SL-R,36855 RIDGE ROAD,WILLOUGHBY,OH,44094,L12,ACTIVE,,LAKE,54,7/21/94,4/24/12,0,OPRS COMMUNITIES,,,,,,0,
OHIO LIVING BRECKENRIDGE VILLAGE,OHL00041,1760R,,4409424342,4409424150,tcdurbin@ohioliving.org,SL-R,36855 RIDGE ROAD,WILLOUGHBY,OH,44094,L12,ACTIVE,,LAKE,54,7/21/94,4/24/12,0,OHIO LIVING COMMUNITIES,,1001 KINGSMILL PARKWAY,COLUMBUS,OH,43229,1,2
OHIO LIVING CAPE MAY,OHL499973,2374R,,9373822995,9373822994,breynolds@ohioliving.org,SL-R,175 CAPE MAY DRIVE,WILMINGTON,OH,45177,L12,ACTIVE,,CLINTON,51,10/18/02,10/18/02,0,OHIO LIVING COMMUNITIES,,1001 KINGSMILL PARKWAY,COLUMBUS,OH,43229,1,2
OHIO LIVING CAPE MAY,OHL499973,2374R,,9373822995,9373822994,breynolds@ohioliving.org,SL-R,175 CAPE MAY DRIVE,WILMINGTON,OH,45177,L12,ACTIVE,,CLINTON,51,10/18/02,10/18/02,0,OPRS COMMUNITIES,,,,,,0,
OHIO LIVING DOROTHY LOVE,OHL500119,1592R,,9374982391,9374987577,rjdouglas@ohioliving.org,SL-R,3003 WEST CISCO ROAD,SIDNEY,OH,45365,L12,ACTIVE,,SHELBY,78,12/1/75,2/27/03,0,OHIO LIVING COMMUNITIES,,1001 KINGSMILL PARKWAY,COLUMBUS,OH,43229,1,2
OHIO LIVING DOROTHY LOVE,OHL500119,1592R,,9374982391,9374987577,rjdouglas@ohioliving.org,SL-R,3003 WEST CISCO ROAD,SIDNEY,OH,45365,L12,ACTIVE,,SHELBY,78,12/1/75,2/27/03,0,OPRS COMMUNITIES,,,,,,0,
OHIO LIVING LAKE VISTA,OHL40198,2414R,,3306382420,3306381028,lference@ohioliving.org,SL-R,303 NORTH MECCA  STREET,CORTLAND,OH,44410,L12,ACTIVE,,TRUMBULL,12,8/19/04,1/16/07,0,OHIO PRESBYTERIAN RETIREMENT SERVICES,6148887805,1001 KINGSMILL PKWY,COLUMBUS,OH,43229,0,2
OHIO LIVING LAKE VISTA,OHL40198,2414R,,3306382420,3306381028,lference@ohioliving.org,SL-R,303 NORTH MECCA  STREET,CORTLAND,OH,44410,L12,ACTIVE,,TRUMBULL,12,8/19/04,1/16/07,0,OHIO LIVING COMMUNITIES,,1001 KINGSMILL PARKWAY,COLUMBUS,OH,43229,1,2
OHIO LIVING LAKE VISTA,OHL40198,2414R,,3306382420,3306381028,lference@ohioliving.org,SL-R,303 NORTH MECCA  STREET,CORTLAND,OH,44410,L12,ACTIVE,,TRUMBULL,12,8/19/04,1/16/07,0,OPRS COMMUNITIES,,,,,,0,
OHIO LIVING LLANFAIR,OHL500095,0959R,,5136814230,5136810417,sohara@ohioliving.org,SL-R,1701 LLANFAIR AVENUE,CINCINNATI,OH,45224,L12,ACTIVE,,HAMILTON,64,2/1/57,9/14/04,0,OPRS COMMUNITIES,,,,,,0,2
