State Facility Type 1 Literal,Facility ID,Zip Code,Facility Name,Address,License Number,City,State,County,Phone Number,Capacity
ASSISTED LIVING HOME-DIRECTED,AL9294,85207,PLEASANT LIVING - VISTA,2065 NORTH VISTA DEL SOL,AL9294H,MESA,AZ,MARICOPA,(480)357-2565,10
ASSISTED LIVING HOME-DIRECTED,AL10470,85379,PLEASANT LIVING SURPRISE,14571 WEST DESERT HILLS DRIVE,AL10470H,SURPRISE,AZ,MARICOPA,(623)444-8557,7
ASSISTED LIVING HOME-DIRECTED,AL6914,85032,PLEASANT STAY CARE HOME,3221 EAST PERSHING AVENUE,AL6914H,PHOENIX,AZ,MARICOPA,(602)358-7710,10
ASSISTED LIVING HOME-DIRECTED,AL10825,85382,PLEASANT SUNSET ASSISTED LIVING LLC,21393 NORTH 94TH AVENUE,AL10825H,PEORIA,AZ,MARICOPA,(602)577-3163,10
ASSISTED LIVING HOME-DIRECTED,AL10750,85383,"PLEASANT VALLEY ADULT CARE HOME, LLC",9146 WEST QUAIL TRACK DRIVE,AL10750H,PEORIA,AZ,MARICOPA,(602)826-6188,8
ASSISTED LIVING HOME-DIRECTED,AL2269,86305,PLEASANT VALLEY CARE HOME,2955 PLEASANT VALLEY DR,AL2269H,PRESCOTT,AZ,YAVAPAI,(928)778-3128,10
ASSISTED LIVING HOME-DIRECTED,AL10849,85213,PLEASANT VILLE ASSISTED LIVING HOME LLC,1465 NORTH ROBIN LANE,AL10849H,MESA,AZ,MARICOPA,(480)272-8202,5
ASSISTED LIVING HOME-DIRECTED,AL11622,85718,POMONA HILLS ASSISTED LIVING HOME,3030 EAST RIVER ROAD,AL11622H,TUCSON,AZ,PIMA,(520)449-7752,10
ASSISTED LIVING HOME-DIRECTED,AL11620,85212,PORTOBELLO ASSISTED LIVING HOME LLC,8435 EAST PORTOBELLO AVENUE,AL11620H,MESA,AZ,MARICOPA,(480)248-6412,8
ASSISTED LIVING HOME-DIRECTED,AL8110,85206,"PRECIOUS HEART ASSISTED LIVING, LLC",5447 EAST FLOWER AVENUE,AL8110H,MESA,AZ,MARICOPA,(480)508-5808,6
ASSISTED LIVING HOME-DIRECTED,AL11544,85381,"PRECIOUS LOVING HOME CARE, LLC",12323 NORTH 72ND AVENUE,AL11544H,PEORIA,AZ,MARICOPA,(602)565-6774,5
ASSISTED LIVING HOME-DIRECTED,AL7663,85021,PREMIER ASSISTED LIVING LLC,1544 WEST LAS PALMARITAS DRIVE,AL7663H,PHOENIX,AZ,MARICOPA,(602)626-5363,5
ASSISTED LIVING HOME-DIRECTED,AL11432,85392,"PREMIER GROUP HOME AVONDALE, LLC",11003 WEST ALVARADO ROAD,AL11432H,AVONDALE,AZ,MARICOPA,(661)965-3733,6
ASSISTED LIVING HOME-DIRECTED,AL11045,85323,PRESTIGE ASSISTED LIVING LLC,2505 SOUTH 116TH AVENUE,AL11045H,AVONDALE,AZ,MARICOPA,(623)208-9166,6
ASSISTED LIVING HOME-DIRECTED,AL11746,85248,PRESTIGE HOME,1274 WEST LANTANA DRIVE,AL11746H,CHANDLER,AZ,MARICOPA,(928)432-0662,5
ASSISTED LIVING HOME-DIRECTED,AL10512,85029,"PRIMAVERA ASSISTED LIVING, LLC",13644 NORTH 33RD AVENUE,AL10512H,PHOENIX,AZ,MARICOPA,(602)576-9401,10
ASSISTED LIVING HOME-DIRECTED,AL11186,85260,PRIME ASSISTED LIVING,9742 EAST GELDING DRIVE,AL11186H,SCOTTSDALE,AZ,MARICOPA,(480)614-5410,8
ASSISTED LIVING HOME-DIRECTED,AL4901,85308,PROGRESS ASSISTED LIVING,5184 WEST SAINT JOHN ROAD,AL4901H,GLENDALE,AZ,MARICOPA,(602)349-8100,5
ASSISTED LIVING HOME-DIRECTED,AL11324,86315,PRONGHORN ASSISTED LIVING LLC,8554 NORTH RIDGE RIDER TRAIL,AL11324H,PRESCOTT VALLEY,AZ,YAVAPAI,(928)227-0943,5
ASSISTED LIVING HOME-DIRECTED,AL9520,85711,"PROVENCIO HOPE ASSISTED LIVING, LLC",6072 EAST 28TH STREET,AL9520H,TUCSON,AZ,PIMA,(520)812-0492,10
ASSISTED LIVING HOME-DIRECTED,AL9939,85383,PROVIDE ASSISTED LIVING HOME,10087 WEST EL CORTEZ PLACE,AL9939H,PEORIA,AZ,MARICOPA,(602)625-9605,10
ASSISTED LIVING HOME-DIRECTED,AL10421,85742,PURA VIDA ASSISTED LIVING,3250 WEST SUMTER DRIVE,AL10421H,TUCSON,AZ,PIMA,(520)405-6712,10
ASSISTED LIVING HOME-DIRECTED,AL10791,85306,QUAIL MANOR ASSISTED LIVING LLC,13820 NORTH 65TH AVENUE,AL10791H,GLENDALE,AZ,MARICOPA,(623)235-9121,10
ASSISTED LIVING HOME-DIRECTED,AL11110,85053,QUALITY SENIOR CARE,17403 NORTH 29TH AVENUE,AL11110H,PHOENIX,AZ,MARICOPA,(623)565-7308,10
ASSISTED LIVING HOME-DIRECTED,AL10770,85383,QUALITY SENIOR HOME LLC,7856 WEST MOLLY DRIVE,AL10770H,PEORIA,AZ,MARICOPA,(602)561-2583,9
ASSISTED LIVING HOME-DIRECTED,AL10279,85140,"QUEEN OF HEARTS, CORPORATION",1073 EAST ESTATE ROAD,AL10279H,SAN TAN VALLEY,AZ,PINAL,(404)824-2475,5
ASSISTED LIVING HOME-DIRECTED,AL9342,85027,R & D ADULT CARE HOME,3436 WEST SANDS DRIVE,AL9342H,PHOENIX,AZ,MARICOPA,(602)432-5822,10
ASSISTED LIVING HOME-DIRECTED,AL9912,85379,RADIANT CARE HOME,15174 WEST BOCA RATON ROAD,AL9912H,SURPRISE,AZ,MARICOPA,(623)518-4534,8
ASSISTED LIVING HOME-DIRECTED,AL8821,85260,RAINTREE ASSISTED LIVING LLC,9043 EAST HILLERY DRIVE,AL8821H,SCOTTSDALE,AZ,MARICOPA,(480)245-6099,8
ASSISTED LIVING HOME-DIRECTED,AL11688,85335,RANCHO DESERT ROSE ASSISTED LIVING LLC,12502 WEST REDFIELD ROAD,AL11688H,EL MIRAGE,AZ,MARICOPA,(602)327-4386,5
ASSISTED LIVING HOME-DIRECTED,AL9230,85302,REANNA'S ASSISTED LIVING HOME,8433 NORTH 59TH AVENUE,AL9230H,GLENDALE,AZ,MARICOPA,(623)879-9111,10
ASSISTED LIVING HOME-DIRECTED,AL8874,85295,RED MOUNTAIN ASSISTED LIVING,1804 SOUTH SOUTHWIND CIRCLE,AL8874H,GILBERT,AZ,MARICOPA,(480)726-6788,10
ASSISTED LIVING HOME-DIRECTED,AL11292,85295,RED MOUNTAIN ASSISTED LIVING AT GATEWAY,2165 SOUTH STUART AVENUE,AL11292H,GILBERT,AZ,MARICOPA,(480)506-5007,10
ASSISTED LIVING HOME-DIRECTED,AL3387,85207,"RED MOUNTAIN REFLECTIONS ASSISTED LIVING, INC.",2232 NORTH 77TH PLACE,AL3387H,MESA,AZ,MARICOPA,(480)380-8880,10
ASSISTED LIVING HOME-DIRECTED,AL0783,85207,RED MOUNTAIN SENIOR HOME #1 INC.,8411 EAST CULVER STREET,AL0783H,MESA,AZ,MARICOPA,(480)380-0380,10
ASSISTED LIVING HOME-DIRECTED,AL11053,85379,REDFIELD ASSISTED LIVING CARE HOME,15978 WEST REDFIELD ROAD,AL11053H,SURPRISE,AZ,MARICOPA,(623)271-9925,7
ASSISTED LIVING HOME-DIRECTED,AL8742,85023,REGENCY ADULT HOME CARE LLC,901 WEST PORT ROYALE LANE,AL8742H,PHOENIX,AZ,MARICOPA,(602)375-1670,10
ASSISTED LIVING HOME-DIRECTED,AL8152,85303,REJOICE ASSISTED LIVING HOME #2,6035 NORTH 79TH DRIVE,AL8152H,GLENDALE,AZ,MARICOPA,(623)872-1198,10
ASSISTED LIVING HOME-DIRECTED,AL4582,85303,REJOICE ASSISTED LIVING HOME INCORPORATED,7336 NORTH 79TH LANE,AL4582H,GLENDALE,AZ,MARICOPA,(623)930-8124,10
ASSISTED LIVING HOME-DIRECTED,AL7603,85142,RENATA'S HOME FOR THE ELDERLY,2268 WEST PEGGY DRIVE,AL7603H,QUEEN CREEK,AZ,MARICOPA,(480)699-7096,8
ASSISTED LIVING HOME-DIRECTED,AL8420,85143,RENATA'S HOME FOR THE ELDERLY 2 INC,31392 NORTH SUNFLOWER WAY,AL8420H,SAN TAN VALLEY,AZ,PINAL,(480)275-8321,10
ASSISTED LIVING HOME-DIRECTED,AL9839,85392,RHODA'S ASSISTED LIVING HOME,12002 WEST SHERIDAN STREET,AL9839H,AVONDALE,AZ,MARICOPA,(602)487-6389,5
ASSISTED LIVING HOME-DIRECTED,AL11078,85392,RHODA'S ASSISTED LIVING HOME 1,3906 NORTH 112TH LANE,AL11078H,AVONDALE,AZ,MARICOPA,(602)487-6389,5
ASSISTED LIVING HOME-DIRECTED,AL11547,85209,RIALTO HOUSE ASSISTED LIVING,1910 SOUTH RIALTO,AL11547H,MESA,AZ,MARICOPA,(480)785-5245,5
ASSISTED LIVING HOME-DIRECTED,AL6728,85022,RICHMOND HILLS ASSISTED LIVING FACILITY LLC,1141 EAST SANDRA TERRACE,AL6728H,PHOENIX,AZ,MARICOPA,(602)993-2288,8
ASSISTED LIVING HOME-DIRECTED,AL0128,85704,RIDGECREST I,685 WEST ROLLER COASTER ROAD,AL0128H,TUCSON,AZ,PIMA,(520)293-3404,10
ASSISTED LIVING HOME-DIRECTED,AL9396,85704,RIDGECREST II,5323 NORTH ORACLE JAYNE STATION ROAD,AL9396H,TUCSON,AZ,PIMA,(520)575-5567,10
ASSISTED LIVING HOME-DIRECTED,AL2665,85308,RIGHT CHOICE ADULT CARE HOME,6204 W JULIE DRIVE,AL2665H,GLENDALE,AZ,MARICOPA,(623)376-2898,5
ASSISTED LIVING HOME-DIRECTED,AL5860,85310,RISING RAINBOW HOME CARE,7407 WEST MONTE LINDO,AL5860H,GLENDALE,AZ,MARICOPA,(623)376-2740,10
ASSISTED LIVING HOME-DIRECTED,AL6401,85029,RIVENDELL CARE HOME,1901 WEST JOAN DE ARC AVENUE,AL6401H,PHOENIX,AZ,MARICOPA,(602)993-1596,5
ASSISTED LIVING HOME-DIRECTED,AL11698,85355,RIVER OF LIFE ASSISTED LIVING,8415 NORTH 171ST DRIVE,AL11698H,WADDELL,AZ,MARICOPA,(773)319-2861,5
ASSISTED LIVING HOME-DIRECTED,AL10606,85032,RIVER OF LOVE ADULT CARE HOME,4358 EAST DANBURY ROAD,AL10606H,PHOENIX,AZ,MARICOPA,(602)923-0829,10
ASSISTED LIVING HOME-DIRECTED,AL11152,85282,RIVIERGREEN ASSISTED LIVING HOME,2519 EAST RIVIERA DRIVE,AL11152H,TEMPE,AZ,MARICOPA,(480)590-3068,7
ASSISTED LIVING HOME-DIRECTED,AL6301,85032,RODY'S ADULT CARE HOME,3807 EAST BETTY ELYSE LANE,AL6301H,PHOENIX,AZ,MARICOPA,(602)246-2343,5
ASSISTED LIVING HOME-DIRECTED,AL2053,86301,ROLLING HILLS MANOR,1949 BOARDWALK AVENUE,AL2053H,PRESCOTT,AZ,YAVAPAI,(928)717-4487,8
ASSISTED LIVING HOME-DIRECTED,AL7172,85022,RONALD HOME CARE,1910 EAST RONALD ROAD,AL7172H,PHOENIX,AZ,MARICOPA,(602)765-0315,10
ASSISTED LIVING HOME-DIRECTED,AL6393,85712,ROSA DE SARON CARE HOME,4102 EAST LINDEN STREET,AL6393H,TUCSON,AZ,PIMA,(520)325-7813,10
ASSISTED LIVING HOME-DIRECTED,AL5415,85730,ROSA'S CHANTE ASSISTED LIVING HOME,2631 SOUTH BLACKMOON DRIVE,AL5415H,TUCSON,AZ,PIMA,(520)751-1998,9
ASSISTED LIVING HOME-DIRECTED,AL6392,85745,ROSA'S LITTLE HOUSE II ASSISTED LIVING HOME,3141 WEST PAINTED HILLS RANCH COURT,AL6392H,TUCSON,AZ,PIMA,(520)906-7822,5
ASSISTED LIVING HOME-DIRECTED,AL8502,85304,ROSARIAN ASSISTED LIVING,6309 WEST MESCAL STREET,AL8502H,GLENDALE,AZ,MARICOPA,(623)326-8850,5
ASSISTED LIVING HOME-DIRECTED,AL11137,85383,ROSE ALLEY SENIOR LIVING LLC,8408 WEST PATRICK LANE,AL11137H,PEORIA,AZ,MARICOPA,(623)203-9703,10
ASSISTED LIVING HOME-DIRECTED,AL11512,85710,ROSE BUSH SENIOR CARE,2261 SOUTH QUAIL HOLLOW DRIVE,AL11512H,TUCSON,AZ,PIMA,(619)578-8416,5
ASSISTED LIVING HOME-DIRECTED,AL11824,85367,ROSE GARDEN ADULT HOME CARE,12211 SOUTH SHELL AVENUE,AL11824H,YUMA,AZ,YUMA,(928)248-5632,9
ASSISTED LIVING HOME-DIRECTED,AL11277,85712,ROSE GARDEN SENIOR CARE,3230 NORTH CRAYCROFT ROAD,AL11277H,TUCSON,AZ,PIMA,(520)296-9296,10
ASSISTED LIVING HOME-DIRECTED,AL4929,86305,ROSE LANE ADULT CARE HOME,3305 ROSE LANE,AL4929H,PRESCOTT,AZ,YAVAPAI,(928)771-8417,5
ASSISTED LIVING HOME-DIRECTED,AL7066,85745,ROSE OF SHARON FAMILY HOME,3410 WEST RUTHANN ROAD,AL7066H,TUCSON,AZ,PIMA,(520)743-8777,10
ASSISTED LIVING HOME-DIRECTED,AL11415,85712,ROSE PETALS SENIOR CARE,3220 NORTH CRAYCROFT ROAD,AL11415H,TUCSON,AZ,PIMA,(619)578-8416,10
ASSISTED LIVING HOME-DIRECTED,AL10643,85083,"ROSE VILLA ASSISTED LIVING HOME I, LLC",5240 WEST DESERT HOLLOW DRIVE,AL10643H,PHOENIX,AZ,MARICOPA,(480)299-0926,8
ASSISTED LIVING HOME-DIRECTED,AL11836,85024,ROSEMONTE ASSISTED LIVING,902 EAST ROSEMONTE DRIVE,AL11836H,PHOENIX,AZ,MARICOPA,(623)248-8199,8
ASSISTED LIVING HOME-DIRECTED,AL8448,85379,ROSEVIEW ASSISTED LIVING LLC,14616 NORTH GIL BALCOME,AL8448H,SURPRISE,AZ,MARICOPA,(623)792-7691,8
ASSISTED LIVING HOME-DIRECTED,AL9096,85379,ROSEVIEW GARDENS CARE HOME,13342 WEST WATSON LANE,AL9096H,SURPRISE,AZ,MARICOPA,(623)249-3778,7
ASSISTED LIVING HOME-DIRECTED,AL10491,85383,"ROSEWOOD ADULT CARE HOME, LLC",8332 WEST ROSEWOOD LANE,AL10491H,PEORIA,AZ,MARICOPA,(480)278-5238,5
ASSISTED LIVING HOME-DIRECTED,AL11587,85023,"ROSEWOOD ASSISTED LIVING, LLC",219 WEST VILLA THERESA DRIVE,AL11587H,PHOENIX,AZ,MARICOPA,(480)343-8045,9
ASSISTED LIVING HOME-DIRECTED,AL4819,85029,ROSEWOOD CARE HOME,3707 WEST ROSEWOOD AVENUE,AL4819H,PHOENIX,AZ,MARICOPA,(602)938-6631,5
ASSISTED LIVING HOME-DIRECTED,AL11440,85648,"ROYAL ASSISTED LIVING, INC.",1045 CAMINO CARALAMPI,AL11440H,RIO RICO,AZ,SANTA CRUZ,(520)313-5334,10
ASSISTED LIVING HOME-DIRECTED,AL9259,85379,"ROYAL CARIBBEAN ASSISTED LIVING HOME, LLC",15844 WEST CARIBBEAN LANE,AL9259H,SURPRISE,AZ,MARICOPA,(602)434-0241,7
ASSISTED LIVING HOME-DIRECTED,AL10747,85387,ROYAL OAK 2,25786 NORTH DESERT MESA DRIVE,AL10747H,SURPRISE,AZ,MARICOPA,(623)233-6907,8
ASSISTED LIVING HOME-DIRECTED,AL6842,85387,ROYAL OAK ASSISTED LIVING HOME,25661 NORTH DESERT MESA DRIVE,AL6842H,SURPRISE,AZ,MARICOPA,(623)792-7185,10
ASSISTED LIVING HOME-DIRECTED,AL10121,85379,ROYAL PARADISE CARE LLC,15257 NORTH 135TH DRIVE,AL10121H,SURPRISE,AZ,MARICOPA,(623)556-5919,10
ASSISTED LIVING HOME-DIRECTED,AL10250,85249,ROYALTY ASSISTED LIVING LLC,5670 SOUTH EUCALYPTUS PLACE,AL10250H,CHANDLER,AZ,MARICOPA,(480)228-8048,5
ASSISTED LIVING HOME-DIRECTED,AL11013,85215,"ROYALTY HOME CARE SOLUTIONS, LLC",6551 EAST MENLO STREET,AL11013H,MESA,AZ,MARICOPA,(480)257-4900,5
ASSISTED LIVING HOME-DIRECTED,AL11849,85212,RUBIDIUM ASSISTED LIVING HOME LLC,10031 EAST RUBIDIUM AVENUE,AL11849H,MESA,AZ,MARICOPA,(480)292-8603,5
ASSISTED LIVING HOME-DIRECTED,AL10748,85249,"RUSTIC RIVER HOMES, LLC",2124 EAST FIRESTONE DRIVE,AL10748H,CHANDLER,AZ,MARICOPA,(480)659-1076,5
ASSISTED LIVING HOME-DIRECTED,AL9920,86334,"RUTLEDGE RANCH RETREAT, LLC",1575 WEST SLICK HORN ALLEY,AL9920H,PAULDEN,AZ,YAVAPAI,(928)583-5060,9
ASSISTED LIVING HOME-DIRECTED,AL7052,85018,"SACRED HEART HOMES, INC",3828 NORTH 36TH STREET,AL7052H,PHOENIX,AZ,MARICOPA,(602)277-8721,5
ASSISTED LIVING HOME-DIRECTED,AL11482,85205,SACRED LIFE ASSISTED LIVING HOME LLC,4941 EAST ENCANTO STREET,AL11482H,MESA,AZ,MARICOPA,(480)687-1103,5
ASSISTED LIVING HOME-DIRECTED,AL11785,85050,SAGE HOUSE - EXPEDITION,3820 EAST EXPEDITION WAY,AL11785H,PHOENIX,AZ,MARICOPA,(602)926-7298,10
ASSISTED LIVING HOME-DIRECTED,AL11143,85254,SAGE HOUSE - HARTFORD,5239 EAST HARTFORD AVENUE,AL11143H,SCOTTSDALE,AZ,MARICOPA,(480)516-2979,10
ASSISTED LIVING HOME-DIRECTED,AL9180,85755,"SAGUARO RANCH LUXURY ASSISTED LIVING, LLC",12301 NORTH CAMINO DEL PLATA,AL9180H,TUCSON,AZ,PIMA,(520)490-4222,10
ASSISTED LIVING HOME-DIRECTED,AL11773,85122,SAINT RAPHAEL ASSISTED LIVING HOME,1538 EAST JAHNS DRIVE,AL11773H,CASA GRANDE,AZ,PINAL,(520)759-7670,5
ASSISTED LIVING HOME-DIRECTED,AL5017,85743,SAKUTA'S LOVING HEART ASSISTED LIVING HOME,6445 NORTH DESERT FOOTHILLS DRIVE,AL5017H,TUCSON,AZ,PIMA,(520)572-1057,10
ASSISTED LIVING HOME-DIRECTED,AL4577,85743,SAKUTA'S YOUNG AT HEART ASSISTED LIVING HOME,6521 NORTH SILVERBELL ROAD,AL4577H,TUCSON,AZ,PIMA,(520)744-7962,10
ASSISTED LIVING HOME-DIRECTED,AL10411,85249,SALT CEDAR ASSISTED LIVING HOME,6541 SOUTH SALT CEDAR PLACE,AL10411H,CHANDLER,AZ,MARICOPA,(480)629-4690,5
ASSISTED LIVING HOME-DIRECTED,AL11630,85382,SALTER SPRINGS ASSISTED LIVING LLC,8648 WEST SALTER DRIVE,AL11630H,PEORIA,AZ,MARICOPA,(623)399-9191,10
ASSISTED LIVING HOME-DIRECTED,AL6201,85629,"SAN JUDAS ADULT CARE HOME, LLC",17380 SOUTH CAMINO CARTAGENA,AL6201H,SAHUARITA,AZ,PIMA,(520)399-2118,10
ASSISTED LIVING HOME-DIRECTED,AL7724,85042,SAN JUDAS GROUP HOME,7603 SOUTH 13TH PLACE,AL7724H,PHOENIX,AZ,MARICOPA,(602)643-5932,9
ASSISTED LIVING HOME-DIRECTED,AL1943,85704,"SAN NICOLAS ASSISTED LIVING HOME NW, INC.",1362 WEST SAN NICOLAS DRIVE,AL1943H,TUCSON,AZ,PIMA,(520)742-4581,10
ASSISTED LIVING HOME-DIRECTED,AL5179,85704,SAN NICOLAS II,6767 NORTH LEONARDO DA VINCI WAY,AL5179H,TUCSON,AZ,PIMA,(520)742-4581,10
ASSISTED LIVING HOME-DIRECTED,AL6243,85711,SAN PAULO VILLAGE ASSISTED LIVING HOME,6012 EAST 25TH STREET,AL6243H,TUCSON,AZ,PIMA,(520)747-3851,8
ASSISTED LIVING HOME-DIRECTED,AL10127,85143,SAN TAN VALLEY ASSISTED LIVING II,35750 NORTH BELGIAN BLUE COURT,AL10127H,SAN TAN VALLEY,AZ,PINAL,(602)931-7894,4
ASSISTED LIVING HOME-DIRECTED,AL11629,85388,SANCTUARY ASSISTED LIVING LLC,18003 WEST MAUNA LOA LANE,AL11629H,SURPRISE,AZ,MARICOPA,(623)256-6786,10
ASSISTED LIVING HOME-DIRECTED,AL8018,85310,SANCTUARY I ASSISTED LIVING,3870 WEST ALAMEDA ROAD,AL8018H,GLENDALE,AZ,MARICOPA,(623)434-2185,5
ASSISTED LIVING HOME-DIRECTED,AL6153,85710,"SANTO NINO ADULT CARE HOME, LLC",2290 SOUTH QUAIL HOLLOW DRIVE,AL6153H,TUCSON,AZ,PIMA,(520)751-9109,10
ASSISTED LIVING HOME-DIRECTED,AL11701,85212,"SANTORINI VILLAS ASSISTED LIVING HOME, LLC",10862 EAST REMBRANDT AVENUE,AL11701H,MESA,AZ,MARICOPA,(480)246-9055,10
ASSISTED LIVING HOME-DIRECTED,AL9489,85048,SAPPHIRE ELITE CARE HOME LLC,4350 EAST MOUNTAIN VISTA DRIVE,AL9489H,PHOENIX,AZ,MARICOPA,(408)821-6214,5
ASSISTED LIVING HOME-DIRECTED,AL7280,85224,SARAGOSA MC ASSISTED LIVING FACILITY,1691 WEST SARAGOSA STREET,AL7280H,CHANDLER,AZ,MARICOPA,(480)214-3226,5
ASSISTED LIVING HOME-DIRECTED,AL11685,85024,SCARLETT CARE ALH,20652 NORTH 16TH WAY,AL11685H,PHOENIX,AZ,MARICOPA,(623)516-9762,10
ASSISTED LIVING HOME-DIRECTED,AL6095,85254,SCOTTSDALE ADULT CARE HOME,6943 EAST LUDLOW DRIVE,AL6095H,SCOTTSDALE,AZ,MARICOPA,(480)699-3721,10
ASSISTED LIVING HOME-DIRECTED,AL8506,85259,SCOTTSDALE FOOTHILLS ASSISTED LIVING,10474 EAST CORRINE DRIVE,AL8506H,SCOTTSDALE,AZ,MARICOPA,(951)565-0172,10
ASSISTED LIVING HOME-DIRECTED,AL7942,85260,SCOTTSDALE NORTH INC A L,9883 EAST CORTEZ STREET,AL7942H,SCOTTSDALE,AZ,MARICOPA,(480)682-8974,10
ASSISTED LIVING HOME-DIRECTED,AL11670,85254,SCOTTSDALE PALMS ASSISTED LIVING LLC,12202 NORTH 68TH PLACE,AL11670H,SCOTTSDALE,AZ,MARICOPA,(480)201-3700,10
ASSISTED LIVING HOME-DIRECTED,AL9984,85254,SCOTTSDALE QUARTER ASSISTED LIVING,6321 EAST EVANS DRIVE,AL9984H,SCOTTSDALE,AZ,MARICOPA,(609)456-5625,10
ASSISTED LIVING HOME-DIRECTED,AL6621,85749,SEARLES CARE HOME,11109 EAST TANQUE VERDE ROAD,AL6621H,TUCSON,AZ,PIMA,(520)749-3772,10
ASSISTED LIVING HOME-DIRECTED,AL11456,85281,SECRET GARDENS ASSISTED LIVING,1320 WEST 7TH STREET,AL11456H,TEMPE,AZ,MARICOPA,(480)912-0125,5
ASSISTED LIVING HOME-DIRECTED,AL11484,85395,SEDELLAS ASSISTED LIVING LLC,4538 NORTH 183RD AVENUE,AL11484H,GOODYEAR,AZ,MARICOPA,(586)722-8108,5
ASSISTED LIVING HOME-DIRECTED,AL9359,85741,SEDONA GARDEN ASSISTED LIVING,5931 NORTH JAYNES CIRCLE,AL9359H,TUCSON,AZ,PIMA,(520)971-2539,10
ASSISTED LIVING HOME-DIRECTED,AL11384,85711,SENIOR CARE ASSISTED LIVING LLC,5901 EAST JUAREZ STREET,AL11384H,TUCSON,AZ,PIMA,(520)309-6708,9
ASSISTED LIVING HOME-DIRECTED,AL9548,85120,SENIOR HAVEN ASSISTED LIVING HOME,1111 WEST SUPERSTITION BLVD,AL9548H,APACHE JUNCTION,AZ,PINAL,(480)625-1938,7
ASSISTED LIVING HOME-DIRECTED,AL10826,85254,SENIOR PARADISE LIVING,5045 EAST PARADISE LANE,AL10826H,SCOTTSDALE,AZ,MARICOPA,(602)494-7101,10
ASSISTED LIVING HOME-DIRECTED,AL11573,85086,"SENIOR SANCTUARY OF ANTHEM, LLC.",2213 WEST KELLER COURT,AL11573H,ANTHEM,AZ,MARICOPA,(602)909-9550,10
ASSISTED LIVING HOME-DIRECTED,AL11135,85053,SENIOR SERENITY ASSISTED LIVING,3123 WEST SEQUOIA WAY,AL11135H,PHOENIX,AZ,MARICOPA,(602)384-7468,5
ASSISTED LIVING HOME-DIRECTED,AL11865,85254,SENIOR VALLEY ASSISTED LIVING LLC,5241 EAST ANDERSON DRIVE,AL11865H,SCOTTSDALE,AZ,MARICOPA,(503)716-2033,10
ASSISTED LIVING HOME-DIRECTED,AL10108,85083,SENIORS PRESERVE-ASSISTED LIVING HOME LLC,6522 WEST BENT TREE DRIVE,AL10108H,PHOENIX,AZ,MARICOPA,(623)476-5056,5
ASSISTED LIVING HOME-DIRECTED,AL8296,85298,"SERENADE ASSISTED LIVING, LLC",25403 SOUTH 154TH STREET,AL8296H,GILBERT,AZ,MARICOPA,(480)792-6801,10
ASSISTED LIVING HOME-DIRECTED,AL11590,85254,"SERENDIPITY IN THE SUN, LLC",6501 EAST CORRINE DRIVE,AL11590H,SCOTTSDALE,AZ,MARICOPA,(480)758-5758,10
ASSISTED LIVING HOME-DIRECTED,AL10953,85251,"SERENE VALLEY ASSISTED LIVING HOME, LLC",8704 EAST AMELIA AVENUE,AL10953H,SCOTTSDALE,AZ,MARICOPA,(480)580-5035,10
ASSISTED LIVING HOME-DIRECTED,AL11034,86406,SERENITY ASSISTED LIVING,3677 BLUE COLT DRIVE,AL11034H,LAKE HAVASU CITY,AZ,MOHAVE,(928)505-3908,10
ASSISTED LIVING HOME-DIRECTED,AL11683,85048,SERENITY ASSISTED LIVING AT LAKEWOOD,3540 EAST BROOKWOOD COURT,AL11683H,PHOENIX,AZ,MARICOPA,(602)315-4979,5
ASSISTED LIVING HOME-DIRECTED,AL8394,85379,SERENITY CARE HOME,13365 WEST BANFF LANE,AL8394H,SURPRISE,AZ,MARICOPA,(623)326-4542,6
ASSISTED LIVING HOME-DIRECTED,AL11579,85711,SERENITY LUXURY LIVING L L C,5522 EAST BURNS STREET,AL11579H,TUCSON,AZ,PIMA,(520)771-9641,8
ASSISTED LIVING HOME-DIRECTED,AL8671,85266,SERENITY OF NORTH SCOTTSDALE,29750 NORTH 77TH PLACE,AL8671H,SCOTTSDALE,AZ,MARICOPA,(480)585-9757,10
ASSISTED LIVING HOME-DIRECTED,AL10220,85712,SERENITY PLACE ASSISTED LIVING,4645 EAST SAN CARLOS PLACE,AL10220H,TUCSON,AZ,PIMA,(520)867-8599,10
ASSISTED LIVING HOME-DIRECTED,AL10233,85296,SERENITY SPRINGS,3100 EAST PALO VERDE STREET,AL10233H,GILBERT,AZ,MARICOPA,(602)423-0569,9
ASSISTED LIVING HOME-DIRECTED,AL10691,85260,SERVA ASSISTED LIVING OF SCOTTSDALE,7412 EAST WETHERSFIELD ROAD,AL10691H,SCOTTSDALE,AZ,MARICOPA,(480)471-8600,10
ASSISTED LIVING HOME-DIRECTED,AL9619,85215,SEVEN HAVEN II LLC,6456 EAST ORION STREET,AL9619H,MESA,AZ,MARICOPA,(480)985-4812,10
ASSISTED LIVING HOME-DIRECTED,AL7214,85205,SEVEN HAVEN LLC,4833 EAST MC LELLAN ROAD,AL7214H,MESA,AZ,MARICOPA,(480)325-8227,8
ASSISTED LIVING HOME-DIRECTED,AL8846,85749,"SHADY LANE LIVING, INC.",11240 EAST SHADY LANE,AL8846H,TUCSON,AZ,PIMA,(520)749-4846,10
