rundate,subtype,FACID,FACTYPE,ZIP,LEGALNAME,ADDRESS,LICENSE,LICENSE_EFFECTIVE,LICENSE_EXPIRATION,CITY,state,COUNTY,TELEPHONE,FAXPHONE,CAPACITY,MCAID_CERT,Supp_Service_Provided,N_LON,N_LAT,N_MCODE,N_LCODE,N_BLOCK
44348,BH RESIDENTIAL FACILITY - ADULT,BH5673,1M1,85388,AZ COMFORT HOME COTTONWOOD HOUSE,16439 WEST COTTONWOOD STREET,BH5673,43891,44620,SURPRISE,AZ,MARICOPA,(623)326-3327,(623)321-1296,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5219,1M1,85326,"AZ COMFORT HOME, INC.",23832 WEST TONTO STREET,BH5219,44013,44377,BUCKEYE,AZ,MARICOPA,(623)666-3895,(623)203-7118,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5583,1M1,85306,AZ INTERACT LLC,4656 WEST JUNIPER AVENUE,BH5583,44105,44469,GLENDALE,AZ,MARICOPA,(623)518-9040,(623)398-8980,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4514,1M1,85085,"AZ INTERACT, LLC",2325 WEST DESPERADO WAY,BH4514,44075,44439,PHOENIX,AZ,MARICOPA,(602)499-6675,(623)518-9040,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4801,1M1,85306,"AZ INTERACT, LLC",5516 WEST CALAVAR ROAD,BH4801,43862,44592,GLENDALE,AZ,MARICOPA,(602)499-6675,(623)518-9040,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4802,1M1,85303,"AZ INTERACT, LLC",7020 WEST CAVALIER DRIVE,BH4802,43862,44592,GLENDALE,AZ,MARICOPA,(602)499-6675,(623)518-9040,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5853,1M1,85032,"AZ VILLA BEHAVIORAL HOME, LLC",16401 NORTH 39TH PLACE,bh5853,44044,44408,PHOENIX,AZ,MARICOPA,(602)888-6779,(312)610-5767,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6746,1M1,85040,AZBH SERVICES,5224 SOUTH 22ND WAY,BH6746,44278,44620,PHOENIX,AZ,MARICOPA,(602)579-5706,(   )   -,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6081,1M1,85339,AZCARE4LIFE,3414 WEST ALICIA DRIVE,BH6081,44011,44712,LAVEEN,AZ,MARICOPA,(480)627-9814,(   )   -,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5503,1M1,85756,AZI HOUSE LLC,6914 SOUTH BITTERCRESS ROAD,BH5503,44044,44408,TUCSON,AZ,PIMA,(240)643-0815,(520)396-4658,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6638,1M1,85704,AZI HOUSE LLC,6840 NORTH CASSIM PLACE,BH6638,44273,44620,TUCSON,AZ,PIMA,(240)643-0815,(520)844-6343,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5876,1M1,85296,BALANCED BEHAVIORAL HEALTH,126 SOUTH LA ARBOLETA STREET,BH5876,43865,44592,GILBERT,AZ,MARICOPA,(330)979-5930,(   )   -,6,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5718,1M1,85730,BANSA HOUSE LLC,7225 EAST STELLA ROAD,BH5718,43952,44681,TUCSON,AZ,PIMA,(520)891-0513,(   )   -,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3059,1M1,85029,"BARAKA HOUSE I I, L L C",13619 NORTH 36TH AVENUE,BH3059,43922,44651,PHOENIX,AZ,MARICOPA,(602)824-9100,(602)824-9100,6,T,,-112.136242,33.609721,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4229,1M1,85345,BARAKA HOUSE I V,7445 WEST CHERYL DRIVE,BH4229,43952,44681,PEORIA,AZ,MARICOPA,(623)878-0463,(623)878-0463,6,T,,-112.219083,33.577655,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4472,1M1,85029,BARAKA HOUSE V,3302 WEST MESCAL STREET,BH4472,44044,44408,PHOENIX,AZ,MARICOPA,(602)249-8900,(602)595-7871,8,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2753,1M1,85051,"BARAKA HOUSE, L L C",3740 WEST CARON STREET,BH2753,44013,44377,PHOENIX,AZ,MARICOPA,(602)466-3499,(602)466-3499,8,T,,-112.140046,33.568641,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5523,1M1,85224,"BARAKA MANOR, LLC",1302 WEST KESLER LANE,BH5523,44105,44469,CHANDLER,AZ,MARICOPA,(978)390-5357,(480)257-3447,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4859,1M1,85257,BBC SCOTTSDALE,808 NORTH 74TH STREET,BH4859,43983,44712,SCOTTSDALE,AZ,MARICOPA,(480)660-5775,(602)926-0590,8,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5664,1M1,85043,BEAUTIFUL BEGINNINGS RESIDENTIAL CARE,2819 SOUTH 73RD DRIVE,BH5664,43862,44592,PHOENIX,AZ,MARICOPA,(623)418-8313,(623)322-9255,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6649,1M1,85339,BEAUTIFUL BEGINNINGS RESIDENTIAL CARE LLC,4730 WEST SAMANTHA WAY,BH6649,44239,44592,LAVEEN,AZ,MARICOPA,(623)418-8313,(602)599-2315,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4482,1M1,85043,"BEAUTIFUL BEGINNINGS RESIDENTIAL CARE, LLC",7316 WEST CORDES ROAD,BH4482,44075,44439,PHOENIX,AZ,MARICOPA,(623)418-8313,(623)322-9255,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6648,1M1,85339,"BEAUTIFUL BEGINNINGS RESIDENTIAL CARE, LLC",6850 WEST CARSON ROAD,BH6648,44239,44592,LAVEEN,AZ,MARICOPA,(623)418-8313,(602)599-2315,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5414,1M1,85339,"BEAUTIFUL BEGINNINGS RESIDENTIAL HOMES, LLC",5427 WEST NOVAK WAY,BH5414,43891,44620,LAVEEN,AZ,MARICOPA,(623)418-8313,(623)322-9255,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5861,1M1,85345,BECAUSE WE CARE BEHAVIORAL HEALTH,8802 WEST PUGET AVENUE,BH5861,43836,44561,PEORIA,AZ,MARICOPA,(623)215-3652,(602)688-5424,9,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5828,1M1,85213,BEHAVIORAL HOMES 365,2531 EAST INGLEWOOD STREET,BH5828,44013,44377,MESA,AZ,MARICOPA,(480)401-5205,(480)590-4393,9,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6575,1M1,85308,BEKA'S COMFORT HOME,4015 WEST SALTER DRIVE,BH6575,44172,44530,GLENDALE,AZ,MARICOPA,(623)242-7752,(623)242-7752,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5254,1M1,85304,"BELLA HOUSE, LLC",5018 WEST CHRISTY DRIVE,BH5254,44075,44439,GLENDALE,AZ,MARICOPA,(623)242-7766,(602)242-7766,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6696,1M1,85213,BELTERRA GROUP HOMES LLC,3045 EAST KNOLL STREET,BH6696,44335,44681,MESA,AZ,MARICOPA,(480)830-6698,(480)830-6698,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5437,1M1,85339,BENCHMARK VALLEY BEHAVIORAL,6920 WEST CARSON ROAD,BH5437,44044,44408,LAVEEN,AZ,MARICOPA,(858)386-6705,(602)368-4535,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5678,1M1,85339,BENCHMARK VALLEY BEHAVIORAL,4522 WEST BRANHAM LANE,BH5678,43862,44592,LAVEEN,AZ,MARICOPA,(858)386-6705,(602)368-4535,4,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5679,1M1,85339,BENCHMARK VALLEY BEHAVIORAL,6928 WEST CARSON ROAD,BH5679,43862,44592,LAVEEN,AZ,MARICOPA,(858)386-6705,(602)368-4535,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5726,1M1,85041,BENCHMARK VALLEY BEHAVIORAL,3230 WEST JESSICA LANE,BH5726,43922,44651,PHOENIX,AZ,MARICOPA,(858)386-6705,(602)368-4535,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6433,1M1,85339,BENCHMARK VALLEY BEHAVIORAL,4630 WEST FREMONT ROAD,BH6433,44263,44620,LAVEEN,AZ,MARICOPA,(858)386-6705,(602)368-4535,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5145,1M1,85339,BENCHMARK VALLEY BEHAVIORAL HOME,5818 WEST PEDRO LANE,BH5145,44044,44408,LAVEEN,AZ,MARICOPA,(480)544-8901,(602)368-4535,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5998,1M1,85043,BENCHMARK VALLEY LLC,7209 WEST FOREST GROVE AVENUE,BH5998,43847,44561,PHOENIX,AZ,MARICOPA,(858)386-6705,(602)368-4535,5,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6079,1M1,85041,BENCHMARK VALLEY LLC,1506 EAST IRWIN AVENUE,BH6079,43888,44592,PHOENIX,AZ,MARICOPA,(858)386-6705,(602)368-4535,9,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6130,1M1,85041,BENCHMARK VALLEY LLC,7321 SOUTH 15TH DRIVE,BH6130,43900,44620,PHOENIX,AZ,MARICOPA,(858)386-6705,(602)368-4535,9,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6434,1M1,85043,BENCHMARK VALLEY LLC,7147 WEST PIONEER STREET,BH6434,44258,44620,PHOENIX,AZ,MARICOPA,(858)386-6705,(602)368-4535,4,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4625,1M1,85339,"BENCHMARK VALLEY, LLC",5625 WEST EUCLID AVENUE,BH4625,44013,44377,LAVEEN,AZ,MARICOPA,(480)544-8901,(602)368-4535,5,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5166,1M1,85602,BENSON TRANSITION POINT,646 WEST UNION STREET,BH5166,44075,44439,BENSON,AZ,COCHISE,(480)831-7566,(480)831-7563,9,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6743,1M1,85602,BENSON TRANSITION POINT,470 SOUTH OCOTILLO #2,BH6743,44336,44681,BENSON,AZ,COCHISE,(480)831-7566,(480)831-7563,16,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3941,1M1,85041,BENTLEY'S TRANSITION LIVING LLC,6432 SOUTH 23RD AVENUE,BH3941,43862,44592,PHOENIX,AZ,MARICOPA,(602)268-1868,(602)237-0035,5,T,,-112.10794,33.387271,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5887,1M1,85041,BESCARE HOME LLC,5320 SOUTH 34TH DRIVE,BH5887,44075,44439,PHOENIX,AZ,MARICOPA,(602)234-9403,(602)354-3249,8,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3709,1M1,85041,"BESCARE HOME, LLC",2759 WEST GRENADINE ROAD,BH3709,43831,44561,PHOENIX,AZ,MARICOPA,(602)314-4191,(602)354-3249,5,T,PERSONAL CARE SERVICES,-112.117908,33.398619,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5541,1M1,85353,BEST CARE BEHAVIORAL HOMES,8311 WEST FOREST GROVE AVENUE,BH5541,44075,44439,TOLLESON,AZ,MARICOPA,(928)793-2216,(602)687-9274,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5786,1M1,86333,BEST CARE BEHAVIORAL HOMES,13190 EAST CENTRAL AVENUE,BH5786,43952,44681,MAYER,AZ,YAVAPAI,(928)793-2216,(602)687-9274,8,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5900,1M1,85307,BEST CARE BEHAVIORAL HOMES,10120 WEST OREGON AVENUE,BH5900,44075,44439,GLENDALE,AZ,MARICOPA,(928)793-2216,(602)687-9274,8,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5916,1M1,85304,BEST CARE BEHAVIORAL HOMES,12009 NORTH 45TH DRIVE,BH5916,43789,44500,GLENDALE,AZ,MARICOPA,(928)793-2216,(602)687-9274,5,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5970,1M1,86314,BEST CARE BEHAVIORAL HOMES,5385 WEST SADDLEBACK DRIVE,BH5970,43809,44530,PRESCOTT VALLEY,AZ,YAVAPAI,(928)793-2216,(602)687-9274,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6409,1M1,85041,BEST CARE BEHAVIORAL HOMES,1837 WEST PECAN ROAD,BH6409,44132,44469,PHOENIX,AZ,MARICOPA,(928)793-2216,(602)687-9274,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6598,1M1,85340,BEST CARE BEHAVIORAL HOMES,13436 WEST BERRIDGE LANE,BH6598,44231,44592,LITCHFIELD PARK,AZ,MARICOPA,(602)675-1686,(602)675-1703,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5334,1M1,86314,BEST CARE BEHAVIORAL HOMES LLC,4161 NORTH CHOLLA DRIVE,BH5334,43831,44561,PRESCOTT VALLEY,AZ,YAVAPAI,(816)377-4224,(602)675-1703,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6235,1M1,85756,BEST CARE HOMES,6986 SOUTH RED MAIDS DRIVE,BH6235,44046,44408,TUCSON,AZ,PIMA,(928)793-2216,(602)687-9274,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6022,1M1,85142,BETTER HORIZON ASHRIDGE,18491 EAST ASHRIDGE DRIVE,BH6022,43843,44561,QUEEN CREEK,AZ,MARICOPA,(480)534-4342,(480)719-8105,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4285,1M1,85249,"BETTER HORIZONS , LLC",2851 EAST LA COSTA DRIVE,BH4285,44013,44742,CHANDLER,AZ,MARICOPA,(480)268-7321,(480)719-8105,5,T,,-111.792333,33.213948,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5978,1M1,85140,BETTER HORIZONS FEVER TREE,1136 WEST FEVER TREE AVENUE,BH5978,43830,44530,QUEEN CREEK,AZ,PINAL,(480)534-4330,(480)719-8105,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4597,1M1,85295,BETTER HORIZONS LLC,146 EAST ELGIN STREET,BH4597,43922,44651,GILBERT,AZ,MARICOPA,(480)664-9729,(480)719-8105,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4891,1M1,85298,BETTER HORIZONS LLC,3800 EAST LAFAYETTE AVENUE,BH4891,43952,44681,GILBERT,AZ,MARICOPA,(480)689-5992,(480)719-8105,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4892,1M1,85298,BETTER HORIZONS LLC,3030 EAST SPORTS COURT,BH4892,43952,44681,GILBERT,AZ,MARICOPA,(480)625-3747,(480)719-8105,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6584,1M1,85142,BETTER HORIZONS LLC,21376 EAST PECAN LANE,BH6584,44195,44530,QUEEN CREEK,AZ,MARICOPA,(602)400-7764,(480)719-8105,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6585,1M1,85212,BETTER HORIZONS LLC,4714 SOUTH CENTRIC WAY,BH6585,44195,44530,MESA,AZ,MARICOPA,(602)400-7764,(480)719-8105,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3876,1M1,85249,"BETTER HORIZONS, LLC",2184 EAST FIRESTONE DRIVE,BH3876,44044,44408,CHANDLER,AZ,MARICOPA,(480)634-4974,(480)719-8105,5,T,,-111.803544,33.207448,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4784,1M1,85298,"BETTER HORIZONS, LLC",2442 EAST ELEANA LANE,BH4784,43800,44530,GILBERT,AZ,MARICOPA,(480)247-9993,(480)719-8105,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4478,1M1,85295,"BETTER HORIZONS, LLC - FRANCES",910 EAST FRANCES LANE,BH4478,44013,44742,GILBERT,AZ,MARICOPA,(480)306-7808,(480)719-8105,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6287,1M1,85041,"BKH HEALTH FIRST, LLC",3208 WEST WAYLAND DRIVE,BH6287,44004,44347,PHOENIX,AZ,MARICOPA,(775)685-0156,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6202,1M1,85233,BLESSED HANDS HEALTH CARE LLC,1390 NORTH SADDLE STREET,BH6202,44075,44439,GILBERT,AZ,MARICOPA,(919)397-5070,(   )   -,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5017,1M1,85224,BLUE SKY BEHAVIORAL AT COLT,1619 WEST COLT ROAD,BH5017,44136,44500,CHANDLER,AZ,MARICOPA,(480)447-3377,(800)509-9446,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4605,1M1,85224,BLUE SKY BEHAVIORAL AT SANTA ANNA,2202 NORTH SANTA ANNA COURT,BH4605,43983,44712,CHANDLER,AZ,MARICOPA,(480)274-3558,(800)509-9446,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5116,1M1,86304,BLUEPRINTS THERAPEUTIC SERVICES,114 SOUTH VIRGINIA STREET,BH5116,43891,44620,PRESCOTT,AZ,YAVAPAI,(425)295-1010,(928)441-2444,12,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6453,1M1,85248,BUENA VISTA RECOVERY,"3033 SOUTH ARIZONA AVENUE, SUITE 120",BH6453,44147,44500,CHANDLER,AZ,MARICOPA,(800)922-0094,(602)325-2086,35,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6454,1M1,85712,BUENA VISTA RECOVERY,5151 EAST PIMA STREET SUITE 120,BH6454,44165,44500,TUCSON,AZ,PIMA,(800)922-0094,(602)325-2086,35,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6562,1M1,85008,CACTUS SAGE LLC,3424 EAST CORONADO ROAD,BH6562,44193,44530,PHOENIX,AZ,MARICOPA,(623)225-1240,(   )   -,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5396,1M1,85339,CADENS HEALTH AND WELLNESS,4114 WEST DESERT LANE,BH5396,43862,44592,LAVEEN,AZ,MARICOPA,(602)612-4668,(602)314-5740,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6126,1M1,85339,CADENS HEALTH AND WELLNESS,5135 WEST ST KATERI DRIVE,BH6126,43936,44651,LAVEEN,AZ,MARICOPA,(602)718-4018,(602)314-5740,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6253,1M1,85339,CADENS HEALTH AND WELLNESS,5244 WEST APOLLO ROAD,BH6253,43964,44681,LAVEEN,AZ,MARICOPA,(602)718-4018,(602)314-5740,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5995,1M1,85901,CARE FIRST LLC,890 OLD SETTLER TRAIL,BH5995,43830,44530,SHOW LOW,AZ,NAVAJO,(480)639-7996,(877)368-4240,9,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6621,1M1,85028,CARES OF ZION BEHAVIORAL GROUP HOME,3045 EAST CHOLLA STREET,BH6621,44215,44561,PHOENIX,AZ,MARICOPA,(216)544-5418,(623)251-7452,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6226,1M1,85051,CASITAS DE AMOR L L C,4210 WEST ORCHID LANE,BH6226,44035,44742,PHOENIX,AZ,MARICOPA,(480)467-8119,(   )   -,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6007,1M1,85715,CHALET HOUSE EAST,8855 EAST CALLE BOGOTA,BH6007,43829,44530,TUCSON,AZ,PIMA,(520)812-6620,(520)448-0024,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3100,1M1,85704,CHALET HOUSE NORTH,6633 NORTH AMAHL CIRCLE,BH3100,43952,44681,TUCSON,AZ,PIMA,(520)812-6620,(520)300-8002,10,T,,-111.009231,32.32728,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6738,1M1,85338,"CHANGING LIVES RESIDENTIAL HOMES, LLC",17637 WEST BUCHANAN STREET,BH6738,44278,44620,GOODYEAR,AZ,MARICOPA,(623)337-2275,(623)440-6557,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5136,1M1,86305,CHAPTER 5 COUNSELING,818 WEST GURLEY STREET,BH5136,43922,44651,PRESCOTT,AZ,YAVAPAI,(561)665-0672,(928)237-9768,32,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6219,1M1,85225,CHERISHING LIFE BEHAVIORAL HOME,380 NORTH EUCALYPTUS PLACE,BH6219,43955,44681,CHANDLER,AZ,MARICOPA,(614)749-4106,(480)468-7585,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH008,1M1,85009,"CHICANOS POR LA CAUSA, INC. - CORAZON","3639 WEST LINCOLN STREET, BUILDING 1",BH008,43862,44592,PHOENIX,AZ,MARICOPA,(602)233-9747,(602)256-2740,65,T,,-112.137543,33.442176,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6367,1M1,85383,CHOICE WELLNESS,29400 NORTH 123RD GLEN,BH6367,44111,44469,PEORIA,AZ,MARICOPA,(623)326-0312,(   )   -,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6468,1M1,85029,CIVARA BEHAVIORAL HEALTH LLC,4010 WEST CACTUS ROAD,BH6468,44151,44500,PHOENIX,AZ,MARICOPA,(480)329-9585,(602)237-5211,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6776,1M1,85033,COLL COMMUNITY SERVICES LLC,"4545 NORTH 67TH AVENUE, UNIT 1109",BH6776,44294,44651,PHOENIX,AZ,MARICOPA,(954)544-9065,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5110,1M1,85032,COMFORT BEHAVIOR HEALTH RESIDENTIAL CARE,14235 NORTH 28TH STREET,BH5110,43922,44651,PHOENIX,AZ,MARICOPA,(602)923-8428,(602)923-8428,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5688,1M1,85139,"COMFORT CARE CELTIC HOME, LLC",22509 NORTH CELTIC AVENUE,BH5688,43891,44620,MARICOPA,AZ,PINAL,(602)323-4616,(520)213-8342,6,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6119,1M1,85254,COMFORT HOME,5420 EAST KAREN DRIVE,BH6119,43924,44651,SCOTTSDALE,AZ,MARICOPA,(480)580-8244,(602)441-3035,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4570,1M1,86025,"COMMUNITY BRIDGES, INC-ALBERT LONG RESIDENTIAL PROGRAM","993 NORTH HERMOSA DRIVE, AREA B",BH4570,43952,44681,HOLBROOK,AZ,NAVAJO,(480)831-7566,(480)831-7563,16,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3555,1M1,85023,"COMMUNITY CONNECTIONS, L L C",18215 NORTH 11TH DRIVE,BH3555,43891,44620,PHOENIX,AZ,MARICOPA,(602)509-5248,(480)636-1845,4,T,,-112.087517,33.651576,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4100,1M1,85022,"COMMUNITY CONNECTIONS, LLC",2301 EAST GREENWAY ROAD,BH4100,44105,44469,PHOENIX,AZ,MARICOPA,(602)535-8313,(623)242-8460,5,T,,-112.032781,33.626095,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4636,1M1,85308,"COMMUNITY CONNECTIONS, LLC",17604 NORTH 39TH AVENUE,BH4636,43952,44681,GLENDALE,AZ,MARICOPA,(602)509-5248,(480)636-1845,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6597,1M1,85716,"COMMUNITY PARTNERS INTEGRATED HEALTHCARE, INC.","2502 NORTH DODGE BOULEVARD, SUITE 100",BH6597,44216,44561,TUCSON,AZ,PIMA,(520)721-1887,(520)372-7126,16,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH1006,1M1,85705,"COPE COMMUNITY SERVICES, INC.",1331 WEST GIACONDA WAY,BH1006,44105,44469,TUCSON,AZ,PIMA,(520)792-3293,(520)624-8358,7,T,,-110.993659,32.334048,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH1469,1M1,85705,"COPE COMMUNITY SERVICES, INC.",535 EAST DRACHMAN,BH1469,44075,44439,TUCSON,AZ,PIMA,(520)792-3293,(520)624-8358,15,T,,-110.963538,32.239702,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH1528,1M1,85704,"COPE COMMUNITY SERVICES, INC.",7020 NORTH ANTONIETTA DRIVE,BH1528,43862,44592,TUCSON,AZ,PIMA,(520)792-3293,(520)624-8358,8,T,,-110.97319,32.335371,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6352,1M1,85142,CORNERSTONE HEALTH AND THERAPY LLC,20415 DOMINGO ROAD,BH6352,44061,44408,QUEEN CREEK,AZ,MARICOPA,(602)559-6293,(   )   -,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5386,1M1,85745,COTTONWOOD TUCSON,4110 WEST SWEETWATER DRIVE,BH5386,43862,44592,TUCSON,AZ,PIMA,(520)743-0411,(520)734-7991,56,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3925,1M1,85018,"CROSSROADS, INC - ARCADIA",5116 EAST THOMAS ROAD,BH3925,44105,44469,PHOENIX,AZ,MARICOPA,(602)281-6574,(602)281-6905,72,T,,-111.970674,33.48019,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5467,1M1,85201,"CROSSROADS, INC - EXTENSION",244 NORTH EXTENSION ROAD,BH5467,43983,44712,MESA,AZ,MARICOPA,(602)730-3377,(602)595-4434,102,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5090,1M1,85210,"CROSSROADS, INC.",141 & 143 SOUTH CENTER STREET,BH5090,43952,44681,MESA,AZ,MARICOPA,(602)263-5242,(602)595-4434,38,T,,,,,,
