State Facility Type 1 Literal,Facility ID,Zip Code,Facility Name,Address,License Number,City,State,County,Phone Number,Capacity,Date Accessed
ASSISTED LIVING HOME-DIRECTED,AL10070,85254,"Jade Royale Care Home Llc, On Paradise Lane",5837 EAST PARADISE LANE,AL10070H,Scottsdale,AZ,Maricopa,(602)427-7910,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8848,85122,Jaidon Manor Ii,1177 EAST BONITA PLACE,AL8848H,Casa Grande,AZ,Pinal,(520)876-0640,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8349,85226,"Jal Assisted Living Facility, Llc",3332 WEST VENICE WAY,AL8349H,Chandler,AZ,Maricopa,(480)857-8292,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10372,85345,Jane'S Place,8002 WEST GRANT STREET,AL10372H,Peoria,AZ,Maricopa,(602)350-9403,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11546,85260,"Jasper Residence, Llc",11030 NORTH 84TH PLACE,AL11546H,Scottsdale,AZ,Maricopa,(480)590-0943,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL3243,85710,Jazmine'S Adult Care Home,7311 EAST ELI DRIVE,AL3243H,Tucson,AZ,Pima,(520)207-1079,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10221,85711,Jennina'S Adult Care Home Llc,5112 EAST 8TH STREET,AL10221H,Tucson,AZ,Pima,(520)275-4920,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6313,85203,Jim & Patti Jones Ii,2308 NORTH KACHINA,AL6313H,Mesa,AZ,Maricopa,(480)969-9449,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2406,85203,Jim And Patti Jones,1644 EAST MENLO,AL2406H,Mesa,AZ,Maricopa,(480)969-9449,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10312,85213,Jim And Patti Jones Assisted Living Home Iii,3529 EAST DOWNING CIRCLE,AL10312H,Mesa,AZ,Maricopa,(480)748-7971,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8229,85326,Jolley Family Assisted Living Llc,20106 WEST BROADWAY ROAD,AL8229H,Buckeye,AZ,Maricopa,(623)327-0995,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8243,85326,"Jolley Family Assisted Living, Llc",20104 WEST BROADWAY ROAD,AL8243H,Buckeye,AZ,Maricopa,(623)327-9573,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8017,85204,Jones Family Care Home,412 SOUTH 30TH STREET,AL8017H,Mesa,AZ,Maricopa,(480)584-5666,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11694,85374,Joy & Love Assisted Living Llc,17898 NORTH BELL POINTE BLVD,AL11694H,Surprise,AZ,Maricopa,(602)339-1423,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11103,85248,Joyville Assisted Living Home,263 WEST ELMWOOD PLACE,AL11103H,Chandler,AZ,Maricopa,(480)219-7749,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10621,85635,Jr Caring Hearts Llc,425 NORTH BERNINI AVENUE,AL10621H,Sierra Vista,AZ,Cochise,(520)820-8147,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11649,85044,"Jubilee Care Assisted Living, Llc",4541 EAST CHUCKWALLA CANYON,AL11649H,Phoenix,AZ,Maricopa,(480)748-0009,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11174,85304,Jubilee In The Desert Assisted Living,4321 WEST CHOLLA STREET,AL11174H,Glendale,AZ,Maricopa,(480)878-2273,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8615,85209,Julian'S Assisted Living Home,10304 EAST JAN AVENUE,AL8615H,Mesa,AZ,Maricopa,(480)907-7576,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8118,85254,Katie'S Care Home,5402 EAST MARILYN ROAD,AL8118H,Scottsdale,AZ,Maricopa,(602)600-1278,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11780,85338,Kaydies Assisted Living Home Llc,16566 WEST WOODLANDS AVENUE,AL11780H,Goodyear,AZ,Maricopa,(623)800-3475,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL0804,85032,Kellys Adult Care Home,3802 EAST BECK LANE,AL0804H,Phoenix,AZ,Maricopa,(602)867-2732,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11261,85712,Khadi Care,4734 EAST EDISON STREET,AL11261H,Tucson,AZ,Pima,(520)312-9436,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10609,85710,Kiko'S Cottage,113 NORTH AVENIDA DE SAN RAMON,AL10609H,Tucson,AZ,Pima,(949)231-9637,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11141,85711,Kiko'S Ranch,4960 EAST CALLE JABALI,AL11141H,Tucson,AZ,Pima,(949)231-9637,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9658,85365,Kindred Homes Yuma Llc,5238 EAST 47TH STREET,AL9658H,Yuma,AZ,Yuma,(928)726-2522,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9659,85365,Kindred Homes Yuma Llc,2686 EAST COUNTY 15 1/2 STREET,AL9659H,Yuma,AZ,Yuma,(928)317-2857,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9443,85032,King Assisted Living,3424 EAST MONTE CRISTO AVENUE,AL9443H,Phoenix,AZ,Maricopa,(602)820-9498,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10874,85032,King Assisted Living Ii,3318 EAST MARCONI AVENUE,AL10874H,Phoenix,AZ,Maricopa,(602)820-9498,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10147,86409,Kingman Christian Care,2255 EAST BUTLER AVENUE,AL10147H,Kingman,AZ,Mohave,(928)681-4700,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9620,85338,Kissling Manor A L H,15456 WEST MORNING GLORY STREET,AL9620H,Goodyear,AZ,Maricopa,(623)217-4713,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10170,85260,Kit'S House,8111 EAST CHARTER OAK DRIVE,AL10170H,Scottsdale,AZ,Maricopa,(480)565-1848,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10567,85212,Kk & S Assistance Living,8013 EAST OBISPO AVENUE,AL10567H,Mesa,AZ,Maricopa,(480)275-6364,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10198,85296,"Klara'S Adult Care Home, Llc",1934 EAST SMOKE TREE ROAD,AL10198H,Gilbert,AZ,Maricopa,(480)628-9143,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11437,85295,"Klara'S Ii Adult Care Home, Llc",2974 EAST PONY COURT,AL11437H,Gilbert,AZ,Maricopa,(480)634-0907,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL0338,85715,Klein'S Home Care,8846 EAST CALLE PLAYA,AL0338H,Tucson,AZ,Pima,(520)885-3289,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10259,85715,Klein'S Home Care,8850 EAST CALLE BOLIVAR,AL10259H,Tucson,AZ,Pima,(520)495-5904,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8433,85203,"Kopper Crest Manor On Harris, Llc",851 NORTH HARRIS DRIVE,AL8433H,Mesa,AZ,Maricopa,(480)313-2636,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11414,85712,Kozy Gardens Assisted Living L L C,5551 EAST BELLEVUE STREET,AL11414H,Tucson,AZ,Pima,(520)885-1482,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11088,85306,Kristal Bell Assisted Living Home L L C,4950 WEST PHELPS ROAD,AL11088H,Glendale,AZ,Maricopa,(602)588-7822,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10344,85306,Kristal Bell Care Home Of Glendale,5748 WEST MARCONI AVENUE,AL10344H,Glendale,AZ,Maricopa,(602)810-5074,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6204,86409,La Bella Assisted Living,1721 PALO VERDE DRIVE,AL6204H,Kingman,AZ,Mohave,(928)757-2736,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9127,85208,La Bella Vita Assisted Living Home,7515 EAST FARMDALE AVENUE,AL9127H,Mesa,AZ,Maricopa,(480)668-3992,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11847,85742,La Casa De Becker Assisted Living Llc,8586 NORTH HOLLY BROOK AVENUE,AL11847H,Tucson,AZ,Pima,(520)638-6357,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7183,85748,La Hacienda Assisted Living Home,10949 EAST BROADWAY BOULEVARD,AL7183H,Tucson,AZ,Pima,(520)886-6798,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10616,85283,La Luna Senior Living At Gemini,1910 EAST GEMINI DRIVE,AL10616H,Tempe,AZ,Maricopa,(480)772-2542,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9554,85022,La March Assisted Living,1615 EAST LE MARCHE AVENUE,AL9554H,Phoenix,AZ,Maricopa,(602)652-2260,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2318,85283,La Nina Assisted Living,843 EAST DIVOT DRIVE,AL2318H,Tempe,AZ,Maricopa,(480)838-9554,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11278,85711,La Paz Assisted Living,3925 EAST 1ST STREET,AL11278H,Tucson,AZ,Pima,(520)771-9971,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11621,85716,La Paz Assisted Living Ii,2914 EAST 4TH STREET,AL11621H,Tucson,AZ,Pima,(520)301-9021,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11846,85704,La Paz Assisted Living Iii,1436 WEST LIDDELL DRIVE,AL11846H,Tucson,AZ,Pima,(520)301-9021,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11104,85085,La Solana Assisted Living Llc,2551 WEST RABJOHN ROAD,AL11104H,Phoenix,AZ,Maricopa,(623)826-4961,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7221,85029,Lake View Retirement Villa,2902 WEST CHOLLA STREET,AL7221H,Phoenix,AZ,Maricopa,(602)570-4504,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8496,85308,"Lakeshore Crest, Llc",19535 NORTH 55TH DRIVE,AL8496H,Glendale,AZ,Maricopa,(623)376-6469,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9124,85209,Lakeview Assisted Living Home Llc,10048 EAST LAKEVIEW AVENUE,AL9124H,Mesa,AZ,Maricopa,(480)500-5876,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9606,85730,Lamba Care Home,9532 EAST 42ND STREET,AL9606H,Tucson,AZ,Pima,(520)546-1134,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9191,85305,"Larisa Sweet Home 1, Llc",8517 WEST NICOLET AVENUE,AL9191H,Glendale,AZ,Maricopa,(602)301-3505,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8878,85305,Larisa Sweet Home 2 Llc,8402 WEST BELMONT AVE,AL8878H,Glendale,AZ,Maricopa,(602)301-3505,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8013,85260,Las Fuentes Assisted Living,7340 EAST SWEETWATER AVENUE,AL8013H,Scottsdale,AZ,Maricopa,(480)607-9219,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9059,85260,Las Fuentes Assisted Living Ii,8617 EAST SWEETWATER AVENUE,AL9059H,Scottsdale,AZ,Maricopa,(480)307-9391,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7526,85266,Las Fuentes Assisted Living Iii,7191 EAST MONTGOMERY ROAD,AL7526H,Scottsdale,AZ,Maricopa,(480)488-3129,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9593,85255,Las Fuentes Assisted Living Iv,7247 EAST TAILFEATHER DRIVE,AL9593H,Scottsdale,AZ,Maricopa,(480)636-1709,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9341,85710,"Las Palmas Assisted Living 2, Llc",9443 EAST 3RD STREET,AL9341H,Tucson,AZ,Pima,(520)300-6217,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8767,85704,Las Palmas Assisted Living Home Llc,5332 NORTH FLINT AVENUE,AL8767H,Tucson,AZ,Pima,(520)789-7290,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11345,85044,Latin'S Home,10601 SOUTH 42ND STREET,AL11345H,Phoenix,AZ,Maricopa,(480)598-1003,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9967,85029,Laurel Assisted Living Home Llc,2201 WEST LAUREL LANE,AL9967H,Phoenix,AZ,Maricopa,(602)374-6707,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10726,85139,Lavie Home,45503 WEST MORNING VIEW LANE,AL10726H,Maricopa,AZ,Pinal,(520)666-2452,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10433,85286,"Layton Lakes Homecare, Llc",3559 EAST DESERT BROOM DRIVE,AL10433H,Chandler,AZ,Maricopa,(480)912-7069,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8603,85374,Legacy Assisted Living Home,13464 WEST COTTONWOOD STREET,AL8603H,Surprise,AZ,Maricopa,(623)693-3759,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11553,85379,Legacy Assisted Living L L C,15364 WEST ASTER DRIVE,AL11553H,Surprise,AZ,Maricopa,(602)317-5005,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11595,85254,Legacy Comfort Homes,12802 NORTH 57TH STREET,AL11595H,Scottsdale,AZ,Maricopa,(509)591-7684,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11594,85254,Legacy Comfort Homes Llc,13809 NORTH 57TH STREET,AL11594H,Scottsdale,AZ,Maricopa,(509)591-7684,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10629,85382,Legacy Manor,23636 NORTH 79TH AVENUE,AL10629H,Peoria,AZ,Maricopa,(623)376-7198,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10375,85044,Legacy Of Hearts Assisted Living Llc,4638 EAST SUMMERHAVEN DRIVE,AL10375H,Phoenix,AZ,Maricopa,(609)456-5625,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2244,85302,Legends Senior Living,6207 WEST COMET AVENUE,AL2244H,Glendale,AZ,Maricopa,(623)910-1043,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4626,85308,Legends Senior Living,20371 NORTH 65TH DRIVE,AL4626H,Glendale,AZ,Maricopa,(623)910-1043,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6106,85382,Legends Senior Living,20424 NORTH 98TH LANE,AL6106H,Peoria,AZ,Maricopa,(623)910-1043,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10725,85212,Legion Manor Llc,6842 EAST POSADA CIRCLE,AL10725H,Mesa,AZ,Maricopa,(417)633-9865,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9793,85234,Leisure Gardens,3704 EAST VAUGHN AVENUE,AL9793H,Gilbert,AZ,Maricopa,(480)332-1221,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9202,85225,Leisure Living,507 NORTH NANTUCKET COURT,AL9202H,Chandler,AZ,Maricopa,(480)664-9127,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9390,85204,Leisure Living Cottages In Mesa,3530 EAST PUEBLO AVENUE,AL9390H,Mesa,AZ,Maricopa,(480)275-8625,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10340,85378,Leisure Times Home L L C,11678 WEST YUCCA COURT,AL10340H,Surprise,AZ,Maricopa,(623)399-2349,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9344,85205,Lending Hand Assisted Living,1029 NORTH SERICIN,AL9344H,Mesa,AZ,Maricopa,(480)274-9208,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10280,85607,"Lesan Assisted Living, L L C",2340 EAST PRIMROSE STREET,AL10280H,Douglas,AZ,Cochise,(520)505-6528,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10831,85254,Leti'S Home At Scottsdale,5529 EAST BLOOMFIELD ROAD,AL10831H,Scottsdale,AZ,Maricopa,(619)831-1112,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL1004,85258,Liann'S Homes,7021 NORTH 79TH PLACE,AL1004H,Scottsdale,AZ,Maricopa,(480)596-0579,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2346,85260,Liann'S Homes,9693 EAST DAVENPORT DRIVE,AL2346H,Scottsdale,AZ,Maricopa,(480)596-0579,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2348,85258,Liann'S Homes,8411 EAST VIA DE JARDIN,AL2348H,Scottsdale,AZ,Maricopa,(480)596-0579,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11035,85323,Liberty Assisted Living Home L L C,12152 WEST DAVIS LANE,AL11035H,Avondale,AZ,Maricopa,(480)335-1229,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4014,85233,Liberty Care Home Ii,1178 WEST LAREDO AVENUE,AL4014H,Gilbert,AZ,Maricopa,(480)926-6588,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10912,85383,Liberty Home Care Assisted Living Llc,10509 WEST LOUISE DRIVE,AL10912H,Peoria,AZ,Maricopa,(602)748-5474,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4705,85022,Liberty Manor Residency,17632 NORTH 5TH PLACE,AL4705H,Phoenix,AZ,Maricopa,(602)843-1330,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5240,85029,Liberty Manor Residency Ii,13039 NORTH 34TH DRIVE,AL5240H,Phoenix,AZ,Maricopa,(602)626-5314,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10328,85310,Lidia'S Care Home Llc,6559 WEST PINNACLE PEAK ROAD,AL10328H,Glendale,AZ,Maricopa,(480)287-4243,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7804,85022,Life'S Blessings Assisted Living Home,16009 NORTH 6TH PLACE,AL7804H,Phoenix,AZ,Maricopa,(602)466-3005,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11703,85363,Lifestream At Youngtown Green House 1,11525 WEST PEORIA AVENUE,AL11703H,Youngtown,AZ,Maricopa,(623)933-3333,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11704,85363,Lifestream At Youngtown Green House 2,11523 WEST PEORIA AVENUE,AL11704H,Youngtown,AZ,Maricopa,(623)933-3333,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6479,85363,Lifestream At Youngtown Green House 3,11521 WEST PEORIA AVENUE,AL6479H,Youngtown,AZ,Maricopa,(623)572-4554,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10886,85308,"Liia Adult Care Home, Llc",5940 WEST VILLA THERESA DRIVE,AL10886H,Glendale,AZ,Maricopa,(602)358-8887,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11765,85020,Lincoln Heights Assisted Living,1930 EAST GLENDALE AVENUE,AL11765H,Phoenix,AZ,Maricopa,(602)612-2212,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11236,85253,"Lincoln Residential Assisted Living, Llc",6501 NORTH 48TH STREET,AL11236H,Paradise Valley,AZ,Maricopa,(602)675-0510,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8299,85748,"Lisa'S Loft, Llc",2152 SOUTH HARRISON ROAD,AL8299H,Tucson,AZ,Pima,(520)207-9643,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL3219,85122,Lita Caring Home,1337 NORTH WALNUT DRIVE,AL3219H,Casa Grande,AZ,Pinal,(520)836-1480,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6140,85340,Litchfield Countryside Home Care,3333 NORTH 188TH AVENUE,AL6140H,Litchfield Park,AZ,Maricopa,(623)330-3644,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8182,85379,Litchfield Joy Senior Living Llc,13576 WEST BANFF LANE,AL8182H,Surprise,AZ,Maricopa,(623)242-9124,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10293,85340,Litchfield Park Care Home,5515 NORTH 132ND DRIVE,AL10293H,Litchfield Park,AZ,Maricopa,(602)384-1747,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11100,85340,"Litchfield Terrace Assisted Living Home, L L C",13850 WEST BLOSSOM WAY,AL11100H,Litchfield Park,AZ,Maricopa,(702)292-9169,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11050,85212,Little Flower Assisted Living Home,9031 EAST PLATA AVENUE,AL11050H,Mesa,AZ,Maricopa,(480)687-7590,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL1610,85345,Little Touch Of Europe,7717 WEST BERYL AVENUE,AL1610H,Peoria,AZ,Maricopa,(623)313-5274,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9132,85207,Living Legacy Senior Care East,8241 EAST QUARTERLINE ROAD,AL9132H,Mesa,AZ,Maricopa,(480)463-0110,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6076,85304,Living Waters Care Home,5601 WEST WINNWOOD AVENUE,AL6076H,Glendale,AZ,Maricopa,(623)486-8360,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11052,85745,Living Young Homes Llc,2732 WEST MONTE VISTA PLACE,AL11052H,Tucson,AZ,Pima,(520)622-8416,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10397,85213,Loma Vista Assisted Living,453 NORTH LOMA VISTA,AL10397H,Mesa,AZ,Maricopa,(480)699-0559,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7595,85224,Longmore Mc Assisted Living Facility,704 SOUTH LONGMORE STREET,AL7595H,Chandler,AZ,Maricopa,(480)659-5446,3,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6027,85022,Lookout Mountain Assisted Living Home,15014 NORTH 20TH STREET,AL6027H,Phoenix,AZ,Maricopa,(602)410-9102,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL0852,85711,Lopez Adult Home Care,6010 EAST WENDREW LANE,AL0852H,Tucson,AZ,Pima,(520)571-8038,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8283,85349,Los Alamos Assisted Living Home,2671 EAST EDAIS STREET,AL8283H,San Luis,AZ,Yuma,(928)627-0992,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8526,85388,"Love And Care Assisted Living, Llc",18530 WEST PORT AU PRINCE LANE,AL8526H,Surprise,AZ,Maricopa,(623)234-8003,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11870,85374,Love And Care I Assisted Living,13417 WEST RIMROCK STREET,AL11870H,Surprise,AZ,Maricopa,(623)341-6957,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10817,85387,"Love And Care Ii Assisted Living, Llc",16786 WEST ELECTRA LANE,AL10817H,Surprise,AZ,Maricopa,(623)341-6957,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11206,85387,"Love And Care Iii Assisted Living, Llc",17030 WEST SAND HILLS ROAD,AL11206H,Surprise,AZ,Maricopa,(623)440-8334,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11876,85710,Lovecare Co.,7022 EAST EDGEMONT STREET,AL11876H,Tucson,AZ,Pima,(520)296-6522,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5038,85266,Lovin Manor,29192 NORTH 76TH STREET,AL5038H,Scottsdale,AZ,Maricopa,(602)828-0232,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6295,85255,Lovin Manor Too,8434 EAST LA JUNTA,AL6295H,Scottsdale,AZ,Maricopa,(602)828-0232,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10880,85051,Lovin Touch Assisted Living,4130 WEST NORTHERN AVENUE,AL10880H,Phoenix,AZ,Maricopa,(623)440-1063,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4297,85022,Loving Heart Assisted Living Service,13001 NORTH 22ND PLACE,AL4297H,Phoenix,AZ,Maricopa,(602)410-2569,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11007,85379,Loving Heart Residences,11318 NORTH 145TH LANE,AL11007H,Surprise,AZ,Maricopa,(623)322-6250,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11542,85204,Loving Hearts Assisted Living 2,1232 EAST VINE AVENUE,AL11542,Mesa,AZ,Maricopa,(480)203-6763,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9764,85204,"Loving Hearts Assisted Living, Llc",1714 SOUTH LINDA,AL9764H,Mesa,AZ,Maricopa,(480)233-6763,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11655,85226,Loving Mother Residency Llc,629 NORTH ENTRADA STREET,AL11655H,Chandler,AZ,Maricopa,(667)231-9713,4,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10059,85202,Loyal Care Assisted Living Llc,1338 WEST LOBO AVENUE,AL10059H,Mesa,AZ,Maricopa,(480)474-4364,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8807,85308,Loyale Assisted Living,5971 WEST LONE CACTUS DRIVE,AL8807H,Glendale,AZ,Maricopa,(480)252-2704,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11721,85706,Luna Care Home,5544 SOUTH MORRIS CIRCLE,AL11721H,Tucson,AZ,Pima,(520)203-8631,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6305,85308,Luxury Comfort Home,5452 WEST TOPEKA DRIVE,AL6305H,Glendale,AZ,Maricopa,(623)910-3861,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11582,85710,"Luz Del Milagro, Llc",6534 EAST BROADWAY BOULEVARD,AL11582H,Tucson,AZ,Pima,(520)404-1669,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4653,85306,Lydia'S Adult Care Home,6208 WEST CARIBE LANE,AL4653H,Glendale,AZ,Maricopa,(602)439-2487,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10645,85032,Lynda'S Haven Assisted Living,4558 EAST LIBBY STREET,AL10645H,Phoenix,AZ,Maricopa,(602)790-4195,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4456,85053,Lynette'S Care Center,3142 WEST GREENWAY ROAD,AL4456H,Phoenix,AZ,Maricopa,(602)942-3507,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7936,85053,Lynette'S Care Center Ii,15415 NORTH 30TH AVENUE,AL7936H,Phoenix,AZ,Maricopa,(602)373-2090,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8722,85388,"Lynne'S Assisted Living, L L C",17628 WEST PERSHING STREET,AL8722H,Surprise,AZ,Maricopa,(623)266-1003,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10462,85298,M&K Assisted Living Layton Lakes Llc,1110 EAST CLOVEFIELD STREET,AL10462H,Gilbert,AZ,Maricopa,(480)664-3466,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11498,85212,M&K Cadence Assisted Living,9752 EAST TUMBLEWEED AVENUE,AL11498H,Mesa,AZ,Maricopa,(928)862-0123,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6474,85226,"Madeira Villa Assisted Living, Llc",3370 WEST IRONWOOD DRIVE,AL6474H,Chandler,AZ,Maricopa,(480)782-0259,8,7/13/21
